OBJNR,STAT,INACT
OR000001000795,I0420,X
OR000001000796,I0420,X
OR000001000797,I0420,X
OR000001000798,I0420,X
OR000001000799,I0420,X
OR000001000800,I0420,X
OR000001000801,I0420,X
OR000001000802,I0420,X
OR000001000803,I0420,X
OR000001000804,I0420,X
OR000001000805,I0420,X
OR000001000807,I0420,X
OR000001000808,I0420,X
OR000001000809,I0420,X
OR000001000810,I0420,X
OR000001000811,I0420,X
OR000001000812,I0420,X
OR000001000813,I0420,X
OR000001000814,I0420,X
OR000001000815,I0420,X
OR000001000816,I0420,X
OR000001000817,I0420,X
OR000001000818,I0420,X
OR000001000819,I0420,X
OR000001000820,I0420,X
OR000001000821,I0420,X
OR000001000822,I0420,X
OR000001000823,I0420,X
OR000001000824,I0420,X
OR000001000825,I0420,X
OR000001000826,I0420,X
OR000001000827,I0420,X
OR000001000828,I0420,X
OR000001000840,I0118,X
OR000001000840,I0420,X
OR000001000841,I0118,X
OR000001000841,I0420,X
OR000001000842,I0118,X
OR000001000842,I0420,X
OR000001000843,I0118,X
OR000001000843,I0420,X
OR000001000844,I0118,X
OR000001000844,I0420,X
OR000001000845,I0118,X
OR000001000845,I0420,X
OR000001000846,I0118,X
OR000001000846,I0420,X
OR000001000847,I0118,X
OR000001000847,I0420,X
OR000001000848,I0118,X
OR000001000849,I0118,X
OR000001000850,I0118,X
OR000001000860,I0420,X
OR000001000880,I0420,X
OR000001000881,I0420,X
OR000001000882,I0420,X
OR000001000883,I0420,X
OR000001000884,I0420,X
OR000001000885,I0420,X
OR000001000886,I0420,X
OR000001000887,I0420,X
OR000001000888,I0420,X
OR000001000900,I0420,X
OR000001000901,I0420,X
OR000001000902,I0420,X
OR000001000903,I0420,X
OR000001000904,I0420,X
OR000001000905,I0420,X
OR000001000906,I0420,X
OR000001000907,I0420,X
OR000001000908,I0420,X
OR000001000920,I0420,X
OR000001000921,I0420,X
OR000001000922,I0420,X
OR000001000923,I0420,X
OR000001000924,I0420,X
OR000001000925,I0420,X
OR000001000926,I0420,X
OR000001000927,I0420,X
OR000001000928,I0420,X
OR000001000929,I0420,X
OR000001000930,I0420,X
OR000001000931,I0420,X
OR000001000932,I0420,X
OR000001000933,I0420,X
OR000001000934,I0420,X
OR000001000935,I0420,X
OR000001000936,I0420,X
OR000001000937,I0420,X
OR000001000938,I0118,X
OR000001000938,I0420,X
OR000001000939,I0118,X
OR000001000939,I0420,X
OR000001000940,I0118,X
OR000001000940,I0420,X
OR000001000941,I0118,X
OR000001000941,I0420,X
OR000001000942,I0118,X
OR000001000942,I0420,X
OR000001000943,I0118,X
OR000001000943,I0420,X
OR000001000944,I0118,X
OR000001000944,I0420,X
OR000001000945,I0118,X
OR000001000945,I0420,X
OR000001000946,I0118,X
OR000001000946,I0420,X
OR000001000947,I0420,X
OR000001000948,I0420,X
OR000001000949,I0420,X
OR000001000950,I0420,X
OR000001000951,I0420,X
OR000001000952,I0420,X
OR000001000953,I0420,X
OR000001000954,I0420,X
OR000001000955,I0420,X
OR000001000956,I0420,X
OR000001000957,I0420,X
OR000001000958,I0420,X
OR000001000959,I0420,X
OR000001000960,I0420,X
OR000001000961,I0420,X
OR000001000962,I0420,X
OR000001000963,I0420,X
OR000001000964,I0420,X
OR000001001160,I0118,X
OR000001001160,I0420,X
OR000001001161,I0118,X
OR000001001161,I0420,X
OR000001001162,I0420,X
OR000001001163,I0118,X
OR000001001164,I0118,X
OR000001001165,I0118,X
OR000001001180,I0420,X
OR000001001181,I0118,X
OR000001001181,I0420,X
OR000001001182,I0420,X
OR000001001183,I0420,X
OR000001001200,I0420,X
OR000001001201,I0420,X
OR000001001206,I0420,X
OR000001001207,I0118,X
OR000001001207,I0420,X
OR000001001220,I0420,X
OR000001001221,I0420,X
OR000001001222,I0420,X
OR000004000200,I0420,X
OR000001001223,I0420,X
OR000004000201,I0118,X
OR000004000201,I0420,X
OR000001001224,I0118,X
OR000001001224,I0420,X
OR000004000202,I0420,X
OR000001001225,I0118,X
OR000001001225,I0420,X
OR000004000203,I0118,X
OR000004000204,I0118,X
OR000004000205,I0118,X
OR000004000205,I0420,X
OR000004000206,I0118,X
OR000004000206,I0420,X
OR000004000207,I0420,X
OR000004000208,I0118,X
OR000004000208,I0420,X
OR000001001226,I0420,X
OR000001001227,I0420,X
OR000001001228,I0420,X
OR000001001229,I0118,X
OR000001001229,I0420,X
OR000001001230,I0118,X
OR000001001230,I0420,X
OR000001001231,I0118,X
OR000001001231,I0420,X
OR000001001232,I0118,X
OR000001001232,I0420,X
OR000001001233,I0420,X
OR000001001300,I0118,X
OR000001001301,I0118,X
OR000001001302,I0118,X
OR000001001380,I0118,X
OR000001001381,I0118,X
OR000001001382,I0118,X
OR000001001400,I0118,X
OR000001001400,I0420,X
OR000001001401,I0118,X
OR000001001401,I0420,X
OR000001001402,I0118,X
OR000001001402,I0420,X
OR000001001403,I0420,X
OR000001001404,I0118,X
OR000001001404,I0420,X
OR000001001405,I0118,X
OR000001001405,I0420,X
OR000001001406,I0118,X
OR000001001406,I0420,X
OR000001001407,I0118,X
OR000001001407,I0420,X
OR000001001420,I0118,X
OR000001001420,I0420,X
OR000002000560,I0118,X
OR000001001421,I0118,X
OR000001001421,I0420,X
OR000001001422,I0118,X
OR000002000561,I0118,X
OR000001001423,I0118,X
OR000001001423,I0420,X
OR000001001424,I0118,X
OR000001001424,I0420,X
OR000001001440,I0118,X
OR000001001441,I0118,X
OR000001001441,I0420,X
OR000001001442,I0118,X
OR000001001442,I0420,X
OR000001001443,I0420,X
OR000001001444,I0420,X
OR000001001445,I0420,X
OR000001001446,I0118,X
OR000006000080,I0118,X
OR000001001460,I0118,X
OR000001001460,I0420,X
OR000001001461,I0118,X
OR000001001461,I0420,X
OR000004000220,I0118,X
OR000004000220,I0420,X
OR000004000221,I0420,X
OR000001001480,I0118,X
OR000001001481,I0118,X
OR000001001482,I0118,X
OR000001001483,I0118,X
OR000001001484,I0118,X
OR000001001485,I0118,X
OR000004000240,I0420,X
OR000004000241,I0118,X
OR000004000241,I0420,X
OR000004000242,I0118,X
OR000004000242,I0420,X
OR000001001489,I0420,X
OR000001001490,I0420,X
OR000001001491,I0118,X
OR000001001491,I0420,X
OR000001001495,I0420,X
OR000001001496,I0420,X
OR000004000244,I0118,X
OR000004000245,I0118,X
OR000004000243,I0118,X
OR000004000243,I0420,X
OR000004000245,I0420,X
OR000004000244,I0420,X
OR000004000246,I0118,X
OR000004000246,I0420,X
OR000004000247,I0118,X
OR000004000247,I0420,X
OR000004000248,I0118,X
OR000004000248,I0420,X
OR000004000249,I0118,X
OR000004000249,I0420,X
OR000004000250,I0118,X
OR000004000250,I0420,X
OR000004000251,I0118,X
OR000004000251,I0420,X
OR000004000252,I0118,X
OR000004000252,I0420,X
OR000001001497,I0118,X
OR000001001497,I0420,X
OR000001001498,I0420,X
OR000001001499,I0118,X
OR000001001500,I0420,X
OR000001001501,I0118,X
OR000001001501,I0420,X
OR000001001502,I0118,X
OR000001001503,I0118,X
OR000001001504,I0420,X
OR000001001520,I0118,X
OR000001001520,I0420,X
OR000001001521,I0420,X
OR000001001522,I0420,X
OR000001001523,I0420,X
OR000001001524,I0420,X
OR000001001525,I0420,X
OR000001001526,I0420,X
OR000001001528,I0420,X
OR000001001529,I0118,X
OR000001001530,I0118,X
OR000001001531,I0118,X
OR000001001532,I0420,X
OR000001001533,I0420,X
OR000004000260,I0118,X
OR000004000260,I0420,X
OR000001001534,I0420,X
OR000001001535,I0420,X
OR000004000261,I0118,X
OR000004000261,I0420,X
OR000004000262,I0118,X
OR000004000262,I0420,X
OR000004000263,I0118,X
OR000004000263,I0420,X
OR000004000264,I0118,X
OR000004000264,I0420,X
OR000004000265,I0118,X
OR000004000265,I0420,X
OR000004000266,I0118,X
OR000004000266,I0420,X
OR000001001536,I0420,X
OR000001001537,I0420,X
OR000001001538,I0420,X
OR000001001539,I0420,X
OR000004000267,I0118,X
OR000004000267,I0420,X
OR000004000268,I0118,X
OR000004000268,I0420,X
OR000004000269,I0118,X
OR000004000269,I0420,X
OR000004000270,I0118,X
OR000004000270,I0420,X
OR000004000271,I0118,X
OR000004000271,I0420,X
OR000004000272,I0118,X
OR000004000273,I0118,X
OR000001001540,I0420,X
OR000001001541,I0420,X
OR000001001542,I0420,X
OR000001001543,I0118,X
OR000001001543,I0420,X
OR000001001544,I0420,X
OR000001001545,I0118,X
OR000001001545,I0420,X
OR000001001546,I0420,X
OR000001001560,I0420,X
OR000001001561,I0118,X
OR000001001561,I0420,X
OR000001001562,I0118,X
OR000001001562,I0420,X
OR000001001563,I0420,X
OR000001001564,I0420,X
OR000001001565,I0118,X
OR000001001565,I0420,X
OR000001001566,I0118,X
OR000001001566,I0420,X
OR000001001567,I0118,X
OR000001001567,I0420,X
OR000001001568,I0420,X
OR000001001569,I0118,X
OR000001001569,I0420,X
OR000004000280,I0118,X
OR000004000280,I0420,X
OR000004000281,I0118,X
OR000004000282,I0118,X
OR000004000282,I0420,X
OR000004000283,I0118,X
OR000004000283,I0420,X
OR000004000284,I0118,X
OR000004000284,I0420,X
OR000004000285,I0420,X
OR000004000286,I0420,X
OR000004000287,I0420,X
OR000004000288,I0420,X
OR000004000289,I0420,X
OR000004000290,I0118,X
OR000004000290,I0420,X
OR000004000291,I0420,X
OR000001001580,I0118,X
OR000001001581,I0118,X
OR000001001582,I0118,X
OR000001001583,I0118,X
OR000001001584,I0118,X
OR000001001585,I0118,X
OR000001001600,I0118,X
OR000001001601,I0118,X
OR000001001602,I0118,X
OR000004000300,I0420,X
OR000004000301,I0118,X
OR000004000301,I0420,X
OR000004000302,I0420,X
OR000001001640,I0420,X
OR000001001641,I0118,X
OR000001001641,I0420,X
OR000001001642,I0420,X
OR000002000682,I0118,X
OR000004000320,I0118,X
OR000004000320,I0420,X
OR000004000340,I0118,X
OR000004000340,I0420,X
OR000004000360,I0118,X
OR000004000360,I0420,X
OR000004000361,I0420,X
OR000001001703,I0118,X
OR000001001704,I0118,X
OR000001001705,I0118,X
OR000004000381,I0118,X
OR000004000382,I0118,X
OR000004000380,I0118,X
OR000004000382,I0420,X
OR000004000381,I0420,X
OR000004000380,I0420,X
OR000004000383,I0118,X
OR000004000383,I0420,X
OR000004000400,I0118,X
OR000004000400,I0420,X
OR000004000401,I0118,X
OR000004000401,I0420,X
OR000004000402,I0420,X
OR000001001761,I0420,X
OR000004000403,I0118,X
OR000004000403,I0420,X
OR000004000404,I0118,X
OR000004000405,I0118,X
OR000004000406,I0118,X
OR000001001762,I0118,X
OR000001001762,I0420,X
OR000001001780,I0118,X
OR000001001780,I0420,X
OR000001001781,I0420,X
OR000002000720,I0118,X
OR000004000420,I0118,X
OR000004000421,I0118,X
OR000004000421,I0420,X
OR000001001782,I0420,X
OR000001001783,I0420,X
OR000002000721,I0118,X
OR000001001784,I0420,X
OR000002000722,I0118,X
OR000001001785,I0118,X
OR000001001785,I0420,X
OR000001001786,I0420,X
OR000004000422,I0420,X
OR000004000423,I0118,X
OR000004000423,I0420,X
OR000004000424,I0420,X
OR000004000425,I0420,X
OR000001001787,I0420,X
OR000001001788,I0420,X
OR000001001789,I0420,X
OR000004000426,I0118,X
OR000004000426,I0420,X
OR000001001790,I0118,X
OR000001001790,I0420,X
OR000001001791,I0420,X
OR000004000427,I0118,X
OR000001001792,I0118,X
OR000001001792,I0420,X
OR000001001793,I0118,X
OR000001001793,I0420,X
OR000004000428,I0118,X
OR000001001794,I0420,X
OR000004000429,I0118,X
OR000004000429,I0420,X
OR000004000430,I0118,X
OR000004000440,I0118,X
OR000004000441,I0118,X
OR000004000442,I0118,X
OR000004000443,I0118,X
OR000004000444,I0118,X
OR000004000444,I0420,X
OR000004000445,I0420,X
OR000004000446,I0118,X
OR000004000447,I0118,X
OR000004000448,I0118,X
OR000001001800,I0420,X
OR000001001820,I0118,X
OR000001001820,I0420,X
OR000001001843,I0420,X
OR000004000460,I0118,X
OR000004000461,I0118,X
OR000004000462,I0118,X
OR000004000464,I0118,X
OR000004000465,I0118,X
OR000004000465,I0420,X
OR000004000480,I0118,X
OR000004000481,I0118,X
OR000004000501,I0118,X
OR000004000500,I0118,X
OR000004000500,I0420,X
OR000004000501,I0420,X
OR000001001860,I0118,X
OR000001001861,I0118,X
OR000001001862,I0118,X
OR000004000520,I0118,X
OR000004000520,I0420,X
OR000002000840,I0118,X
OR000001001900,I0420,X
OR000004000540,I0420,X
OR000004000541,I0118,X
OR000004000560,I0118,X
OR000004000561,I0118,X
OR000004000562,I0118,X
OR000004000563,I0118,X
OR000004000581,I0118,X
OR000004000580,I0118,X
OR000004000580,I0420,X
OR000004000581,I0420,X
OR000004000600,I0118,X
OR000004000601,I0118,X
OR000004000601,I0420,X
OR000004000602,I0118,X
OR000004000603,I0118,X
OR000004000604,I0118,X
OR000004000605,I0118,X
OR000004000606,I0118,X
OR000004000607,I0118,X
OR000004000608,I0118,X
OR000004000609,I0118,X
OR000004000612,I0118,X
OR000004000611,I0118,X
OR000004000613,I0118,X
OR000004000610,I0118,X
OR000004000612,I0420,X
OR000004000602,I0420,X
OR000004000609,I0420,X
OR000004000613,I0420,X
OR000004000603,I0420,X
OR000004000611,I0420,X
OR000004000607,I0420,X
OR000004000604,I0420,X
OR000004000605,I0420,X
OR000004000610,I0420,X
OR000004000608,I0420,X
OR000004000606,I0420,X
OR000004000620,I0118,X
OR000004000621,I0118,X
OR000004000621,I0420,X
OR000004000641,I0118,X
OR000004000640,I0118,X
OR000004000640,I0420,X
OR000004000641,I0420,X
OR000004000660,I0118,X
OR000004000660,I0420,X
OR000004000680,I0118,X
OR000004000680,I0420,X
OR000001001980,I0118,X
OR000001001982,I0118,X
OR000001002000,I0420,X
OR000001002020,I0420,X
OR000001002021,I0118,X
OR000001002022,I0118,X
OR000001002022,I0420,X
OR000001002023,I0118,X
OR000001002023,I0420,X
OR000001002025,I0420,X
OR000001002040,I0420,X
OR000001002041,I0420,X
OR000006000120,I0118,X
OR000006000121,I0118,X
OR000001002044,I0118,X
OR000001002044,I0420,X
OR000001002045,I0420,X
OR000001002046,I0118,X
OR000001002046,I0420,X
OR000001002047,I0420,X
OR000004000700,I0118,X
OR000004000701,I0118,X
OR000004000702,I0118,X
OR000004000702,I0420,X
OR000001002060,I0420,X
OR000004000720,I0118,X
OR000001002061,I0118,X
OR000001002061,I0420,X
OR000004000721,I0118,X
OR000004000722,I0118,X
OR000001002062,I0118,X
OR000001002062,I0420,X
OR000004000723,I0118,X
OR000004000723,I0420,X
OR000004000741,I0118,X
OR000004000741,I0420,X
OR000001002080,I0118,X
OR000001002080,I0420,X
OR000001002081,I0118,X
OR000001002081,I0420,X
OR000004000760,I0118,X
OR000004000760,I0420,X
OR000004000761,I0420,X
OR000001002082,I0420,X
OR000001002083,I0420,X
OR000001002084,I0420,X
OR000001002100,I0420,X
OR000004000780,I0118,X
OR000004000781,I0118,X
OR000004000781,I0420,X
OR000001002101,I0118,X
OR000001002101,I0420,X
OR000004000800,I0118,X
OR000004000801,I0420,X
OR000004000802,I0118,X
OR000004000803,I0118,X
OR000004000804,I0118,X
OR000004000804,I0420,X
OR000004000820,I0118,X
OR000004000821,I0118,X
OR000004000822,I0420,X
OR000004000823,I0118,X
OR000004000824,I0118,X
OR000004000824,I0420,X
OR000004000825,I0118,X
OR000004000826,I0118,X
OR000001002120,I0118,X
OR000001002120,I0420,X
OR000002000920,I0118,X
OR000004000842,I0118,X
OR000004000841,I0118,X
OR000004000840,I0118,X
OR000004000841,I0420,X
OR000004000842,I0420,X
OR000004000840,I0420,X
OR000004000860,I0118,X
OR000004000860,I0420,X
OR000001002160,I0118,X
OR000001002160,I0420,X
OR000001002161,I0118,X
OR000001002161,I0420,X
OR000001002162,I0420,X
OR000004000880,I0118,X
OR000004000881,I0118,X
OR000004000901,I0118,X
OR000004000900,I0118,X
OR000004000902,I0118,X
OR000004000901,I0420,X
OR000004000903,I0420,X
OR000004000902,I0420,X
OR000004000900,I0420,X
OR000004000904,I0118,X
OR000004000904,I0420,X
OR000004000905,I0118,X
OR000004000906,I0118,X
OR000004000907,I0118,X
OR000002000940,I0118,X
OR000004000920,I0118,X
OR000004000920,I0420,X
OR000004000940,I0118,X
OR000004000940,I0420,X
OR000004000960,I0118,X
OR000004000960,I0420,X
OR000004000980,I0118,X
OR000004000980,I0420,X
OR000004001000,I0118,X
OR000004001000,I0420,X
OR000004001020,I0118,X
OR000004001020,I0420,X
OR000004001040,I0118,X
OR000004001040,I0420,X
OR000001002180,I0118,X
OR000004001060,I0118,X
OR000004001061,I0118,X
OR000004001062,I0118,X
OR000004001063,I0118,X
OR000004001064,I0118,X
OR000004001065,I0118,X
OR000004001066,I0118,X
OR000004001067,I0118,X
OR000004001070,I0118,X
OR000004001069,I0118,X
OR000004001071,I0118,X
OR000004001068,I0118,X
OR000004001070,I0420,X
OR000004001060,I0420,X
OR000004001067,I0420,X
OR000004001071,I0420,X
OR000004001061,I0420,X
OR000004001069,I0420,X
OR000004001065,I0420,X
OR000004001062,I0420,X
OR000004001063,I0420,X
OR000004001068,I0420,X
OR000004001066,I0420,X
OR000004001064,I0420,X
OR000004001072,I0118,X
OR000004001072,I0420,X
OR000004001074,I0118,X
OR000004001073,I0118,X
OR000004001073,I0420,X
OR000004001074,I0420,X
OR000004001080,I0118,X
OR000004001080,I0420,X
OR000004001100,I0118,X
OR000004001120,I0118,X
OR000004001121,I0118,X
OR000004001122,I0118,X
OR000004001123,I0118,X
OR000004001140,I0118,X
OR000004001141,I0118,X
OR000004001142,I0118,X
OR000004001143,I0118,X
OR000002000960,I0118,X
OR000004001160,I0118,X
OR000004001160,I0420,X
OR000004001180,I0118,X
OR000004001180,I0420,X
OR000004001200,I0118,X
OR000004001200,I0420,X
OR000004001220,I0118,X
OR000004001220,I0420,X
OR000004001242,I0118,X
OR000004001241,I0118,X
OR000004001240,I0118,X
OR000004001243,I0118,X
OR000004001240,I0420,X
OR000004001241,I0420,X
OR000004001242,I0420,X
OR000004001244,I0420,X
OR000004001243,I0420,X
OR000004001260,I0118,X
OR000004001260,I0420,X
OR000004001280,I0118,X
OR000004001281,I0118,X
OR000004001282,I0118,X
OR000004001283,I0420,X
OR000004001300,I0118,X
OR000004001320,I0118,X
OR000004001321,I0118,X
OR000004001321,I0420,X
OR000004001322,I0118,X
OR000004001323,I0118,X
OR000004001323,I0420,X
OR000004001324,I0118,X
OR000002000980,I0118,X
OR000004001340,I0118,X
OR000004001341,I0118,X
OR000004001360,I0118,X
OR000004001360,I0420,X
IE000000000217100001,I0099,X
IE000000000217100002,I0099,X
IE000000000217100003,I0099,X
IE000000000217100004,I0099,X
IE000000000217100005,I0099,X
IE000000000217100006,I0099,X
IE000000000217100007,I0099,X
IE000000000217100008,I0099,X
IE000000000217100009,I0099,X
IE000000000217100010,I0099,X
IE000000000217100011,I0099,X
IE000000000217100012,I0099,X
IE000000000217100013,I0099,X
IE000000000217100014,I0099,X
IE000000000217100015,I0099,X
IE000000000217100016,I0099,X
IE000000000217100017,I0099,X
IE000000000217100018,I0099,X
IE000000000217100019,I0099,X
IE000000000217100020,I0099,X
IE000000000217100021,I0099,X
IE000000000217100022,I0099,X
IE000000000217100023,I0099,X
IE000000000217100025,I0099,X
IE000000000217100026,I0099,X
IE000000000217100027,I0099,X
IE000000000217100028,I0099,X
IE000000000217100029,I0099,X
IE000000000217100030,I0099,X
IE000000000217100031,I0099,X
IE000000000217100032,I0099,X
IE000000000217100033,I0099,X
IE000000000217100034,I0099,X
IE000000000217100035,I0099,X
IE000000000217100036,I0099,X
IE000000000217100037,I0099,X
IE000000000217100038,I0099,X
IE000000000217100039,I0099,X
IE000000000217100040,I0099,X
IE000000000217100041,I0099,X
IE000000000217100042,I0099,X
IE000000000217100043,I0099,X
IE000000000217100044,I0099,X
IE000000000217100045,I0099,X
IE000000000217100046,I0099,X
IE000000000217100047,I0099,X
IE000000000217100048,I0099,X
IE000000000217100049,I0099,X
IE000000000217100050,I0099,X
IE000000000217100051,I0099,X
IE000000000217100052,I0099,X
IE000000000217100053,I0099,X
IE000000000217100054,I0099,X
IE000000000217100055,I0099,X
IE000000000217100056,I0099,X
IE000000000217100057,I0099,X
IE000000000217100058,I0099,X
IE000000000217100059,I0099,X
IE000000000217100060,I0099,X
IE000000000217100061,I0099,X
IE000000000217100062,I0099,X
IE000000000217100063,I0099,X
IE000000000217100064,I0099,X
IE000000000217100065,I0099,X
IE000000000217100066,I0099,X
IE000000000217100067,I0099,X
IE000000000217100068,I0099,X
IE000000000217100069,I0099,X
IE000000000217100070,I0099,X
IE000000000217100071,I0099,X
IE000000000217100072,I0099,X
IE000000000217100073,I0099,X
IE000000000217100074,I0099,X
IE000000000217100075,I0099,X
IE000000000217100076,I0099,X
IE000000000217100077,I0099,X
IE000000000217100078,I0099,X
IE000000000217100079,I0099,X
IE000000000217100080,I0099,X
IE000000000217100081,I0099,X
IE000000000217100082,I0099,X
IE000000000217100083,I0099,X
IE000000000217100084,I0099,X
IE000000000217100085,I0099,X
IE000000000217100086,I0099,X
IE000000000217100087,I0099,X
IE000000000217100088,I0099,X
IE000000000217100089,I0099,X
IE000000000217100090,I0099,X
IE000000000217100091,I0099,X
IE000000000217100092,I0099,X
IE000000000217100093,I0099,X
OR000001000006,I0420,X
OR000001000007,I0420,X
OR000001000008,I0420,X
OR000001000009,I0420,X
OR000001000010,I0420,X
OR000001000011,I0420,X
OR000001000012,I0420,X
OR000001000013,I0420,X
OR000001000014,I0420,X
OR000001000015,I0420,X
OR000001000016,I0420,X
IE000000000010000147,I0099,X
IE000000000010000146,I0099,X
IE000000000010000177,I0099,X
IE000000000010000145,I0099,X
IE000000000010000144,I0099,X
IE000000000010000178,I0099,X
IE000000000010000143,I0099,X
IE000000000010000142,I0099,X
IE000000000010000179,I0099,X
IE000000000010000141,I0099,X
IE000000000010000140,I0099,X
IE000000000010000180,I0099,X
IE000000000010000139,I0099,X
IE000000000010000138,I0099,X
IE000000000010000181,I0099,X
IE000000000010000137,I0099,X
IE000000000010000136,I0099,X
IE000000000010000182,I0099,X
IE000000000010000135,I0099,X
IE000000000010000134,I0099,X
IE000000000010000183,I0099,X
IE000000000010000133,I0099,X
IE000000000010000132,I0099,X
IE000000000010000184,I0099,X
IE000000000010000131,I0099,X
IE000000000010000130,I0099,X
IE000000000010000185,I0099,X
IE000000000010000129,I0099,X
IE000000000010000176,I0099,X
IE000000000010000166,I0099,X
IE000000000010000167,I0099,X
IE000000000010000165,I0099,X
IE000000000010000164,I0099,X
IE000000000010000168,I0099,X
IE000000000010000163,I0099,X
IE000000000010000162,I0099,X
IE000000000010000169,I0099,X
IE000000000010000161,I0099,X
IE000000000010000160,I0099,X
IE000000000010000170,I0099,X
IE000000000010000159,I0099,X
IE000000000010000158,I0099,X
IE000000000010000171,I0099,X
IE000000000010000157,I0099,X
IE000000000010000156,I0099,X
IE000000000010000172,I0099,X
IE000000000010000155,I0099,X
IE000000000010000154,I0099,X
IE000000000010000173,I0099,X
IE000000000010000153,I0099,X
IE000000000010000152,I0099,X
IE000000000010000174,I0099,X
IE000000000010000151,I0099,X
IE000000000010000150,I0099,X
IE000000000010000175,I0099,X
IE000000000010000149,I0099,X
IE000000000010000148,I0099,X
IE000000000010000120,I0099,X
IE000000000010000190,I0099,X
IE000000000010000104,I0099,X
IE000000000010000119,I0099,X
IE000000000010000108,I0099,X
IE000000000010000118,I0099,X
IE000000000010000196,I0099,X
IE000000000010000191,I0099,X
IE000000000010000117,I0099,X
IE000000000010000105,I0099,X
IE000000000010000197,I0099,X
IE000000000010000116,I0099,X
IE000000000010000192,I0099,X
IE000000000010000115,I0099,X
IE000000000010000111,I0099,X
IE000000000010000106,I0099,X
IE000000000010000114,I0099,X
IE000000000010000193,I0099,X
IE000000000010000194,I0099,X
IE000000000010000113,I0099,X
IE000000000010000107,I0099,X
IE000000000010000112,I0099,X
IE000000000010000100,I0099,X
IE000000000010000128,I0099,X
IE000000000010000186,I0099,X
IE000000000010000127,I0099,X
IE000000000010000101,I0099,X
IE000000000010000126,I0099,X
IE000000000010000187,I0099,X
IE000000000010000109,I0099,X
IE000000000010000125,I0099,X
IE000000000010000199,I0099,X
IE000000000010000124,I0099,X
IE000000000010000102,I0099,X
IE000000000010000188,I0099,X
IE000000000010000123,I0099,X
IE000000000010000195,I0099,X
IE000000000010000110,I0099,X
IE000000000010000122,I0099,X
IE000000000010000189,I0099,X
IE000000000010000121,I0099,X
IE000000000010000103,I0099,X
IE000000000010000198,I0099,X
IE000000000210100001,I0099,X
IE000000000210100002,I0099,X
IE000000000210100003,I0099,X
IE000000000210100004,I0099,X
IE000000000210100005,I0099,X
IE000000000210100006,I0099,X
IE000000000210100007,I0099,X
IE000000000210100008,I0099,X
IE000000000210100009,I0099,X
IE000000000210100010,I0099,X
IE000000000210100011,I0099,X
IE000000000210100012,I0099,X
IE000000000210100013,I0099,X
IE000000000210100014,I0099,X
IE000000000210100015,I0099,X
IE000000000210100016,I0099,X
IE000000000210100017,I0099,X
IE000000000210100018,I0099,X
IE000000000210100019,I0099,X
IE000000000210100020,I0099,X
IE000000000210100021,I0099,X
IE000000000210100022,I0099,X
IE000000000210100023,I0099,X
IE000000000210100024,I0099,X
IE000000000210100025,I0099,X
IE000000000210100026,I0099,X
IE000000000210100027,I0099,X
IE000000000210100028,I0099,X
IE000000000210100029,I0099,X
IE000000000210100030,I0099,X
IE000000000210100031,I0099,X
IE000000000210100032,I0099,X
IE000000000210100033,I0099,X
IE000000000210100034,I0099,X
IE000000000210100035,I0099,X
IE000000000210100036,I0099,X
IE000000000210100037,I0099,X
IE000000000210100038,I0099,X
IE000000000210100039,I0099,X
IE000000000210100040,I0099,X
IE000000000210100041,I0099,X
IE000000000210100042,I0099,X
IE000000000210100043,I0099,X
IE000000000210100044,I0099,X
IE000000000210100045,I0099,X
IE000000000210100046,I0099,X
IE000000000210100047,I0099,X
IE000000000210100048,I0099,X
IE000000000210100049,I0099,X
IE000000000210100050,I0099,X
IE000000000210100051,I0099,X
IE000000000210100052,I0099,X
IE000000000210100053,I0099,X
IE000000000210100054,I0099,X
IE000000000210100055,I0099,X
IE000000000210100056,I0099,X
IE000000000210100057,I0099,X
IE000000000210100058,I0099,X
IE000000000210100059,I0099,X
IE000000000210100060,I0099,X
IE000000000210100061,I0099,X
IE000000000210100062,I0099,X
IE000000000210100063,I0099,X
IE000000000210100064,I0099,X
IE000000000210100065,I0099,X
IE000000000210100066,I0099,X
IE000000000210100067,I0099,X
IE000000000210100068,I0099,X
IE000000000210100069,I0099,X
IE000000000210100070,I0099,X
IE000000000210100071,I0099,X
IE000000000210100072,I0099,X
IE000000000210100073,I0099,X
IE000000000210100074,I0099,X
IE000000000210100075,I0099,X
IE000000000210100076,I0099,X
IE000000000210100077,I0099,X
IE000000000210100078,I0099,X
IE000000000210100079,I0099,X
IE000000000210100080,I0099,X
IE000000000210100081,I0099,X
IE000000000210100082,I0099,X
IE000000000210100083,I0099,X
IE000000000210100084,I0099,X
IE000000000210100085,I0099,X
IE000000000210100086,I0099,X
IE000000000210100087,I0099,X
IE000000000210100088,I0099,X
IE000000000210100089,I0099,X
IE000000000210100090,I0099,X
IE000000000210100091,I0099,X
IE000000000210100092,I0099,X
IE000000000210100093,I0099,X
OR000001000021,I0010,X
OR000001000022,I0010,X
OR000001000023,I0010,X
OR000001000024,I0010,X
OR000001000025,I0010,X
OR000001000026,I0010,X
OR000001000027,I0010,X
OR000001000028,I0010,X
OR000001000029,I0010,X
OR000004000040,I0420,X
OR000004000041,I0420,X
OR000001000160,I0010,X
OR000001000161,I0010,X
OR000001000162,I0010,X
OR000001000163,I0010,X
OR000001000164,I0010,X
OR000001000165,I0010,X
OR000001000166,I0010,X
