VBELN,VKORG,VTWEG,SPART,AUART,KUNNR,BSTNK,ERDAT
0020001895,1710,10,00,AG,EWM17-CU01,4590009999,20201101
0000003870,1710,10,00,TA,EWM17-CU01,no2,20201105
0000003871,1710,10,00,TA,EWM17-CU01,no3,20201105
0020001897,1710,10,00,AG,EWM17-CU02,452999999,20201101
0000003790,1710,10,00,TA,EWM17-CU01,4590009999,20201101
0000003792,1710,10,00,TA,EWM17-CU02,452999999,20201101
0000004577,1710,10,00,TA,USCU_S04,4500147852,20211111
0020001908,1710,10,00,AG,0017100003,2020,20201106
0020001898,1710,10,00,AG,0017100005,3,20201102
0000004076,1710,10,00,TA,USCU_S14,4500130039,20210228
0000004007,1710,10,00,TA,USCU_S13,4500129285,20210125
0020001909,1710,10,00,AG,0017100003,28,20201106
0000004008,1710,10,00,TA,USCU_S02,4500128562,20210125
0000004009,1710,10,00,TA,USCU_L10,4500129646,20210125
0000004010,1710,10,00,TA,USCU_S11,4500131436,20210125
0060000104,1710,10,00,CBAR,0017100003,,20201109
0000003797,1710,10,00,TA,EWM17-CU01,123456,20201102
0000003798,1710,10,00,TA,EWM17-CU02,123465,20201102
0000003799,1710,10,00,TA,EWM17-CU01,123487,20201102
0000003800,1710,10,00,TA,USCU_L09,4500046890,20201102
0000003801,1710,10,00,TA,USCU_L01,4500046773,20201102
0000003802,1710,10,00,TA,USCU_S15,4500046920,20201102
0000003803,1710,10,00,TA,USCU_S11,4500046862,20201102
0000003804,1710,10,00,TA,USCU_S05,4500046803,20201102
0000003805,1710,10,00,TA,USCU_L05,4500046832,20201102
0000003806,1710,10,00,TA,USCU_S09,4500046684,20201102
0000003807,1710,10,00,TA,USCU_L08,4500046658,20201102
0000003808,1710,10,00,TA,USCU_S03,4500046628,20201102
0000003809,1710,10,00,TA,USCU_S17,4500046743,20201102
0000003810,1710,10,00,TA,USCU_L10,4500046714,20201102
0000003811,1710,10,00,TA,USCU_L02,4500046601,20201102
0000003812,1710,10,00,TA,USCU_L03,4500046429,20201102
0000003813,1710,10,00,TA,USCU_S15,4500046571,20201102
0000003814,1710,10,00,TA,USCU_S04,4500046458,20201102
0000003815,1710,10,00,TA,USCU_L04,4500046488,20201102
0000003816,1710,10,00,TA,USCU_S13,4500046514,20201102
0000003817,1710,10,00,TA,USCU_L02,4500045630,20201102
0000003818,1710,10,00,TA,USCU_S14,4500045766,20201102
0000003819,1710,10,00,TA,USCU_S05,4500045651,20201102
0000003820,1710,10,00,TA,USCU_L07,4500045680,20201102
0000003821,1710,10,00,TA,USCU_S09,4500045708,20201102
0000003822,1710,10,00,TA,USCU_L10,4500045737,20201102
0000003823,1710,10,00,TA,USCU_S11,4500047038,20201102
0000003824,1710,10,00,TA,USCU_S04,4500046978,20201102
0000003825,1710,10,00,TA,USCU_L10,4500047068,20201102
0000003826,1710,10,00,TA,USCU_S14,4500047098,20201102
0000003827,1710,10,00,TA,USCU_L04,4500047008,20201102
0000003828,1710,10,00,TA,USCU_L02,4500046948,20201102
0000003829,1710,10,00,TA,USCU_L02,4500047128,20201102
0000003830,1710,10,00,TA,USCU_S15,4500047274,20201102
0000003831,1710,10,00,TA,USCU_L09,4500047246,20201102
0000003832,1710,10,00,TA,USCU_L06,4500047186,20201102
0000003833,1710,10,00,TA,USCU_S03,4500047156,20201102
0000003834,1710,10,00,TA,USCU_S08,4500047216,20201102
0000003835,1710,10,00,TA,USCU_S10,4500047388,20201102
0000003836,1710,10,00,TA,USCU_S03,4500047330,20201102
0000003837,1710,10,00,TA,USCU_L08,4500047358,20201102
0000003838,1710,10,00,TA,USCU_L02,4500047302,20201102
0000003839,1710,10,00,TA,USCU_S15,4500047445,20201102
0000003840,1710,10,00,TA,USCU_L09,4500047416,20201102
0060000084,1710,10,00,CBAR,0017100001,90003310,20201108
0000003923,1710,10,00,TA,0017100001,503,20201113
0060000086,1710,10,00,CBAR,0017100001,,20201108
0000003874,1710,10,00,SD2,0017100001,,20201108
0060000088,1710,10,00,CBAR,0017100001,,20201108
0060000087,1710,10,00,CBAR,0017100001,,20201108
0000003906,1710,10,00,TA,0017100001,243,20201111
0060000090,1710,10,00,CBAR,0017100001,,20201108
0060000091,1710,10,00,CBAR,0017100001,,20201108
0060000094,1710,10,00,CBAR,0017100006,,20201108
0060000092,1710,10,00,GA2,0017100001,,20201108
0060000093,1710,10,00,CBAR,0017100006,55,20201108
0060000095,1710,10,00,CBAR,0017100006,,20201109
0060000097,1710,10,00,CBAR,0017100006,,20201109
0060000099,1710,10,00,CBAR,0017100006,,20201109
0060000098,1710,10,00,CBAR,0017100006,,20201109
0000004578,1710,10,00,TA,USCU_S15,4500149279,20211111
0060000101,1710,10,00,CBAR,0017100006,,20201109
0000003895,1710,10,00,TA,0017100003,123456,20201109
0020001877,1710,10,00,AG,0017100001,0729_TG12_03,20200729
0000003893,1710,10,00,TA,EWM17-CU01,123456,20201109
0060000096,1710,10,00,GA2,0017100006,,20201109
0000003894,1710,10,00,TA,EWM17-CU02,123456,20201109
0060000102,1710,10,00,CBAR,0017100006,,20201109
0000003873,1710,10,00,TA,0017100003,45,20201106
0060000106,1710,10,00,CBAR,0017100003,,20201109
0060000107,1710,10,00,CBAR,0017100006,,20201109
0000003875,1710,10,00,TA,0017100006,255,20201108
0060000108,1710,10,00,CBAR,0017100006,,20201109
0020001893,1710,10,00,AG,0017100003,5,20201028
0060000103,1710,10,00,CBAR,0017100003,,20201109
0020000048,1710,10,00,AG,0017100001,318_TG11_MH_7,20190318
0000003901,1710,10,00,TA,0017100001,244,20201109
0000003902,1710,10,00,TA,0017100001,2342,20201109
0000003903,1710,10,00,TA,0017100001,11092020_TG12,20201109
0020001953,1710,10,00,AG,EWM17-CU01,4588009999,20211123
0020001954,1710,10,00,AG,EWM17-CU02,4588009998,20211123
0000004628,1710,10,00,TA,EWM17-CU01,4588009999,20211123
0000003904,1710,10,00,TA,0017100001,11092020_TG12_SO2,20201109
0000004629,1710,10,00,TA,EWM17-CU02,4588009998,20211123
0020001910,1710,10,00,AG,0017100001,test,20201109
0000003886,1710,10,00,TA,0017100001,test,20201109
0000004011,1710,10,00,TA,USCU_L02,4500130354,20210125
0060000105,1710,10,00,CBAR,0017100006,10,20201109
0060000109,1710,10,00,CBAR,0017100006,10,20201111
0060000110,1710,10,00,CBAR,0017100006,15,20201111
0060000111,1710,10,00,CBAR,0017100006,,20201111
0060000112,1710,10,00,CBAR,0017100006,,20201111
0000004012,1710,10,00,TA,USCU_S17,4500132157,20210125
0000004013,1710,10,00,TA,USCU_S01,4500130717,20210125
0000004014,1710,10,00,TA,USCU_L06,4500131073,20210125
0020001915,1710,10,00,AG,0017100001,54,20201111
0060000129,1710,10,00,CBAR,0017100003,15,20201113
0020001916,1710,10,00,AG,0017100001,Opportunity,20201111
0060000116,1710,10,00,CBAR,0017100006,,20201111
0060000117,1710,10,00,RE2,0017100003,55,20201112
0000004015,1710,10,00,TA,USCU_L10,4500131795,20210125
0000004077,1710,10,00,TA,USCU_S01,4500128596,20210228
0060000119,1710,10,00,CBAR,0017100006,,20201112
0000003910,1710,10,00,TA,0017100003,65,20201112
0060000120,1710,10,00,CBAR,0017100003,,20201112
0060000121,1710,10,00,CBAR,0017100003,,20201112
0000003911,1710,10,00,SD2,0017100003,,20201112
0060000122,1710,10,00,CBAR,0017100003,,20201112
0000003912,1710,10,00,SD2,0017100003,,20201112
0060000123,1710,10,00,CBAR,0017100003,,20201112
0060000124,1710,10,00,CBAR,0017100003,,20201112
0000003913,1710,10,00,SD2,0017100003,,20201112
0060000125,1710,10,00,CBAR,0017100003,,20201112
0000003914,1710,10,00,TA,EWM17-CU01,Test001,20201112
0000003915,1710,10,00,TA,EWM17-CU02,Test002,20201112
0000003916,1710,10,00,TA,EWM17-CU03,Test003,20201112
0060000126,1710,10,00,CBAR,0017100003,,20201112
0000003917,1710,10,00,SRVP,0017100001,0000000164,20201112
0000003918,1710,10,00,TA,0017100003,X010022,20201112
0040000015,1710,10,00,KM,0017100001,PO 256,20201112
0040000016,1710,10,00,VC01,0017100001,PO 257,20201112
0000003925,1710,10,00,TA,EWM17-CU01,Test00001,20201113
0040000017,1710,10,00,KM,0017100001,PO 258,20201112
0000003926,1710,10,00,TA,EWM17-CU02,Test0002,20201113
0000003927,1710,10,00,TA,EWM17-CU03,TEST0003,20201113
0000003928,1710,10,00,SRVP,0017100001,0000000165,20201113
0060000128,1710,10,00,CBAR,0017100003,,20201113
0060000130,1710,10,00,GA2,0017100003,,20201114
0060000132,1710,10,00,CBAR,0017100003,,20201114
0060000133,1710,10,00,GA2,0017100003,,20201114
0000004018,1710,10,00,TA,USCU_L10,4500150832,20210226
0020001885,1710,10,00,AG,0017100001,102220_TG12_02,20201022
0000003943,1710,10,00,TA,0017100003,100,20201114
0000003844,1710,10,00,TA,0017100001,890765461,20201104
0060000085,1710,10,00,GA2,0017100001,90003310,20201108
0060000089,1710,10,00,GA2,0017100001,,20201108
0060000131,1710,10,00,GA2,0017100003,,20201114
0060000100,1710,10,00,GA2,0017100006,,20201109
8000000501,1710,10,00,SRVO,0017100001,8000000501,20240325
0000003749,1710,10,00,TA,0017100001,456,20201028
0000003754,1710,10,00,TA,0017100004,33,20201030
0000003753,1710,10,00,TA,0017100004,35,20201030
0020001917,1710,10,00,AG,EWM17-CU01,4500001999,20201114
0020001918,1710,10,00,AG,EWM17-CU02,4500002999,20201114
0000003944,1710,10,00,TA,EWM17-CU01,4500001999,20201114
0000003945,1710,10,00,TA,EWM17-CU02,4500002999,20201114
0000005015,1710,10,00,TA,0017100003,11223344,20221101
0000005016,1710,10,00,TA,0017100003,11223344,20221101
0020001973,1710,10,00,AG,EWM17-CU02,11223344,20221123
0200000004,1710,10,00,CCIS,0017100003,101,20201115
0060000134,1710,10,00,CCPU,0017100003,102,20201115
0200000005,1710,10,00,CCRE,0017100003,103,20201115
0020001920,1710,10,00,AG,EWM17-CU02,4500002999,20201115
0020001919,1710,10,00,AG,EWM17-CU01,4500001999,20201115
0000003947,1710,10,00,TA,EWM17-CU01,4500001999,20201115
0000003948,1710,10,00,TA,EWM17-CU02,4500002999,20201115
0000003949,1710,10,00,TA,0017100002,17100002,20201115
8000000130,1710,10,00,SRVO,0017100001,8000000130,20201116
0000003950,1710,10,00,TA,EWM17-CU01,test1102,20201116
0000003951,1710,10,00,TA,EWM17-CU01,dsfdg,20201116
0000003952,1710,10,00,TA,0017100273,PO,20201116
0000003953,1710,10,00,TA,0017100003,Po,20201116
0000003954,1710,10,00,TA,EWM17-CU01,TEST0002,20201118
0000003956,1710,10,00,TA,0017100008,PO1,20201119
0000003957,1710,10,00,TA,0017100003,PO,20201119
0000003955,1710,10,00,TA,0017100003,PO,20201119
0060000135,1710,10,00,CBAR,0017100003,,20201119
0020001972,1710,10,00,AG,EWM17-CU01,11223344,20221123
0020001912,1710,10,00,AG,0017100001,11092020_TG12_2,20201109
0020001936,1710,10,00,AG,0017100001,17100001,20211028
0020001938,1710,10,00,AG,0017100001,17100001,20211102
0020001940,1710,10,00,AG,0017100001,CO 0001,20211108
0000003963,1710,10,00,TA,0017100003,67123213,20201119
0060000137,1710,10,00,CBAR,0017100003,,20201119
0060000138,1710,10,00,CBAR,0017100003,,20201119
0060000139,1710,10,00,CBAR,0017100003,,20201119
0000005528,1710,10,00,ED,0017100003,<sch.agree-sales ord,20231106
0000003967,1710,10,00,TA,0017100001,PO,20201119
0060000141,1710,10,00,CBG0,0017100001,,20201119
0060000140,1710,10,00,CBAR,0017100003,,20201119
0000005085,1710,10,00,TA,EWM17-CU01,11223344,20221123
0070000012,1710,10,00,L2,0017100001,,20201119
0000004019,1710,10,00,TA,USCU_L02,4500149385,20210226
0000004020,1710,10,00,TA,USCU_S01,4500149745,20210226
0000004021,1710,10,00,TA,USCU_S09,4500150469,20210226
0000004022,1710,10,00,TA,USCU_L06,4500150106,20210226
0000004023,1710,10,00,TA,USCU_S04,4500147597,20210226
0000004024,1710,10,00,TA,USCU_S11,4500148312,20210226
0000004025,1710,10,00,TA,USCU_L01,4500147239,20210226
0000004026,1710,10,00,TA,USCU_S15,4500149024,20210226
0000004027,1710,10,00,TA,USCU_L07,4500147959,20210226
0000004028,1710,10,00,TA,USCU_L09,4500148668,20210226
0000004029,1710,10,00,TA,USCU_S05,4500145446,20210226
0000004030,1710,10,00,TA,USCU_S11,4500146160,20210226
0000004031,1710,10,00,TA,USCU_L01,4500145088,20210226
0000004032,1710,10,00,TA,USCU_S17,4500146876,20210226
0000004033,1710,10,00,TA,USCU_L09,4500146524,20210226
0000004034,1710,10,00,TA,USCU_L09,4500127506,20210226
0000004035,1710,10,00,TA,USCU_S02,4500126420,20210226
0000004036,1710,10,00,TA,USCU_S15,4500127869,20210226
0000004037,1710,10,00,TA,USCU_L03,4500126056,20210226
0000004038,1710,10,00,TA,USCU_L04,4500126779,20210226
0000004039,1710,10,00,TA,USCU_S03,4500128594,20210226
0000004040,1710,10,00,TA,USCU_L03,4500128230,20210226
0000004041,1710,10,00,TA,USCU_L08,4500128956,20210226
0000004042,1710,10,00,TA,USCU_S09,4500129317,20210226
0000004043,1710,10,00,TA,USCU_S14,4500130037,20210226
0000004044,1710,10,00,TA,USCU_L09,4500129678,20210226
0000004045,1710,10,00,TA,USCU_L02,4500130386,20210226
0000004046,1710,10,00,TA,USCU_L07,4500131105,20210226
0000004047,1710,10,00,TA,USCU_S05,4500130748,20210226
0000004048,1710,10,00,TA,USCU_S14,4500132188,20210226
0000004049,1710,10,00,TA,USCU_S13,4500131467,20210226
0000004050,1710,10,00,TA,USCU_L09,4500131827,20210226
0000004017,1710,10,00,TA,USCU_S16,4500151192,20210226
0000004078,1710,10,00,TA,USCU_S08,4500129319,20210228
0000004079,1710,10,00,TA,USCU_L01,4500128232,20210228
0000004080,1710,10,00,TA,USCU_L06,4500128958,20210228
0000004081,1710,10,00,TA,USCU_L02,4500130388,20210228
0000004082,1710,10,00,TA,USCU_S14,4500132190,20210228
0000004083,1710,10,00,TA,USCU_S08,4500131469,20210228
0000004084,1710,10,00,TA,USCU_L08,4500131107,20210228
0000004085,1710,10,00,TA,USCU_S02,4500130750,20210228
0000004086,1710,10,00,TA,USCU_L09,4500131829,20210228
0020001941,1710,10,00,AG,0017100001,CO171,20211108
0020001899,1710,10,00,AG,0017100005,5,20201102
0020001921,1710,10,00,AG,0017100001,Opportunity,20210312
0000004051,1710,10,00,TA,USCU_S14,4500151194,20210228
0000004052,1710,10,00,TA,USCU_L09,4500150834,20210228
0000004053,1710,10,00,TA,USCU_L04,4500150108,20210228
0000004054,1710,10,00,TA,USCU_S01,4500149747,20210228
0000004055,1710,10,00,TA,USCU_S08,4500150471,20210228
0000004056,1710,10,00,TA,USCU_L01,4500149387,20210228
0000004057,1710,10,00,TA,USCU_S10,4500148314,20210228
0000004058,1710,10,00,TA,USCU_S03,4500147599,20210228
0000004059,1710,10,00,TA,USCU_S17,4500149026,20210228
0000004060,1710,10,00,TA,USCU_L04,4500147961,20210228
0000004061,1710,10,00,TA,USCU_L02,4500147241,20210228
0000004062,1710,10,00,TA,USCU_L09,4500148670,20210228
0000004063,1710,10,00,TA,USCU_S09,4500146162,20210228
0000004064,1710,10,00,TA,USCU_L07,4500145810,20210228
0000004065,1710,10,00,TA,USCU_L03,4500145090,20210228
0000004066,1710,10,00,TA,USCU_S04,4500145448,20210228
0000004067,1710,10,00,TA,USCU_S15,4500146878,20210228
0000004068,1710,10,00,TA,USCU_L10,4500146526,20210228
0000004069,1710,10,00,TA,USCU_S14,4500127871,20210228
0000004070,1710,10,00,TA,USCU_L10,4500127508,20210228
0000004071,1710,10,00,TA,USCU_L04,4500126781,20210228
0000004072,1710,10,00,TA,USCU_S07,4500127144,20210228
0000004073,1710,10,00,TA,USCU_L03,4500126058,20210228
0000004074,1710,10,00,TA,USCU_S02,4500126422,20210228
0000004016,1710,10,00,TA,0017100001,W-REF0202021,20210226
0000004087,1710,10,00,TA,0017100001,W-REF0202021,20210301
0000004089,1710,10,00,TA,USCU_L09,4500150838,20210304
0000004090,1710,10,00,TA,USCU_S14,4500151198,20210304
0000004091,1710,10,00,TA,USCU_S05,4500149751,20210304
0000004092,1710,10,00,TA,USCU_S09,4500150475,20210304
0000004093,1710,10,00,TA,USCU_L03,4500149391,20210304
0000004094,1710,10,00,TA,USCU_L05,4500150112,20210304
0000004095,1710,10,00,TA,USCU_S09,4500148318,20210304
0000004096,1710,10,00,TA,USCU_S02,4500147603,20210304
0000004097,1710,10,00,TA,USCU_L02,4500147245,20210304
0000004098,1710,10,00,TA,USCU_L06,4500147965,20210304
0000004099,1710,10,00,TA,USCU_S17,4500149030,20210304
0000004100,1710,10,00,TA,USCU_L10,4500148674,20210304
0000004101,1710,10,00,TA,USCU_S10,4500146166,20210304
0000004102,1710,10,00,TA,USCU_S01,4500145452,20210304
0000004103,1710,10,00,TA,USCU_S16,4500146882,20210304
0000004104,1710,10,00,TA,USCU_L03,4500145093,20210304
0000004105,1710,10,00,TA,USCU_L10,4500146530,20210304
0000004106,1710,10,00,TA,USCU_L07,4500145814,20210304
0000004107,1710,10,00,TA,USCU_L09,4500127512,20210304
0000004108,1710,10,00,TA,USCU_S02,4500126426,20210304
0000004109,1710,10,00,TA,USCU_L03,4500126062,20210304
0000004110,1710,10,00,TA,USCU_S15,4500127875,20210304
0000004111,1710,10,00,TA,USCU_S07,4500127148,20210304
0000004112,1710,10,00,TA,USCU_L08,4500126785,20210304
0000004113,1710,10,00,TA,USCU_L10,4500129684,20210304
0000004114,1710,10,00,TA,USCU_S17,4500130043,20210304
0000004115,1710,10,00,TA,USCU_S08,4500129323,20210304
0000004116,1710,10,00,TA,USCU_S06,4500128600,20210304
0000004117,1710,10,00,TA,USCU_L03,4500128236,20210304
0000004118,1710,10,00,TA,USCU_L08,4500128962,20210304
0000004119,1710,10,00,TA,USCU_S13,4500131473,20210304
0000004120,1710,10,00,TA,USCU_L10,4500131833,20210304
0000004121,1710,10,00,TA,USCU_S17,4500132194,20210304
0000004122,1710,10,00,TA,USCU_S01,4500130754,20210304
0000004123,1710,10,00,TA,USCU_L06,4500131111,20210304
0000004124,1710,10,00,TA,USCU_L02,4500130392,20210304
0000004125,1710,10,00,TA,USCU_L10,4500150849,20210315
0000004126,1710,10,00,TA,USCU_S16,4500151209,20210315
0000004127,1710,10,00,TA,USCU_S11,4500150486,20210315
0000004128,1710,10,00,TA,USCU_L07,4500150123,20210315
0000004129,1710,10,00,TA,USCU_S06,4500149762,20210315
0000004130,1710,10,00,TA,USCU_L03,4500149402,20210315
0000004131,1710,10,00,TA,USCU_S10,4500148329,20210315
0000004132,1710,10,00,TA,USCU_S15,4500149041,20210315
0000004133,1710,10,00,TA,USCU_S05,4500147614,20210315
0000004134,1710,10,00,TA,USCU_L06,4500147976,20210315
0000004135,1710,10,00,TA,USCU_L03,4500147256,20210315
0000004136,1710,10,00,TA,USCU_L09,4500148685,20210315
0000004137,1710,10,00,TA,USCU_S10,4500146177,20210315
0000004138,1710,10,00,TA,USCU_S14,4500146893,20210315
0000004139,1710,10,00,TA,USCU_S06,4500145463,20210315
0000004140,1710,10,00,TA,USCU_L08,4500145825,20210315
0000004141,1710,10,00,TA,USCU_L02,4500145104,20210315
0000004142,1710,10,00,TA,USCU_L10,4500146541,20210315
0000004143,1710,10,00,TA,USCU_L09,4500127523,20210315
0000004144,1710,10,00,TA,USCU_S02,4500126437,20210315
0000004145,1710,10,00,TA,USCU_L03,4500126073,20210315
0000004146,1710,10,00,TA,USCU_S17,4500127886,20210315
0000004147,1710,10,00,TA,USCU_S08,4500127159,20210315
0000004148,1710,10,00,TA,USCU_L07,4500126796,20210315
0000004149,1710,10,00,TA,USCU_L10,4500129695,20210315
0000004150,1710,10,00,TA,USCU_S14,4500130054,20210315
0000004151,1710,10,00,TA,USCU_S12,4500129334,20210315
0000004152,1710,10,00,TA,USCU_S01,4500128611,20210315
0000004153,1710,10,00,TA,USCU_L02,4500128247,20210315
0000004154,1710,10,00,TA,USCU_L04,4500128973,20210315
0000004155,1710,10,00,TA,USCU_L05,4500131122,20210315
0000004156,1710,10,00,TA,USCU_S08,4500131484,20210315
0000004157,1710,10,00,TA,USCU_L02,4500130403,20210315
0000004158,1710,10,00,TA,USCU_S04,4500130765,20210315
0000004159,1710,10,00,TA,USCU_S14,4500132205,20210315
0000004160,1710,10,00,TA,USCU_L09,4500131844,20210315
0000004161,1710,10,00,TA,0017100001,1234,20210316
8000000151,1710,10,00,SRVO,0017100002,8000000151,20210322
0000001120,1710,10,00,TA,USCU_S04,4500093041,20190301
0000005324,1710,10,00,TA,USCU_S01,Test CP AVC,20230314
0000004164,1710,10,00,TA,0017100001,2-1922,20210323
0000004715,1710,10,00,TA,USCU_S17,4500091929,20220224
0020000951,1710,10,00,AG,0017100001,114_TG12_MH_57,20191104
8000000233,1710,10,00,SRVO,0017100001,8000000233,20211124
0000004165,1710,10,00,TA,0017100001,2-1925,20210323
0000000692,1710,10,00,TA,USCU_S04,4500069881,20181023
0020001927,1710,10,00,AG,EWM17-CU02,PO Ref #1078,20210323
0020001926,1710,10,00,AG,EWM17-CU01,PO Ref #1077,20210323
0000004166,1710,10,00,TA,EWM17-CU01,PO Ref #1077,20210323
0000004167,1710,10,00,TA,EWM17-CU02,PO Ref #1078,20210323
8000000172,1710,10,00,SRVO,0017100001,8000000172,20210326
0000004169,1710,10,00,TA,USCU_L02,4500149467,20210519
0000004170,1710,10,00,TA,USCU_S16,4500151274,20210519
0000004171,1710,10,00,TA,USCU_S06,4500149827,20210519
0000004172,1710,10,00,TA,USCU_S07,4500150551,20210519
0000004173,1710,10,00,TA,USCU_L04,4500150188,20210519
0000004174,1710,10,00,TA,USCU_S10,4500148393,20210519
0000004175,1710,10,00,TA,USCU_S05,4500147678,20210519
0000004176,1710,10,00,TA,USCU_L01,4500147319,20210519
0000004177,1710,10,00,TA,USCU_S14,4500149106,20210519
0000004178,1710,10,00,TA,USCU_L05,4500148040,20210519
0000004179,1710,10,00,TA,USCU_L10,4500148748,20210519
0000004180,1710,10,00,TA,USCU_L03,4500145168,20210519
0000004181,1710,10,00,TA,USCU_S14,4500146958,20210519
0000004182,1710,10,00,TA,USCU_S06,4500145528,20210519
0000004183,1710,10,00,TA,USCU_L06,4500145885,20210519
0000004184,1710,10,00,TA,USCU_S10,4500146242,20210519
0000004185,1710,10,00,TA,USCU_L10,4500146598,20210519
0000004186,1710,10,00,TA,USCU_L10,4500127588,20210519
0000004187,1710,10,00,TA,USCU_S14,4500127950,20210519
0000004188,1710,10,00,TA,USCU_S12,4500127224,20210519
0000004189,1710,10,00,TA,USCU_S04,4500126500,20210519
0000004190,1710,10,00,TA,USCU_L04,4500126861,20210519
0000004191,1710,10,00,TA,USCU_L03,4500126138,20210519
0000004192,1710,10,00,TA,USCU_L10,4500129760,20210519
0000004193,1710,10,00,TA,USCU_S01,4500128676,20210519
0000004194,1710,10,00,TA,USCU_L06,4500129038,20210519
0000004195,1710,10,00,TA,USCU_L03,4500128312,20210519
0000004196,1710,10,00,TA,USCU_S17,4500130112,20210519
0000004197,1710,10,00,TA,USCU_S10,4500129399,20210519
0000004198,1710,10,00,TA,USCU_L08,4500131187,20210519
0000004199,1710,10,00,TA,USCU_L01,4500130468,20210519
0000004200,1710,10,00,TA,USCU_S07,4500131548,20210519
0000004201,1710,10,00,TA,USCU_S14,4500132268,20210519
0000004202,1710,10,00,TA,USCU_S06,4500130829,20210519
0000004203,1710,10,00,TA,USCU_L09,4500131909,20210519
0000004204,1710,10,00,TA,USCU_L02,4500149466,20210519
0000004205,1710,10,00,TA,USCU_S02,4500149826,20210519
0000004206,1710,10,00,TA,USCU_S10,4500150550,20210519
0000004207,1710,10,00,TA,USCU_L05,4500150187,20210519
0000004208,1710,10,00,TA,USCU_S17,4500151273,20210519
0000004209,1710,10,00,TA,USCU_S02,4500147677,20210519
0000004210,1710,10,00,TA,USCU_S13,4500148392,20210519
0000004211,1710,10,00,TA,USCU_S15,4500149105,20210519
0000004212,1710,10,00,TA,USCU_L05,4500148039,20210519
0000004213,1710,10,00,TA,USCU_L03,4500147318,20210519
0000004214,1710,10,00,TA,USCU_L09,4500148747,20210519
0000004215,1710,10,00,TA,USCU_S11,4500146241,20210519
0000004216,1710,10,00,TA,USCU_S04,4500145527,20210519
0000004217,1710,10,00,TA,USCU_L03,4500145167,20210519
0000004218,1710,10,00,TA,USCU_S17,4500146957,20210519
0000004219,1710,10,00,TA,USCU_L07,4500145884,20210519
0000004220,1710,10,00,TA,USCU_L09,4500146597,20210519
0000004221,1710,10,00,TA,USCU_L10,4500127587,20210519
0000004222,1710,10,00,TA,USCU_S16,4500127949,20210519
0000004223,1710,10,00,TA,USCU_S02,4500126499,20210519
0000004224,1710,10,00,TA,USCU_S13,4500127223,20210519
0000004225,1710,10,00,TA,USCU_L06,4500126860,20210519
0000004226,1710,10,00,TA,USCU_L03,4500126137,20210519
0000004227,1710,10,00,TA,USCU_L09,4500129759,20210519
0000004228,1710,10,00,TA,USCU_S04,4500128675,20210519
0000004229,1710,10,00,TA,USCU_S13,4500129398,20210519
0000004230,1710,10,00,TA,USCU_S14,4500130111,20210519
0000004231,1710,10,00,TA,USCU_L01,4500128311,20210519
0000004232,1710,10,00,TA,USCU_L08,4500129037,20210519
0000004233,1710,10,00,TA,USCU_L01,4500130467,20210519
0000004234,1710,10,00,TA,USCU_L09,4500131908,20210519
0000004235,1710,10,00,TA,USCU_S02,4500130828,20210519
0000004236,1710,10,00,TA,USCU_S16,4500132267,20210519
0000004237,1710,10,00,TA,USCU_S08,4500131547,20210519
0000004238,1710,10,00,TA,USCU_L08,4500131186,20210519
0020000129,1710,10,00,AG,0017100001,319_TG11_MH_58,20190320
0000004239,1710,10,00,TA,USCU_S17,4500151287,20210601
0000004240,1710,10,00,TA,USCU_L09,4500150926,20210601
0000004241,1710,10,00,TA,USCU_S10,4500150564,20210601
0000004242,1710,10,00,TA,USCU_L01,4500149480,20210601
0000004243,1710,10,00,TA,USCU_S05,4500149840,20210601
0000004244,1710,10,00,TA,USCU_L04,4500150201,20210601
0000004245,1710,10,00,TA,USCU_S02,4500147691,20210601
0000004246,1710,10,00,TA,USCU_S10,4500148406,20210601
0000004247,1710,10,00,TA,USCU_L06,4500148053,20210601
0000004248,1710,10,00,TA,USCU_S16,4500149119,20210601
0000004249,1710,10,00,TA,USCU_L09,4500148760,20210601
0000004250,1710,10,00,TA,USCU_L03,4500147331,20210601
0000004251,1710,10,00,TA,USCU_S13,4500146255,20210601
0000004252,1710,10,00,TA,USCU_L07,4500145898,20210601
0000004253,1710,10,00,TA,USCU_L03,4500145181,20210601
0000004254,1710,10,00,TA,USCU_S15,4500146971,20210601
0000004255,1710,10,00,TA,USCU_S05,4500145541,20210601
0000004256,1710,10,00,TA,USCU_L10,4500146609,20210601
0000004257,1710,10,00,TA,USCU_L09,4500127601,20210601
0000004258,1710,10,00,TA,USCU_S15,4500127962,20210601
0000004259,1710,10,00,TA,USCU_S01,4500126513,20210601
0000004260,1710,10,00,TA,USCU_L08,4500126874,20210601
0000004261,1710,10,00,TA,USCU_S09,4500127237,20210601
0000004262,1710,10,00,TA,USCU_L03,4500126151,20210601
0000004263,1710,10,00,TA,USCU_L06,4500129051,20210601
0000004264,1710,10,00,TA,USCU_L03,4500128325,20210601
0000004265,1710,10,00,TA,USCU_S02,4500128689,20210601
0000004266,1710,10,00,TA,USCU_S10,4500129412,20210601
0000004267,1710,10,00,TA,USCU_L09,4500129773,20210601
0000004268,1710,10,00,TA,USCU_S16,4500130125,20210601
0000004269,1710,10,00,TA,USCU_L06,4500131200,20210601
0000004270,1710,10,00,TA,USCU_S08,4500131559,20210601
