VBELN,POSNR,MATNR,WERKS,LGORT,LFIMG,VRKME,PSTYV,VGBEL
0080004287,000010,TG11,1710,171A,1,ST,TAN,0000005008
0210000016,000010,TG11,1710,,1,ST,CIN,0200000010
0080004400,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004400,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004400,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004401,000010,MZ-FG-C900,1710,171A,20,ST,TAN,0000005089
0080004402,000010,MZ-FG-C900,1710,171A,13,ST,TAN,0000005090
0080004403,000010,MZ-FG-C900,1710,171A,18,ST,TAN,0000005091
0080004404,000010,MZ-FG-C900,1710,171A,19,ST,TAN,0000005092
0080004405,000010,MZ-FG-C900,1710,171A,18,ST,TAN,0000005093
0080004406,000010,MZ-FG-C900,1710,171A,40,ST,TAN,0000005094
0080004407,000010,MZ-FG-C950,1710,171A,8,ST,TAN,0000005095
0080004408,000010,MZ-FG-C950,1710,171A,21,ST,TAN,0000005096
0080004409,000010,MZ-FG-C950,1710,171A,35,ST,TAN,0000005097
0080004410,000010,MZ-FG-C950,1710,171A,1,ST,TAN,0000005098
0080004411,000010,MZ-FG-C950,1710,171A,6,ST,TAN,0000005099
0080004412,000010,MZ-FG-C990,1710,171A,31,ST,TAN,0000005100
0080004413,000010,MZ-FG-C990,1710,171A,60,ST,TAN,0000005101
0080004414,000010,MZ-FG-C990,1710,171A,4,ST,TAN,0000005102
0080004415,000010,MZ-FG-C990,1710,171A,32,ST,TAN,0000005103
0080004416,000010,MZ-FG-C990,1710,171A,13,ST,TAN,0000005104
0080004417,000010,MZ-FG-C990,1710,171A,1,ST,TAN,0000005105
0080004864,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004444,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004444,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004438,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004438,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004438,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004439,000010,TG11,1710,171A,1,ST,SRVS,8000000383
0080004864,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004864,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004442,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004442,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004442,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004445,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004445,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004445,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004446,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004446,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004446,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004381,000010,TG11,1710,171A,1,ST,TAN,0000005071
0080004449,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004449,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004449,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004451,000010,TG11,1710,171A,2000,ST,TAN,0000005134
0080004452,000010,TG11,1710,171A,30,ST,TAN,0000005135
0080004453,000010,TG11,1710,171A,2000,ST,TAN,0000005136
0080004454,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004454,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004454,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004455,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004455,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004455,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004456,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004456,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004456,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004457,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004457,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004457,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004458,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004458,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004458,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004459,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004459,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004459,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004462,000010,MZ-FG-C900,1710,171A,4,ST,TAN,0000005218
0080004463,000010,MZ-FG-C900,1710,171A,14,ST,TAN,0000005219
0080004464,000010,MZ-FG-C900,1710,171A,37,ST,TAN,0000005220
0080004465,000010,MZ-FG-C900,1710,171A,28,ST,TAN,0000005221
0080004466,000010,MZ-FG-C900,1710,171A,113,ST,TAN,0000005222
0080004467,000010,MZ-FG-C900,1710,171A,20,ST,TAN,0000005223
0080004468,000010,MZ-FG-C950,1710,171A,13,ST,TAN,0000005224
0080004469,000010,MZ-FG-C950,1710,171A,26,ST,TAN,0000005225
0080004470,000010,MZ-FG-C950,1710,171A,32,ST,TAN,0000005226
0080004471,000010,MZ-FG-C950,1710,171A,17,ST,TAN,0000005227
0080004472,000010,MZ-FG-C950,1710,171A,27,ST,TAN,0000005228
0080004473,000010,MZ-FG-C950,1710,171A,66,ST,TAN,0000005229
0080004474,000010,MZ-FG-C990,1710,171A,7,ST,TAN,0000005230
0080004475,000010,MZ-FG-C990,1710,171A,27,ST,TAN,0000005231
0080004476,000010,MZ-FG-C990,1710,171A,5,ST,TAN,0000005232
0080004477,000010,MZ-FG-C990,1710,171A,53,ST,TAN,0000005233
0080004478,000010,MZ-FG-C990,1710,171A,31,ST,TAN,0000005234
0080004479,000010,MZ-FG-C990,1710,171A,58,ST,TAN,0000005235
0080004497,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004497,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004497,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004510,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004510,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004510,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004511,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004511,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004511,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004512,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004512,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004512,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004513,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004513,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004513,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004514,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004514,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004514,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004515,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004515,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004515,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004516,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004516,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004516,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004517,000010,MZ-FG-C900,1710,171A,55,ST,TAN,0000005253
0080004518,000010,MZ-FG-C900,1710,171A,87,ST,TAN,0000005254
0080004519,000010,MZ-FG-C900,1710,171A,5,ST,TAN,0000005255
0080004520,000010,MZ-FG-C900,1710,171A,205,ST,TAN,0000005256
0080004521,000010,MZ-FG-C900,1710,171A,103,ST,TAN,0000005257
0080004522,000010,MZ-FG-C950,1710,171A,58,ST,TAN,0000005258
0080004523,000010,MZ-FG-C950,1710,171A,19,ST,TAN,0000005259
0080004524,000010,MZ-FG-C950,1710,171A,22,ST,TAN,0000005260
0080004525,000010,MZ-FG-C950,1710,171A,101,ST,TAN,0000005261
0080004526,000010,MZ-FG-C950,1710,171A,9,ST,TAN,0000005262
0080004527,000010,MZ-FG-C950,1710,171A,33,ST,TAN,0000005263
0080004528,000010,MZ-FG-C990,1710,171A,28,ST,TAN,0000005264
0080004529,000010,MZ-FG-C990,1710,171A,164,ST,TAN,0000005265
0080004530,000010,MZ-FG-C990,1710,171A,92,ST,TAN,0000005266
0080004531,000010,MZ-FG-C990,1710,171A,13,ST,TAN,0000005267
0080004532,000010,MZ-FG-C990,1710,171A,6,ST,TAN,0000005268
0080004550,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004550,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004550,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004551,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004551,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004551,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004552,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004552,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004552,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004553,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004553,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004553,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004554,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004554,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004554,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004555,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004555,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004555,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004556,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004556,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004556,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004557,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004557,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004557,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004558,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004558,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004558,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004559,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004559,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004559,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004560,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004560,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004560,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004561,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004561,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004561,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004562,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004562,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004562,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004563,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004563,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004563,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004564,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004564,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004564,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004565,000010,MZ-FG-C900,1710,171A,27,ST,TAN,0000005286
0080004566,000010,MZ-FG-C900,1710,171A,42,ST,TAN,0000005287
0080004567,000010,MZ-FG-C900,1710,171A,11,ST,TAN,0000005288
0080004568,000010,MZ-FG-C900,1710,171A,7,ST,TAN,0000005289
0080004569,000010,MZ-FG-C900,1710,171A,91,ST,TAN,0000005290
0080004570,000010,MZ-FG-C900,1710,171A,272,ST,TAN,0000005291
0080004571,000010,MZ-FG-C950,1710,171A,14,ST,TAN,0000005292
0080004572,000010,MZ-FG-C950,1710,171A,4,ST,TAN,0000005293
0080004573,000010,MZ-FG-C950,1710,171A,7,ST,TAN,0000005294
0080004574,000010,MZ-FG-C950,1710,171A,5,ST,TAN,0000005295
0080004575,000010,MZ-FG-C950,1710,171A,29,ST,TAN,0000005296
0080004576,000010,MZ-FG-C990,1710,171A,15,ST,TAN,0000005297
0080004577,000010,MZ-FG-C990,1710,171A,13,ST,TAN,0000005298
0080004578,000010,MZ-FG-C990,1710,171A,22,ST,TAN,0000005299
0080004579,000010,MZ-FG-C990,1710,171A,55,ST,TAN,0000005300
0080004580,000010,MZ-FG-C990,1710,171A,44,ST,TAN,0000005301
0080004581,000010,MZ-FG-C990,1710,171A,106,ST,TAN,0000005302
0080004602,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004602,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004602,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004604,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004604,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004604,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004605,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004605,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004605,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004606,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004606,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004606,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004607,000020,TG11,1710,171A,60,ST,TAN,0000005327
0080004608,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004608,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004608,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004610,000010,TG11,1710,171A,1,ST,SRVS,8000000410
0080004611,000010,TG11,1710,171A,1,ST,SRVS,0000005330
0080004612,000010,TG11,1710,171A,1,ST,SRVV,8000000412
0080004613,000010,TG11,1710,171A,1,ST,SRVU,8000000411
0080004613,000020,TG11,1710,171A,2,ST,SRVV,8000000411
0080004614,000010,ZPRINTER01,1710,171A,1,ST,TAN,0000005332
0080004615,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004615,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004615,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004616,000010,TG11,1710,171A,1,ST,SRVV,0000005329
0080004616,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080004617,000010,TG11,1710,171A,1,ST,SRVV,0000005331
0080004619,000010,TG11,1710,171A,1,ST,SRVU,8000000415
0080004619,000020,TG11,1710,171A,1,ST,SRVV,8000000415
0080004620,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004620,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004620,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004622,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004623,000010,TG11,1710,171A,1,ST,TAN,0000005333
0080004624,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004624,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004624,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004625,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004626,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004626,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004626,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004627,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004628,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004628,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004628,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004629,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004630,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004630,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004630,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004631,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004632,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004632,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004632,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004633,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004634,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004634,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004634,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004635,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004636,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004636,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004636,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004637,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004638,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004638,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004638,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004639,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004640,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004640,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004640,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004641,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004660,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004660,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004660,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004661,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004662,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004662,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004662,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004663,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004664,000010,MZ-FG-C900,1710,171A,1,ST,TAN,0000005370
0080004665,000010,MZ-FG-C900,1710,171A,1,ST,TAN,0000005371
0080004666,000010,MZ-FG-C900,1710,171A,39,ST,TAN,0000005372
0080004667,000010,MZ-FG-C900,1710,171A,53,ST,TAN,0000005373
0080004668,000010,MZ-FG-C900,1710,171A,25,ST,TAN,0000005374
0080004669,000010,MZ-FG-C900,1710,171A,39,ST,TAN,0000005375
0080004670,000010,MZ-FG-C990,1710,171A,298,ST,TAN,0000005382
0080004671,000010,MZ-FG-C990,1710,171A,23,ST,TAN,0000005383
0080004672,000010,MZ-FG-C990,1710,171A,238,ST,TAN,0000005384
0080004673,000010,MZ-FG-C990,1710,171A,43,ST,TAN,0000005385
0080004674,000010,MZ-FG-C990,1710,171A,13,ST,TAN,0000005386
0080004675,000010,MZ-FG-C990,1710,171A,1,ST,TAN,0000005387
0080004693,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004693,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004693,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004694,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004695,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004695,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004695,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004696,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004697,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004697,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004697,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004698,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004699,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004699,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004699,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004700,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004701,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004701,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004701,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004702,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004703,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004703,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004703,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004704,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004705,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004705,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004705,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004706,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004707,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004707,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004707,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004708,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004709,000010,MZ-FG-C900,1710,171A,43,ST,TAN,0000005405
0080004710,000010,MZ-FG-C900,1710,171A,26,ST,TAN,0000005406
0080004711,000010,MZ-FG-C900,1710,171A,94,ST,TAN,0000005407
0080004712,000010,MZ-FG-C900,1710,171A,15,ST,TAN,0000005408
0080004713,000010,MZ-FG-C900,1710,171A,228,ST,TAN,0000005409
0080004714,000010,MZ-FG-C990,1710,171A,139,ST,TAN,0000005416
0080004715,000010,MZ-FG-C990,1710,171A,267,ST,TAN,0000005417
0080004716,000010,MZ-FG-C990,1710,171A,9,ST,TAN,0000005418
0080004717,000010,MZ-FG-C990,1710,171A,52,ST,TAN,0000005419
0080004718,000010,MZ-FG-C990,1710,171A,92,ST,TAN,0000005420
0080004719,000010,MZ-FG-C990,1710,171A,14,ST,TAN,0000005421
0080004738,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004738,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004738,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004739,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004740,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004740,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004740,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004741,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004742,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004742,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004742,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004743,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004745,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004745,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004745,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004746,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004747,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004747,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004747,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004748,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004750,000010,TG11,1710,171A,1,ST,SRVU,8000000423
0080004750,000020,TG11,1710,171A,1,ST,SRVV,8000000423
0080004751,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004751,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004751,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004752,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004753,000010,TG11,1710,171A,1,ST,SRVS,8000000424
0080004754,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004754,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004754,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004755,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004756,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004756,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004756,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004757,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004758,000010,ZPRINTER01,1710,171A,1,ST,TAN,0000005441
0080004759,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004759,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004759,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080004760,000010,TG11,1710,171A,0,ST,SRVU,0000005329
0080004761,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080004761,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080004761,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
