MATNR,WERKS,LGORT,LABST
CM-MLFL-KM-VXX,2410,241A,0
SF-FL-FORKSEAT-VXX,2410,241B,0
CM-FL-V00,2410,241A,0
CM-FL-V00,2410,241R,0
FG-FL-MV-V00,2410,241A,0
FG-FL-MV-V01,2410,241A,0
FG-FL-MV-V02,2410,241A,0
EWMS4-50,2410,241D,0
EWMS4-50,2410,241S,0
EWMS4-502,2410,241D,0
EWMS4-502,2410,241S,0
EWMS4-503,2410,241D,0
EWMS4-503,2410,241S,0
EWMS4-601,2410,241D,0
EWMS4-601,2410,241S,0
F-10A,2410,241A,0
F-10A,2410,241R,0
F-10B,2410,241A,0
F-10B,2410,241R,0
R-302,2410,241B,0
R-302,2410,241C,0
R-401,2410,241B,0
R-401,2410,241C,0
S-201,2410,241B,0
S-202,2410,241B,0
S-301,2410,241B,0
S-203,2410,241B,0
F-20A,2410,241A,0
F-20A,2410,241R,0
R-311,2410,241B,0
R-311,2410,241C,0
R-410,2410,241B,0
R-410,2410,241C,0
R-411,2410,241B,0
R-411,2410,241C,0
R-412,2410,241B,0
R-412,2410,241C,0
S-208,2410,241B,0
S-210,2410,241B,0
S-310,2410,241B,0
S-315,2410,241B,0
SG26,2410,241B,0
SWN-CFG-SW-S1,2410,241B,0
FG1_CP,2410,241A,0
FG1_CP,2410,241B,0
FG1_CP,2410,241R,0
RM1_CP,2410,241B,0
RM1_CP,2410,241C,0
RM2_CP,2410,241B,0
RM2_CP,2410,241C,0
SG1_CP,2410,241B,0
RMJIT01,2410,241B,0
RMJIT01,2410,241C,0
RMJIT02,2410,241B,0
RMJIT02,2410,241C,0
SGJIT01,2410,241B,0
SGJIT02,2410,241B,0
FG111,2410,241A,0
FG111_A,2410,241A,0
FG111_B,2410,241A,0
FG111_C,2410,241A,0
RM27_1,2410,241B,0
RM27_1,2410,241C,0
AVC_RBT_BASE_FRAME,2410,241B,0
AVC_RBT_CNTRL_CAB,2410,241A,0
AVC_RBT_CNTRL_CAB,2410,241R,0
AVC_RBT_D_ARM_50,2410,241B,0
AVC_RBT_L_ARM_45,2410,241B,0
AVC_RBT_SEALING,2410,241A,0
AVC_RBT_SEALING,2410,241R,0
AVC_RBT_APPL_UNIT,2410,241A,0
AVC_RBT_BUNDLE,2410,241A,0
AVC_RBT_CNTRL_BRD,2410,241A,0
AVC_RBT_CNTRL_BRD,2410,241R,0
AVC_RBT_CNTRL_UNIT,2410,241A,0
AVC_RBT_ROBOT,2410,241A,0
TG11,1510,151A,0
TG11,1510,151R,0
FG126,1510,151A,0
FG126,1510,151B,0
FG126,1510,151R,0
RM12,1510,151B,0
RM12,1510,151C,0
RM120,1510,151B,0
RM120,1510,151C,0
RM122,1510,151B,0
RM122,1510,151C,0
RM124,1510,151B,0
RM124,1510,151C,0
RM128,1510,151B,0
RM128,1510,151C,0
RM13,1510,151B,0
RM13,1510,151C,0
RM14,1510,151B,0
RM14,1510,151C,0
RM16,1510,151B,0
RM16,1510,151C,0
RM20,1510,151B,0
RM20,1510,151C,0
RM27,1510,151B,0
RM27,1510,151C,0
SG124,1510,151B,0
SG21,1510,151B,0
SG22,1510,151B,0
SG224,1510,151B,0
SG25,1510,151B,0
SG23,1510,151B,0
RM129,1510,151B,0
RM129,1510,151C,0
FG130,1510,151A,0
FG130,1510,151B,0
SG30,1510,151B,0
FG228,1510,151A,0
FG228,1510,151B,0
FG228,1510,151R,0
SP001,1510,151B,0
SP002,1510,151B,0
SP003,1510,151B,0
SP004,1510,151B,0
SP005,1510,151B,0
SP006,1510,151B,0
RM33,1510,151B,0
RM33,1510,151C,0
RM34,1510,151B,0
RM34,1510,151C,0
SG27,1510,151B,0
RM233-1,1510,151B,0
RM233-2,1510,151E,0
RM233-4,1510,151B,0
SG233,1510,151B,0
SG234,1510,151B,0
FG129,1510,151A,0
FG129,1510,151B,0
SG29,1510,151B,0
RMPI001,1510,151C,0
RMPI002,1510,151C,0
RMPI003,1510,151C,0
RMPI004,1510,151C,0
RMPI005,1510,151C,0
SGPI001,1510,151B,0
SGPI001-V00,1510,151B,0
RMPI001,1510,151B,0
RMPI002,1510,151B,0
RMPI003,1510,151B,0
RMPI004,1510,151B,0
RMPI005,1510,151B,0
QM006,1510,151B,0
SDBOMERLAHD,1510,151A,0
SDBOMERLAHD,1510,151R,0
SDBOMERLAIT01,1510,151A,0
SDBOMERLAIT01,1510,151R,0
SDBOMERLAIT02,1510,151A,0
SDBOMERLAIT02,1510,151R,0
SDBOMLUMFHD,1510,151A,0
SDBOMLUMFHD,1510,151R,0
SDBOMLUMFIT01,1510,151A,0
SDBOMLUMFIT01,1510,151R,0
SDBOMLUMFIT02,1510,151A,0
SDBOMLUMFIT02,1510,151R,0
CM-FL-V01,1510,151A,0
SF-FL-COMB,1510,151B,0
SF-FL-CWEIGHT,1510,151B,0
SF-FL-ELECTRIC,1510,151B,0
SF-FL-TIRE-CUSH,1510,151B,0
SF-FL-TIRE-PNEU,1510,151B,0
CM-MLFL-KM-VXX,1510,151A,0
SF-FL-FORKSEAT-VXX,1510,151B,0
CM-FL-V00,1510,151A,0
CM-FL-V00,1510,151R,0
FG-FL-MV-V00,1510,151A,0
FG-FL-MV-V01,1510,151A,0
FG-FL-MV-V02,1510,151A,0
EWMS4-50,1510,151D,0
EWMS4-50,1510,151S,0
EWMS4-502,1510,151D,0
EWMS4-502,1510,151S,0
EWMS4-503,1510,151D,0
EWMS4-503,1510,151S,0
EWMS4-601,1510,151D,0
EWMS4-601,1510,151S,0
F-10A,1510,151A,0
F-10A,1510,151R,0
F-10B,1510,151A,0
F-10B,1510,151R,0
R-302,1510,151B,0
R-302,1510,151C,0
R-401,1510,151B,0
R-401,1510,151C,0
S-201,1510,151B,0
S-202,1510,151B,0
S-301,1510,151B,0
S-203,1510,151B,0
F-20A,1510,151A,0
F-20A,1510,151R,0
R-311,1510,151B,0
R-311,1510,151C,0
R-410,1510,151B,0
R-410,1510,151C,0
R-411,1510,151B,0
R-411,1510,151C,0
R-412,1510,151B,0
R-412,1510,151C,0
S-208,1510,151B,0
S-210,1510,151B,0
S-310,1510,151B,0
S-315,1510,151B,0
SG26,1510,151B,0
SWN-CFG-SW-S1,1510,151B,0
FG1_CP,1510,151A,0
FG1_CP,1510,151B,0
FG1_CP,1510,151R,0
RM1_CP,1510,151B,0
RM1_CP,1510,151C,0
RM2_CP,1510,151B,0
RM2_CP,1510,151C,0
SG1_CP,1510,151B,0
RMJIT01,1510,151B,0
RMJIT01,1510,151C,0
RMJIT02,1510,151B,0
RMJIT02,1510,151C,0
SGJIT01,1510,151B,0
SGJIT02,1510,151B,0
FG111,1510,151A,0
FG111_A,1510,151A,0
FG111_B,1510,151A,0
FG111_C,1510,151A,0
RM27_1,1510,151B,0
RM27_1,1510,151C,0
AVC_RBT_BASE_FRAME,1510,151B,0
AVC_RBT_CNTRL_CAB,1510,151A,0
AVC_RBT_CNTRL_CAB,1510,151R,0
AVC_RBT_D_ARM_50,1510,151B,0
AVC_RBT_L_ARM_45,1510,151B,0
AVC_RBT_SEALING,1510,151A,0
AVC_RBT_SEALING,1510,151R,0
AVC_RBT_APPL_UNIT,1510,151A,0
AVC_RBT_BUNDLE,1510,151A,0
AVC_RBT_CNTRL_BRD,1510,151A,0
AVC_RBT_CNTRL_BRD,1510,151R,0
AVC_RBT_CNTRL_UNIT,1510,151A,0
AVC_RBT_ROBOT,1510,151A,0
TG11,6210,621A,0
TG11,6210,621R,0
FG126,6210,621A,0
FG126,6210,621B,0
FG126,6210,621R,0
RM12,6210,621B,0
RM12,6210,621C,0
RM120,6210,621B,0
RM120,6210,621C,0
RM122,6210,621B,0
RM122,6210,621C,0
RM124,6210,621B,0
RM124,6210,621C,0
RM128,6210,621B,0
RM128,6210,621C,0
RM13,6210,621B,0
RM13,6210,621C,0
RM14,6210,621B,0
RM14,6210,621C,0
RM16,6210,621B,0
RM16,6210,621C,0
RM20,6210,621B,0
RM20,6210,621C,0
RM27,6210,621B,0
RM27,6210,621C,0
SG124,6210,621B,0
SG21,6210,621B,0
SG22,6210,621B,0
SG224,6210,621B,0
SG25,6210,621B,0
SG23,6210,621B,0
RM129,6210,621B,0
RM129,6210,621C,0
FG130,6210,621A,0
FG130,6210,621B,0
SG30,6210,621B,0
FG228,6210,621A,0
FG228,6210,621B,0
FG228,6210,621R,0
SP001,6210,621B,0
SP002,6210,621B,0
SP003,6210,621B,0
SP004,6210,621B,0
SP005,6210,621B,0
SP006,6210,621B,0
RM33,6210,621B,0
RM33,6210,621C,0
RM34,6210,621B,0
RM34,6210,621C,0
SG27,6210,621B,0
RM233-1,6210,621B,0
RM233-4,6210,621B,0
SG233,6210,621B,0
SG234,6210,621B,0
FG129,6210,621A,0
FG129,6210,621B,0
SG29,6210,621B,0
RMPI001,6210,621C,0
RMPI002,6210,621C,0
RMPI003,6210,621C,0
RMPI004,6210,621C,0
RMPI005,6210,621C,0
SGPI001,6210,621B,0
SGPI001-V00,6210,621B,0
RMPI001,6210,621B,0
RMPI002,6210,621B,0
RMPI003,6210,621B,0
RMPI004,6210,621B,0
RMPI005,6210,621B,0
QM006,6210,621B,0
SDBOMERLAHD,6210,621A,0
SDBOMERLAHD,6210,621R,0
SDBOMERLAIT01,6210,621A,0
SDBOMERLAIT01,6210,621R,0
SDBOMERLAIT02,6210,621A,0
SDBOMERLAIT02,6210,621R,0
SDBOMLUMFHD,6210,621A,0
SDBOMLUMFHD,6210,621R,0
SDBOMLUMFIT01,6210,621A,0
SDBOMLUMFIT01,6210,621R,0
SDBOMLUMFIT02,6210,621A,0
SDBOMLUMFIT02,6210,621R,0
CM-FL-V01,6210,621A,0
SF-FL-COMB,6210,621B,0
SF-FL-CWEIGHT,6210,621B,0
SF-FL-ELECTRIC,6210,621B,0
SF-FL-TIRE-CUSH,6210,621B,0
SF-FL-TIRE-PNEU,6210,621B,0
CM-MLFL-KM-VXX,6210,621A,0
SF-FL-FORKSEAT-VXX,6210,621B,0
CM-FL-V00,6210,621A,0
CM-FL-V00,6210,621R,0
FG-FL-MV-V00,6210,621A,0
FG-FL-MV-V01,6210,621A,0
FG-FL-MV-V02,6210,621A,0
EWMS4-50,6210,621D,0
EWMS4-502,6210,621D,0
EWMS4-503,6210,621D,0
EWMS4-601,6210,621D,0
F-10A,6210,621A,0
F-10A,6210,621R,0
F-10B,6210,621A,0
F-10B,6210,621R,0
R-302,6210,621B,0
R-302,6210,621C,0
R-401,6210,621B,0
R-401,6210,621C,0
S-201,6210,621B,0
S-202,6210,621B,0
S-301,6210,621B,0
S-203,6210,621B,0
F-20A,6210,621A,0
F-20A,6210,621R,0
R-311,6210,621B,0
R-311,6210,621C,0
R-410,6210,621B,0
R-410,6210,621C,0
R-411,6210,621B,0
R-411,6210,621C,0
R-412,6210,621B,0
R-412,6210,621C,0
S-208,6210,621B,0
S-210,6210,621B,0
S-310,6210,621B,0
S-315,6210,621B,0
SG26,6210,621B,0
SWN-CFG-SW-S1,6210,621B,0
FG1_CP,6210,621B,0
FG1_CP,6210,621C,0
FG1_CP,6210,621R,0
RM1_CP,6210,621B,0
RM1_CP,6210,621C,0
RM2_CP,6210,621B,0
RM2_CP,6210,621C,0
SG1_CP,6210,621B,0
RMJIT01,6210,621B,0
RMJIT01,6210,621C,0
RMJIT02,6210,621B,0
RMJIT02,6210,621C,0
SGJIT01,6210,621B,0
SGJIT02,6210,621B,0
FG111,6210,621A,0
FG111_A,6210,621A,0
FG111_B,6210,621A,0
FG111_C,6210,621A,0
RM27_1,6210,621B,0
RM27_1,6210,621C,0
AVC_RBT_BASE_FRAME,6210,621B,0
AVC_RBT_CNTRL_CAB,6210,621A,0
AVC_RBT_CNTRL_CAB,6210,621R,0
AVC_RBT_D_ARM_50,6210,621B,0
AVC_RBT_L_ARM_45,6210,621B,0
AVC_RBT_SEALING,6210,621A,0
AVC_RBT_SEALING,6210,621R,0
AVC_RBT_APPL_UNIT,6210,621A,0
AVC_RBT_BUNDLE,6210,621A,0
AVC_RBT_CNTRL_BRD,6210,621A,0
AVC_RBT_CNTRL_BRD,6210,621R,0
AVC_RBT_CNTRL_UNIT,6210,621A,0
AVC_RBT_ROBOT,6210,621A,0
TG11,1210,121A,0
TG11,1210,121R,0
FG126,1210,121A,0
FG126,1210,121R,0
RM12,1210,121C,0
RM120,1210,121C,0
RM122,1210,121C,0
RM124,1210,121C,0
RM128,1210,121C,0
RM13,1210,121C,0
RM14,1210,121C,0
RM16,1210,121C,0
RM20,1210,121C,0
RM27,1210,121C,0
RM129,1210,121C,0
FG130,1210,121A,0
FG228,1210,121A,0
FG228,1210,121R,0
RM33,1210,121C,0
RM34,1210,121C,0
RM233-2,1210,121E,0
FG129,1210,121A,0
RMPI001,1210,121C,0
RMPI002,1210,121C,0
RMPI003,1210,121C,0
RMPI004,1210,121C,0
RMPI005,1210,121C,0
SDBOMERLAHD,1210,121A,0
SDBOMERLAHD,1210,121R,0
SDBOMERLAIT01,1210,121A,0
SDBOMERLAIT01,1210,121R,0
SDBOMERLAIT02,1210,121A,0
SDBOMERLAIT02,1210,121R,0
SDBOMLUMFHD,1210,121A,0
SDBOMLUMFHD,1210,121R,0
SDBOMLUMFIT01,1210,121A,0
SDBOMLUMFIT01,1210,121R,0
SDBOMLUMFIT02,1210,121A,0
SDBOMLUMFIT02,1210,121R,0
CM-FL-V01,1210,121A,0
SF-FL-COMB,1210,121B,0
SF-FL-CWEIGHT,1210,121B,0
SF-FL-ELECTRIC,1210,121B,0
SF-FL-TIRE-CUSH,1210,121B,0
SF-FL-TIRE-PNEU,1210,121B,0
CM-MLFL-KM-VXX,1210,121A,0
SF-FL-FORKSEAT-VXX,1210,121B,0
CM-FL-V00,1210,121A,0
CM-FL-V00,1210,121R,0
FG-FL-MV-V00,1210,121A,0
FG-FL-MV-V01,1210,121A,0
FG-FL-MV-V02,1210,121A,0
EWMS4-50,1210,121D,0
EWMS4-50,1210,121S,0
EWMS4-502,1210,121D,0
EWMS4-502,1210,121S,0
EWMS4-503,1210,121D,0
EWMS4-503,1210,121S,0
EWMS4-601,1210,121D,0
EWMS4-601,1210,121S,0
F-10A,1210,121A,0
F-10A,1210,121R,0
F-10B,1210,121A,0
F-10B,1210,121R,0
R-302,1210,121B,0
R-302,1210,121C,0
R-401,1210,121B,0
R-401,1210,121C,0
S-201,1210,121B,0
S-202,1210,121B,0
S-301,1210,121B,0
S-203,1210,121B,0
F-20A,1210,121A,0
F-20A,1210,121R,0
R-311,1210,121B,0
R-311,1210,121C,0
R-410,1210,121B,0
R-410,1210,121C,0
R-411,1210,121B,0
R-411,1210,121C,0
R-412,1210,121B,0
R-412,1210,121C,0
S-208,1210,121B,0
S-210,1210,121B,0
S-310,1210,121B,0
S-315,1210,121B,0
SG26,1210,121B,0
SWN-CFG-SW-S1,1210,121B,0
FG1_CP,1210,121A,0
FG1_CP,1210,121B,0
FG1_CP,1210,121R,0
RM1_CP,1210,121B,0
RM1_CP,1210,121C,0
RM2_CP,1210,121B,0
RM2_CP,1210,121C,0
SG1_CP,1210,121B,0
RMJIT01,1210,121B,0
RMJIT01,1210,121C,0
RMJIT02,1210,121B,0
RMJIT02,1210,121C,0
SGJIT01,1210,121B,0
SGJIT02,1210,121B,0
FG111,1210,121A,0
FG111_A,1210,121A,0
FG111_B,1210,121A,0
FG111_C,1210,121A,0
RM27_1,1210,121B,0
RM27_1,1210,121C,0
AVC_RBT_BASE_FRAME,1210,121B,0
AVC_RBT_CNTRL_CAB,1210,121A,0
AVC_RBT_CNTRL_CAB,1210,121R,0
AVC_RBT_D_ARM_50,1210,121B,0
AVC_RBT_L_ARM_45,1210,121B,0
AVC_RBT_SEALING,1210,121A,0
AVC_RBT_SEALING,1210,121R,0
AVC_RBT_APPL_UNIT,1210,121A,0
AVC_RBT_BUNDLE,1210,121A,0
AVC_RBT_CNTRL_BRD,1210,121A,0
AVC_RBT_CNTRL_BRD,1210,121R,0
AVC_RBT_CNTRL_UNIT,1210,121A,0
AVC_RBT_ROBOT,1210,121A,0
TG11,1310,131A,0
TG11,1310,131R,0
FG126,1310,131A,0
FG126,1310,131B,0
FG126,1310,131R,0
RM12,1310,131B,0
RM12,1310,131C,0
RM120,1310,131B,0
RM120,1310,131C,0
RM122,1310,131B,0
RM122,1310,131C,0
RM124,1310,131B,0
RM124,1310,131C,0
RM128,1310,131B,0
RM128,1310,131C,0
RM13,1310,131B,0
RM13,1310,131C,0
RM14,1310,131B,0
RM14,1310,131C,0
RM16,1310,131B,0
RM16,1310,131C,0
RM20,1310,131B,0
RM20,1310,131C,0
RM27,1310,131B,0
RM27,1310,131C,0
SG124,1310,131B,0
SG21,1310,131B,0
SG22,1310,131B,0
SG224,1310,131B,0
SG25,1310,131B,0
SG23,1310,131B,0
RM129,1310,131B,0
RM129,1310,131C,0
FG130,1310,131A,0
FG130,1310,131B,0
SG30,1310,131B,0
FG228,1310,131A,0
FG228,1310,131B,0
FG228,1310,131R,0
SP001,1310,131B,0
SP002,1310,131B,0
SP003,1310,131B,0
SP004,1310,131B,0
SP005,1310,131B,0
SP006,1310,131B,0
RM33,1310,131B,0
RM33,1310,131C,0
RM34,1310,131B,0
RM34,1310,131C,0
SG27,1310,131B,0
RM233-1,1310,131B,0
RM233-2,1310,131E,0
RM233-4,1310,131B,0
SG233,1310,131B,0
SG234,1310,131B,0
FG129,1310,131A,0
FG129,1310,131B,0
SG29,1310,131B,0
RMPI001,1310,131C,0
RMPI002,1310,131C,0
RMPI003,1310,131C,0
RMPI004,1310,131C,0
RMPI005,1310,131C,0
SGPI001,1310,131B,0
SGPI001-V00,1310,131B,0
RMPI001,1310,131B,0
RMPI002,1310,131B,0
RMPI003,1310,131B,0
RMPI004,1310,131B,0
RMPI005,1310,131B,0
QM006,1310,131B,0
SDBOMERLAHD,1310,131A,0
SDBOMERLAHD,1310,131R,0
SDBOMERLAIT01,1310,131A,0
SDBOMERLAIT01,1310,131R,0
SDBOMERLAIT02,1310,131A,0
SDBOMERLAIT02,1310,131R,0
SDBOMLUMFHD,1310,131A,0
SDBOMLUMFHD,1310,131R,0
SDBOMLUMFIT01,1310,131A,0
SDBOMLUMFIT01,1310,131R,0
SDBOMLUMFIT02,1310,131A,0
SDBOMLUMFIT02,1310,131R,0
CM-FL-V01,1310,131A,0
SF-FL-COMB,1310,131B,0
SF-FL-CWEIGHT,1310,131B,0
SF-FL-ELECTRIC,1310,131B,0
SF-FL-TIRE-CUSH,1310,131B,0
SF-FL-TIRE-PNEU,1310,131B,0
CM-MLFL-KM-VXX,1310,131A,0
SF-FL-FORKSEAT-VXX,1310,131B,0
CM-FL-V00,1310,131A,0
CM-FL-V00,1310,131R,0
FG-FL-MV-V00,1310,131A,0
FG-FL-MV-V01,1310,131A,0
FG-FL-MV-V02,1310,131A,0
EWMS4-50,1310,131D,0
EWMS4-50,1310,131S,0
EWMS4-502,1310,131D,0
EWMS4-502,1310,131S,0
EWMS4-503,1310,131D,0
EWMS4-503,1310,131S,0
EWMS4-601,1310,131D,0
EWMS4-601,1310,131S,0
F-10A,1310,131A,0
F-10A,1310,131R,0
F-10B,1310,131A,0
F-10B,1310,131R,0
R-302,1310,131B,0
R-302,1310,131C,0
R-401,1310,131B,0
R-401,1310,131C,0
S-201,1310,131B,0
S-202,1310,131B,0
S-301,1310,131B,0
S-203,1310,131B,0
F-20A,1310,131A,0
F-20A,1310,131R,0
R-311,1310,131B,0
R-311,1310,131C,0
R-410,1310,131B,0
R-410,1310,131C,0
R-411,1310,131B,0
R-411,1310,131C,0
R-412,1310,131B,0
R-412,1310,131C,0
S-208,1310,131B,0
S-210,1310,131B,0
S-310,1310,131B,0
S-315,1310,131B,0
SG26,1310,131B,0
SWN-CFG-SW-S1,1310,131B,0
FG1_CP,1310,131A,0
FG1_CP,1310,131B,0
FG1_CP,1310,131R,0
RM1_CP,1310,131B,0
RM1_CP,1310,131C,0
RM2_CP,1310,131B,0
RM2_CP,1310,131C,0
SG1_CP,1310,131B,0
RMJIT01,1310,131B,0
RMJIT01,1310,131C,0
RMJIT02,1310,131B,0
RMJIT02,1310,131C,0
SGJIT01,1310,131B,0
SGJIT02,1310,131B,0
FG111,1310,131A,0
FG111_A,1310,131A,0
FG111_B,1310,131A,0
FG111_C,1310,131A,0
RM27_1,1310,131B,0
RM27_1,1310,131C,0
AVC_RBT_BASE_FRAME,1310,131B,0
AVC_RBT_CNTRL_CAB,1310,131A,0
AVC_RBT_CNTRL_CAB,1310,131R,0
AVC_RBT_D_ARM_50,1310,131B,0
AVC_RBT_L_ARM_45,1310,131B,0
AVC_RBT_SEALING,1310,131A,0
AVC_RBT_SEALING,1310,131R,0
AVC_RBT_APPL_UNIT,1310,131A,0
AVC_RBT_BUNDLE,1310,131A,0
AVC_RBT_CNTRL_BRD,1310,131A,0
AVC_RBT_CNTRL_BRD,1310,131R,0
AVC_RBT_CNTRL_UNIT,1310,131A,0
AVC_RBT_ROBOT,1310,131A,0
TG11,1910,191A,0
TG11,1910,191R,0
FG126,1910,191A,0
FG126,1910,191B,0
FG126,1910,191R,0
RM12,1910,191B,0
RM12,1910,191C,0
RM120,1910,191B,0
RM120,1910,191C,0
RM122,1910,191B,0
RM122,1910,191C,0
RM124,1910,191B,0
RM124,1910,191C,0
RM128,1910,191B,0
RM128,1910,191C,0
RM13,1910,191B,0
RM13,1910,191C,0
RM14,1910,191B,0
RM14,1910,191C,0
RM16,1910,191B,0
RM16,1910,191C,0
RM20,1910,191B,0
RM20,1910,191C,0
RM27,1910,191B,0
RM27,1910,191C,0
SG124,1910,191B,0
SG21,1910,191B,0
SG22,1910,191B,0
SG224,1910,191B,0
SG25,1910,191B,0
SG23,1910,191B,0
RM129,1910,191B,0
RM129,1910,191C,0
FG130,1910,191A,0
FG130,1910,191B,0
SG30,1910,191B,0
FG228,1910,191A,0
FG228,1910,191B,0
FG228,1910,191R,0
SP001,1910,191B,0
SP002,1910,191B,0
SP003,1910,191B,0
SP004,1910,191B,0
SP005,1910,191B,0
SP006,1910,191B,0
RM33,1910,191B,0
RM33,1910,191C,0
RM34,1910,191B,0
RM34,1910,191C,0
SG27,1910,191B,0
RM233-1,1910,191B,0
RM233-2,1910,191E,0
RM233-4,1910,191B,0
SG233,1910,191B,0
SG234,1910,191B,0
FG129,1910,191A,0
FG129,1910,191B,0
SG29,1910,191B,0
RMPI001,1910,191C,0
RMPI002,1910,191C,0
RMPI003,1910,191C,0
RMPI004,1910,191C,0
RMPI005,1910,191C,0
SGPI001,1910,191B,0
SGPI001-V00,1910,191B,0
RMPI001,1910,191B,0
RMPI002,1910,191B,0
RMPI003,1910,191B,0
RMPI004,1910,191B,0
RMPI005,1910,191B,0
QM006,1910,191B,0
SDBOMERLAHD,1910,191A,0
SDBOMERLAHD,1910,191R,0
SDBOMERLAIT01,1910,191A,0
SDBOMERLAIT01,1910,191R,0
SDBOMERLAIT02,1910,191A,0
SDBOMERLAIT02,1910,191R,0
SDBOMLUMFHD,1910,191A,0
SDBOMLUMFHD,1910,191R,0
SDBOMLUMFIT01,1910,191A,0
SDBOMLUMFIT01,1910,191R,0
SDBOMLUMFIT02,1910,191A,0
SDBOMLUMFIT02,1910,191R,0
CM-FL-V01,1910,191A,0
SF-FL-COMB,1910,191B,0
SF-FL-CWEIGHT,1910,191B,0
SF-FL-ELECTRIC,1910,191B,0
SF-FL-TIRE-CUSH,1910,191B,0
SF-FL-TIRE-PNEU,1910,191B,0
CM-MLFL-KM-VXX,1910,191A,0
SF-FL-FORKSEAT-VXX,1910,191B,0
CM-FL-V00,1910,191A,0
CM-FL-V00,1910,191R,0
FG-FL-MV-V00,1910,191A,0
FG-FL-MV-V01,1910,191A,0
FG-FL-MV-V02,1910,191A,0
EWMS4-50,1910,191D,0
EWMS4-50,1910,191S,0
EWMS4-502,1910,191D,0
EWMS4-502,1910,191S,0
EWMS4-503,1910,191D,0
EWMS4-503,1910,191S,0
EWMS4-601,1910,191D,0
EWMS4-601,1910,191S,0
F-10A,1910,191A,0
F-10A,1910,191R,0
F-10B,1910,191A,0
F-10B,1910,191R,0
R-302,1910,191B,0
R-302,1910,191C,0
R-401,1910,191B,0
R-401,1910,191C,0
S-201,1910,191B,0
S-202,1910,191B,0
S-301,1910,191B,0
S-203,1910,191B,0
F-20A,1910,191A,0
F-20A,1910,191R,0
R-311,1910,191B,0
R-311,1910,191C,0
R-410,1910,191B,0
R-410,1910,191C,0
R-411,1910,191B,0
R-411,1910,191C,0
R-412,1910,191B,0
R-412,1910,191C,0
S-208,1910,191B,0
S-210,1910,191B,0
S-310,1910,191B,0
S-315,1910,191B,0
SG26,1910,191B,0
SWN-CFG-SW-S1,1910,191B,0
FG1_CP,1910,191A,0
FG1_CP,1910,191B,0
FG1_CP,1910,191R,0
RM1_CP,1910,191B,0
RM1_CP,1910,191C,0
RM2_CP,1910,191B,0
RM2_CP,1910,191C,0
SG1_CP,1910,191B,0
RMJIT01,1910,191B,0
RMJIT01,1910,191C,0
RMJIT02,1910,191B,0
RMJIT02,1910,191C,0
SGJIT01,1910,191B,0
SGJIT02,1910,191B,0
FG111,1910,191A,0
FG111_A,1910,191A,0
FG111_B,1910,191A,0
FG111_C,1910,191A,0
RM27_1,1910,191B,0
RM27_1,1910,191C,0
AVC_RBT_BASE_FRAME,1910,191B,0
AVC_RBT_CNTRL_CAB,1910,191A,0
AVC_RBT_CNTRL_CAB,1910,191R,0
AVC_RBT_D_ARM_50,1910,191B,0
AVC_RBT_L_ARM_45,1910,191B,0
AVC_RBT_SEALING,1910,191A,0
AVC_RBT_SEALING,1910,191R,0
AVC_RBT_APPL_UNIT,1910,191A,0
AVC_RBT_BUNDLE,1910,191A,0
AVC_RBT_CNTRL_BRD,1910,191A,0
AVC_RBT_CNTRL_BRD,1910,191R,0
AVC_RBT_CNTRL_UNIT,1910,191A,0
AVC_RBT_ROBOT,1910,191A,0
TG11,5810,581A,0
TG11,5810,581R,0
FG126,5810,581A,0
FG126,5810,581B,0
FG126,5810,581R,0
RM12,5810,581B,0
RM12,5810,581C,0
RM120,5810,581B,0
RM120,5810,581C,0
RM122,5810,581B,0
RM122,5810,581C,0
RM124,5810,581B,0
RM124,5810,581C,0
RM128,5810,581B,0
RM128,5810,581C,0
RM13,5810,581B,0
RM13,5810,581C,0
RM14,5810,581B,0
RM14,5810,581C,0
RM16,5810,581B,0
RM16,5810,581C,0
RM20,5810,581B,0
RM20,5810,581C,0
RM27,5810,581B,0
RM27,5810,581C,0
SG124,5810,581B,0
SG21,5810,581B,0
SG22,5810,581B,0
SG224,5810,581B,0
SG25,5810,581B,0
SG23,5810,581B,0
RM129,5810,581B,0
RM129,5810,581C,0
FG130,5810,581A,0
FG130,5810,581B,0
SG30,5810,581B,0
FG228,5810,581A,0
FG228,5810,581B,0
FG228,5810,581R,0
SP001,5810,581B,0
SP002,5810,581B,0
SP003,5810,581B,0
SP004,5810,581B,0
SP005,5810,581B,0
SP006,5810,581B,0
RM33,5810,581B,0
RM33,5810,581C,0
RM34,5810,581B,0
RM34,5810,581C,0
SG27,5810,581B,0
RM233-1,5810,581B,0
RM233-2,5810,581E,0
RM233-4,5810,581B,0
SG233,5810,581B,0
SG234,5810,581B,0
FG129,5810,581A,0
FG129,5810,581B,0
SG29,5810,581B,0
RMPI001,5810,581C,0
RMPI002,5810,581C,0
RMPI003,5810,581C,0
RMPI004,5810,581C,0
RMPI005,5810,581C,0
SGPI001,5810,581B,0
SGPI001-V00,5810,581B,0
RMPI001,5810,581B,0
RMPI002,5810,581B,0
RMPI003,5810,581B,0
RMPI004,5810,581B,0
RMPI005,5810,581B,0
QM006,5810,581B,0
SDBOMERLAHD,5810,581A,0
SDBOMERLAHD,5810,581R,0
SDBOMERLAIT01,5810,581A,0
