VBELN,VSTEL,VKORG,LFART,KUNNR,WADAT_IST,LFDAT,WADAT
0080005263,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005264,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005265,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005266,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005267,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005268,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005269,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005270,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005271,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005272,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005273,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005274,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005275,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005276,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005277,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005278,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005279,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005280,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005281,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005282,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005283,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005284,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005285,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005286,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005287,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005288,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005289,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005290,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005291,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005292,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005293,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005294,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005295,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005296,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005297,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005298,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005299,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005300,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005301,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005302,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005303,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005304,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005305,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005306,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005307,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005308,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005309,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005310,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005311,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005312,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005313,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005314,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005315,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005316,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005317,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005318,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005319,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005320,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005321,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005322,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005323,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005324,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005325,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005326,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005327,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005328,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005329,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005330,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005331,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005332,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005333,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005334,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005335,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005336,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005337,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005338,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005339,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005340,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005341,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005342,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005343,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005344,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005345,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005346,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005347,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005348,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005349,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005350,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005351,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005352,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005353,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005354,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005355,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005356,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005357,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005358,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005359,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005360,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005361,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005362,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005363,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005364,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005365,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005366,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005367,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005368,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005369,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005370,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005371,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005372,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005373,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005374,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005375,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005376,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005377,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005378,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005379,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005380,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005381,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005382,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005383,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005384,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005385,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005386,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005387,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005388,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005389,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005390,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005391,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005392,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005393,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005394,1710,1710,LF,USCU_S13,20241014,20241018,20241018
0080005395,1710,1710,LF,USCU_S01,20241014,20241018,20241018
0080005396,1710,1710,LF,USCU_L07,20241014,20241018,20241018
0080005397,1710,1710,LF,USCU_S16,20241014,20241018,20241018
0080005398,1710,1710,LF,USCU_L02,20241014,20241018,20241018
0080005399,1710,1710,LF,USCU_L09,20241014,20241018,20241018
0080005400,1710,1710,LF,USCU_L02,20241014,20241018,20241018
0080005401,1710,1710,LF,USCU_L09,20241014,20241018,20241018
0080005402,1710,1710,LF,USCU_L08,20241014,20241018,20241018
0080005403,1710,1710,LF,USCU_S16,20241014,20241018,20241018
0080005404,1710,1710,LF,USCU_S12,20241014,20241018,20241018
0080005405,1710,1710,LF,USCU_S03,20241014,20241018,20241018
0080005406,1710,1710,LF,USCU_S15,20241014,20241018,20241018
0080005407,1710,1710,LF,USCU_S02,20241014,20241018,20241018
0080005408,1710,1710,LF,USCU_L10,20241014,20241018,20241018
0080005409,1710,1710,LF,USCU_L02,20241014,20241018,20241018
0080005410,1710,1710,LF,USCU_L07,20241014,20241018,20241018
0080005411,1710,1710,LF,USCU_L10,20241014,20241018,20241018
0080005412,1710,1710,LF,USCU_L03,20241014,20241018,20241018
0080005413,1710,1710,LF,USCU_S16,20241014,20241018,20241018
0080005414,1710,1710,LF,USCU_L05,20241014,20241018,20241018
0080005415,1710,1710,LF,USCU_S05,20241014,20241018,20241018
0080005416,1710,1710,LF,USCU_S08,20241014,20241018,20241018
0080005417,1710,1710,LF,USCU_S09,20241017,20241023,20241023
0080005418,1710,1710,LF,USCU_S05,20241017,20241023,20241023
0080005419,1710,1710,LF,USCU_L05,20241017,20241023,20241023
0080005420,1710,1710,LF,USCU_S15,20241017,20241023,20241023
0080005421,1710,1710,LF,USCU_L02,20241017,20241023,20241023
0080005422,1710,1710,LF,USCU_L09,20241017,20241023,20241023
0080005423,1710,1710,LF,USCU_S02,20241017,20241023,20241023
0080005424,1710,1710,LF,USCU_S12,20241017,20241023,20241023
0080005425,1710,1710,LF,USCU_L06,20241017,20241023,20241023
0080005426,1710,1710,LF,USCU_L02,20241017,20241023,20241023
0080005427,1710,1710,LF,USCU_S15,20241017,20241023,20241023
0080005428,1710,1710,LF,USCU_L10,20241017,20241023,20241023
0080005429,1710,1710,LF,USCU_L09,20241017,20241023,20241023
0080005430,1710,1710,LF,USCU_L03,20241017,20241023,20241023
0080005431,1710,1710,LF,USCU_S17,20241017,20241023,20241023
0080005432,1710,1710,LF,USCU_L07,20241017,20241023,20241023
0080005433,1710,1710,LF,USCU_S11,20241017,20241023,20241023
0080005434,1710,1710,LF,USCU_S03,20241017,20241023,20241023
0080005435,1710,1710,LF,USCU_L10,20241017,20241023,20241023
0080005436,1710,1710,LF,USCU_S15,20241017,20241023,20241023
0080005437,1710,1710,LF,USCU_S09,20241017,20241023,20241023
0080005438,1710,1710,LF,USCU_S01,20241017,20241023,20241023
0080005439,1710,1710,LF,USCU_L04,20241017,20241023,20241023
0080005440,1710,1710,LF,USCU_L01,20241017,20241023,20241023
0080005441,1710,1710,LF,USCU_L10,20241017,20241023,20241023
0080005442,1710,1710,LF,USCU_L01,20241017,20241023,20241023
0080005443,1710,1710,LF,USCU_L05,20241017,20241023,20241023
0080005444,1710,1710,LF,USCU_S15,20241017,20241023,20241023
0080005445,1710,1710,LF,USCU_S05,20241017,20241023,20241023
0080005447,1710,1010,LF,0010100002,20241104,20241108,20241108
0080005448,1710,1010,LF,0010100002,20241104,20241108,20241108
0080005449,1010,1010,LF,0010186001,20241105,20241114,20241113
0080005450,1710,1710,LF,USCU_S08,20241105,20241112,20241112
0080005451,1710,1710,LF,USCU_S02,20241105,20241112,20241112
0080005452,1710,1710,LF,USCU_L04,20241105,20241112,20241112
0080005453,1710,1710,LF,USCU_S14,20241105,20241112,20241112
0080005454,1710,1710,LF,USCU_L02,20241105,20241112,20241112
0080005455,1710,1710,LF,USCU_L10,20241105,20241112,20241112
0080005456,1710,1710,LF,USCU_S10,20241105,20241112,20241112
0080005457,1710,1710,LF,USCU_S04,20241105,20241112,20241112
0080005458,1710,1710,LF,USCU_L07,20241105,20241112,20241112
0080005459,1710,1710,LF,USCU_S16,20241105,20241112,20241112
0080005460,1710,1710,LF,USCU_L03,20241105,20241112,20241112
0080005461,1710,1710,LF,USCU_L10,20241105,20241112,20241112
0080005462,1710,1710,LF,USCU_L09,20241105,20241112,20241112
0080005463,1710,1710,LF,USCU_S17,20241105,20241112,20241112
0080005464,1710,1710,LF,USCU_L02,20241105,20241112,20241112
0080005465,1710,1710,LF,USCU_L07,20241105,20241112,20241112
0080005466,1710,1710,LF,USCU_S09,20241105,20241112,20241112
0080005467,1710,1710,LF,USCU_S03,20241105,20241112,20241112
0080005468,1710,1710,LF,USCU_L09,20241105,20241112,20241112
0080005469,1710,1710,LF,USCU_L02,20241105,20241112,20241112
0080005470,1710,1710,LF,USCU_S16,20241105,20241112,20241112
0080005471,1710,1710,LF,USCU_L04,20241105,20241112,20241112
0080005472,1710,1710,LF,USCU_S01,20241105,20241112,20241112
0080005473,1710,1710,LF,USCU_S09,20241105,20241112,20241112
0080005474,1710,1710,LF,USCU_S10,20241105,20241112,20241112
0080005475,1710,1710,LF,USCU_S01,20241105,20241112,20241112
0080005476,1710,1710,LF,USCU_S15,20241105,20241112,20241112
0080005477,1710,1710,LF,USCU_L06,20241105,20241112,20241112
0080005478,1710,1710,LF,USCU_L01,20241105,20241112,20241112
0080005479,1710,1710,LF,USCU_L10,20241105,20241112,20241112
0080005480,1010,1010,LF,0010186001,20241106,20241115,20241114
0180000047,1010,,EL,,20241107,20241107,20241107
0080005481,1710,1710,LF,EWM17-CU01,00000000,20241207,20241205
0080005482,1710,1710,LF,EWM17-CU02,00000000,20241207,20241205
0080005483,1710,1710,LF,0017186001,20241107,20241114,20241114
0080005484,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005485,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005486,1710,1710,LF,0017186001,00000000,20241115,20241115
0080005446,1710,1010,LF,0010100002,20241103,20241108,20241108
0080005487,1710,1710,LF,0017186001,00000000,20241115,20241114
0080005488,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005489,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005490,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005491,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005492,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005493,1710,1710,LF,0017100001,00000000,20230321,20230321
0084000106,171R,1710,LR,0017186001,00000000,20241118,20241115
0080005494,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005495,1710,1710,LF,0017100001,00000000,20230321,20230321
0180000049,1710,,DIG,,20241112,20241112,20241112
0180000050,1710,,DIG,,20241112,20241112,20241112
0084000108,171R,1710,LR2,0017100001,20241112,20241112,20241112
0080005496,1710,1710,LO2,0017100001,20241112,20241120,20241118
0084000109,171R,1710,LR2,0017100001,20241112,20241112,20241112
0080005497,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005498,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005499,1710,1710,LO2,0017100001,20241112,20241120,20241118
0080005500,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005501,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005502,1710,1710,LF,0017186011,20241114,20241122,20241121
0080005503,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005504,1710,1710,LF,0017100001,00000000,20230321,20230321
0180000036,1710,,EL,,00000000,20221127,00000000
0180000048,1710,,EL,,20241115,20241115,20241115
0080005505,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005506,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005507,1710,1710,LF,USCU_S10,20241115,20241121,20241121
0080005508,1710,1710,LF,USCU_S02,20241115,20241121,20241121
0080005509,1710,1710,LF,USCU_S16,20241115,20241121,20241121
0080005510,1710,1710,LF,USCU_L08,20241115,20241121,20241121
0080005511,1710,1710,LF,USCU_L02,20241115,20241121,20241121
0080005512,1710,1710,LF,USCU_L10,20241115,20241121,20241121
0080005513,1710,1710,LF,USCU_S13,20241115,20241121,20241121
0080005514,1710,1710,LF,USCU_S04,20241115,20241121,20241121
0080005515,1710,1710,LF,USCU_S16,20241115,20241121,20241121
0080005516,1710,1710,LF,USCU_L03,20241115,20241121,20241121
0080005517,1710,1710,LF,USCU_L10,20241115,20241121,20241121
0080005518,1710,1710,LF,USCU_S14,20241115,20241121,20241121
0080005519,1710,1710,LF,USCU_L01,20241115,20241121,20241121
0080005520,1710,1710,LF,USCU_L09,20241115,20241121,20241121
0080005521,1710,1710,LF,USCU_L06,20241115,20241121,20241121
0080005522,1710,1710,LF,USCU_S01,20241115,20241121,20241121
0080005523,1710,1710,LF,USCU_S07,20241115,20241121,20241121
0080005524,1710,1710,LF,USCU_S15,20241115,20241121,20241121
0080005525,1710,1710,LF,USCU_L08,20241115,20241121,20241121
0080005526,1710,1710,LF,USCU_L10,20241115,20241121,20241121
0080005527,1710,1710,LF,USCU_L02,20241115,20241121,20241121
0080005528,1710,1710,LF,USCU_S02,20241115,20241121,20241121
0080005529,1710,1710,LF,USCU_L10,20241115,20241121,20241121
0080005530,1710,1710,LF,USCU_L01,20241115,20241121,20241121
0080005531,1710,1710,LF,USCU_S14,20241115,20241121,20241121
0080005532,1710,1710,LF,USCU_L04,20241115,20241121,20241121
0080005533,1710,1710,LF,USCU_S06,20241115,20241121,20241121
0080005534,1710,1710,LF,USCU_S13,20241115,20241121,20241121
0080005535,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005536,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005537,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005538,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005539,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005540,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005541,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005542,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005543,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005544,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005545,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005546,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005547,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005548,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005549,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005550,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005551,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005552,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005553,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005554,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005555,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005556,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005557,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005558,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005559,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005560,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005561,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005562,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005563,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005564,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005565,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005566,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005567,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005568,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005569,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005570,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005571,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005572,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005573,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005574,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005575,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005576,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005577,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005578,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005579,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005580,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005581,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005582,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005583,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005584,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005585,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005586,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005587,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005588,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005589,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005590,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005591,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005592,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005593,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005594,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005595,1710,1710,LF,USCU_S15,20250115,20250122,20250122
0080005596,1710,1710,LF,USCU_L01,20250115,20250122,20250122
0080005597,1710,1710,LF,USCU_S03,20250115,20250122,20250122
0080005598,1710,1710,LF,USCU_S08,20250115,20250122,20250122
0080005599,1710,1710,LF,USCU_L07,20250115,20250122,20250122
0080005600,1710,1710,LF,USCU_L09,20250115,20250122,20250122
0080005601,1710,1710,LF,USCU_L01,20250115,20250122,20250122
0080005602,1710,1710,LF,USCU_L09,20250115,20250122,20250122
0080005603,1710,1710,LF,USCU_L04,20250115,20250122,20250122
0080005604,1710,1710,LF,USCU_S16,20250115,20250122,20250122
0080005605,1710,1710,LF,USCU_S13,20250115,20250122,20250122
0080005606,1710,1710,LF,USCU_S02,20250115,20250122,20250122
0080005607,1710,1710,LF,USCU_L01,20250115,20250122,20250122
0080005608,1710,1710,LF,USCU_L10,20250115,20250122,20250122
0080005609,1710,1710,LF,USCU_S03,20250115,20250122,20250122
0080005610,1710,1710,LF,USCU_S10,20250115,20250122,20250122
0080005611,1710,1710,LF,USCU_L05,20250115,20250122,20250122
0080005612,1710,1710,LF,USCU_S15,20250115,20250122,20250122
0080005613,1710,1710,LF,USCU_L05,20250115,20250122,20250122
0080005614,1710,1710,LF,USCU_L09,20250115,20250122,20250122
0080005615,1710,1710,LF,USCU_L02,20250115,20250122,20250122
0080005616,1710,1710,LF,USCU_S02,20250115,20250122,20250122
0080005617,1710,1710,LF,USCU_S15,20250115,20250122,20250122
0080005618,1710,1710,LF,USCU_S08,20250115,20250122,20250122
0080005619,1710,1710,LF,USCU_L09,20250115,20250122,20250122
0080005620,1710,1710,LF,USCU_L07,20250115,20250122,20250122
0080005621,1710,1710,LF,USCU_L03,20250115,20250122,20250122
0080005622,1710,1710,LF,USCU_S16,20250115,20250122,20250122
0080005623,1710,1710,LF,USCU_S12,20250115,20250122,20250122
0080005624,1710,1710,LF,USCU_S01,20250115,20250122,20250122
0080005625,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005626,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005627,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005628,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005629,1710,1710,LF,USCU_L10,20250116,20250123,20250123
0080005630,1710,1710,LF,USCU_L03,20250116,20250123,20250123
0080005631,1710,1710,LF,USCU_S05,20250116,20250123,20250123
0080005632,1710,1710,LF,USCU_S12,20250116,20250123,20250123
0080005633,1710,1710,LF,USCU_L04,20250116,20250123,20250123
0080005634,1710,1710,LF,USCU_S17,20250116,20250123,20250123
0080005635,1710,1710,LF,USCU_L03,20250116,20250123,20250123
0080005636,1710,1710,LF,USCU_S04,20250116,20250123,20250123
0080005637,1710,1710,LF,USCU_S12,20250116,20250123,20250123
0080005638,1710,1710,LF,USCU_L07,20250116,20250123,20250123
0080005639,1710,1710,LF,USCU_S14,20250116,20250123,20250123
0080005640,1710,1710,LF,USCU_L10,20250116,20250123,20250123
0080005641,1710,1710,LF,USCU_S11,20250116,20250123,20250123
0080005642,1710,1710,LF,USCU_L02,20250116,20250123,20250123
0080005643,1710,1710,LF,USCU_L10,20250116,20250123,20250123
0080005644,1710,1710,LF,USCU_S14,20250116,20250123,20250123
0080005645,1710,1710,LF,USCU_L07,20250116,20250123,20250123
0080005646,1710,1710,LF,USCU_S01,20250116,20250123,20250123
0080005647,1710,1710,LF,USCU_L10,20250116,20250123,20250123
0080005648,1710,1710,LF,USCU_S17,20250116,20250123,20250123
0080005649,1710,1710,LF,USCU_L06,20250116,20250123,20250123
0080005650,1710,1710,LF,USCU_S05,20250116,20250123,20250123
0080005651,1710,1710,LF,USCU_S08,20250116,20250123,20250123
0080005652,1710,1710,LF,USCU_L01,20250116,20250123,20250123
0080005653,1710,1710,LF,USCU_L03,20250116,20250123,20250123
0080005654,1710,1710,LF,USCU_L07,20250116,20250123,20250123
0080005655,1710,1710,LF,USCU_L09,20250116,20250123,20250123
0080005656,1710,1710,LF,USCU_S11,20250116,20250123,20250123
0080005657,1710,1710,LF,USCU_S14,20250116,20250123,20250123
0080005658,1710,1710,LF,USCU_S06,20250116,20250123,20250123
0080005659,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005660,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005661,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005662,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005663,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005664,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005665,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005666,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005667,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005668,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005669,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005670,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005671,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005672,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005673,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005674,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005675,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005676,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005677,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005678,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005679,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005680,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005681,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005682,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005683,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005684,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005685,1710,1710,LF,0017100003,00000000,20211109,20211105
0080005686,1710,1710,LF,0017100001,00000000,20230321,20230321
0080005687,1710,1710,LF,USCU_S10,20250213,20250220,20250220
0080005688,1710,1710,LF,USCU_L09,20250213,20250220,20250220
0080005689,1710,1710,LF,USCU_S16,20250213,20250220,20250220
0080005690,1710,1710,LF,USCU_L02,20250213,20250220,20250220
0080005691,1710,1710,LF,USCU_S02,20250213,20250220,20250220
0080005692,1710,1710,LF,USCU_L07,20250213,20250220,20250220
0080005693,1710,1710,LF,USCU_L09,20250213,20250220,20250220
