EBELN,EBELP,MATNR,WERKS,LGORT,MENGE,MEINS,NETPR,PEINH,ELIKZ,AEDAT
4500001931,00005,MZ-RM-R100-06,1710,171A,219,ST,20.02,1,X,20250213
4500001936,00001,MZ-RM-C950-01,1710,171A,229,ST,189.78,1,X,20250213
4500001936,00004,MZ-RM-C950-04,1710,171A,458,ST,8.63,1,X,20250213
4500001937,00001,MZ-RM-C900-01,1710,171A,229,ST,102.8,1,X,20250213
4500001937,00002,MZ-RM-C900-02,1710,171A,229,ST,3.95,1,X,20250213
4500001937,00003,MZ-RM-C900-03,1710,171A,229,ST,3.95,1,X,20250213
4500001937,00004,MZ-RM-C900-04,1710,171A,458,ST,6.92,1,X,20250213
4500001943,00001,MZ-RM-R100-01,1710,171A,180,ST,145.87,1,X,20250219
4500001943,00004,MZ-RM-R100-05,1710,171A,360,ST,5.72,1,X,20250219
4500001943,00005,MZ-RM-R100-06,1710,171A,180,ST,20.02,1,X,20250219
4500001948,00001,MZ-RM-C950-01,1710,171A,186,ST,189.78,1,X,20250219
4500001948,00004,MZ-RM-C950-04,1710,171A,372,ST,8.63,1,X,20250219
4500001949,00001,MZ-RM-C900-01,1710,171A,244,ST,102.8,1,X,20250219
4500001949,00002,MZ-RM-C900-02,1710,171A,244,ST,3.95,1,X,20250219
4500001949,00003,MZ-RM-C900-03,1710,171A,244,ST,3.95,1,X,20250219
4500001949,00004,MZ-RM-C900-04,1710,171A,488,ST,6.92,1,X,20250219
4500001955,00001,MZ-RM-R100-01,1710,171A,87,ST,145.87,1,X,20250311
4500001955,00004,MZ-RM-R100-05,1710,171A,174,ST,5.72,1,X,20250311
4500001955,00005,MZ-RM-R100-06,1710,171A,87,ST,20.02,1,X,20250311
4500001960,00001,MZ-RM-C950-01,1710,171A,128,ST,189.78,1,X,20250311
4500001960,00004,MZ-RM-C950-04,1710,171A,256,ST,8.63,1,X,20250311
4500001961,00001,MZ-RM-C900-01,1710,171A,357,ST,102.8,1,X,20250311
4500001961,00002,MZ-RM-C900-02,1710,171A,357,ST,3.95,1,X,20250311
4500001961,00003,MZ-RM-C900-03,1710,171A,357,ST,3.95,1,X,20250311
4500001961,00004,MZ-RM-C900-04,1710,171A,714,ST,6.92,1,X,20250311
4500001968,00001,MZ-RM-R100-01,1710,171A,104,ST,145.87,1,X,20250319
4500001968,00004,MZ-RM-R100-05,1710,171A,208,ST,5.72,1,X,20250319
4500001968,00005,MZ-RM-R100-06,1710,171A,104,ST,20.02,1,X,20250319
4500001973,00001,MZ-RM-C950-01,1710,171A,173,ST,189.78,1,X,20250319
4500001973,00004,MZ-RM-C950-04,1710,171A,346,ST,8.63,1,X,20250319
4500001974,00001,MZ-RM-C900-01,1710,171A,233,ST,102.8,1,X,20250319
4500001974,00002,MZ-RM-C900-02,1710,171A,233,ST,3.95,1,X,20250319
4500001974,00003,MZ-RM-C900-03,1710,171A,233,ST,3.95,1,X,20250319
4500001974,00004,MZ-RM-C900-04,1710,171A,466,ST,6.92,1,X,20250319
4500001983,00001,MZ-RM-R100-01,1710,171A,163,ST,145.87,1,X,20250402
4500001983,00004,MZ-RM-R100-05,1710,171A,326,ST,5.72,1,X,20250402
4500001983,00005,MZ-RM-R100-06,1710,171A,163,ST,20.02,1,X,20250402
4500001988,00001,MZ-RM-C950-01,1710,171A,213,ST,189.78,1,X,20250402
4500001988,00004,MZ-RM-C950-04,1710,171A,426,ST,8.63,1,X,20250402
4500001989,00001,MZ-RM-C900-01,1710,171A,213,ST,102.8,1,X,20250402
4500001989,00002,MZ-RM-C900-02,1710,171A,213,ST,3.95,1,X,20250402
4500001989,00003,MZ-RM-C900-03,1710,171A,213,ST,3.95,1,X,20250402
4500001989,00004,MZ-RM-C900-04,1710,171A,426,ST,6.92,1,X,20250402
4500001995,00001,MZ-RM-R100-01,1710,171A,56,ST,145.87,1,X,20250407
4500001995,00004,MZ-RM-R100-05,1710,171A,112,ST,5.72,1,X,20250407
4500001995,00005,MZ-RM-R100-06,1710,171A,56,ST,20.02,1,X,20250407
4500002000,00001,MZ-RM-C950-01,1710,171A,130,ST,189.78,1,X,20250407
4500002000,00004,MZ-RM-C950-04,1710,171A,260,ST,8.63,1,X,20250407
4500002001,00001,MZ-RM-C900-01,1710,171A,284,ST,102.8,1,X,20250407
4500002001,00002,MZ-RM-C900-02,1710,171A,284,ST,3.95,1,X,20250407
4500002001,00003,MZ-RM-C900-03,1710,171A,284,ST,3.95,1,X,20250407
4500002001,00004,MZ-RM-C900-04,1710,171A,568,ST,6.92,1,X,20250407
4500002007,00001,MZ-RM-R100-01,1710,171A,60,ST,145.87,1,X,20250514
4500002007,00004,MZ-RM-R100-05,1710,171A,120,ST,5.72,1,X,20250514
4500002007,00005,MZ-RM-R100-06,1710,171A,60,ST,20.02,1,X,20250514
4500002012,00001,MZ-RM-C950-01,1710,171A,121,ST,189.78,1,X,20250514
4500002012,00004,MZ-RM-C950-04,1710,171A,242,ST,8.63,1,X,20250514
4500002013,00001,MZ-RM-C900-01,1710,171A,264,ST,102.8,1,X,20250514
4500002013,00003,MZ-RM-C900-03,1710,171A,264,ST,3.95,1,X,20250514
4500002013,00004,MZ-RM-C900-04,1710,171A,528,ST,6.92,1,X,20250514
4500002019,00001,MZ-RM-R100-01,1710,171A,117,ST,145.87,1,X,20250519
4500002019,00004,MZ-RM-R100-05,1710,171A,234,ST,5.72,1,X,20250519
4500002019,00005,MZ-RM-R100-06,1710,171A,117,ST,20.02,1,X,20250519
4500002024,00001,MZ-RM-C950-01,1710,171A,173,ST,189.78,1,X,20250519
4500002024,00004,MZ-RM-C950-04,1710,171A,346,ST,8.63,1,X,20250519
4500002025,00001,MZ-RM-C900-01,1710,171A,151,ST,102.8,1,X,20250519
4500002025,00003,MZ-RM-C900-03,1710,171A,151,ST,3.95,1,X,20250519
4500002025,00004,MZ-RM-C900-04,1710,171A,302,ST,6.92,1,X,20250519
4500002033,00001,MZ-RM-R100-01,1710,171A,104,ST,145.87,1,,20250605
4500002033,00004,MZ-RM-R100-05,1710,171A,208,ST,5.72,1,,20250605
4500002033,00005,MZ-RM-R100-06,1710,171A,104,ST,20.02,1,,20250605
4500002038,00001,MZ-RM-C950-01,1710,171A,158,ST,189.78,1,,20250605
4500002038,00004,MZ-RM-C950-04,1710,171A,316,ST,8.63,1,,20250605
4500002039,00003,MZ-RM-C900-03,1710,171A,271,ST,3.95,1,,20250605
4500002039,00004,MZ-RM-C900-04,1710,171A,542,ST,6.92,1,,20250605
4500002039,00001,MZ-RM-C900-01,1710,171A,271,ST,102.8,1,,20250605
4500002039,00002,MZ-RM-C900-02,1710,171A,271,ST,3.95,1,,20250605
4500002045,00004,MZ-RM-R100-05,1710,171A,350,ST,5.72,1,,20250716
4500002045,00001,MZ-RM-R100-01,1710,171A,175,ST,145.87,1,,20250716
4500002045,00005,MZ-RM-R100-06,1710,171A,175,ST,20.02,1,,20250716
4500002050,00001,MZ-RM-C950-01,1710,171A,163,ST,189.78,1,,20250716
4500002050,00004,MZ-RM-C950-04,1710,171A,326,ST,8.63,1,,20250716
4500002051,00004,MZ-RM-C900-04,1710,171A,482,ST,6.92,1,,20250716
4500002051,00001,MZ-RM-C900-01,1710,171A,241,ST,102.8,1,,20250716
4500002051,00002,MZ-RM-C900-02,1710,171A,241,ST,3.95,1,,20250716
4500002051,00003,MZ-RM-C900-03,1710,171A,241,ST,3.95,1,,20250716
4500002057,00005,MZ-RM-R100-06,1710,171A,68,ST,20.02,1,,20250916
4500002057,00001,MZ-RM-R100-01,1710,171A,68,ST,145.87,1,,20250916
4500002057,00004,MZ-RM-R100-05,1710,171A,136,ST,5.72,1,,20250916
4500002062,00001,MZ-RM-C950-01,1710,171A,188,ST,189.78,1,,20250916
4500002062,00004,MZ-RM-C950-04,1710,171A,376,ST,8.63,1,,20250916
4500002063,00001,MZ-RM-C900-01,1710,171A,178,ST,102.8,1,,20250916
4500002063,00002,MZ-RM-C900-02,1710,171A,178,ST,3.95,1,,20250916
4500002063,00003,MZ-RM-C900-03,1710,171A,178,ST,3.95,1,,20250916
4500002063,00004,MZ-RM-C900-04,1710,171A,356,ST,6.92,1,,20250916
4500002069,00001,MZ-RM-R100-01,1710,171A,55,ST,145.87,1,X,20251023
4500002069,00004,MZ-RM-R100-05,1710,171A,110,ST,5.72,1,X,20251023
4500002069,00005,MZ-RM-R100-06,1710,171A,55,ST,20.02,1,X,20251023
4500002074,00001,MZ-RM-C950-01,1710,171A,105,ST,189.78,1,X,20251023
4500002074,00004,MZ-RM-C950-04,1710,171A,210,ST,8.63,1,X,20251023
4500002075,00001,MZ-RM-C900-01,1710,171A,83,ST,102.8,1,X,20251023
4500002075,00002,MZ-RM-C900-02,1710,171A,83,ST,3.95,1,X,20251023
4500002075,00003,MZ-RM-C900-03,1710,171A,83,ST,3.95,1,X,20251023
4500002075,00004,MZ-RM-C900-04,1710,171A,166,ST,6.92,1,X,20251023
4500002082,00001,MZ-RM-R100-01,1710,171A,43,ST,145.87,1,X,20251028
4500002082,00004,MZ-RM-R100-05,1710,171A,86,ST,5.72,1,X,20251028
4500002082,00005,MZ-RM-R100-06,1710,171A,43,ST,20.02,1,X,20251028
4500002087,00001,MZ-RM-C950-01,1710,171A,46,ST,189.78,1,X,20251028
4500002087,00004,MZ-RM-C950-04,1710,171A,92,ST,8.63,1,X,20251028
4500002088,00001,MZ-RM-C900-01,1710,171A,166,ST,102.8,1,X,20251028
4500002088,00003,MZ-RM-C900-03,1710,171A,166,ST,3.95,1,X,20251028
4500002088,00004,MZ-RM-C900-04,1710,171A,332,ST,6.92,1,X,20251028
4500002094,00001,MZ-RM-R100-01,1710,171A,53,ST,145.87,1,X,20251030
4500002094,00004,MZ-RM-R100-05,1710,171A,106,ST,5.72,1,X,20251030
4500002094,00005,MZ-RM-R100-06,1710,171A,53,ST,20.02,1,X,20251030
4500002099,00001,MZ-RM-C950-01,1710,171A,117,ST,189.78,1,X,20251030
4500002099,00004,MZ-RM-C950-04,1710,171A,234,ST,8.63,1,X,20251030
4500002100,00001,MZ-RM-C900-01,1710,171A,203,ST,102.8,1,X,20251030
4500002100,00003,MZ-RM-C900-03,1710,171A,203,ST,3.95,1,X,20251030
4500002100,00004,MZ-RM-C900-04,1710,171A,406,ST,6.92,1,X,20251030
4500002108,00001,MZ-RM-R100-01,1710,171A,45,ST,145.87,1,X,20251106
4500002108,00004,MZ-RM-R100-05,1710,171A,90,ST,5.72,1,X,20251106
4500002108,00005,MZ-RM-R100-06,1710,171A,45,ST,20.02,1,X,20251106
4500002113,00001,MZ-RM-C950-01,1710,171A,89,ST,189.78,1,X,20251106
4500002113,00004,MZ-RM-C950-04,1710,171A,178,ST,8.63,1,X,20251106
4500002114,00001,MZ-RM-C900-01,1710,171A,153,ST,102.8,1,X,20251106
4500002114,00003,MZ-RM-C900-03,1710,171A,153,ST,3.95,1,X,20251106
4500002114,00004,MZ-RM-C900-04,1710,171A,306,ST,6.92,1,X,20251106
4500002133,00001,MZ-RM-R100-01,1710,171A,60,ST,145.87,1,X,20251120
4500002133,00004,MZ-RM-R100-05,1710,171A,120,ST,5.72,1,X,20251120
4500002133,00005,MZ-RM-R100-06,1710,171A,60,ST,20.02,1,X,20251120
4500002138,00001,MZ-RM-C950-01,1710,171A,77,ST,189.78,1,X,20251120
4500002138,00004,MZ-RM-C950-04,1710,171A,154,ST,8.63,1,X,20251120
4500002139,00001,MZ-RM-C900-01,1710,171A,139,ST,102.8,1,X,20251120
4500002139,00003,MZ-RM-C900-03,1710,171A,139,ST,3.95,1,X,20251120
4500002139,00004,MZ-RM-C900-04,1710,171A,278,ST,6.92,1,X,20251120
4500000003,00006,MZ-RM-R100-07,1710,171A,73,ST,11.44,1,X,20171008
4500000003,00007,MZ-RM-R100-08,1710,171A,73,ST,31.46,1,X,20171008
4500000003,00008,MZ-RM-R100-09,1710,171A,73,ST,17.16,1,X,20171008
4500000008,00005,MZ-RM-C950-05,1710,171A,82,ST,27.6,1,X,20171008
4500000008,00006,MZ-RM-C950-06,1710,171A,82,ST,17.25,1,X,20171008
4500000008,00007,MZ-RM-C950-07,1710,171A,82,ST,79.36,1,X,20171008
4500000009,00005,MZ-RM-C900-05,1710,171A,107,ST,15.81,1,X,20171008
4500000009,00006,MZ-RM-C900-06,1710,171A,107,ST,13.84,1,X,20171008
4500000009,00007,MZ-RM-C900-07,1710,171A,107,ST,43.49,1,X,20171008
4500000015,00006,MZ-RM-R100-07,1710,171A,69,ST,11.44,1,X,20171008
4500000015,00007,MZ-RM-R100-08,1710,171A,69,ST,31.46,1,X,20171008
4500000015,00008,MZ-RM-R100-09,1710,171A,69,ST,17.16,1,X,20171008
4500000020,00005,MZ-RM-C950-05,1710,171A,177,ST,27.6,1,X,20171008
4500000020,00006,MZ-RM-C950-06,1710,171A,177,ST,17.25,1,X,20171008
4500000020,00007,MZ-RM-C950-07,1710,171A,177,ST,79.36,1,X,20171008
4500000021,00005,MZ-RM-C900-05,1710,171A,126,ST,15.81,1,X,20171008
4500000021,00007,MZ-RM-C900-07,1710,171A,126,ST,43.49,1,X,20171008
4500000021,00006,MZ-RM-C900-06,1710,171A,126,ST,13.84,1,X,20171008
4500000044,00006,MZ-RM-R100-07,1710,171A,39,ST,11.44,1,X,20171018
4500000044,00007,MZ-RM-R100-08,1710,171A,39,ST,31.46,1,X,20171018
4500000044,00008,MZ-RM-R100-09,1710,171A,39,ST,17.16,1,X,20171018
4500000049,00005,MZ-RM-C950-05,1710,171A,102,ST,27.6,1,X,20171018
4500000049,00006,MZ-RM-C950-06,1710,171A,102,ST,17.25,1,X,20171018
4500000049,00007,MZ-RM-C950-07,1710,171A,102,ST,79.36,1,X,20171018
4500000050,00005,MZ-RM-C900-05,1710,171A,124,ST,15.81,1,X,20171018
4500000050,00006,MZ-RM-C900-06,1710,171A,124,ST,13.84,1,X,20171018
4500000050,00007,MZ-RM-C900-07,1710,171A,124,ST,43.49,1,X,20171018
4500000076,00006,MZ-RM-R100-07,1710,171A,73,ST,11.44,1,X,20171120
4500000076,00007,MZ-RM-R100-08,1710,171A,73,ST,31.46,1,X,20171120
4500000076,00008,MZ-RM-R100-09,1710,171A,73,ST,17.16,1,X,20171120
4500000081,00005,MZ-RM-C950-05,1710,171A,81,ST,27.6,1,X,20171120
4500000081,00006,MZ-RM-C950-06,1710,171A,81,ST,17.25,1,X,20171120
4500000081,00007,MZ-RM-C950-07,1710,171A,81,ST,79.36,1,X,20171120
4500000082,00005,MZ-RM-C900-05,1710,171A,115,ST,15.81,1,X,20171120
4500000082,00006,MZ-RM-C900-06,1710,171A,115,ST,13.84,1,X,20171120
4500000082,00007,MZ-RM-C900-07,1710,171A,115,ST,43.49,1,X,20171120
4500000088,00006,MZ-RM-R100-07,1710,171A,39,ST,11.44,1,X,20171219
4500000088,00007,MZ-RM-R100-08,1710,171A,39,ST,31.46,1,X,20171219
4500000088,00008,MZ-RM-R100-09,1710,171A,39,ST,17.16,1,X,20171219
4500000093,00005,MZ-RM-C950-05,1710,171A,50,ST,27.6,1,X,20171219
4500000093,00006,MZ-RM-C950-06,1710,171A,50,ST,17.25,1,X,20171219
4500000093,00007,MZ-RM-C950-07,1710,171A,50,ST,79.36,1,X,20171219
4500000094,00005,MZ-RM-C900-05,1710,171A,53,ST,15.81,1,X,20171219
4500000094,00006,MZ-RM-C900-06,1710,171A,53,ST,13.84,1,X,20171219
4500000094,00007,MZ-RM-C900-07,1710,171A,53,ST,43.49,1,X,20171219
4500000101,00005,MZ-RM-C950-05,1710,171A,1,ST,27.6,1,X,20180105
4500000101,00006,MZ-RM-C950-06,1710,171A,1,ST,17.25,1,X,20180105
4500000101,00007,MZ-RM-C950-07,1710,171A,1,ST,79.36,1,X,20180105
4500000102,00005,MZ-RM-C900-05,1710,171A,1,ST,15.81,1,X,20180105
4500000102,00006,MZ-RM-C900-06,1710,171A,1,ST,13.84,1,X,20180105
4500000102,00007,MZ-RM-C900-07,1710,171A,1,ST,43.49,1,X,20180105
4500000105,00006,MZ-RM-R100-07,1710,171A,101,ST,11.44,1,,20180118
4500000105,00008,MZ-RM-R100-09,1710,171A,101,ST,17.16,1,,20180118
4500000105,00007,MZ-RM-R100-08,1710,171A,101,ST,31.46,1,,20180118
4500000110,00005,MZ-RM-C950-05,1710,171A,203,ST,27.6,1,,20180118
4500000110,00006,MZ-RM-C950-06,1710,171A,203,ST,17.25,1,,20180118
4500000110,00007,MZ-RM-C950-07,1710,171A,203,ST,79.36,1,,20180118
4500000111,00005,MZ-RM-C900-05,1710,171A,381,ST,15.81,1,,20180118
4500000111,00006,MZ-RM-C900-06,1710,171A,381,ST,13.84,1,,20180118
4500000111,00007,MZ-RM-C900-07,1710,171A,381,ST,43.49,1,,20180118
4500000117,00006,MZ-RM-R100-07,1710,171A,175,ST,11.44,1,X,20180312
4500000117,00007,MZ-RM-R100-08,1710,171A,175,ST,31.46,1,X,20180312
4500000117,00008,MZ-RM-R100-09,1710,171A,175,ST,17.16,1,X,20180312
4500000122,00005,MZ-RM-C950-05,1710,171A,168,ST,27.6,1,X,20180312
4500000122,00006,MZ-RM-C950-06,1710,171A,168,ST,17.25,1,X,20180312
4500000122,00007,MZ-RM-C950-07,1710,171A,168,ST,79.36,1,X,20180312
4500000123,00005,MZ-RM-C900-05,1710,171A,180,ST,15.81,1,X,20180312
4500000123,00006,MZ-RM-C900-06,1710,171A,180,ST,13.84,1,X,20180312
4500000123,00007,MZ-RM-C900-07,1710,171A,180,ST,43.49,1,X,20180312
4500000143,00006,MZ-RM-R100-07,1710,171A,99,ST,11.44,1,X,20180405
4500000143,00007,MZ-RM-R100-08,1710,171A,99,ST,31.46,1,X,20180405
4500000143,00008,MZ-RM-R100-09,1710,171A,99,ST,17.16,1,X,20180405
4500000148,00005,MZ-RM-C950-05,1710,171A,148,ST,27.6,1,X,20180405
4500000148,00006,MZ-RM-C950-06,1710,171A,148,ST,17.25,1,X,20180405
4500000148,00007,MZ-RM-C950-07,1710,171A,148,ST,79.36,1,X,20180405
4500000149,00005,MZ-RM-C900-05,1710,171A,253,ST,15.81,1,X,20180405
4500000149,00006,MZ-RM-C900-06,1710,171A,253,ST,13.84,1,X,20180405
4500000149,00007,MZ-RM-C900-07,1710,171A,253,ST,43.49,1,X,20180405
4500000156,00006,MZ-RM-R100-07,1710,171A,76,ST,11.44,1,X,20181005
4500000156,00007,MZ-RM-R100-08,1710,171A,76,ST,31.46,1,X,20181005
4500000156,00008,MZ-RM-R100-09,1710,171A,76,ST,17.16,1,X,20181005
4500000161,00005,MZ-RM-C950-05,1710,171A,168,ST,27.6,1,X,20181005
4500000161,00006,MZ-RM-C950-06,1710,171A,168,ST,17.25,1,X,20181005
4500000161,00007,MZ-RM-C950-07,1710,171A,168,ST,79.36,1,X,20181005
4500000162,00005,MZ-RM-C900-05,1710,171A,82,ST,15.81,1,X,20181005
4500000162,00006,MZ-RM-C900-06,1710,171A,82,ST,13.84,1,X,20181005
4500000162,00007,MZ-RM-C900-07,1710,171A,82,ST,43.49,1,X,20181005
4500000168,00006,MZ-RM-R100-07,1710,171A,73,ST,11.44,1,X,20181008
4500000168,00007,MZ-RM-R100-08,1710,171A,73,ST,31.46,1,X,20181008
4500000168,00008,MZ-RM-R100-09,1710,171A,73,ST,17.16,1,X,20181008
4500000173,00005,MZ-RM-C950-05,1710,171A,82,ST,27.6,1,X,20181008
4500000173,00006,MZ-RM-C950-06,1710,171A,82,ST,17.25,1,X,20181008
4500000173,00007,MZ-RM-C950-07,1710,171A,82,ST,79.36,1,X,20181008
4500000174,00005,MZ-RM-C900-05,1710,171A,107,ST,15.81,1,X,20181008
4500000174,00006,MZ-RM-C900-06,1710,171A,107,ST,13.84,1,X,20181008
4500000174,00007,MZ-RM-C900-07,1710,171A,107,ST,43.49,1,X,20181008
4500000180,00006,MZ-RM-R100-07,1710,171A,69,ST,11.44,1,X,20181009
4500000180,00007,MZ-RM-R100-08,1710,171A,69,ST,31.46,1,X,20181009
4500000180,00008,MZ-RM-R100-09,1710,171A,69,ST,17.16,1,X,20181009
4500000185,00005,MZ-RM-C950-05,1710,171A,177,ST,27.6,1,X,20181009
4500000185,00006,MZ-RM-C950-06,1710,171A,177,ST,17.25,1,X,20181009
4500000185,00007,MZ-RM-C950-07,1710,171A,177,ST,79.36,1,X,20181009
4500000186,00005,MZ-RM-C900-05,1710,171A,126,ST,15.81,1,X,20181009
4500000186,00006,MZ-RM-C900-06,1710,171A,126,ST,13.84,1,X,20181009
4500000186,00007,MZ-RM-C900-07,1710,171A,126,ST,43.49,1,X,20181009
4500000192,00006,MZ-RM-R100-07,1710,171A,69,ST,11.44,1,X,20181009
4500000192,00007,MZ-RM-R100-08,1710,171A,69,ST,31.46,1,X,20181009
4500000192,00008,MZ-RM-R100-09,1710,171A,69,ST,17.16,1,X,20181009
4500000197,00005,MZ-RM-C950-05,1710,171A,177,ST,27.6,1,X,20181009
4500000197,00006,MZ-RM-C950-06,1710,171A,177,ST,17.25,1,X,20181009
4500000197,00007,MZ-RM-C950-07,1710,171A,177,ST,79.36,1,X,20181009
4500000198,00005,MZ-RM-C900-05,1710,171A,126,ST,15.81,1,X,20181009
4500000198,00006,MZ-RM-C900-06,1710,171A,126,ST,13.84,1,X,20181009
4500000198,00007,MZ-RM-C900-07,1710,171A,126,ST,43.49,1,X,20181009
4500000214,00006,MZ-RM-R100-07,1710,171A,52,ST,11.44,1,X,20181023
4500000214,00007,MZ-RM-R100-08,1710,171A,52,ST,31.46,1,X,20181023
4500000214,00008,MZ-RM-R100-09,1710,171A,52,ST,17.16,1,X,20181023
4500000219,00005,MZ-RM-C950-05,1710,171A,58,ST,27.6,1,X,20181023
4500000219,00006,MZ-RM-C950-06,1710,171A,58,ST,17.25,1,X,20181023
4500000219,00007,MZ-RM-C950-07,1710,171A,58,ST,79.36,1,X,20181023
4500000220,00005,MZ-RM-C900-05,1710,171A,149,ST,15.81,1,X,20181023
4500000220,00006,MZ-RM-C900-06,1710,171A,149,ST,13.84,1,X,20181023
4500000220,00007,MZ-RM-C900-07,1710,171A,149,ST,43.49,1,X,20181023
4500000257,00006,MZ-RM-R100-07,1710,171A,55,ST,11.44,1,X,20181106
4500000257,00007,MZ-RM-R100-08,1710,171A,55,ST,31.46,1,X,20181106
4500000257,00008,MZ-RM-R100-09,1710,171A,55,ST,17.16,1,X,20181106
4500000262,00005,MZ-RM-C950-05,1710,171A,56,ST,27.6,1,X,20181106
4500000262,00006,MZ-RM-C950-06,1710,171A,56,ST,17.25,1,X,20181106
4500000262,00007,MZ-RM-C950-07,1710,171A,56,ST,79.36,1,X,20181106
4500000263,00005,MZ-RM-C900-05,1710,171A,114,ST,15.81,1,X,20181106
4500000263,00006,MZ-RM-C900-06,1710,171A,114,ST,13.84,1,X,20181106
4500000263,00007,MZ-RM-C900-07,1710,171A,114,ST,43.49,1,X,20181106
4500000279,00006,MZ-RM-R100-07,1710,171A,131,ST,11.44,1,X,20190116
4500000279,00007,MZ-RM-R100-08,1710,171A,131,ST,31.46,1,X,20190116
4500000279,00008,MZ-RM-R100-09,1710,171A,131,ST,17.16,1,X,20190116
4500000287,00005,MZ-RM-C950-05,1710,171A,87,ST,27.6,1,X,20190116
4500000287,00006,MZ-RM-C950-06,1710,171A,87,ST,17.25,1,X,20190116
4500000287,00007,MZ-RM-C950-07,1710,171A,87,ST,79.36,1,X,20190116
4500000288,00005,MZ-RM-C900-05,1710,171A,542,ST,15.81,1,X,20190116
4500000288,00006,MZ-RM-C900-06,1710,171A,542,ST,13.84,1,X,20190116
4500000288,00007,MZ-RM-C900-07,1710,171A,542,ST,43.49,1,X,20190116
4500000291,00006,MZ-RM-R100-07,1710,171A,67,ST,11.44,1,,20190131
4500000291,00007,MZ-RM-R100-08,1710,171A,67,ST,31.46,1,,20190131
4500000291,00008,MZ-RM-R100-09,1710,171A,67,ST,17.16,1,,20190131
4500000299,00005,MZ-RM-C950-05,1710,171A,167,ST,27.6,1,X,20190131
4500000299,00006,MZ-RM-C950-06,1710,171A,167,ST,17.25,1,X,20190131
4500000299,00007,MZ-RM-C950-07,1710,171A,167,ST,79.36,1,X,20190131
4500000300,00005,MZ-RM-C900-05,1710,171A,277,ST,15.81,1,X,20190131
4500000300,00006,MZ-RM-C900-06,1710,171A,277,ST,13.84,1,X,20190131
4500000300,00007,MZ-RM-C900-07,1710,171A,277,ST,43.49,1,X,20190131
4500000303,00006,MZ-RM-R100-07,1710,171A,134,ST,11.44,1,,20190213
4500000303,00007,MZ-RM-R100-08,1710,171A,134,ST,31.46,1,,20190213
4500000303,00008,MZ-RM-R100-09,1710,171A,134,ST,17.16,1,,20190213
4500000311,00005,MZ-RM-C950-05,1710,171A,165,ST,27.6,1,,20190213
4500000311,00006,MZ-RM-C950-06,1710,171A,165,ST,17.25,1,,20190213
4500000311,00007,MZ-RM-C950-07,1710,171A,165,ST,79.36,1,,20190213
4500000312,00005,MZ-RM-C900-05,1710,171A,418,ST,15.81,1,,20190213
4500000312,00006,MZ-RM-C900-06,1710,171A,418,ST,13.84,1,,20190213
4500000312,00007,MZ-RM-C900-07,1710,171A,418,ST,43.49,1,,20190213
4500000316,00006,MZ-RM-R100-07,1710,171A,202,ST,11.44,1,X,20190226
4500000316,00007,MZ-RM-R100-08,1710,171A,202,ST,31.46,1,X,20190226
4500000316,00008,MZ-RM-R100-09,1710,171A,202,ST,17.16,1,X,20190226
4500000324,00005,MZ-RM-C950-05,1710,171A,220,ST,27.6,1,X,20190226
4500000324,00006,MZ-RM-C950-06,1710,171A,220,ST,17.25,1,X,20190226
4500000324,00007,MZ-RM-C950-07,1710,171A,220,ST,79.36,1,X,20190226
4500000325,00005,MZ-RM-C900-05,1710,171A,336,ST,15.81,1,X,20190226
4500000325,00006,MZ-RM-C900-06,1710,171A,336,ST,13.84,1,X,20190226
4500000325,00007,MZ-RM-C900-07,1710,171A,336,ST,43.49,1,X,20190226
4500000328,00006,MZ-RM-R100-07,1710,171A,92,ST,11.44,1,X,20190301
4500000328,00007,MZ-RM-R100-08,1710,171A,92,ST,31.46,1,X,20190301
4500000328,00008,MZ-RM-R100-09,1710,171A,92,ST,17.16,1,X,20190301
4500000336,00005,MZ-RM-C950-05,1710,171A,95,ST,27.6,1,X,20190301
4500000336,00006,MZ-RM-C950-06,1710,171A,95,ST,17.25,1,X,20190301
4500000336,00007,MZ-RM-C950-07,1710,171A,95,ST,79.36,1,X,20190301
4500000337,00005,MZ-RM-C900-05,1710,171A,89,ST,15.81,1,X,20190301
4500000337,00006,MZ-RM-C900-06,1710,171A,89,ST,13.84,1,X,20190301
4500000337,00007,MZ-RM-C900-07,1710,171A,89,ST,43.49,1,X,20190301
4500000344,00006,MZ-RM-R100-07,1710,171A,64,ST,11.44,1,X,20190509
4500000344,00007,MZ-RM-R100-08,1710,171A,64,ST,31.46,1,X,20190509
4500000344,00008,MZ-RM-R100-09,1710,171A,64,ST,17.16,1,X,20190509
4500000352,00005,MZ-RM-C950-05,1710,171A,189,ST,27.6,1,X,20190509
4500000352,00006,MZ-RM-C950-06,1710,171A,189,ST,17.25,1,X,20190509
4500000352,00007,MZ-RM-C950-07,1710,171A,189,ST,79.36,1,X,20190509
4500000353,00005,MZ-RM-C900-05,1710,171A,202,ST,15.81,1,X,20190509
4500000353,00006,MZ-RM-C900-06,1710,171A,202,ST,13.84,1,X,20190509
4500000353,00007,MZ-RM-C900-07,1710,171A,202,ST,43.49,1,X,20190509
4500000359,00006,MZ-RM-R100-07,1710,171A,144,ST,11.44,1,X,20190625
4500000359,00007,MZ-RM-R100-08,1710,171A,144,ST,31.46,1,X,20190625
4500000359,00008,MZ-RM-R100-09,1710,171A,144,ST,17.16,1,X,20190625
