VBELN,POSNR,MATNR,WERKS,KWMENG,VRKME,NETPR,WAERK,PSTYV
0000000887,000010,MZ-FG-C900,1710,211,ST,440,USD,TAN
0000000888,000010,MZ-FG-C950,1710,25,ST,675,USD,TAN
0000000889,000010,MZ-FG-C950,1710,56,ST,675,USD,TAN
0000000890,000010,MZ-FG-C950,1710,12,ST,675,USD,TAN
0000000891,000010,MZ-FG-C950,1710,41,ST,675,USD,TAN
0000000892,000010,MZ-FG-C950,1710,28,ST,675,USD,TAN
0000000893,000010,MZ-FG-C950,1710,5,ST,675,USD,TAN
0000000894,000010,MZ-FG-C990,1710,100,ST,1002,USD,TAN
0000000895,000010,MZ-FG-C990,1710,16,ST,1002,USD,TAN
0000000896,000010,MZ-FG-C990,1710,19,ST,1002,USD,TAN
0000000897,000010,MZ-FG-C990,1710,45,ST,1002,USD,TAN
0000000898,000010,MZ-FG-C990,1710,55,ST,1002,USD,TAN
0000000899,000010,MZ-FG-C990,1710,28,ST,1002,USD,TAN
0000000900,000010,MZ-FG-M500,1710,48,ST,889,USD,TAN
0000000901,000010,MZ-FG-M500,1710,12,ST,889,USD,TAN
0000000902,000010,MZ-FG-M500,1710,16,ST,889,USD,TAN
0000000903,000010,MZ-FG-M500,1710,13,ST,889,USD,TAN
0000000904,000010,MZ-FG-M525,1710,19,ST,1587,USD,TAN
0000000905,000010,MZ-FG-M525,1710,4,ST,1587,USD,TAN
0000000906,000010,MZ-FG-M525,1710,89,ST,1587,USD,TAN
0000000907,000010,MZ-FG-M525,1710,95,ST,1587,USD,TAN
0000000908,000010,MZ-FG-M525,1710,51,ST,1587,USD,TAN
0000000909,000010,MZ-FG-M525,1710,14,ST,1587,USD,TAN
0000000910,000010,MZ-FG-M550,1710,3,ST,3892,USD,TAN
0000000911,000010,MZ-FG-M550,1710,5,ST,3892,USD,TAN
0000000912,000010,MZ-FG-M550,1710,18,ST,3892,USD,TAN
0000000913,000010,MZ-FG-M550,1710,13,ST,3892,USD,TAN
0000000914,000010,MZ-FG-M550,1710,15,ST,3892,USD,TAN
0000000915,000010,MZ-FG-M550,1710,23,ST,3892,USD,TAN
0000000916,000010,MZ-FG-R100,1710,4,ST,565,USD,TAN
0000000917,000010,MZ-FG-R100,1710,3,ST,565,USD,TAN
0000000752,000010,MZ-FG-M500,1710,13,ST,889,USD,TAN
0000000952,000010,MZ-FG-C950,1710,18,ST,675,USD,TAN
0000000954,000010,MZ-FG-C950,1710,73,ST,675,USD,TAN
0000000955,000010,MZ-FG-C950,1710,34,ST,675,USD,TAN
0000001475,000010,MZ-FG-M550,1710,9,ST,3892,USD,TAN
0000000957,000010,MZ-FG-C990,1710,12,ST,1002,USD,TAN
0000000958,000010,MZ-FG-C990,1710,134,ST,1002,USD,TAN
0000000959,000010,MZ-FG-C990,1710,15,ST,1002,USD,TAN
0000000960,000010,MZ-FG-C990,1710,123,ST,1002,USD,TAN
0000000961,000010,MZ-FG-C990,1710,8,ST,1002,USD,TAN
0000000962,000010,MZ-FG-C990,1710,40,ST,1002,USD,TAN
0000001262,000010,MZ-FG-C900,1710,15,ST,440,USD,TAN
0020000261,000010,MZ-FG-C900,1710,15,ST,440,USD,AGN
0000000982,000010,MZ-FG-C900,1710,1,ST,440,USD,TAN
0000000983,000010,MZ-FG-C900,1710,32,ST,440,USD,TAN
0000000984,000010,MZ-FG-C900,1710,39,ST,440,USD,TAN
0000000985,000010,MZ-FG-C900,1710,2,ST,440,USD,TAN
0000000986,000010,MZ-FG-C900,1710,67,ST,440,USD,TAN
0000000987,000010,MZ-FG-C900,1710,195,ST,440,USD,TAN
0000000988,000010,MZ-FG-C950,1710,21,ST,675,USD,TAN
0000000990,000010,MZ-FG-C950,1710,8,ST,675,USD,TAN
0000000991,000010,MZ-FG-C950,1710,70,ST,675,USD,TAN
0000000992,000010,MZ-FG-C950,1710,56,ST,675,USD,TAN
0000000993,000010,MZ-FG-C950,1710,19,ST,675,USD,TAN
0000000994,000010,MZ-FG-C990,1710,140,ST,1002,USD,TAN
0000000995,000010,MZ-FG-C990,1710,158,ST,1002,USD,TAN
0000000996,000010,MZ-FG-C990,1710,3,ST,1002,USD,TAN
0000000997,000010,MZ-FG-C990,1710,123,ST,1002,USD,TAN
0000000998,000010,MZ-FG-C990,1710,16,ST,1002,USD,TAN
0000000999,000010,MZ-FG-C990,1710,21,ST,1002,USD,TAN
0000001000,000010,MZ-FG-M500,1710,96,ST,889,USD,TAN
0000001001,000010,MZ-FG-M500,1710,70,ST,889,USD,TAN
0000001002,000010,MZ-FG-M500,1710,5,ST,889,USD,TAN
0000001003,000010,MZ-FG-M500,1710,11,ST,889,USD,TAN
0000001005,000010,MZ-FG-M500,1710,12,ST,889,USD,TAN
0000001006,000010,MZ-FG-M525,1710,7,ST,1587,USD,TAN
0000001008,000010,MZ-FG-M525,1710,34,ST,1587,USD,TAN
0000001009,000010,MZ-FG-M525,1710,21,ST,1587,USD,TAN
0000001010,000010,MZ-FG-M525,1710,31,ST,1587,USD,TAN
0000001011,000010,MZ-FG-M525,1710,5,ST,1587,USD,TAN
0000001012,000010,MZ-FG-M550,1710,3,ST,3892,USD,TAN
0000001013,000010,MZ-FG-M550,1710,5,ST,3892,USD,TAN
0000001014,000010,MZ-FG-M550,1710,26,ST,3892,USD,TAN
0000001015,000010,MZ-FG-M550,1710,37,ST,3892,USD,TAN
0000001016,000010,MZ-FG-M550,1710,20,ST,3892,USD,TAN
0000001017,000010,MZ-FG-M550,1710,6,ST,3892,USD,TAN
0000001018,000010,MZ-FG-R100,1710,31,ST,565,USD,TAN
0000001019,000010,MZ-FG-R100,1710,60,ST,565,USD,TAN
0000001020,000010,MZ-FG-R100,1710,7,ST,565,USD,TAN
0000001021,000010,MZ-FG-R100,1710,84,ST,565,USD,TAN
0000001022,000010,MZ-FG-R100,1710,11,ST,565,USD,TAN
0000001023,000010,MZ-FG-R100,1710,9,ST,565,USD,TAN
0000001024,000010,MZ-FG-R200,1710,34,ST,3977,USD,TAN
0000001025,000010,MZ-FG-R200,1710,23,ST,3977,USD,TAN
0000001026,000010,MZ-FG-R200,1710,24,ST,3977,USD,TAN
0000001027,000010,MZ-FG-R200,1710,31,ST,3977,USD,TAN
0000001028,000010,MZ-FG-R200,1710,15,ST,3977,USD,TAN
0000001029,000010,MZ-FG-R200,1710,18,ST,3977,USD,TAN
0000001030,000010,MZ-FG-R300,1710,1,ST,7741,USD,TAN
0000001031,000010,MZ-FG-R300,1710,13,ST,7741,USD,TAN
0000001032,000010,MZ-FG-R300,1710,3,ST,7741,USD,TAN
0000001033,000010,MZ-FG-R300,1710,34,ST,7741,USD,TAN
0000001034,000010,MZ-FG-R300,1710,39,ST,7741,USD,TAN
0020000274,000010,MZ-FG-C990,1710,211,ST,1002,USD,AGN
0000001068,000010,MZ-FG-C990,1710,15,ST,1002,USD,TAN
0000001069,000010,MZ-FG-C990,1710,15,ST,1002,USD,TAN
0000001070,000010,MZ-FG-C990,1710,18,ST,1002,USD,TAN
0000001071,000010,MZ-FG-M500,1710,15,ST,889,USD,TAN
0000001072,000010,MZ-FG-M500,1710,13,ST,889,USD,TAN
0000001073,000010,MZ-FG-M500,1710,16,ST,889,USD,TAN
0000001074,000010,MZ-FG-M500,1710,16,ST,889,USD,TAN
0000001075,000010,MZ-FG-M500,1710,16,ST,889,USD,TAN
0000001076,000010,MZ-FG-M500,1710,18,ST,889,USD,TAN
0000001077,000010,MZ-FG-M525,1710,15,ST,1587,USD,TAN
0000001078,000010,MZ-FG-M525,1710,16,ST,1587,USD,TAN
0000001079,000010,MZ-FG-M525,1710,14,ST,1587,USD,TAN
0000001080,000010,MZ-FG-M525,1710,14,ST,1587,USD,TAN
0000001081,000010,MZ-FG-M525,1710,15,ST,1587,USD,TAN
0000001082,000010,MZ-FG-M525,1710,15,ST,1587,USD,TAN
0000001083,000010,MZ-FG-M550,1710,15,ST,3892,USD,TAN
0000001084,000010,MZ-FG-M550,1710,16,ST,3892,USD,TAN
0000001085,000010,MZ-FG-M550,1710,15,ST,3892,USD,TAN
0000001086,000010,MZ-FG-M550,1710,13,ST,3892,USD,TAN
0000001087,000010,MZ-FG-M550,1710,16,ST,3892,USD,TAN
0000001088,000010,MZ-FG-M550,1710,13,ST,3892,USD,TAN
0000001089,000010,MZ-FG-R100,1710,14,ST,565,USD,TAN
0000001090,000010,MZ-FG-R100,1710,15,ST,565,USD,TAN
0000001091,000010,MZ-FG-R100,1710,15,ST,565,USD,TAN
0000001092,000010,MZ-FG-R100,1710,14,ST,565,USD,TAN
0000001093,000010,MZ-FG-R100,1710,17,ST,565,USD,TAN
0000001094,000010,MZ-FG-R100,1710,17,ST,565,USD,TAN
0000001095,000010,MZ-FG-R200,1710,16,ST,3977,USD,TAN
0000001096,000010,MZ-FG-R200,1710,13,ST,3977,USD,TAN
0000001097,000010,MZ-FG-R200,1710,17,ST,3977,USD,TAN
0000001098,000010,MZ-FG-R200,1710,16,ST,3977,USD,TAN
0000001099,000010,MZ-FG-R200,1710,13,ST,3977,USD,TAN
0000001100,000010,MZ-FG-R200,1710,16,ST,3977,USD,TAN
0000001101,000010,MZ-FG-R300,1710,13,ST,7741,USD,TAN
0000001102,000010,MZ-FG-R300,1710,17,ST,7741,USD,TAN
0000001103,000010,MZ-FG-R300,1710,15,ST,7741,USD,TAN
0000001104,000010,MZ-FG-R300,1710,14,ST,7741,USD,TAN
0000001105,000010,MZ-FG-R300,1710,15,ST,7741,USD,TAN
0000001106,000010,MZ-FG-R300,1710,15,ST,7741,USD,TAN
0000001275,000010,MZ-FG-C990,1710,211,ST,1002,USD,TAN
0000001053,000010,MZ-FG-C900,1710,15,ST,440,USD,TAN
0000001054,000010,MZ-FG-C900,1710,14,ST,440,USD,TAN
0000001055,000010,MZ-FG-C900,1710,13,ST,440,USD,TAN
0000001056,000010,MZ-FG-C900,1710,15,ST,440,USD,TAN
0000001057,000010,MZ-FG-C900,1710,16,ST,440,USD,TAN
0000001058,000010,MZ-FG-C900,1710,16,ST,440,USD,TAN
0000001059,000010,MZ-FG-C950,1710,17,ST,675,USD,TAN
0000001060,000010,MZ-FG-C950,1710,15,ST,675,USD,TAN
0000001061,000010,MZ-FG-C950,1710,16,ST,675,USD,TAN
0000001062,000010,MZ-FG-C950,1710,16,ST,675,USD,TAN
0000001063,000010,MZ-FG-C950,1710,17,ST,675,USD,TAN
0000001064,000010,MZ-FG-C950,1710,14,ST,675,USD,TAN
0000001065,000010,MZ-FG-C990,1710,15,ST,1002,USD,TAN
0000001067,000010,MZ-FG-C990,1710,17,ST,1002,USD,TAN
0000002590,000010,MZ-FG-R300,1710,11,ST,7741,USD,TAN
0020000066,000010,TG11,1710,7,ST,17.55,USD,AGN
0020000065,000010,TG11,1710,23,ST,17.55,USD,AGN
0020000064,000010,TG11,1710,2,ST,17.55,USD,AGN
0020000063,000010,TG11,1710,34,ST,17.55,USD,AGN
0020000062,000010,TG11,1710,22,ST,17.55,USD,AGN
0020000061,000010,TG11,1710,3,ST,17.55,USD,AGN
0020000060,000010,TG11,1710,4,ST,17.55,USD,AGN
0020000059,000010,TG11,1710,9,ST,17.55,USD,AGN
0020000058,000010,TG11,1710,1,ST,17.55,USD,AGN
0020000057,000010,TG11,1710,6,ST,17.55,USD,AGN
0020000055,000010,TG11,1710,5,ST,17.55,USD,AGN
0020000054,000010,TG11,1710,4,ST,17.55,USD,AGN
0020000052,000010,TG11,1710,9,ST,17.55,USD,AGN
0020000051,000010,TG11,1710,7,ST,17.55,USD,AGN
0020000050,000010,TG11,1710,6,ST,17.55,USD,AGN
0020000049,000010,TG11,1710,32,ST,17.55,USD,AGN
0020000046,000010,TG11,1710,5,ST,17.55,USD,AGN
0020000045,000010,TG11,1710,10,ST,17.55,USD,AGN
0020000043,000010,TG11,1710,3,ST,17.55,USD,AGN
0020000067,000010,TG11,1710,15,ST,17.55,USD,AGN
0020000068,000010,TG11,1710,20,ST,17.55,USD,AGN
0000004531,000040,SDBOMLUMFHD,1710,100,ST,0,USD,TAP
0000002619,000020,ZPRINTER01,1710,1,ST,250,USD,TAN
0020001094,000010,TG11,1710,3,ST,17.55,USD,AGN
0000002135,000010,TG11,1710,3,ST,17.55,USD,TAN
0000001477,000010,MZ-FG-M550,1710,6,ST,3892,USD,TAN
8000000060,000010,TG11,1710,10,ST,17.55,USD,SRVS
0000000827,000010,MZ-FG-C990,1710,123,ST,1002,USD,TAN
0020000112,000010,TG11,1710,9,ST,17.55,USD,AGN
0000002228,000010,MZ-FG-R100,1710,10,ST,565,USD,TAN
0000001373,000010,MZ-FG-R200,1710,13,ST,3977,USD,TAN
0020000042,000010,TG11,1710,1,ST,17.55,USD,AGN
0020000071,000010,TG11,1710,9,ST,17.55,USD,AGN
0020000070,000010,TG11,1710,10,ST,17.55,USD,AGN
0020000069,000010,TG11,1710,13,ST,17.55,USD,AGN
0020000056,000010,TG11,1710,5,ST,17.55,USD,AGN
0020000072,000010,TG11,1710,1,ST,17.55,USD,AGN
0020000074,000010,TG11,1710,8,ST,17.55,USD,AGN
0020000073,000010,TG11,1710,3,ST,17.55,USD,AGN
0020000075,000010,TG11,1710,10,ST,17.55,USD,AGN
0020000077,000010,TG11,1710,3,ST,17.55,USD,AGN
0020000076,000010,TG11,1710,5,ST,17.55,USD,AGN
0020000079,000010,TG11,1710,32,ST,17.55,USD,AGN
0020000080,000010,TG11,1710,6,ST,17.55,USD,AGN
0020000078,000010,TG11,1710,8,ST,17.55,USD,AGN
0020000082,000010,TG11,1710,9,ST,17.55,USD,AGN
0020000083,000010,TG11,1710,2,ST,17.55,USD,AGN
0020000081,000010,TG11,1710,7,ST,17.55,USD,AGN
0020000084,000010,TG11,1710,4,ST,17.55,USD,AGN
0020000085,000010,TG11,1710,5,ST,17.55,USD,AGN
0020000086,000010,TG11,1710,5,ST,17.55,USD,AGN
0020000087,000010,TG11,1710,6,ST,17.55,USD,AGN
0020000089,000010,TG11,1710,9,ST,17.55,USD,AGN
0020000088,000010,TG11,1710,1,ST,17.55,USD,AGN
0020000090,000010,TG11,1710,4,ST,17.55,USD,AGN
0020000091,000010,TG11,1710,3,ST,17.55,USD,AGN
0020000092,000010,TG11,1710,22,ST,17.55,USD,AGN
0020000093,000010,TG11,1710,34,ST,17.55,USD,AGN
0020000094,000010,TG11,1710,2,ST,17.55,USD,AGN
0000002621,000020,ZPRINTER01,1710,1,ST,250,USD,TAN
0020000095,000010,TG11,1710,23,ST,17.55,USD,AGN
0020000097,000010,TG11,1710,15,ST,17.55,USD,AGN
0020000098,000010,TG11,1710,20,ST,17.55,USD,AGN
0020000099,000010,TG11,1710,13,ST,17.55,USD,AGN
0020000100,000010,TG11,1710,10,ST,17.55,USD,AGN
0020000101,000010,TG11,1710,9,ST,17.55,USD,AGN
0020000102,000010,TG11,1710,1,ST,17.55,USD,AGN
0020000103,000010,TG11,1710,3,ST,17.55,USD,AGN
0020000104,000010,TG11,1710,8,ST,17.55,USD,AGN
0020000106,000010,TG11,1710,5,ST,17.55,USD,AGN
0020000107,000010,TG11,1710,3,ST,17.55,USD,AGN
0020000109,000010,TG11,1710,32,ST,17.55,USD,AGN
0020000110,000010,TG11,1710,6,ST,17.55,USD,AGN
0020000113,000010,TG11,1710,2,ST,17.55,USD,AGN
0000002591,000010,MZ-FG-R300,1710,14,ST,7741,USD,TAN
0020000111,000010,TG11,1710,7,ST,17.55,USD,AGN
0020000114,000010,TG11,1710,4,ST,17.55,USD,AGN
0020000118,000010,TG11,1710,1,ST,17.55,USD,AGN
0020000120,000010,TG11,1710,4,ST,17.55,USD,AGN
0020000121,000010,TG11,1710,3,ST,17.55,USD,AGN
0020000122,000010,TG11,1710,22,ST,17.55,USD,AGN
0020001521,000010,ZPRINTER01,1710,1,ST,250,USD,AGN
0020000124,000010,TG11,1710,2,ST,17.55,USD,AGN
0020000125,000010,TG11,1710,23,ST,17.55,USD,AGN
0020000887,000010,TG11,1710,100,ST,17.55,USD,AGN
0020000105,000010,TG11,1710,10,ST,17.55,USD,AGN
0020000096,000010,TG11,1710,7,ST,17.55,USD,AGN
0000001353,000010,MZ-FG-M500,1710,13,ST,889,USD,TAN
0020000352,000010,MZ-FG-M500,1710,13,ST,889,USD,AGN
0000004163,000020,ZPRINTER01,1710,1,ST,500,USD,TAN
0000002622,000010,ZPRINTER01,1710,1,ST,250,USD,TAN
0000002623,000020,ZPRINTER01,1710,1,ST,250,USD,TAN
0000001413,000010,MZ-FG-C990,1710,83,ST,1002,USD,TAN
0020000410,000010,MZ-FG-C990,1710,83,ST,1002,USD,AGN
0000001423,000010,MZ-FG-M500,1710,5,ST,889,USD,TAN
0020000420,000010,MZ-FG-M500,1710,5,ST,889,USD,AGN
0000003294,000010,MZ-FG-C900,1710,87,ST,440,USD,TAN
0020000131,000010,TG11,1710,9,ST,17.55,USD,AGN
0020000128,000010,TG11,1710,20,ST,17.55,USD,AGN
0020000126,000010,TG11,1710,7,ST,17.55,USD,AGN
0020000888,000010,TG11,1710,12,ST,17.55,USD,AGN
0020000195,000010,MZ-FG-C900,1710,34,ST,440,USD,AGN
0020000196,000010,MZ-FG-C900,1710,39,ST,440,USD,AGN
0020000197,000010,MZ-FG-C900,1710,77,ST,440,USD,AGN
0020000198,000010,MZ-FG-C900,1710,27,ST,440,USD,AGN
0020000199,000010,MZ-FG-C900,1710,25,ST,440,USD,AGN
0020000200,000010,MZ-FG-C950,1710,50,ST,675,USD,AGN
0020000201,000010,MZ-FG-C950,1710,15,ST,675,USD,AGN
0020000202,000010,MZ-FG-C950,1710,88,ST,675,USD,AGN
0020000203,000010,MZ-FG-C950,1710,32,ST,675,USD,AGN
0020000204,000010,MZ-FG-C950,1710,2,ST,675,USD,AGN
0020000205,000010,MZ-FG-C950,1710,2,ST,675,USD,AGN
0020000206,000010,MZ-FG-C990,1710,86,ST,1002,USD,AGN
0020000207,000010,MZ-FG-C990,1710,312,ST,1002,USD,AGN
0020000208,000010,MZ-FG-C990,1710,21,ST,1002,USD,AGN
0020000209,000010,MZ-FG-C990,1710,38,ST,1002,USD,AGN
0020000210,000010,MZ-FG-C990,1710,2,ST,1002,USD,AGN
0020000211,000010,MZ-FG-C990,1710,24,ST,1002,USD,AGN
0020000212,000010,MZ-FG-M500,1710,10,ST,889,USD,AGN
0020000213,000010,MZ-FG-M500,1710,9,ST,889,USD,AGN
0020000214,000010,MZ-FG-M500,1710,12,ST,889,USD,AGN
0020000215,000010,MZ-FG-M500,1710,16,ST,889,USD,AGN
0020000216,000010,MZ-FG-M500,1710,10,ST,889,USD,AGN
0020000217,000010,MZ-FG-M525,1710,2,ST,1587,USD,AGN
0000001431,000010,MZ-FG-M550,1710,22,ST,3892,USD,TAN
0020000428,000010,MZ-FG-M550,1710,22,ST,3892,USD,AGN
0020000219,000010,MZ-FG-M525,1710,78,ST,1587,USD,AGN
0020000220,000010,MZ-FG-M525,1710,20,ST,1587,USD,AGN
0020000221,000010,MZ-FG-M525,1710,51,ST,1587,USD,AGN
0000001220,000010,MZ-FG-M525,1710,6,ST,1587,USD,TAN
0020000222,000010,MZ-FG-M525,1710,6,ST,1587,USD,AGN
0000001221,000010,MZ-FG-M550,1710,2,ST,3892,USD,TAN
0020000223,000010,MZ-FG-M550,1710,2,ST,3892,USD,AGN
0000001222,000010,MZ-FG-M550,1710,30,ST,3892,USD,TAN
0020000224,000010,MZ-FG-M550,1710,30,ST,3892,USD,AGN
0000001223,000010,MZ-FG-M550,1710,52,ST,3892,USD,TAN
0020000225,000010,MZ-FG-M550,1710,52,ST,3892,USD,AGN
0000001224,000010,MZ-FG-M550,1710,3,ST,3892,USD,TAN
0020000226,000010,MZ-FG-M550,1710,3,ST,3892,USD,AGN
0000001225,000010,MZ-FG-M550,1710,1,ST,3892,USD,TAN
0020000227,000010,MZ-FG-M550,1710,1,ST,3892,USD,AGN
0000001226,000010,MZ-FG-R100,1710,5,ST,565,USD,TAN
0020000228,000010,MZ-FG-R100,1710,5,ST,565,USD,AGN
0000001227,000010,MZ-FG-R100,1710,18,ST,565,USD,TAN
0020000229,000010,MZ-FG-R100,1710,18,ST,565,USD,AGN
0000001228,000010,MZ-FG-R100,1710,18,ST,565,USD,TAN
0020000230,000010,MZ-FG-R100,1710,18,ST,565,USD,AGN
0000001229,000010,MZ-FG-R100,1710,6,ST,565,USD,TAN
0020000231,000010,MZ-FG-R100,1710,6,ST,565,USD,AGN
0000001230,000010,MZ-FG-R100,1710,3,ST,565,USD,TAN
0020000232,000010,MZ-FG-R100,1710,3,ST,565,USD,AGN
0000001231,000010,MZ-FG-R100,1710,14,ST,565,USD,TAN
0020000233,000010,MZ-FG-R100,1710,14,ST,565,USD,AGN
0000001232,000010,MZ-FG-R200,1710,7,ST,3977,USD,TAN
0020000234,000010,MZ-FG-R200,1710,7,ST,3977,USD,AGN
0000001233,000010,MZ-FG-R200,1710,7,ST,3977,USD,TAN
0020000235,000010,MZ-FG-R200,1710,7,ST,3977,USD,AGN
0000001234,000010,MZ-FG-R200,1710,29,ST,3977,USD,TAN
0020000236,000010,MZ-FG-R200,1710,29,ST,3977,USD,AGN
0000001235,000010,MZ-FG-R200,1710,30,ST,3977,USD,TAN
0020000237,000010,MZ-FG-R200,1710,30,ST,3977,USD,AGN
0000001236,000010,MZ-FG-R200,1710,58,ST,3977,USD,TAN
0020000238,000010,MZ-FG-R200,1710,58,ST,3977,USD,AGN
0000001237,000010,MZ-FG-R300,1710,18,ST,7741,USD,TAN
0020000239,000010,MZ-FG-R300,1710,18,ST,7741,USD,AGN
0000001238,000010,MZ-FG-R300,1710,12,ST,7741,USD,TAN
0020000240,000010,MZ-FG-R300,1710,12,ST,7741,USD,AGN
0000001239,000010,MZ-FG-R300,1710,7,ST,7741,USD,TAN
0020000241,000010,MZ-FG-R300,1710,7,ST,7741,USD,AGN
0000001240,000010,MZ-FG-R300,1710,3,ST,7741,USD,TAN
0020000242,000010,MZ-FG-R300,1710,3,ST,7741,USD,AGN
0000001241,000010,MZ-FG-R300,1710,1,ST,7741,USD,TAN
0020000243,000010,MZ-FG-R300,1710,1,ST,7741,USD,AGN
0000001193,000010,MZ-FG-C900,1710,34,ST,440,USD,TAN
0000001194,000010,MZ-FG-C900,1710,39,ST,440,USD,TAN
0000001195,000010,MZ-FG-C900,1710,77,ST,440,USD,TAN
0000001196,000010,MZ-FG-C900,1710,27,ST,440,USD,TAN
0000001197,000010,MZ-FG-C900,1710,25,ST,440,USD,TAN
0000001198,000010,MZ-FG-C950,1710,50,ST,675,USD,TAN
0000001199,000010,MZ-FG-C950,1710,15,ST,675,USD,TAN
0000001200,000010,MZ-FG-C950,1710,88,ST,675,USD,TAN
0000001201,000010,MZ-FG-C950,1710,32,ST,675,USD,TAN
0000001202,000010,MZ-FG-C950,1710,2,ST,675,USD,TAN
0000001203,000010,MZ-FG-C950,1710,2,ST,675,USD,TAN
0000001204,000010,MZ-FG-C990,1710,86,ST,1002,USD,TAN
0000001205,000010,MZ-FG-C990,1710,312,ST,1002,USD,TAN
0000001206,000010,MZ-FG-C990,1710,21,ST,1002,USD,TAN
0000001207,000010,MZ-FG-C990,1710,38,ST,1002,USD,TAN
0000001208,000010,MZ-FG-C990,1710,2,ST,1002,USD,TAN
0000001209,000010,MZ-FG-C990,1710,24,ST,1002,USD,TAN
0000001210,000010,MZ-FG-M500,1710,10,ST,889,USD,TAN
0000001211,000010,MZ-FG-M500,1710,9,ST,889,USD,TAN
0000001212,000010,MZ-FG-M500,1710,12,ST,889,USD,TAN
0000001213,000010,MZ-FG-M500,1710,16,ST,889,USD,TAN
0000001214,000010,MZ-FG-M500,1710,10,ST,889,USD,TAN
0000001215,000010,MZ-FG-M525,1710,2,ST,1587,USD,TAN
0000001217,000010,MZ-FG-M525,1710,78,ST,1587,USD,TAN
0000001218,000010,MZ-FG-M525,1710,20,ST,1587,USD,TAN
0000001219,000010,MZ-FG-M525,1710,51,ST,1587,USD,TAN
0000002592,000010,MZ-FG-R300,1710,12,ST,7741,USD,TAN
0000001458,000010,MZ-FG-C990,1710,83,ST,1002,USD,TAN
0020000455,000010,MZ-FG-C990,1710,83,ST,1002,USD,AGN
0020000262,000010,MZ-FG-C900,1710,26,ST,440,USD,AGN
0020000263,000010,MZ-FG-C900,1710,120,ST,440,USD,AGN
0020000264,000010,MZ-FG-C900,1710,26,ST,440,USD,AGN
0020000265,000010,MZ-FG-C900,1710,25,ST,440,USD,AGN
0020000266,000010,MZ-FG-C900,1710,268,ST,440,USD,AGN
0020000267,000010,MZ-FG-C950,1710,8,ST,675,USD,AGN
0020000268,000010,MZ-FG-C950,1710,116,ST,675,USD,AGN
0020000269,000010,MZ-FG-C950,1710,11,ST,675,USD,AGN
0020000270,000010,MZ-FG-C950,1710,45,ST,675,USD,AGN
0020000271,000010,MZ-FG-C950,1710,34,ST,675,USD,AGN
0020000272,000010,MZ-FG-C950,1710,6,ST,675,USD,AGN
0020000273,000010,MZ-FG-C990,1710,252,ST,1002,USD,AGN
0000001468,000010,MZ-FG-M500,1710,5,ST,889,USD,TAN
0020000465,000010,MZ-FG-M500,1710,5,ST,889,USD,AGN
0020000275,000010,MZ-FG-C990,1710,16,ST,1002,USD,AGN
0020000276,000010,MZ-FG-C990,1710,85,ST,1002,USD,AGN
0020000277,000010,MZ-FG-C990,1710,4,ST,1002,USD,AGN
0020000278,000010,MZ-FG-C990,1710,1,ST,1002,USD,AGN
0020000279,000010,MZ-FG-M500,1710,6,ST,889,USD,AGN
0020000280,000010,MZ-FG-M500,1710,3,ST,889,USD,AGN
0020000281,000010,MZ-FG-M500,1710,30,ST,889,USD,AGN
0020000282,000010,MZ-FG-M500,1710,10,ST,889,USD,AGN
0020000283,000010,MZ-FG-M500,1710,34,ST,889,USD,AGN
0020000284,000010,MZ-FG-M525,1710,108,ST,1587,USD,AGN
0020000285,000010,MZ-FG-M525,1710,10,ST,1587,USD,AGN
0020000286,000010,MZ-FG-M525,1710,27,ST,1587,USD,AGN
0020000287,000010,MZ-FG-M525,1710,45,ST,1587,USD,AGN
0020000288,000010,MZ-FG-M525,1710,19,ST,1587,USD,AGN
0020000289,000010,MZ-FG-M525,1710,15,ST,1587,USD,AGN
0020000290,000010,MZ-FG-M550,1710,32,ST,3892,USD,AGN
0020000291,000010,MZ-FG-M550,1710,2,ST,3892,USD,AGN
0020000292,000010,MZ-FG-M550,1710,23,ST,3892,USD,AGN
0020000293,000010,MZ-FG-M550,1710,12,ST,3892,USD,AGN
0020000294,000010,MZ-FG-M550,1710,23,ST,3892,USD,AGN
0020000295,000010,MZ-FG-M550,1710,1,ST,3892,USD,AGN
0020000296,000010,MZ-FG-R100,1710,4,ST,565,USD,AGN
0020000297,000010,MZ-FG-R100,1710,5,ST,565,USD,AGN
0020000298,000010,MZ-FG-R100,1710,85,ST,565,USD,AGN
0020000299,000010,MZ-FG-R100,1710,7,ST,565,USD,AGN
0020000300,000010,MZ-FG-R100,1710,13,ST,565,USD,AGN
0020000301,000010,MZ-FG-R100,1710,30,ST,565,USD,AGN
0020000302,000010,MZ-FG-R200,1710,1,ST,3977,USD,AGN
0020000303,000010,MZ-FG-R200,1710,15,ST,3977,USD,AGN
0020000304,000010,MZ-FG-R200,1710,27,ST,3977,USD,AGN
0020000305,000010,MZ-FG-R200,1710,68,ST,3977,USD,AGN
0020000306,000010,MZ-FG-R300,1710,4,ST,7741,USD,AGN
0020000307,000010,MZ-FG-R300,1710,5,ST,7741,USD,AGN
0020000308,000010,MZ-FG-R300,1710,48,ST,7741,USD,AGN
0020000309,000010,MZ-FG-R300,1710,4,ST,7741,USD,AGN
0020000310,000010,MZ-FG-R300,1710,18,ST,7741,USD,AGN
0020000311,000010,MZ-FG-R300,1710,2,ST,7741,USD,AGN
