MATNR,SPRAS,MAKTX
FG1_DS,c,"FG1-DS, arbre amb coixinets rodolament"
RM1_DS,B,"RM1-DS, פלדה"
RM1_DS,c,"RM1-DS, acer"
RM2_DS,B,"RM1-DS, פלדה"
RM2_DS,G,"RM1-DS, Ατσάλι"
RM2_DS,c,"RM1-DS, acer"
SG1_DS,G,"SG1-DS, Ράβδος"
SG1_DS,c,"SG1-DS, arbre"
FG2_DS,G,"FIN FG2 _DS , MTO"
FG2_DS,c,"FIN FG2 _DS , MTO"
RM3_DS,B,RAW RM3_DS
RM3_DS,c,RAW RM3_DS
RM4_DS,B,RAW RM4_DS
RM4_DS,c,RAW RM4_DS
SG2_DS,G,SEMI SG2_DS
SG2_DS,c,SEMI SG2_DS
CSSRV_01,4,Serviciu
RM20,4,"RAW20,PD"
RM30,4,"RAW30,VB,FIFO lot"
RM15,4,"RAW15,PD"
RM16,4,"RAW16,PD"
RM17,4,"RAW17,PD"
RM18,4,"RAW18,PD"
RM129,4,"RAW129,PD"
FG129,4,"FIN129,MTS-DI,PD,QM"
CM-FL-V01,4,Stivuitor
CM-FL-V00,4,Stivuitor
R-302,4,"RAW302,PD"
R-401,4,"RAW401,D1"
RM33,4,"RAW33,PD,subcontractare"
RM34,4,"RAW34,PD,subcontractare"
CM-MLFL-KM-VXX,4,Stivuitor multi-nivel
R-311,4,"RAW311,PD"
R-410,4,"RAW410,PD"
R-411,4,"RAW411,PD"
R-412,4,"RAW412,PD"
FG126_V1,4,"FIN126,MTS-DI,PD,nr.serie"
RM235,4,"RAW235,VB"
RM6_CP,4,"CP-RM6, pigment"
RM27_1,4,"RAW27_1, PD, ambalare"
RM1420,4,"RM1420, PD, Solvent"
RM122,4,"RAW122,PD,FIFO lot,aproviz.import"
RM124,4,"RAW124,VB,consum,boxă depozitare fixă"
RM128,4,"RAW128,PD,custodie"
RM27,4,"RAW27,PD,cutie de ambalare"
RM13,4,"RAW13,PD,subcontractare"
RM09,4,"RAW09,PD,FIFO lot"
RM12,4,"RAW12,PD,producţie repetitivă"
RM14,4,"RAW14,PD,subcontractare"
RM19,4,"RAW19,PD,FIFO lot,QM simplu"
RM120,4,"RAW120,PD,calitate gestionată"
RM233-1,4,"RAW233-1, PD, transfer de stoc KANBAN"
RM233-2,4,"RAW233-2,ND,KANBAN, programe livrări"
RM233-4,4,"RAW233-4,ND,KANBAN, programe livrări"
RM234,4,"RAW234,VB, fabricaţie de serie"
RMIPD001,4,Hardware GAR 1
RMIPD002,4,Hardware GAR 2
FG1_CP,4,"CP-FG1, arbore cu rulmenţi"
RM1_CP,4,"CP-RM1, oţel"
RM2_CP,4,"CP-RM2, rulment"
RM3_CP,4,"CP-RM3, inel de fixare"
RM4_CP,4,"CP-RM4, material de ambalare"
RMME01,4,"RAW01, MTS, integrare ME, A"
RMME02,4,"RAW02, MTS, integrare ME, A"
RMME03,4,"RAW03, MTS, integrare ME, A"
RMME04,4,"RAW04, MTS, integrare ME, A"
RMME05,4,"RAW05, MTS, integrare ME, A"
RMME06,4,"RAW06, MTS, integrare ME, A"
RMME07,4,"RAW07, MTS, integrare ME, A"
RMME08,4,"RAW08, MTS, integrare ME, A"
FGME03,4,"FIN03, MTS, integrare ME, B"
FGME04,4,"FIN04, MTS, integrare ME, B"
RMME10,4,"RAW10, MTS, integrare ME, B"
RMME11,4,"RAW11, MTS, integrare ME, B"
RMME12,4,"RAW12, MTS, integrare ME, B"
RMME13,4,"RAW13, MTS, integrare ME, B"
RMME14,4,"RAW14, MTS, integrare ME, B"
RMME15,4,"RAW15, MTS, integrare ME, B"
QM006,4,LOT PRODUCŢIE QM
RM5_CP,4,"CP-RM5, lac"
RM7_CP,4,"CP-RM7, etichetă"
RM8_CP,4,"CP-RM8, sticlă"
RM1430,4,"RM1430, PD, catalizator"
RMJIT01,4,"RAW01, JIT, fabricaţie de serie"
RMJIT02,4,"RAW02, JIT, fabricație de serie"
PIP01,4,Material pipeline 01
AVC_RBT_APPL_UNIT,4,Unitate aplicație
AVC_RBT_BASE_FRAME,4,Cadru de bază
AVC_RBT_BUNDLE,4,Pachet robot
AVC_RBT_CNTRL_BRD,4,Panou de control (programabil)
AVC_RBT_CNTRL_CAB,4,Cabinet de control
AVC_RBT_CNTRL_UNIT,4,Unitate de control
AVC_RBT_ROBOT,4,Unitate de bază robot
AVC_RBT_SEALING,4,Unitate sigilare
CM-FL-V00-3P,4,Stivuitor pt. terț
AVC_RBT_BRD_PAINT,4,Panou de control (vopsire)
AVC_RBT_BRD_SEAL,4,Panou de control (etanșare)
AVC_RBT_CONTROL,4,Unitate de control (configurabilă)
AVC_RBT_LINK_ARM,4,Braț legătură (configurabil)
AVC_RBT_ROBOT2,4,Robot niveluri multiple
FG126_B,4,"FIN126,MTS-DI,PD,nr.serie"
FG126_V9,4,"FIN126,MTS-DI,PD,nr.serie"
CM-FL-V02,4,Stivuitor
AVC_RBT_L_ARM_45,4,Lungime braț motor 45
AVC_RBT_D_ARM_50,4,Lungime braț motor 50
FG130,4,"FIN130,MTS-DI,PD,PP"
RM203,4,Materii prime RM203
RM204,4,Materii prime RM204
TG11,8,"Промисловий товар 11,PD,звич.торгівля"
S-201,8,"SEMI201,MTS,D1,монтажний підвузол"
S-202,8,"SEMI202,MTS,D1"
S-301,8,"SEMI301,MTS,PD,монтажний підвузол"
R-302,8,"RAW302,PD"
R-401,8,"RAW401,D1"
RM13,8,"RAW13,PD,Subcontracting"
RM09,8,"RAW09,PD,Batch-Fifo"
RM12,8,"RAW12,PD,RepetitiveManuf."
RM14,8,"RAW14,PD,Subcontracting"
RM15,8,"RAW15,PD"
RM16,8,"RAW16,PD"
RM17,8,"RAW17,PD"
RM18,8,"RAW18,PD"
RM19,8,"RAW19,PD,Batch-Fifo,LeanQM"
RM120,8,"RAW120,PD,QualityManaged"
RM122,8,"RAW122,PD,Batch-Fifo,ProcureImport"
RM124,8,"RAW124,VB,Consumption,FixedBin"
RM128,8,"RAW128,PD,Consignment"
RM20,8,"RAW20,PD"
RM27,8,"RAW27,PD,PackagingBox"
RM30,8,"RAW30,VB,Batch-Fifo"
SG124,8,"SEMI124,PD,Subassembly"
SG21,8,"SEMI21,PD,RepetitiveManuf."
SG224,8,"SEMI224,MTO,PD,Subassembly"
SG22,8,"SEMI22,PD,Phantom"
SG23,8,"SEMI23,PD,Subcontracting"
SG25,8,"SEMI25,PD,ExternalProcurement"
FG126,8,"FIN126,MTS-DI,PD,SerialNo"
FG226,8,"FIN226,MTO,PD,Batch-Fifo"
FG29,8,"FIN29,MTS-PI,PD,Batch-ExpirationDate"
RM129,8,"RAW129,PD"
CM-FL-V01,8,Вилковий навантажувач
SF-FL-COMB,8,Базова модель згорання вилк.навантажув.
SF-FL-ELECTRIC,8,Базова електрич.модель вилк.навантажув.
SF-FL-CWEIGHT,8,Плита контрваги вилкового навантажувача
SF-FL-TIRE-CUSH,8,Подушкова шина вилкового навантажувача
SF-FL-TIRE-PNEU,8,Пневматична шина вилкового навантажувача
CM-FL-V00,8,Вилковий навантажувач
FG-FL-MV-V00,8,Вилковий навантажувач - варіант матер.
SP001,8,Опора
SP002,8,З'єднання
SP003,8,Вал
SP004,8,Прокладки 1 мм
SP005,8,Механічне ущільнення
SP006,8,Прямозуба шестірня IS651
RM233-1,8,"RAW233-1, PD, KANBAN: переміщення запасу"
RM233-2,8,"RAW233-2,ND,KANBAN, плани поставок"
RM233-4,8,"RAW233-4,ND,KANBAN, плани поставок"
RM234,8,"RAW234,VB, серійне виробництво"
SG233,8,"SEMI233,PD,KANBAN, серійне виробництво"
FG233,8,"FERT 233, PD, серійне виробництво"
SG29,8,"SEM29,PD,QM"
FG129,8,"FIN129,MTS-DI,PD,QM"
EWMS4-50,8,"FIN50, ходове"
EWMS4-502,8,"RAW502, ходове"
EWMS4-503,8,"RAW503, ходове"
EWMS4-601,8,"RAW601, ходове"
F-10A,8,"FIN10A,MTS-DDMRP,PD"
F-10B,8,"FIN10B,MTS-DDMRP,PD"
RM33,8,"RAW33, PD, субпідряд"
RM34,8,"RAW34, PD, субпідряд"
SG27,8,"SEMI27, PD, субпідряд"
CM-MLFL-KM-VXX,8,Багаторівневий автонавантажувач
SF-FL-FORKSEAT-VXX,8,Тип сидіння автонавантажувача (HALB)
FG-FL-MV-V01,8,Навантажувач - варіант матеріалу 1
FG-FL-MV-V02,8,Навантажувач - варіант матеріалу 2
S-203,8,"SEMI203,D1"
F-20A,8,"FIN20A,MTS-DDMRP,PD"
R-311,8,"RAW311,PD"
R-410,8,"RAW410,PD"
R-411,8,"RAW411,PD"
R-412,8,"RAW412,PD"
S-208,8,"SEMI208,MTS,PD, підвузол"
S-210,8,"SEMI210,MTS,PD, підвузол"
S-310,8,"SEM310,MTS,PD, підвузол"
S-315,8,"SEM315,MTS,PD, підвузол"
FGIPD001,8,Місце
RMIPD001,8,Апаратні засоби ARM 1
RMIPD002,8,Апаратні засоби ARM 2
SWNIPD001,8,Програмне забезпечення ARM 1
SG26,8,"SEMI26, PD, субпідряд"
SG-CFP-COUPLER,8,З'єднувальна муфта
SG-CFP-F-SENSOR,8,Датчик витрати
SG-CFP-HARNESS,8,Підвіска
SG-CFP-HOUSING,8,Кожух насоса
SG-CFP-IMPELLER,8,Ротор
SG-CFP-INBRD_CVR,8,Внутрішнє покриття
SG-CFP-SEAL,8,Сальник
SG-CFP-SHAFT,8,Вал
SG-CFP-V-SENSOR,8,Датчик вібрації
SWN-CFG-SW-S1,8,Програмне забезпечення S1
FG1_CP,8,"CP-FG1, вал з роликовими підшипниками"
RM1_CP,8,"CP-RM1, сталь"
RM2_CP,8,"CP-RM2, роликовий підшипник"
RM3_CP,8,"CP-RM3, запобіжне кільце"
RM4_CP,8,"CP-RM4, пакувальний матеріал"
SG1_CP,8,"CP-SG1, вал"
SDBOMERLAHD,8,SD: загловок специфікації ERLA
SDBOMERLAIT01,8,"SD: специфікація ERLA, позиція 01"
SDBOMERLAIT02,8,"SD: специфікація ERLA, позиція 02"
SDBOMLUMFHD,8,SD: загловок специфікації LUMF
SDBOMLUMFIT01,8,"SD: специфікація LUMF, позиція 01"
SDBOMLUMFIT02,8,"SD: специфікація LUMF, позиція 02"
FGME01,8,"FIN01, MTS, інтеграція ME, A"
FGME02,8,"FIN02, MTS, інтеграція ME, A"
RMME01,8,"RAW01, MTS, інтеграція ME, A"
RMME02,8,"RAW02, MTS, інтеграція ME, A"
RMME03,8,"RAW03, MTS, інтеграція ME, A"
RMME04,8,"RAW04, MTS, інтеграція ME, A"
RMME05,8,"RAW05, MTS, інтеграція ME, A"
RMME06,8,"RAW06, MTS, інтеграція ME, A"
RMME07,8,"RAW07, MTS, інтеграція ME, A"
RMME08,8,"RAW08, MTS, інтеграція ME, A"
SGME01,8,"SEMI01, MTS, інтеграція ME, A"
SGME02,8,"SEMI02, MTS, інтеграція ME, A"
FGME03,8,"FIN03, MTS, інтеграція ME, B"
FGME04,8,"FIN04, MTS, інтеграція ME, B"
RMME10,8,"RAW10, MTS, інтеграція ME, B"
RMME11,8,"RAW11, MTS, інтеграція ME, B"
RMME12,8,"RAW12, MTS, інтеграція ME, B"
RMME13,8,"RAW13, MTS, інтеграція ME, B"
RMME14,8,"RAW14, MTS, інтеграція ME, B"
RMME15,8,"RAW15, MTS, інтеграція ME, B"
RMME16,8,"RAW16, MTS, інтеграція ME, B"
SGME03,8,"SEMI03, MTS, інтеграція ME, B"
SGME04,8,"SEMI04, MTS, інтеграція ME, B"
FG126_V1,8,"FIN126,MTS-DI,PD,SerialNo"
RM235,8,"RAW235,VB"
RMPI001,8,Вхід 1 (ВОДА)
RMPI002,8,Вхід 2 (АКТИВНА РЕЧОВИНА 2).
RMPI003,8,Вхід 3 (АКТИВНА РЕЧОВИНА 3)
RMPI004,8,Вхід 4 (активна речовина 4)
RMPI005,8,Вхід 5 (синій колір)
SGPI001,8,ВИХІД 1
QM006,8,КЯ: ВИРОБНИЧА ПАРТІЯ
FG2_CP,8,"CP-FG2, чорнило, розлите в бутилку,15 мл"
RM5_CP,8,"CP-RM5, лак"
RM6_CP,8,"CP-RM6, пігмент"
RM7_CP,8,"CP-RM7, ярлик"
RM8_CP,8,"CP-RM8, бутилка"
SG2_CP,8,"CP-SG2, чорнило, розлите в бутилку"
SG-WPM-ELEC-PLUG,8,Електричний штепсель
SG-WPM-GEAR-HSNG,8,Картер коробки передач
SG-WPM-MOTOR-HSG,8,Корпус двигуна
SG-WPM-RING-GEAR,8,Кільцева шестерня
SG-WPR-MOTOR,8,Двигун склоочисника
FG111,8,"FIN111, MTS-DI, PD"
FG111_A,8,"FIN111_A,MTS-DI,PD"
FG111_B,8,"FIN111_B, MTS-DI, PD"
FG111_C,8,"FIN111_C, MTS-DI, PD"
RM27_1,8,"RAW27_1, PD, пакування"
RM1420,8,"RM1420, PD, розчинник"
RM1430,8,"RM1430, PD, каталізатор"
SG2200,8,"SEMI2200,MTS-PI,PD,з супут.і побіч.прод."
SG7100,8,"SEMI7100, PD, побічний продукт"
SG9100,8,"SEMI9100, PD, супутній продукт"
SG1010,8,"SEMI1010, PD, матеріал сховища з партією"
FG29-1,8,"FIN29-1,MTS-PI, з матеріалом сховища"
FG6200,8,"FIN6200, MTO-PI, PD, партія"
SG6100,8,"SEMI6100, PI, PD, партія"
FG6500,8,"FIN6500, PI, PD, матеріал танкера"
ZCART01,8,"Промисловий товар 11,PD,звич.торгівля"
ZTRAY01,8,"Промисловий товар 11,PD,звич.торгівля"
ZPRINTER01,8,"Промисловий товар 11,PD,звич.торгівля"
SG234,8,"SEMI234,PD,KANBAN, MTS"
RMJIT01,8,"RAW01, JIT, серійне виробництво"
RMJIT02,8,"RAW02, JIT, серійне виробництво"
SGJIT01,8,"SEMI01, JIT, серійне виробництво"
SGJIT02,8,"SEMI02, JIT, серійне виробництво"
SG8100,8,"SEMI8100, PD, супутній продукт, ціна FIX"
PIP01,8,Матеріал трубопроводу 01
AVC_RBT_APPL_UNIT,8,Одиниця застосунку
AVC_RBT_BASE_FRAME,8,Основа
AVC_RBT_BUNDLE,8,Пакет Robot
AVC_RBT_CNTRL_BRD,8,Панель керування (програмована)
AVC_RBT_CNTRL_CAB,8,Шафа керування
AVC_RBT_CNTRL_UNIT,8,Пульт керування
AVC_RBT_ROBOT,8,Robot: базова одиниця
AVC_RBT_SEALING,8,Пристрій герметизації
FG227,8,"FIN228,MTO,PD,Batch-Fifo"
FG3_CP,8,"CP-FG1, вал з роликовими підшипниками"
SG3_CP,8,"CP-SG1, вал"
CM-FL-V00-3P,8,Вилковий навантажувач для 3-ї сторони
AVC_RBT_BRD_PAINT,8,Панель керування (фарбування)
AVC_RBT_BRD_SEAL,8,Панель керування (герметизація)
AVC_RBT_CONTROL,8,Керівний модуль (конфігуровний)
AVC_RBT_LINK_ARM,8,Розкіс тяг (конфігуровний)
AVC_RBT_ROBOT2,8,Robot Multi-Level
RMPC07,8,Сировина PMA 07
RMPC08,8,Сировина PMA 08
SGPCSVT01,8,Напів-SVT 01
FG126_B,8,"FIN126,MTS-DI,PD,SerialNo"
FG126_V9,8,"FIN126,MTS-DI,PD,SerialNo"
CM-FL-V02,8,Вилковий навантажувач
AVC_RBT_L_ARM_45,8,Довжина важіля приводу 45
AVC_RBT_D_ARM_50,8,Довжина важіля приводу 50
FG130,8,"FIN130,MTS-DI,PD,PP"
SG30,8,"SEM30,PD,PP"
SGJIT02-SERIALIZED,8,"СЕРІАЛІЗОВАНИЙ МАТЕРІАЛ, JIT"
FG202,8,Готові вироби FG202
RM203,8,Сировина RM203
RM204,8,Сировина RM204
SG24,8,"SEMI24,PD,Batch-Fifo"
SG-CFP,8,Відцентровий насос
SG-CFP-B-BRNG,8,Шарикопідшипник
SG-CFP-BRNG-BRKT,8,Опора підшипника
SG-CFP-CON,8,Конектор
SG-CFP-CON_BK,8,Зворотна сторона конектора
SG-CFP-CON_BX_CVR,8,Покриття конектора
FGME01,B,"FIN01, MTS, שילוב ME, A"
FGME02,B,"FIN02, MTS, שילוב ME, A"
SG2_CP,B,"CP-SG2, דיו בבקבוק"
SG-WPM-ELEC-PLUG,B,תקע חשמלי
SG-WPM-GEAR-HSNG,B,בית מנגנון
SG-WPM-MOTOR-HSG,B,בית מנוע
SG-WPM-RING-GEAR,B,גלגל העטרת
FG29-1,B,"FIN29-1,MTS-PI, עם חומר במיכלים"
FG6200,B,"FIN6200, MTO-PI, PD, סדרה"
FG6500,B,"FIN6500, PI, PD, חומר של מכל נגרר"
S-201,B,"SEMI201,MTS,D1,הרכבת משנה"
S-202,B,"SEMI202,MTS,D1"
S-301,B,"SEMI301,MTS,PD,הרכבת משנה"
SG124,B,"SEMI124,PD,הרכבת משנה"
SG21,B,"SEMI21,PD,ייצור חוזר"
SG224,B,"SEMI224, MTO, PD, הרכבת משנה"
SG22,B,"SEMI22,PD,Phantom"
SG23,B,"SEMI23,PD,קבלנות משנה"
SG24,B,"SEMI24,PD,סדרת-FIFO"
SG25,B,"SEMI25,PD,רכש חיצוני"
FG126,B,"FIN126,MTS-DI,PD,מספר סידורי"
RMPI001,B,קלט 1 (מים)
SGPI001,B,פלט 1
SF-FL-COMB,B,מודל בעירה בסיסי של מלגזה
SF-FL-ELECTRIC,B,מודל חשמלי בסיסי של מלגזה
SF-FL-CWEIGHT,B,משקל נגד של לוחית מלגזה
SF-FL-TIRE-CUSH,B,צמיג כרית של מלגזה
SF-FL-TIRE-PNEU,B,צמיג פניאומטי של מלגזה
FG-FL-MV-V00,B,מלגזה - וריאנט של חומר
SP001,B,מסב
SP002,B,מצמד
SP003,B,פיר
SG233,B,"SEMI233,PD,KANBAN, REM"
SG29,B,"SEM29,PD,QM"
FG129,B,"FIN129,MTS-DI,PD,QM"
EWMS4-502,B,"RAW502, במהירות גבוהה"
EWMS4-503,B,"RAW503, במהירות גבוהה"
EWMS4-601,B,"RAW601, במהירות גבוהה"
F-10A,B,"FIN10A,MTS-DDMRP,PD"
F-10B,B,"FIN10B,MTS-DDMRP,PD"
SG27,B,"SEMI27,PD,קבלנות משנה"
SF-FL-FORKSEAT-VXX,B,סוג מושב של מלגזה (HALB)
FG-FL-MV-V01,B,מלגזה - וריאנט חומר 1
FG-FL-MV-V02,B,מלגזה - וריאנט חומר 2
S-203,B,"SEMI203,D1"
F-20A,B,"FIN20A,MTS-DDMRP,PD"
S-208,B,"SEMI208,MTS,PD,הרכבת משנה"
S-210,B,"SEMI210,MTS,PD,הרכבת משנה"
S-310,B,"SEM310,MTS,PD,הרכבת משנה"
S-315,B,"SEM315,MTS,PD,הרכבת משנה"
FGIPD001,B,מושב
SG26,B,"SEMI26, PD, קבלנות משנה"
SGPI001-V00,B,פלט 1
SG-CFP,B,משאבה צנטריפוגלית
SG-CFP-B-BRNG,B,מיסב כדורי
SG-CFP-CON,B,מחבר
SG-CFP-CON_BK,B,מחבר אחורי
SG-CFP-CON_BX_CVR,B,כיסוי תיבת מחבר
SG-CFP-COUPLER,B,מצמד
SG-CFP-IMPELLER,B,מאיץ
SG-CFP-INBRD_CVR,B,כיסוי פנימי
SG-CFP-SHAFT,B,פיר
SDBOMERLAHD,B,כותרת עץ מוצר SD ERLA
SDBOMERLAIT01,B,פריט 01 של עץ מוצר SD ERLA
SDBOMERLAIT02,B,פריט 02 של עץ מוצר SD ERLA
SDBOMLUMFHD,B,כותרת עץ מוצר SD LUMF
SDBOMLUMFIT01,B,פריט 01 של עץ מוצר SD LUMF
SDBOMLUMFIT02,B,פריט 02 של עץ מוצר SD LUMF
SGME01,B,"SEMI01, MTS, שילוב ME, A"
SGME02,B,"SEMI02, MTS, שילוב ME, A"
RMME16,B,"RAW16, MTS, ME Integration, B"
SGME03,B,"SEMI03, MTS, שילוב ME, B"
SGME04,B,"SEMI04, MTS, שילוב ME, B"
FG126_V1,B,"FIN126,MTS-DI,PD,מספר סידורי"
SG-WPR-MOTOR,B,מנוע מגב
FG111,B,"FIN111, MTS-DI, PD"
FG111_A,B,"FIN111_A,MTS-DI,PD"
FG111_B,B,"FIN111_B, MTS-DI, PD"
FG111_C,B,"FIN111_C, MTS-DI, PD"
SG2200,B,"SEMI2200,MTS-PI,PD,עם מוצר משותף ומו.לו."
SG7100,B,"SEMI7100, PD, מוצר לוואי"
SG9100,B,"SEMI9100, PD, מוצר משותף"
SG1010,B,"SEMI1010, PD, חומר במיכלים עם סדרה"
SG6100,B,"SEMI6100, PI, PD, סדרה"
TG11,B,"סחורה 11,PD, סחר רגיל"
FG226,B,"FIN226,MTO,PD,סדרה-Fifo"
FG29,B,"FIN29,MTS-PI,PD, סדרה-תאריך תפוגה"
RMPI002,B,קלט 2 (גורם 2).
RMPI003,B,קלט 3 (גורם 3)
RMPI004,B,קלט 4 (גורם 4)
RMPI005,B,קלט 5 (צבע כחול)
SP004,B,"אטמים 1 מ""מ"
SP005,B,אטם מכאני
SP006,B,גלגל שיניים IS651
FG233,B,"FERT 233, PD, ייצור חוזר"
EWMS4-50,B,"FIN50, במהירות גבוהה"
SWNIPD001,B,תוכנת ARM 1
SG-CFP-BRNG-BRKT,B,תושבת למיסב
SG-CFP-F-SENSOR,B,חיישן זרם
SG-CFP-HARNESS,B,רתמה
SG-CFP-HOUSING,B,בית משאבה
SG-CFP-SEAL,B,חתם
SG-CFP-V-SENSOR,B,חיישן רטט
SWN-CFG-SW-S1,B,תוכנה S1
FG1_CP,B,"CP-FG1, מוט עם מסבי גלילה"
SG1_CP,B,"CP-SG1, מוט"
FG2_CP,B,"CP-FG2, דיו בבקבוק, 15 מיליליטר"
ZCART01,B,"סחורה 11,PD, סחר רגיל"
ZTRAY01,B,"סחורה 11,PD, סחר רגיל"
ZPRINTER01,B,"סחורה 11,PD, סחר רגיל"
SG234,B,"SEMI233, PD, קנבן, ייצור למלאי"
SGJIT01,B,"SEMI01,JIT,ייצור חוזר"
SGJIT02,B,"SEMI02,JIT,ייצור חוזר"
SG8100,B,"SEMI8100, PD, מוצר משותף, מחיר קבוע"
AVC_RBT_APPL_UNIT,B,יחידת יישום
AVC_RBT_BASE_FRAME,B,מסגרת בסיס
AVC_RBT_BUNDLE,B,חבילה של רובוט
AVC_RBT_CNTRL_BRD,B,לוח בקרה (ניתן לתכנות)
AVC_RBT_CNTRL_CAB,B,ארון בקרה
AVC_RBT_CNTRL_UNIT,B,יחידת בקרה
AVC_RBT_ROBOT,B,יחידת בסיס של רובוט
FG227,B,"FIN228,MTO,PD,סדרה-FIFO"
FG3_CP,B,"CP-FG1, מוט עם מסבי גלילה"
SG3_CP,B,"CP-SG1, מוט"
AVC_RBT_BRD_PAINT,B,לוח בקרה (ציור)
AVC_RBT_BRD_SEAL,B,לוח בקרה (איטום)
AVC_RBT_CONTROL,B,יחידת בקרה (ניתנת לקביעת תצורה)
AVC_RBT_LINK_ARM,B,זרוע קישור (ניתן לקביעת תצורה)
AVC_RBT_ROBOT2,B,רובוט מרובה רמות
RMPC07,B,PMA 07 גולמי
RMPC08,B,PMA 08 גולמי
SGPCSVT01,B,חצי SVT 01
FG126_B,B,"FIN126,MTS-DI,PD,מספר סידורי"
FG126_V9,B,"FIN126,MTS-DI,PD,מספר סידורי"
AVC_RBT_L_ARM_45,B,אורך זרוע הנעה 45
AVC_RBT_D_ARM_50,B,אורך זרוע הנעה 50
FG130,B,"FIN130,MTS-DI,PD,PP"
SG30,B,"SEM30,PD,PP"
SGJIT02-SERIALIZED,B,"חומר ממוספר, JIT"
FG202,B,טובין מוגמרים FG202
FG228,8,"FIN228,MTO,PD,Fifo"
FG228,B,"FIN228,MTO,PD,Fifo"
SGPI001-V00,8,ВИХІД 1
SG-CFP-ADAPTER,8,Перехідник
SG-CFP-ADAPTER,B,מתאם
AVC_RBT_ROBOTS,4,Unitate de bază robot
AVC_RBT_ROBOTS,8,Robot: базова одиниця
AVC_RBT_ROBOTS,B,יחידת בסיס של רובוט
AVC_RBT_ROBO,4,Unitate de bază robot
AVC_RBT_ROBO,8,Robot: базова одиниця
AVC_RBT_ROBO,B,יחידת בסיס של רובוט
AVC_RB_ROBOTS,4,Unitate de bază robot
AVC_RB_ROBOTS,8,Robot: базова одиниця
AVC_RB_ROBOTICS,4,Unitate de bază robot
AVC_RB_ROBOTICS,8,Robot: базова одиниця
CSSRV_01,8,Послуга
D2O_09077205423_C,4,Suport cu senzori și filtru
D2O_09077205423_C,8,Опорна стійка з датчиками й фільтром
SOM_MSU_CLD_INFRA,8,Багаторівнева хмарна інфраструктура
SOM_MSU_CLD_INFRA,B,תשתית ענן רבת-שלבים
SOM_MSU_WL_VM,8,Робоче навантаження - віртуальна машина
SOM_MSU_WL_VM,B,עומס עבודה - Virtual Machine
SOM_SCR_CLD_STR,8,Сховище підписки на хмару
SOM_SCR_CLD_STR,B,אחסון מינוי ענן
SOM_SCR_VM_INST_GP,8,Інстанція VM - універсальна
SOM_SCR_VM_INST_GP,B,מופע VM - תכלית כללית
SOM_SCR_VM_INST_SO,8,Інстанція VM - з оптимізованим сховищем
SOM_SCR_VM_INST_SO,B,מופע VM - אחסון ממוטב
SOM_SCR_WL_BR_MTL,8,Робоче навантаження - порожня машина
SOM_SCR_WL_BR_MTL,B,עומס עבודה - Bare Metal
FG1_DS,4,"FG1-DS, arbore cu rulmenți"
FG1_DS,8,"FG1-DS, вал із роликовими підшипниками"
FG1_DS,B,"FG1-DS, מוט עם מיסבים מתגלגלים"
RM1_DS,4,"RM1-DS, oțel"
RM1_DS,8,"RM1-DS, сталь"
RM2_DS,4,"RM1-DS, oțel"
RM2_DS,8,"RM1-DS, сталь"
SG1_DS,8,"SG1-DS, вал"
SG1_DS,B,"SG1-DS, מוט"
FG2_DS,8,"FIN FG2 _DS , MTO"
FG2_DS,B,"FIN FG2 _DS , MTO"
RM3_DS,4,RAW RM3_DS
RM3_DS,8,RAW RM3_DS
RM4_DS,4,RAW RM4_DS
RM4_DS,8,RAW RM4_DS
SG2_DS,8,SEMI SG2_DS
SG2_DS,B,SEMI SG2_DS
CSSRV_01,1,服务
CSSRV_01,2,การบริการ
RM122,2,"RAW19, PD, FIFO แบทช์, การนำเข้าการจัดหา"
RM122,1,RAW122，PD，批次先进先出，采购导入
RM124,2,"RAW124, VB, การใช้, bin ที่ตายตัว"
RM124,1,RAW124，VB，消耗，固定仓位
RM128,2,"RAW128, PD, สินค้าฝากขาย"
RM128,1,RAW128，PD，寄售
RM20,2,"RAW20, PD"
RM20,1,RAW20，PD
RM27,2,"RAW27, PD, กล่องบรรจุภัณฑ์"
RM27,1,RAW27，PD，包装箱
RM30,2,"RAW30, VB, FIFO แบทช์"
RM30,1,RAW30，VB，批次先进先出
SG124,2,"SEMI124, PD, ชุดประกอบย่อย"
SG21,2,"SEMI21, PD, การผลิตแบบทำซ้ำ"
SG224,2,"SEMI224, MTO, PD, ชุดประกอบย่อย"
SG22,2,"SEMI22, PD, กลุ่มวัสดุประกอบจำลอง"
SG23,2,"SEMI23, PD, การรับเหมาช่วง"
SG24,2,"SEMI24, PD, FIFO แบทช์"
SG25,2,"SEMI25, PD, การจัดหาจากภายนอก"
FG226,1,"FIN226,MTO,PD,批次先进先出"
FG226,2,"FIN226, MTO, PD, FIFO แบทช์"
RM13,2,"RAW13, PD, การรับเหมาช่วง"
RM13,1,RAW13，PD，转包
RM09,2,"RAW09, PD, FIFO แบทช์"
RM09,1,RAW09，PD，批次先进先出
RM12,2,"RAW12, PD, การผลิตแบบทำซ้ำ"
RM12,1,RAW12，PD，重复制造
RM14,2,"RAW14, PD, การรับเหมาช่วง"
RM14,1,RAW14，PD，转包
RM15,2,"RAW15, PD"
RM15,1,RAW15，PD
RM16,2,"RAW16, PD"
RM16,1,RAW16，PD
RM17,2,"RAW17, PD"
RM17,1,RAW17，PD
RM18,2,"RAW18, PD"
