RSNUM,RSPOS,MATNR,WERKS,AUFNR,BDMNG,MEINS
0000001915,0005,MZ-RM-R300-05,1710,000001000880,36,ST
0000001915,0006,MZ-RM-R300-06,1710,000001000880,36,ST
0000001915,0007,MZ-RM-R300-07,1710,000001000880,36,ST
0000001915,0008,MZ-RM-R300-08,1710,000001000880,36,ST
0000001915,0009,MZ-RM-R300-09,1710,000001000880,36,ST
0000001916,0001,MZ-RM-R200-01,1710,000001000881,93,ST
0000001916,0002,MZ-RM-R200-02,1710,000001000881,93,ST
0000001916,0003,MZ-RM-R200-03,1710,000001000881,93,ST
0000001916,0004,MZ-RM-R200-04,1710,000001000881,186,ST
0000001916,0005,MZ-RM-R200-05,1710,000001000881,93,ST
0000001916,0006,MZ-RM-R200-06,1710,000001000881,93,ST
0000001916,0007,MZ-RM-R200-07,1710,000001000881,93,ST
0000001916,0008,MZ-RM-R200-08,1710,000001000881,93,ST
0000001916,0009,MZ-RM-R200-09,1710,000001000881,93,ST
0000001917,0001,MZ-RM-R100-01,1710,000001000882,123,ST
0000001917,0002,MZ-RM-R100-02,1710,000001000882,123,ST
0000001917,0003,MZ-RM-R100-04,1710,000001000882,123,ST
0000001917,0004,MZ-RM-R100-05,1710,000001000882,246,ST
0000001917,0005,MZ-RM-R100-06,1710,000001000882,123,ST
0000001917,0006,MZ-RM-R100-07,1710,000001000882,123,ST
0000001917,0007,MZ-RM-R100-08,1710,000001000882,123,ST
0000001917,0008,MZ-RM-R100-09,1710,000001000882,123,ST
0000001917,0009,MZ-RM-R100-10,1710,000001000882,123,ST
0000001918,0001,MZ-RM-M550-01,1710,000001000883,47,ST
0000001918,0002,MZ-RM-M550-02,1710,000001000883,47,ST
0000001918,0003,MZ-RM-M550-03,1710,000001000883,47,ST
0000001918,0004,MZ-RM-M550-04,1710,000001000883,94,ST
0000001918,0005,MZ-RM-M550-05,1710,000001000883,47,ST
0000001918,0006,MZ-RM-M550-06,1710,000001000883,47,ST
0000001918,0007,MZ-RM-M550-07,1710,000001000883,47,ST
0000001918,0008,MZ-RM-M550-08,1710,000001000883,47,ST
0000001918,0009,MZ-RM-M550-09,1710,000001000883,47,ST
0000001918,0010,MZ-RM-M550-10,1710,000001000883,47,ST
0000001919,0001,MZ-RM-M525-01,1710,000001000884,313,ST
0000001919,0002,MZ-RM-M525-02,1710,000001000884,313,ST
0000001919,0003,MZ-RM-M525-03,1710,000001000884,313,ST
0000001919,0004,MZ-RM-M525-04,1710,000001000884,626,ST
0000001919,0005,MZ-RM-M525-05,1710,000001000884,313,ST
0000001919,0006,MZ-RM-M525-06,1710,000001000884,313,ST
0000001919,0007,MZ-RM-M525-07,1710,000001000884,313,ST
0000001919,0008,MZ-RM-M525-08,1710,000001000884,313,ST
0000001919,0009,MZ-RM-M525-09,1710,000001000884,313,ST
0000001919,0010,MZ-RM-M525-10,1710,000001000884,313,ST
0000001920,0001,MZ-RM-M500-01,1710,000001000885,178,ST
0000001920,0002,MZ-RM-M500-02,1710,000001000885,178,ST
0000001920,0003,MZ-RM-M500-03,1710,000001000885,178,ST
0000001920,0004,MZ-RM-M500-04,1710,000001000885,356,ST
0000001920,0005,MZ-RM-M500-05,1710,000001000885,178,ST
0000001920,0006,MZ-RM-M500-06,1710,000001000885,178,ST
0000001920,0007,MZ-RM-M500-07,1710,000001000885,178,ST
0000001920,0008,MZ-RM-M500-08,1710,000001000885,178,ST
0000001920,0009,MZ-RM-M500-09,1710,000001000885,178,ST
0000001920,0010,MZ-RM-M500-10,1710,000001000885,178,ST
0000001921,0001,MZ-RM-C990-01,1710,000001000886,59,ST
0000001921,0002,MZ-RM-C990-02,1710,000001000886,59,ST
0000001921,0003,MZ-RM-C990-03,1710,000001000886,59,ST
0000001921,0004,MZ-RM-C990-04,1710,000001000886,118,ST
0000001921,0005,MZ-RM-C990-05,1710,000001000886,59,ST
0000001921,0006,MZ-RM-C990-06,1710,000001000886,59,ST
0000001921,0007,MZ-RM-C990-09,1710,000001000886,59,ST
0000001922,0001,MZ-RM-C950-01,1710,000001000887,206,ST
0000001922,0002,MZ-RM-C950-02,1710,000001000887,206,ST
0000001922,0003,MZ-RM-C950-03,1710,000001000887,206,ST
0000001922,0004,MZ-RM-C950-04,1710,000001000887,412,ST
0000001922,0005,MZ-RM-C950-05,1710,000001000887,206,ST
0000001922,0006,MZ-RM-C950-06,1710,000001000887,206,ST
0000001922,0007,MZ-RM-C950-07,1710,000001000887,206,ST
0000001923,0001,MZ-RM-C900-01,1710,000001000888,295,ST
0000001923,0002,MZ-RM-C900-02,1710,000001000888,295,ST
0000001923,0003,MZ-RM-C900-03,1710,000001000888,295,ST
0000001923,0004,MZ-RM-C900-04,1710,000001000888,590,ST
0000001923,0005,MZ-RM-C900-05,1710,000001000888,295,ST
0000001923,0006,MZ-RM-C900-06,1710,000001000888,295,ST
0000001923,0007,MZ-RM-C900-07,1710,000001000888,295,ST
0000001935,0001,MZ-RM-R300-01,1710,000001000900,52,ST
0000001935,0002,MZ-RM-R300-02,1710,000001000900,52,ST
0000001935,0003,MZ-RM-R300-03,1710,000001000900,52,ST
0000001935,0004,MZ-RM-R300-04,1710,000001000900,104,ST
0000001935,0005,MZ-RM-R300-05,1710,000001000900,52,ST
0000001935,0006,MZ-RM-R300-06,1710,000001000900,52,ST
0000001935,0007,MZ-RM-R300-07,1710,000001000900,52,ST
0000001935,0008,MZ-RM-R300-08,1710,000001000900,52,ST
0000001935,0009,MZ-RM-R300-09,1710,000001000900,52,ST
0000001936,0001,MZ-RM-R200-01,1710,000001000901,67,ST
0000001936,0002,MZ-RM-R200-02,1710,000001000901,67,ST
0000001936,0003,MZ-RM-R200-03,1710,000001000901,67,ST
0000001936,0004,MZ-RM-R200-04,1710,000001000901,134,ST
0000001936,0005,MZ-RM-R200-05,1710,000001000901,67,ST
0000001936,0006,MZ-RM-R200-06,1710,000001000901,67,ST
0000001936,0007,MZ-RM-R200-07,1710,000001000901,67,ST
0000001936,0008,MZ-RM-R200-08,1710,000001000901,67,ST
0000001936,0009,MZ-RM-R200-09,1710,000001000901,67,ST
0000001937,0001,MZ-RM-R100-01,1710,000001000902,125,ST
0000001937,0002,MZ-RM-R100-02,1710,000001000902,125,ST
0000001937,0003,MZ-RM-R100-04,1710,000001000902,125,ST
0000001937,0004,MZ-RM-R100-05,1710,000001000902,250,ST
0000001937,0005,MZ-RM-R100-06,1710,000001000902,125,ST
0000001937,0006,MZ-RM-R100-07,1710,000001000902,125,ST
0000001937,0007,MZ-RM-R100-08,1710,000001000902,125,ST
0000001937,0008,MZ-RM-R100-09,1710,000001000902,125,ST
0000001937,0009,MZ-RM-R100-10,1710,000001000902,125,ST
0000001938,0001,MZ-RM-M550-01,1710,000001000903,31,ST
0000001938,0002,MZ-RM-M550-02,1710,000001000903,31,ST
0000001938,0003,MZ-RM-M550-03,1710,000001000903,31,ST
0000001938,0004,MZ-RM-M550-04,1710,000001000903,62,ST
0000001938,0005,MZ-RM-M550-05,1710,000001000903,31,ST
0000001938,0006,MZ-RM-M550-06,1710,000001000903,31,ST
0000001938,0007,MZ-RM-M550-07,1710,000001000903,31,ST
0000001938,0008,MZ-RM-M550-08,1710,000001000903,31,ST
0000001938,0009,MZ-RM-M550-09,1710,000001000903,31,ST
0000001938,0010,MZ-RM-M550-10,1710,000001000903,31,ST
0000001939,0001,MZ-RM-M525-01,1710,000001000904,233,ST
0000001939,0002,MZ-RM-M525-02,1710,000001000904,233,ST
0000001939,0003,MZ-RM-M525-03,1710,000001000904,233,ST
0000001939,0004,MZ-RM-M525-04,1710,000001000904,466,ST
0000001939,0005,MZ-RM-M525-05,1710,000001000904,233,ST
0000001939,0006,MZ-RM-M525-06,1710,000001000904,233,ST
0000001939,0007,MZ-RM-M525-07,1710,000001000904,233,ST
0000001939,0008,MZ-RM-M525-08,1710,000001000904,233,ST
0000001939,0009,MZ-RM-M525-09,1710,000001000904,233,ST
0000001939,0010,MZ-RM-M525-10,1710,000001000904,233,ST
0000001940,0001,MZ-RM-M500-01,1710,000001000905,144,ST
0000001940,0002,MZ-RM-M500-02,1710,000001000905,144,ST
0000001940,0003,MZ-RM-M500-03,1710,000001000905,144,ST
0000001940,0004,MZ-RM-M500-04,1710,000001000905,288,ST
0000001940,0005,MZ-RM-M500-05,1710,000001000905,144,ST
0000001940,0006,MZ-RM-M500-06,1710,000001000905,144,ST
0000001940,0007,MZ-RM-M500-07,1710,000001000905,144,ST
0000001940,0008,MZ-RM-M500-08,1710,000001000905,144,ST
0000001940,0009,MZ-RM-M500-09,1710,000001000905,144,ST
0000001940,0010,MZ-RM-M500-10,1710,000001000905,144,ST
0000001941,0001,MZ-RM-C990-01,1710,000001000906,156,ST
0000001941,0002,MZ-RM-C990-02,1710,000001000906,156,ST
0000001941,0003,MZ-RM-C990-03,1710,000001000906,156,ST
0000001941,0004,MZ-RM-C990-04,1710,000001000906,312,ST
0000001941,0005,MZ-RM-C990-05,1710,000001000906,156,ST
0000001941,0006,MZ-RM-C990-06,1710,000001000906,156,ST
0000001941,0007,MZ-RM-C990-09,1710,000001000906,156,ST
0000001942,0001,MZ-RM-C950-01,1710,000001000907,135,ST
0000001942,0002,MZ-RM-C950-02,1710,000001000907,135,ST
0000001942,0003,MZ-RM-C950-03,1710,000001000907,135,ST
0000001942,0004,MZ-RM-C950-04,1710,000001000907,270,ST
0000001942,0005,MZ-RM-C950-05,1710,000001000907,135,ST
0000001942,0006,MZ-RM-C950-06,1710,000001000907,135,ST
0000001942,0007,MZ-RM-C950-07,1710,000001000907,135,ST
0000001943,0001,MZ-RM-C900-01,1710,000001000908,363,ST
0000001943,0002,MZ-RM-C900-02,1710,000001000908,363,ST
0000001943,0003,MZ-RM-C900-03,1710,000001000908,363,ST
0000001943,0004,MZ-RM-C900-04,1710,000001000908,726,ST
0000001943,0005,MZ-RM-C900-05,1710,000001000908,363,ST
0000001943,0006,MZ-RM-C900-06,1710,000001000908,363,ST
0000001943,0007,MZ-RM-C900-07,1710,000001000908,363,ST
0000001956,0001,MZ-RM-R300-01,1710,000001000920,78,ST
0000001956,0002,MZ-RM-R300-02,1710,000001000920,78,ST
0000001956,0003,MZ-RM-R300-03,1710,000001000920,78,ST
0000001956,0004,MZ-RM-R300-04,1710,000001000920,156,ST
0000001956,0005,MZ-RM-R300-05,1710,000001000920,78,ST
0000001956,0006,MZ-RM-R300-06,1710,000001000920,78,ST
0000001956,0007,MZ-RM-R300-07,1710,000001000920,78,ST
0000001956,0008,MZ-RM-R300-08,1710,000001000920,78,ST
0000001956,0009,MZ-RM-R300-09,1710,000001000920,78,ST
0000001957,0001,MZ-RM-R200-01,1710,000001000921,80,ST
0000001957,0002,MZ-RM-R200-02,1710,000001000921,80,ST
0000001957,0003,MZ-RM-R200-03,1710,000001000921,80,ST
0000001957,0004,MZ-RM-R200-04,1710,000001000921,160,ST
0000001957,0005,MZ-RM-R200-05,1710,000001000921,80,ST
0000001957,0006,MZ-RM-R200-06,1710,000001000921,80,ST
0000001957,0007,MZ-RM-R200-07,1710,000001000921,80,ST
0000001957,0008,MZ-RM-R200-08,1710,000001000921,80,ST
0000001957,0009,MZ-RM-R200-09,1710,000001000921,80,ST
0000001958,0001,MZ-RM-R100-01,1710,000001000922,67,ST
0000001958,0002,MZ-RM-R100-02,1710,000001000922,67,ST
0000001958,0003,MZ-RM-R100-04,1710,000001000922,67,ST
0000001958,0004,MZ-RM-R100-05,1710,000001000922,134,ST
0000001958,0005,MZ-RM-R100-06,1710,000001000922,67,ST
0000001958,0006,MZ-RM-R100-07,1710,000001000922,67,ST
0000001958,0007,MZ-RM-R100-08,1710,000001000922,67,ST
0000001958,0008,MZ-RM-R100-09,1710,000001000922,67,ST
0000001958,0009,MZ-RM-R100-10,1710,000001000922,67,ST
0000001959,0001,MZ-RM-M550-01,1710,000001000923,33,ST
0000001959,0002,MZ-RM-M550-02,1710,000001000923,33,ST
0000001959,0003,MZ-RM-M550-03,1710,000001000923,33,ST
0000001959,0004,MZ-RM-M550-04,1710,000001000923,66,ST
0000001959,0005,MZ-RM-M550-05,1710,000001000923,33,ST
0000001959,0006,MZ-RM-M550-06,1710,000001000923,33,ST
0000001959,0007,MZ-RM-M550-07,1710,000001000923,33,ST
0000001959,0008,MZ-RM-M550-08,1710,000001000923,33,ST
0000001959,0009,MZ-RM-M550-09,1710,000001000923,33,ST
0000001959,0010,MZ-RM-M550-10,1710,000001000923,33,ST
0000001960,0001,MZ-RM-M525-01,1710,000001000924,152,ST
0000001960,0002,MZ-RM-M525-02,1710,000001000924,152,ST
0000001960,0003,MZ-RM-M525-03,1710,000001000924,152,ST
0000001960,0004,MZ-RM-M525-04,1710,000001000924,304,ST
0000001960,0005,MZ-RM-M525-05,1710,000001000924,152,ST
0000001960,0006,MZ-RM-M525-06,1710,000001000924,152,ST
0000001960,0007,MZ-RM-M525-07,1710,000001000924,152,ST
0000001960,0008,MZ-RM-M525-08,1710,000001000924,152,ST
0000001960,0009,MZ-RM-M525-09,1710,000001000924,152,ST
0000001960,0010,MZ-RM-M525-10,1710,000001000924,152,ST
0000001961,0001,MZ-RM-M500-01,1710,000001000925,95,ST
0000001961,0002,MZ-RM-M500-02,1710,000001000925,95,ST
0000001961,0003,MZ-RM-M500-03,1710,000001000925,95,ST
0000001961,0004,MZ-RM-M500-04,1710,000001000925,190,ST
0000001961,0005,MZ-RM-M500-05,1710,000001000925,95,ST
0000001961,0006,MZ-RM-M500-06,1710,000001000925,95,ST
0000001961,0007,MZ-RM-M500-07,1710,000001000925,95,ST
0000001961,0008,MZ-RM-M500-08,1710,000001000925,95,ST
0000001961,0009,MZ-RM-M500-09,1710,000001000925,95,ST
0000001961,0010,MZ-RM-M500-10,1710,000001000925,95,ST
0000001962,0001,MZ-RM-C990-01,1710,000001000926,164,ST
0000001962,0002,MZ-RM-C990-02,1710,000001000926,164,ST
0000001962,0003,MZ-RM-C990-03,1710,000001000926,164,ST
0000001962,0004,MZ-RM-C990-04,1710,000001000926,328,ST
0000001962,0005,MZ-RM-C990-05,1710,000001000926,164,ST
0000001962,0006,MZ-RM-C990-06,1710,000001000926,164,ST
0000001962,0007,MZ-RM-C990-09,1710,000001000926,164,ST
0000001963,0001,MZ-RM-C950-01,1710,000001000927,83,ST
0000001963,0002,MZ-RM-C950-02,1710,000001000927,83,ST
0000001963,0003,MZ-RM-C950-03,1710,000001000927,83,ST
0000001963,0004,MZ-RM-C950-04,1710,000001000927,166,ST
0000001963,0005,MZ-RM-C950-05,1710,000001000927,83,ST
0000001963,0006,MZ-RM-C950-06,1710,000001000927,83,ST
0000001963,0007,MZ-RM-C950-07,1710,000001000927,83,ST
0000001964,0001,MZ-RM-C900-01,1710,000001000928,191,ST
0000001964,0002,MZ-RM-C900-02,1710,000001000928,191,ST
0000001964,0003,MZ-RM-C900-03,1710,000001000928,191,ST
0000001964,0004,MZ-RM-C900-04,1710,000001000928,382,ST
0000001964,0005,MZ-RM-C900-05,1710,000001000928,191,ST
0000001964,0006,MZ-RM-C900-06,1710,000001000928,191,ST
0000001964,0007,MZ-RM-C900-07,1710,000001000928,191,ST
0000001965,0001,MZ-RM-R300-01,1710,000001000929,63,ST
0000001965,0002,MZ-RM-R300-02,1710,000001000929,63,ST
0000001965,0003,MZ-RM-R300-03,1710,000001000929,63,ST
0000001965,0004,MZ-RM-R300-04,1710,000001000929,126,ST
0000001965,0005,MZ-RM-R300-05,1710,000001000929,63,ST
0000001965,0006,MZ-RM-R300-06,1710,000001000929,63,ST
0000001965,0007,MZ-RM-R300-07,1710,000001000929,63,ST
0000001965,0008,MZ-RM-R300-08,1710,000001000929,63,ST
0000001965,0009,MZ-RM-R300-09,1710,000001000929,63,ST
0000001966,0001,MZ-RM-R200-01,1710,000001000930,103,ST
0000001966,0002,MZ-RM-R200-02,1710,000001000930,103,ST
0000001966,0003,MZ-RM-R200-03,1710,000001000930,103,ST
0000001966,0004,MZ-RM-R200-04,1710,000001000930,206,ST
0000001966,0005,MZ-RM-R200-05,1710,000001000930,103,ST
0000001966,0006,MZ-RM-R200-06,1710,000001000930,103,ST
0000001966,0007,MZ-RM-R200-07,1710,000001000930,103,ST
0000001966,0008,MZ-RM-R200-08,1710,000001000930,103,ST
0000001966,0009,MZ-RM-R200-09,1710,000001000930,103,ST
0000001967,0001,MZ-RM-R100-01,1710,000001000931,167,ST
0000001967,0002,MZ-RM-R100-02,1710,000001000931,167,ST
0000001967,0003,MZ-RM-R100-04,1710,000001000931,167,ST
0000001967,0004,MZ-RM-R100-05,1710,000001000931,334,ST
0000001967,0005,MZ-RM-R100-06,1710,000001000931,167,ST
0000001967,0006,MZ-RM-R100-07,1710,000001000931,167,ST
0000001967,0007,MZ-RM-R100-08,1710,000001000931,167,ST
0000001967,0008,MZ-RM-R100-09,1710,000001000931,167,ST
0000001967,0009,MZ-RM-R100-10,1710,000001000931,167,ST
0000001968,0001,MZ-RM-M550-01,1710,000001000932,64,ST
0000001968,0002,MZ-RM-M550-02,1710,000001000932,64,ST
0000001968,0003,MZ-RM-M550-03,1710,000001000932,64,ST
0000001968,0004,MZ-RM-M550-04,1710,000001000932,128,ST
0000001968,0005,MZ-RM-M550-05,1710,000001000932,64,ST
0000001968,0006,MZ-RM-M550-06,1710,000001000932,64,ST
0000001968,0007,MZ-RM-M550-07,1710,000001000932,64,ST
0000001968,0008,MZ-RM-M550-08,1710,000001000932,64,ST
0000001968,0009,MZ-RM-M550-09,1710,000001000932,64,ST
0000001968,0010,MZ-RM-M550-10,1710,000001000932,64,ST
0000001969,0001,MZ-RM-M525-01,1710,000001000933,394,ST
0000001969,0002,MZ-RM-M525-02,1710,000001000933,394,ST
0000001969,0003,MZ-RM-M525-03,1710,000001000933,394,ST
0000001969,0004,MZ-RM-M525-04,1710,000001000933,788,ST
0000001969,0005,MZ-RM-M525-05,1710,000001000933,394,ST
0000001969,0006,MZ-RM-M525-06,1710,000001000933,394,ST
0000001969,0007,MZ-RM-M525-07,1710,000001000933,394,ST
0000001969,0008,MZ-RM-M525-08,1710,000001000933,394,ST
0000001969,0009,MZ-RM-M525-09,1710,000001000933,394,ST
0000001969,0010,MZ-RM-M525-10,1710,000001000933,394,ST
0000001970,0001,MZ-RM-M500-01,1710,000001000934,126,ST
0000001970,0002,MZ-RM-M500-02,1710,000001000934,126,ST
0000001970,0003,MZ-RM-M500-03,1710,000001000934,126,ST
0000001970,0004,MZ-RM-M500-04,1710,000001000934,252,ST
0000001970,0005,MZ-RM-M500-05,1710,000001000934,126,ST
0000001970,0006,MZ-RM-M500-06,1710,000001000934,126,ST
0000001970,0007,MZ-RM-M500-07,1710,000001000934,126,ST
0000001970,0008,MZ-RM-M500-08,1710,000001000934,126,ST
0000001970,0009,MZ-RM-M500-09,1710,000001000934,126,ST
0000001970,0010,MZ-RM-M500-10,1710,000001000934,126,ST
0000001971,0001,MZ-RM-C990-01,1710,000001000935,253,ST
0000001971,0002,MZ-RM-C990-02,1710,000001000935,253,ST
0000001971,0003,MZ-RM-C990-03,1710,000001000935,253,ST
0000001971,0004,MZ-RM-C990-04,1710,000001000935,506,ST
0000001971,0005,MZ-RM-C990-05,1710,000001000935,253,ST
0000001971,0006,MZ-RM-C990-06,1710,000001000935,253,ST
0000001971,0007,MZ-RM-C990-09,1710,000001000935,253,ST
0000001972,0001,MZ-RM-C950-01,1710,000001000936,235,ST
0000001972,0002,MZ-RM-C950-02,1710,000001000936,235,ST
0000001972,0003,MZ-RM-C950-03,1710,000001000936,235,ST
0000001972,0004,MZ-RM-C950-04,1710,000001000936,470,ST
0000001972,0005,MZ-RM-C950-05,1710,000001000936,235,ST
0000001972,0006,MZ-RM-C950-06,1710,000001000936,235,ST
0000001972,0007,MZ-RM-C950-07,1710,000001000936,235,ST
0000001973,0001,MZ-RM-C900-01,1710,000001000937,376,ST
0000001973,0002,MZ-RM-C900-02,1710,000001000937,376,ST
0000001973,0003,MZ-RM-C900-03,1710,000001000937,376,ST
0000001973,0004,MZ-RM-C900-04,1710,000001000937,752,ST
0000001973,0005,MZ-RM-C900-05,1710,000001000937,376,ST
0000001973,0006,MZ-RM-C900-06,1710,000001000937,376,ST
0000001973,0007,MZ-RM-C900-07,1710,000001000937,376,ST
0000001974,0001,MZ-RM-R300-01,1710,000001000938,56,ST
0000001974,0002,MZ-RM-R300-02,1710,000001000938,56,ST
0000001974,0003,MZ-RM-R300-03,1710,000001000938,56,ST
0000001974,0004,MZ-RM-R300-04,1710,000001000938,112,ST
0000001974,0005,MZ-RM-R300-05,1710,000001000938,56,ST
0000001974,0006,MZ-RM-R300-06,1710,000001000938,56,ST
0000001974,0007,MZ-RM-R300-07,1710,000001000938,56,ST
0000001974,0008,MZ-RM-R300-08,1710,000001000938,56,ST
0000001974,0009,MZ-RM-R300-09,1710,000001000938,56,ST
0000001975,0001,MZ-RM-R200-01,1710,000001000939,57,ST
0000001975,0002,MZ-RM-R200-02,1710,000001000939,57,ST
0000001975,0003,MZ-RM-R200-03,1710,000001000939,57,ST
0000001975,0004,MZ-RM-R200-04,1710,000001000939,114,ST
0000001975,0005,MZ-RM-R200-05,1710,000001000939,57,ST
0000001975,0006,MZ-RM-R200-06,1710,000001000939,57,ST
0000001975,0007,MZ-RM-R200-07,1710,000001000939,57,ST
0000001975,0008,MZ-RM-R200-08,1710,000001000939,57,ST
0000001975,0009,MZ-RM-R200-09,1710,000001000939,57,ST
0000001976,0001,MZ-RM-R100-01,1710,000001000940,109,ST
0000001976,0002,MZ-RM-R100-02,1710,000001000940,109,ST
0000001976,0003,MZ-RM-R100-04,1710,000001000940,109,ST
0000001976,0004,MZ-RM-R100-05,1710,000001000940,218,ST
0000001976,0005,MZ-RM-R100-06,1710,000001000940,109,ST
0000001976,0006,MZ-RM-R100-07,1710,000001000940,109,ST
0000001976,0007,MZ-RM-R100-08,1710,000001000940,109,ST
0000001976,0008,MZ-RM-R100-09,1710,000001000940,109,ST
0000001976,0009,MZ-RM-R100-10,1710,000001000940,109,ST
0000001977,0001,MZ-RM-M550-01,1710,000001000941,48,ST
0000001977,0002,MZ-RM-M550-02,1710,000001000941,48,ST
0000001977,0003,MZ-RM-M550-03,1710,000001000941,48,ST
0000001977,0004,MZ-RM-M550-04,1710,000001000941,96,ST
0000001977,0005,MZ-RM-M550-05,1710,000001000941,48,ST
0000001977,0006,MZ-RM-M550-06,1710,000001000941,48,ST
0000001977,0007,MZ-RM-M550-07,1710,000001000941,48,ST
0000001977,0008,MZ-RM-M550-08,1710,000001000941,48,ST
0000001977,0009,MZ-RM-M550-09,1710,000001000941,48,ST
0000001977,0010,MZ-RM-M550-10,1710,000001000941,48,ST
0000001978,0001,MZ-RM-M525-01,1710,000001000942,242,ST
0000001978,0002,MZ-RM-M525-02,1710,000001000942,242,ST
0000001978,0003,MZ-RM-M525-03,1710,000001000942,242,ST
0000001978,0004,MZ-RM-M525-04,1710,000001000942,484,ST
0000001978,0005,MZ-RM-M525-05,1710,000001000942,242,ST
0000001978,0006,MZ-RM-M525-06,1710,000001000942,242,ST
0000001978,0007,MZ-RM-M525-07,1710,000001000942,242,ST
0000001978,0008,MZ-RM-M525-08,1710,000001000942,242,ST
0000001978,0009,MZ-RM-M525-09,1710,000001000942,242,ST
0000001978,0010,MZ-RM-M525-10,1710,000001000942,242,ST
0000001979,0001,MZ-RM-M500-01,1710,000001000943,185,ST
0000001979,0002,MZ-RM-M500-02,1710,000001000943,185,ST
0000001979,0003,MZ-RM-M500-03,1710,000001000943,185,ST
0000001979,0004,MZ-RM-M500-04,1710,000001000943,370,ST
0000001979,0005,MZ-RM-M500-05,1710,000001000943,185,ST
0000001979,0006,MZ-RM-M500-06,1710,000001000943,185,ST
0000001979,0007,MZ-RM-M500-07,1710,000001000943,185,ST
0000001979,0008,MZ-RM-M500-08,1710,000001000943,185,ST
0000001979,0009,MZ-RM-M500-09,1710,000001000943,185,ST
0000001979,0010,MZ-RM-M500-10,1710,000001000943,185,ST
0000001980,0001,MZ-RM-C990-01,1710,000001000944,150,ST
0000001980,0002,MZ-RM-C990-02,1710,000001000944,150,ST
0000001980,0003,MZ-RM-C990-03,1710,000001000944,150,ST
0000001980,0004,MZ-RM-C990-04,1710,000001000944,300,ST
0000001980,0005,MZ-RM-C990-05,1710,000001000944,150,ST
0000001980,0006,MZ-RM-C990-06,1710,000001000944,150,ST
0000001980,0007,MZ-RM-C990-09,1710,000001000944,150,ST
0000001981,0002,MZ-RM-C950-02,1710,000001000945,206,ST
0000001981,0001,MZ-RM-C950-01,1710,000001000945,206,ST
0000001981,0003,MZ-RM-C950-03,1710,000001000945,206,ST
0000001981,0004,MZ-RM-C950-04,1710,000001000945,412,ST
0000001981,0005,MZ-RM-C950-05,1710,000001000945,206,ST
0000001981,0006,MZ-RM-C950-06,1710,000001000945,206,ST
0000001981,0007,MZ-RM-C950-07,1710,000001000945,206,ST
0000001982,0001,MZ-RM-C900-01,1710,000001000946,377,ST
0000001982,0002,MZ-RM-C900-02,1710,000001000946,377,ST
0000001982,0003,MZ-RM-C900-03,1710,000001000946,377,ST
0000001982,0004,MZ-RM-C900-04,1710,000001000946,754,ST
0000001982,0005,MZ-RM-C900-05,1710,000001000946,377,ST
0000001982,0006,MZ-RM-C900-06,1710,000001000946,377,ST
0000001982,0007,MZ-RM-C900-07,1710,000001000946,377,ST
0000001983,0001,MZ-RM-R300-01,1710,000001000947,56,ST
0000001983,0002,MZ-RM-R300-02,1710,000001000947,56,ST
0000001983,0003,MZ-RM-R300-03,1710,000001000947,56,ST
0000001983,0004,MZ-RM-R300-04,1710,000001000947,112,ST
0000001983,0005,MZ-RM-R300-05,1710,000001000947,56,ST
0000001983,0006,MZ-RM-R300-06,1710,000001000947,56,ST
0000001983,0007,MZ-RM-R300-07,1710,000001000947,56,ST
0000001983,0008,MZ-RM-R300-08,1710,000001000947,56,ST
0000001983,0009,MZ-RM-R300-09,1710,000001000947,56,ST
0000001984,0001,MZ-RM-R200-01,1710,000001000948,57,ST
0000001984,0002,MZ-RM-R200-02,1710,000001000948,57,ST
0000001984,0003,MZ-RM-R200-03,1710,000001000948,57,ST
0000001984,0004,MZ-RM-R200-04,1710,000001000948,114,ST
0000001984,0005,MZ-RM-R200-05,1710,000001000948,57,ST
0000001984,0006,MZ-RM-R200-06,1710,000001000948,57,ST
0000001984,0007,MZ-RM-R200-07,1710,000001000948,57,ST
0000001984,0008,MZ-RM-R200-08,1710,000001000948,57,ST
0000001984,0009,MZ-RM-R200-09,1710,000001000948,57,ST
0000001985,0001,MZ-RM-R100-01,1710,000001000949,109,ST
0000001985,0002,MZ-RM-R100-02,1710,000001000949,109,ST
0000001985,0003,MZ-RM-R100-04,1710,000001000949,109,ST
0000001985,0004,MZ-RM-R100-05,1710,000001000949,218,ST
0000001985,0005,MZ-RM-R100-06,1710,000001000949,109,ST
0000001985,0006,MZ-RM-R100-07,1710,000001000949,109,ST
0000001985,0007,MZ-RM-R100-08,1710,000001000949,109,ST
0000001985,0008,MZ-RM-R100-09,1710,000001000949,109,ST
0000001985,0009,MZ-RM-R100-10,1710,000001000949,109,ST
0000001986,0001,MZ-RM-M550-01,1710,000001000950,48,ST
0000001986,0002,MZ-RM-M550-02,1710,000001000950,48,ST
0000001986,0003,MZ-RM-M550-03,1710,000001000950,48,ST
0000001986,0004,MZ-RM-M550-04,1710,000001000950,96,ST
0000001986,0005,MZ-RM-M550-05,1710,000001000950,48,ST
0000001986,0006,MZ-RM-M550-06,1710,000001000950,48,ST
0000001986,0007,MZ-RM-M550-07,1710,000001000950,48,ST
0000001986,0008,MZ-RM-M550-08,1710,000001000950,48,ST
0000001986,0009,MZ-RM-M550-09,1710,000001000950,48,ST
0000001986,0010,MZ-RM-M550-10,1710,000001000950,48,ST
