MATNR,WERKS,DISPO,DISGR,DISMM,DISLS,BSTMI,BSTMA,BSTFE,BSTRF,BESKZ,SOBSL,LGPRO,EISBE,PLIFZ,WEBAZ,AUSSS,DZEIT,MINBE
RM27,2310,001,,PD,EX,0,0,0,0,F,,231B,0,10,0,0,0,0
SG25,2310,001,,PD,EX,0,0,0,0,X,20,231B,0,10,0,0,1,0
RM12,2310,001,,PD,EX,0,0,0,0,F,,231B,0,5,1,0,0,0
RM33,2310,001,,PD,EX,0,0,0,0,F,,231B,0,10,0,0,0,0
RM34,2310,001,,PD,EX,0,0,0,0,F,,231B,0,10,0,0,0,0
SF-FL-COMB,2310,001,,PD,EX,0,0,0,0,F,,231B,0,10,0,0,0,0
SF-FL-CWEIGHT,2310,001,,PD,EX,0,0,0,0,F,,231B,0,10,0,0,0,0
SF-FL-ELECTRIC,2310,001,,PD,EX,0,0,0,0,F,,231B,0,10,0,0,0,0
SF-FL-TIRE-CUSH,2310,001,,PD,EX,0,0,0,0,F,,231B,0,10,0,0,0,0
SF-FL-TIRE-PNEU,2310,001,,PD,EX,0,0,0,0,F,,231B,0,10,0,0,0,0
SF-FL-FORKSEAT-VXX,2310,001,,PD,EX,0,0,0,0,F,,231B,0,10,0,0,0,0
R-302,2310,001,,PD,EX,0,0,0,0,F,,231C,0,10,1,0,0,0
S-202,2310,001,,D1,H1,0,0,0,0,F,,231B,300,8,0,0,0,700
R-311,2310,001,,PD,EX,0,0,0,0,F,,231C,0,12,0,0,0,0
R-410,2310,001,,PD,EX,0,0,0,0,F,,231C,0,45,0,0,0,0
R-411,2310,001,,PD,EX,0,0,0,0,F,,231C,0,10,0,0,0,0
R-412,2310,001,,PD,EX,0,0,0,0,F,,231C,0,45,0,0,0,0
RM27_1,2310,001,,PD,EX,0,0,0,0,F,,231B,0,10,0,0,0,0
AVC_RBT_BASE_FRAME,2310,001,,PD,EX,0,0,0,0,F,,231B,0,10,0,0,0,0
AVC_RBT_D_ARM_50,2310,001,,PD,EX,0,0,0,0,F,,231B,0,10,0,0,0,0
AVC_RBT_L_ARM_45,2310,001,,PD,EX,0,0,0,0,F,,231B,0,10,0,0,0,0
RM120,1810,001,,PD,EX,0,0,0,0,F,,181B,0,10,0,0,0,0
RM122,1810,001,,PD,EX,0,0,0,0,F,,181B,0,10,0,0,0,0
RM27,1810,001,,PD,EX,0,0,0,0,F,,181B,0,10,0,0,0,0
SG25,1810,001,,PD,EX,0,0,0,0,X,20,181B,0,10,0,0,1,0
RM12,1810,001,,PD,EX,0,0,0,0,F,,181B,0,5,1,0,0,0
RM33,1810,001,,PD,EX,0,0,0,0,F,,181B,0,10,0,0,0,0
RM34,1810,001,,PD,EX,0,0,0,0,F,,181B,0,10,0,0,0,0
SF-FL-COMB,1810,001,,PD,EX,0,0,0,0,F,,181B,0,10,0,0,0,0
SF-FL-CWEIGHT,1810,001,,PD,EX,0,0,0,0,F,,181B,0,10,0,0,0,0
SF-FL-ELECTRIC,1810,001,,PD,EX,0,0,0,0,F,,181B,0,10,0,0,0,0
SF-FL-TIRE-CUSH,1810,001,,PD,EX,0,0,0,0,F,,181B,0,10,0,0,0,0
SF-FL-TIRE-PNEU,1810,001,,PD,EX,0,0,0,0,F,,181B,0,10,0,0,0,0
SF-FL-FORKSEAT-VXX,1810,001,,PD,EX,0,0,0,0,F,,181B,0,10,0,0,0,0
R-302,1810,001,,PD,EX,0,0,0,0,F,,181C,0,10,1,0,0,0
S-202,1810,001,,D1,H1,0,0,0,0,F,,181B,300,8,0,0,0,700
R-311,1810,001,,PD,EX,0,0,0,0,F,,181C,0,12,0,0,0,0
R-410,1810,001,,PD,EX,0,0,0,0,F,,181C,0,45,0,0,0,0
R-411,1810,001,,PD,EX,0,0,0,0,F,,181C,0,10,0,0,0,0
R-412,1810,001,,PD,EX,0,0,0,0,F,,181C,0,45,0,0,0,0
RM27_1,1810,001,,PD,EX,0,0,0,0,F,,181B,0,10,0,0,0,0
AVC_RBT_BASE_FRAME,1810,001,,PD,EX,0,0,0,0,F,,181B,0,10,0,0,0,0
AVC_RBT_D_ARM_50,1810,001,,PD,EX,0,0,0,0,F,,181B,0,10,0,0,0,0
AVC_RBT_L_ARM_45,1810,001,,PD,EX,0,0,0,0,F,,181B,0,10,0,0,0,0
RM120,4210,001,,PD,EX,0,0,0,0,F,,421B,0,10,0,0,0,0
RM122,4210,001,,PD,EX,0,0,0,0,F,,421B,0,10,0,0,0,0
RM27,4210,001,,PD,EX,0,0,0,0,F,,421B,0,10,0,0,0,0
SG25,4210,001,,PD,EX,0,0,0,0,X,20,421B,0,10,0,0,1,0
RM12,4210,001,,PD,EX,0,0,0,0,F,,421B,0,5,1,0,0,0
RM33,4210,001,,PD,EX,0,0,0,0,F,,421B,0,10,0,0,0,0
RM34,4210,001,,PD,EX,0,0,0,0,F,,421B,0,10,0,0,0,0
SF-FL-COMB,4210,001,,PD,EX,0,0,0,0,F,,421B,0,10,0,0,0,0
SF-FL-CWEIGHT,4210,001,,PD,EX,0,0,0,0,F,,421B,0,10,0,0,0,0
SF-FL-ELECTRIC,4210,001,,PD,EX,0,0,0,0,F,,421B,0,10,0,0,0,0
SF-FL-TIRE-CUSH,4210,001,,PD,EX,0,0,0,0,F,,421B,0,10,0,0,0,0
SF-FL-TIRE-PNEU,4210,001,,PD,EX,0,0,0,0,F,,421B,0,10,0,0,0,0
SF-FL-FORKSEAT-VXX,4210,001,,PD,EX,0,0,0,0,F,,421B,0,10,0,0,0,0
R-302,4210,001,,PD,EX,0,0,0,0,F,,421C,0,10,1,0,0,0
S-202,4210,001,,D1,H1,0,0,0,0,F,,421B,300,8,0,0,0,700
R-311,4210,001,,PD,EX,0,0,0,0,F,,421C,0,12,0,0,0,0
R-410,4210,001,,PD,EX,0,0,0,0,F,,421C,0,45,0,0,0,0
R-411,4210,001,,PD,EX,0,0,0,0,F,,421C,0,10,0,0,0,0
R-412,4210,001,,PD,EX,0,0,0,0,F,,421C,0,45,0,0,0,0
RM27_1,4210,001,,PD,EX,0,0,0,0,F,,421B,0,10,0,0,0,0
AVC_RBT_BASE_FRAME,4210,001,,PD,EX,0,0,0,0,F,,421B,0,10,0,0,0,0
AVC_RBT_D_ARM_50,4210,001,,PD,EX,0,0,0,0,F,,421B,0,10,0,0,0,0
AVC_RBT_L_ARM_45,4210,001,,PD,EX,0,0,0,0,F,,421B,0,10,0,0,0,0
RM120,5110,001,,PD,EX,0,0,0,0,F,,511B,0,10,0,0,0,0
RM122,5110,001,,PD,EX,0,0,0,0,F,,511B,0,10,0,0,0,0
RM27,5110,001,,PD,EX,0,0,0,0,F,,511B,0,10,0,0,0,0
SG25,5110,001,,PD,EX,0,0,0,0,X,20,511B,0,10,0,0,1,0
RM12,5110,001,,PD,EX,0,0,0,0,F,,511B,0,5,1,0,0,0
RM33,5110,001,,PD,EX,0,0,0,0,F,,511B,0,10,0,0,0,0
RM34,5110,001,,PD,EX,0,0,0,0,F,,511B,0,10,0,0,0,0
R-302,5110,001,,PD,EX,0,0,0,0,F,,511C,0,10,1,0,0,0
S-202,5110,001,,D1,H1,0,0,0,0,F,,511B,300,8,0,0,0,700
R-311,5110,001,,PD,EX,0,0,0,0,F,,511C,0,12,0,0,0,0
R-410,5110,001,,PD,EX,0,0,0,0,F,,511C,0,45,0,0,0,0
R-411,5110,001,,PD,EX,0,0,0,0,F,,511C,0,10,0,0,0,0
R-412,5110,001,,PD,EX,0,0,0,0,F,,511C,0,45,0,0,0,0
RM27_1,5110,001,,PD,EX,0,0,0,0,F,,511B,0,10,0,0,0,0
AVC_RBT_BASE_FRAME,5110,001,,PD,EX,0,0,0,0,F,,511B,0,10,0,0,0,0
AVC_RBT_D_ARM_50,5110,001,,PD,EX,0,0,0,0,F,,511B,0,10,0,0,0,0
AVC_RBT_L_ARM_45,5110,001,,PD,EX,0,0,0,0,F,,511B,0,10,0,0,0,0
RM120,6210,001,,PD,EX,0,0,0,0,F,,621B,0,10,0,0,0,0
RM122,6210,001,,PD,EX,0,0,0,0,F,,621B,0,10,0,0,0,0
RM27,6210,001,,PD,EX,0,0,0,0,F,,621B,0,10,0,0,0,0
SG25,6210,001,,PD,EX,0,0,0,0,X,20,621B,0,10,0,0,1,0
RM12,6210,001,,PD,EX,0,0,0,0,F,,621B,0,5,1,0,0,0
RM33,6210,001,,PD,EX,0,0,0,0,F,,621B,0,10,0,0,0,0
RM34,6210,001,,PD,EX,0,0,0,0,F,,621B,0,10,0,0,0,0
SF-FL-COMB,6210,001,,PD,EX,0,0,0,0,F,,621B,0,10,0,0,0,0
SF-FL-CWEIGHT,6210,001,,PD,EX,0,0,0,0,F,,621B,0,10,0,0,0,0
SF-FL-ELECTRIC,6210,001,,PD,EX,0,0,0,0,F,,621B,0,10,0,0,0,0
SF-FL-TIRE-CUSH,6210,001,,PD,EX,0,0,0,0,F,,621B,0,10,0,0,0,0
SF-FL-TIRE-PNEU,6210,001,,PD,EX,0,0,0,0,F,,621B,0,10,0,0,0,0
SF-FL-FORKSEAT-VXX,6210,001,,PD,EX,0,0,0,0,F,,621B,0,10,0,0,0,0
R-302,6210,001,,PD,EX,0,0,0,0,F,,621C,0,10,1,0,0,0
S-202,6210,001,,D1,H1,0,0,0,0,F,,621B,300,8,0,0,0,700
R-311,6210,001,,PD,EX,0,0,0,0,F,,621C,0,12,0,0,0,0
R-410,6210,001,,PD,EX,0,0,0,0,F,,621C,0,45,0,0,0,0
R-411,6210,001,,PD,EX,0,0,0,0,F,,621C,0,10,0,0,0,0
R-412,6210,001,,PD,EX,0,0,0,0,F,,621C,0,45,0,0,0,0
RM27_1,6210,001,,PD,EX,0,0,0,0,F,,621B,0,10,0,0,0,0
AVC_RBT_BASE_FRAME,6210,001,,PD,EX,0,0,0,0,F,,621B,0,10,0,0,0,0
AVC_RBT_D_ARM_50,6210,001,,PD,EX,0,0,0,0,F,,621B,0,10,0,0,0,0
AVC_RBT_L_ARM_45,6210,001,,PD,EX,0,0,0,0,F,,621B,0,10,0,0,0,0
RM120,1110,001,,PD,EX,0,0,0,0,F,,111B,0,10,0,0,0,0
RM122,1110,001,,PD,EX,0,0,0,0,F,,111B,0,10,0,0,0,0
RM27,1110,001,,PD,EX,0,0,0,0,F,,111B,0,10,0,0,0,0
SG25,1110,001,,PD,EX,0,0,0,0,X,20,111B,0,10,0,0,1,0
RM12,1110,001,,PD,EX,0,0,0,0,F,,111B,0,5,1,0,0,0
RM33,1110,001,,PD,EX,0,0,0,0,F,,111B,0,10,0,0,0,0
RM34,1110,001,,PD,EX,0,0,0,0,F,,111B,0,10,0,0,0,0
SF-FL-COMB,1110,001,,PD,EX,0,0,0,0,F,,111B,0,10,0,0,0,0
SF-FL-CWEIGHT,1110,001,,PD,EX,0,0,0,0,F,,111B,0,10,0,0,0,0
SF-FL-ELECTRIC,1110,001,,PD,EX,0,0,0,0,F,,111B,0,10,0,0,0,0
SF-FL-TIRE-CUSH,1110,001,,PD,EX,0,0,0,0,F,,111B,0,10,0,0,0,0
SF-FL-TIRE-PNEU,1110,001,,PD,EX,0,0,0,0,F,,111B,0,10,0,0,0,0
SF-FL-FORKSEAT-VXX,1110,001,,PD,EX,0,0,0,0,F,,111B,0,10,0,0,0,0
R-302,1110,001,,PD,EX,0,0,0,0,F,,111C,0,10,1,0,0,0
S-202,1110,001,,D1,H1,0,0,0,0,F,,111B,300,8,0,0,0,700
R-311,1110,001,,PD,EX,0,0,0,0,F,,111C,0,12,0,0,0,0
R-410,1110,001,,PD,EX,0,0,0,0,F,,111C,0,45,0,0,0,0
R-411,1110,001,,PD,EX,0,0,0,0,F,,111C,0,10,0,0,0,0
R-412,1110,001,,PD,EX,0,0,0,0,F,,111C,0,45,0,0,0,0
RM27_1,1110,001,,PD,EX,0,0,0,0,F,,111B,0,10,0,0,0,0
AVC_RBT_BASE_FRAME,1110,001,,PD,EX,0,0,0,0,F,,111B,0,10,0,0,0,0
AVC_RBT_D_ARM_50,1110,001,,PD,EX,0,0,0,0,F,,111B,0,10,0,0,0,0
AVC_RBT_L_ARM_45,1110,001,,PD,EX,0,0,0,0,F,,111B,0,10,0,0,0,0
RM120,1210,001,,PD,EX,0,0,0,0,F,,121B,0,10,0,0,0,0
RM122,1210,001,,PD,EX,0,0,0,0,F,,121B,0,10,0,0,0,0
RM27,1210,001,,PD,EX,0,0,0,0,F,,121B,0,10,0,0,0,0
SG25,1210,001,,PD,EX,0,0,0,0,X,20,121B,0,10,0,0,1,0
RM12,1210,001,,PD,EX,0,0,0,0,F,,121B,0,5,1,0,0,0
RM33,1210,001,,PD,EX,0,0,0,0,F,,121B,0,10,0,0,0,0
RM34,1210,001,,PD,EX,0,0,0,0,F,,121B,0,10,0,0,0,0
SF-FL-COMB,1210,001,,PD,EX,0,0,0,0,F,,121B,0,10,0,0,0,0
SF-FL-CWEIGHT,1210,001,,PD,EX,0,0,0,0,F,,121B,0,10,0,0,0,0
SF-FL-ELECTRIC,1210,001,,PD,EX,0,0,0,0,F,,121B,0,10,0,0,0,0
SF-FL-TIRE-CUSH,1210,001,,PD,EX,0,0,0,0,F,,121B,0,10,0,0,0,0
SF-FL-TIRE-PNEU,1210,001,,PD,EX,0,0,0,0,F,,121B,0,10,0,0,0,0
SF-FL-FORKSEAT-VXX,1210,001,,PD,EX,0,0,0,0,F,,121B,0,10,0,0,0,0
R-302,1210,001,,PD,EX,0,0,0,0,F,,121C,0,10,1,0,0,0
S-202,1210,001,,D1,H1,0,0,0,0,F,,121B,300,8,0,0,0,700
R-311,1210,001,,PD,EX,0,0,0,0,F,,121C,0,12,0,0,0,0
R-410,1210,001,,PD,EX,0,0,0,0,F,,121C,0,45,0,0,0,0
R-411,1210,001,,PD,EX,0,0,0,0,F,,121C,0,10,0,0,0,0
R-412,1210,001,,PD,EX,0,0,0,0,F,,121C,0,45,0,0,0,0
RM27_1,1210,001,,PD,EX,0,0,0,0,F,,121B,0,10,0,0,0,0
AVC_RBT_BASE_FRAME,1210,001,,PD,EX,0,0,0,0,F,,121B,0,10,0,0,0,0
AVC_RBT_D_ARM_50,1210,001,,PD,EX,0,0,0,0,F,,121B,0,10,0,0,0,0
AVC_RBT_L_ARM_45,1210,001,,PD,EX,0,0,0,0,F,,121B,0,10,0,0,0,0
RM120,4510,001,,PD,EX,0,0,0,0,F,,451B,0,10,0,0,0,0
RM122,4510,001,,PD,EX,0,0,0,0,F,,451B,0,10,0,0,0,0
RM27,4510,001,,PD,EX,0,0,0,0,F,,451B,0,10,0,0,0,0
SG25,4510,001,,PD,EX,0,0,0,0,X,20,451B,0,10,0,0,1,0
RM12,4510,001,,PD,EX,0,0,0,0,F,,451B,0,5,1,0,0,0
RM33,4510,001,,PD,EX,0,0,0,0,F,,451B,0,10,0,0,0,0
RM34,4510,001,,PD,EX,0,0,0,0,F,,451B,0,10,0,0,0,0
SF-FL-COMB,4510,001,,PD,EX,0,0,0,0,F,,451B,0,10,0,0,0,0
SF-FL-CWEIGHT,4510,001,,PD,EX,0,0,0,0,F,,451B,0,10,0,0,0,0
SF-FL-ELECTRIC,4510,001,,PD,EX,0,0,0,0,F,,451B,0,10,0,0,0,0
SF-FL-TIRE-CUSH,4510,001,,PD,EX,0,0,0,0,F,,451B,0,10,0,0,0,0
SF-FL-TIRE-PNEU,4510,001,,PD,EX,0,0,0,0,F,,451B,0,10,0,0,0,0
SF-FL-FORKSEAT-VXX,4510,001,,PD,EX,0,0,0,0,F,,451B,0,10,0,0,0,0
R-302,4510,001,,PD,EX,0,0,0,0,F,,451C,0,10,1,0,0,0
S-202,4510,001,,D1,H1,0,0,0,0,F,,451B,300,8,0,0,0,700
R-311,4510,001,,PD,EX,0,0,0,0,F,,451C,0,12,0,0,0,0
R-410,4510,001,,PD,EX,0,0,0,0,F,,451C,0,45,0,0,0,0
R-411,4510,001,,PD,EX,0,0,0,0,F,,451C,0,10,0,0,0,0
R-412,4510,001,,PD,EX,0,0,0,0,F,,451C,0,45,0,0,0,0
RM27_1,4510,001,,PD,EX,0,0,0,0,F,,451B,0,10,0,0,0,0
AVC_RBT_BASE_FRAME,4510,001,,PD,EX,0,0,0,0,F,,451B,0,10,0,0,0,0
AVC_RBT_D_ARM_50,4510,001,,PD,EX,0,0,0,0,F,,451B,0,10,0,0,0,0
AVC_RBT_L_ARM_45,4510,001,,PD,EX,0,0,0,0,F,,451B,0,10,0,0,0,0
RM120,2410,001,,PD,EX,0,0,0,0,F,,241B,0,10,0,0,0,0
RM122,2410,001,,PD,EX,0,0,0,0,F,,241B,0,10,0,0,0,0
RM27,2410,001,,PD,EX,0,0,0,0,F,,241B,0,10,0,0,0,0
SG25,2410,001,,PD,EX,0,0,0,0,X,20,241B,0,10,0,0,1,0
RM12,2410,001,,PD,EX,0,0,0,0,F,,241B,0,5,1,0,0,0
RM33,2410,001,,PD,EX,0,0,0,0,F,,241B,0,10,0,0,0,0
RM34,2410,001,,PD,EX,0,0,0,0,F,,241B,0,10,0,0,0,0
SF-FL-COMB,2410,001,,PD,EX,0,0,0,0,F,,241B,0,10,0,0,0,0
SF-FL-CWEIGHT,2410,001,,PD,EX,0,0,0,0,F,,241B,0,10,0,0,0,0
SF-FL-ELECTRIC,2410,001,,PD,EX,0,0,0,0,F,,241B,0,10,0,0,0,0
SF-FL-TIRE-CUSH,2410,001,,PD,EX,0,0,0,0,F,,241B,0,10,0,0,0,0
SF-FL-TIRE-PNEU,2410,001,,PD,EX,0,0,0,0,F,,241B,0,10,0,0,0,0
SF-FL-FORKSEAT-VXX,2410,001,,PD,EX,0,0,0,0,F,,241B,0,10,0,0,0,0
R-302,2410,001,,PD,EX,0,0,0,0,F,,241C,0,10,1,0,0,0
S-202,2410,001,,D1,H1,0,0,0,0,F,,241B,300,8,0,0,0,700
R-311,2410,001,,PD,EX,0,0,0,0,F,,241C,0,12,0,0,0,0
R-410,2410,001,,PD,EX,0,0,0,0,F,,241C,0,45,0,0,0,0
R-411,2410,001,,PD,EX,0,0,0,0,F,,241C,0,10,0,0,0,0
R-412,2410,001,,PD,EX,0,0,0,0,F,,241C,0,45,0,0,0,0
RM27_1,2410,001,,PD,EX,0,0,0,0,F,,241B,0,10,0,0,0,0
AVC_RBT_BASE_FRAME,2410,001,,PD,EX,0,0,0,0,F,,241B,0,10,0,0,0,0
AVC_RBT_D_ARM_50,2410,001,,PD,EX,0,0,0,0,F,,241B,0,10,0,0,0,0
AVC_RBT_L_ARM_45,2410,001,,PD,EX,0,0,0,0,F,,241B,0,10,0,0,0,0
RM120,3210,001,,PD,EX,0,0,0,0,F,,321B,0,10,0,0,0,0
RM122,3210,001,,PD,EX,0,0,0,0,F,,321B,0,10,0,0,0,0
RM20,3210,001,,PD,EX,0,0,0,0,F,,321B,0,10,0,0,0,0
RM27,3210,001,,PD,EX,0,0,0,0,F,,321B,0,10,0,0,0,0
SG25,3210,001,,PD,EX,0,0,0,0,X,20,321B,0,10,0,0,1,0
RM12,3210,001,,PD,EX,0,0,0,0,F,,321B,0,5,1,0,0,0
RM33,3210,001,,PD,EX,0,0,0,0,F,,321B,0,10,0,0,0,0
RM34,3210,001,,PD,EX,0,0,0,0,F,,321B,0,10,0,0,0,0
SG2_DS,1010,001,,PD,EX,0,0,0,0,E,,101B,0,10,0,0,1,0
SG2_DS,1710,001,,PD,EX,0,0,0,0,E,,171B,0,10,0,0,1,0
SG124,1010,001,,PD,EX,0,0,0,0,E,,101B,0,10,0,0,1,0
SG21,1010,001,,PD,EX,0,0,0,0,E,,101B,0,10,0,0,1,0
SG23,1010,001,,PD,EX,0,0,0,0,X,30,101B,0,10,0,0,1,0
SG27,1010,001,,PD,EX,0,0,0,0,F,30,101B,0,10,0,0,1,0
SG224,1010,001,,PD,EX,0,0,0,0,E,,101B,0,10,0,0,1,0
SGPI001,1010,001,,PD,EX,0,0,0,0,E,,101B,0,0,0,0,1,0
RMPI001,1010,001,,PD,EX,0,0,0,0,F,,101B,0,5,1,0,0,0
RMPI002,1010,001,,PD,EX,0,0,0,0,F,,101B,0,5,1,0,0,0
S-208,1010,001,,PD,EX,0,0,0,0,E,,101B,0,0,0,0,5,0
S-210,1010,001,,PD,EX,0,0,0,0,E,,101B,0,0,0,0,2,0
S-315,1010,001,,PD,EX,0,0,0,0,E,,101B,0,0,0,0,4,0
S-310,1010,001,,PD,EX,0,0,0,0,E,,101B,0,0,0,0,4,0
SG2_DS,1010,001,,PD,EX,0,0,0,0,E,,101B,0,10,0,0,1,0
SG124,1710,001,,PD,EX,0,0,0,0,E,,171B,0,10,0,0,1,0
SG21,1710,001,,PD,EX,0,0,0,0,E,,171B,0,10,0,0,1,0
SG23,1710,001,,PD,EX,0,0,0,0,X,30,171B,0,10,0,0,1,0
SG27,1710,001,,PD,EX,0,0,0,0,F,30,171B,0,10,0,0,1,0
SG224,1710,001,,PD,EX,0,0,0,0,E,,171B,0,10,0,0,1,0
SGPI001,1710,001,,PD,EX,0,0,0,0,E,,171B,0,0,0,0,1,0
RMPI001,1710,001,,PD,EX,0,0,0,0,F,,171B,0,5,1,0,0,0
R-401,1710,001,,D1,H1,0,0,0,0,F,,171C,1326,20,0,0,0,4726
S-208,1710,001,,PD,EX,0,0,0,0,E,,171B,0,0,0,0,5,0
S-210,1710,001,,PD,EX,0,0,0,0,E,,171B,0,0,0,0,2,0
S-315,1710,001,,PD,EX,0,0,0,0,E,,171B,0,0,0,0,4,0
S-310,1710,001,,PD,EX,0,0,0,0,E,,171B,0,0,0,0,4,0
SG2_DS,1710,001,,PD,EX,0,0,0,0,E,,171B,0,10,0,0,1,0
SG124,6410,001,,PD,EX,0,0,0,0,E,,641B,0,10,0,0,1,0
SG21,6410,001,,PD,EX,0,0,0,0,E,,641B,0,10,0,0,1,0
SG23,6410,001,,PD,EX,0,0,0,0,X,30,641B,0,10,0,0,1,0
SG27,6410,001,,PD,EX,0,0,0,0,F,30,641B,0,10,0,0,1,0
SG224,6410,001,,PD,EX,0,0,0,0,E,,641B,0,10,0,0,1,0
SGPI001,6410,001,,PD,EX,0,0,0,0,E,,641B,0,0,0,0,1,0
RMPI001,6410,001,,PD,EX,0,0,0,0,F,,641B,0,5,1,0,0,0
R-401,6410,001,,D1,H1,0,0,0,0,F,,641C,1326,20,0,0,0,4726
S-208,6410,001,,PD,EX,0,0,0,0,E,,641B,0,0,0,0,5,0
S-210,6410,001,,PD,EX,0,0,0,0,E,,641B,0,0,0,0,2,0
S-315,6410,001,,PD,EX,0,0,0,0,E,,641B,0,0,0,0,4,0
S-310,6410,001,,PD,EX,0,0,0,0,E,,641B,0,0,0,0,4,0
SG124,6310,001,,PD,EX,0,0,0,0,E,,631B,0,10,0,0,1,0
SG21,6310,001,,PD,EX,0,0,0,0,E,,631B,0,10,0,0,1,0
SG23,6310,001,,PD,EX,0,0,0,0,X,30,631B,0,10,0,0,1,0
SG27,6310,001,,PD,EX,0,0,0,0,F,30,631B,0,10,0,0,1,0
SG224,6310,001,,PD,EX,0,0,0,0,E,,631B,0,10,0,0,1,0
SGPI001,6310,001,,PD,EX,0,0,0,0,E,,631B,0,0,0,0,1,0
RMPI001,6310,001,,PD,EX,0,0,0,0,F,,631B,0,5,1,0,0,0
R-401,6310,001,,D1,H1,0,0,0,0,F,,631C,1326,20,0,0,0,4726
S-208,6310,001,,PD,EX,0,0,0,0,E,,631B,0,0,0,0,5,0
S-210,6310,001,,PD,EX,0,0,0,0,E,,631B,0,0,0,0,2,0
S-315,6310,001,,PD,EX,0,0,0,0,E,,631B,0,0,0,0,4,0
S-310,6310,001,,PD,EX,0,0,0,0,E,,631B,0,0,0,0,4,0
SG124,3610,001,,PD,EX,0,0,0,0,E,,361B,0,10,0,0,1,0
SG21,3610,001,,PD,EX,0,0,0,0,E,,361B,0,10,0,0,1,0
SG23,3610,001,,PD,EX,0,0,0,0,X,30,361B,0,10,0,0,1,0
SG27,3610,001,,PD,EX,0,0,0,0,F,30,361B,0,10,0,0,1,0
SG224,3610,001,,PD,EX,0,0,0,0,E,,361B,0,10,0,0,1,0
SGPI001,3610,001,,PD,EX,0,0,0,0,E,,361B,0,0,0,0,1,0
RMPI001,3610,001,,PD,EX,0,0,0,0,F,,361B,0,5,1,0,0,0
S-208,3610,001,,PD,EX,0,0,0,0,E,,361B,0,0,0,0,5,0
S-210,3610,001,,PD,EX,0,0,0,0,E,,361B,0,0,0,0,2,0
S-315,3610,001,,PD,EX,0,0,0,0,E,,361B,0,0,0,0,4,0
S-310,3610,001,,PD,EX,0,0,0,0,E,,361B,0,0,0,0,4,0
SG124,6810,001,,PD,EX,0,0,0,0,E,,681B,0,10,0,0,1,0
SG21,6810,001,,PD,EX,0,0,0,0,E,,681B,0,10,0,0,1,0
SG23,6810,001,,PD,EX,0,0,0,0,X,30,681B,0,10,0,0,1,0
SG27,6810,001,,PD,EX,0,0,0,0,F,30,681B,0,10,0,0,1,0
SG224,6810,001,,PD,EX,0,0,0,0,E,,681B,0,10,0,0,1,0
SGPI001,6810,001,,PD,EX,0,0,0,0,E,,681B,0,0,0,0,1,0
RMPI001,6810,001,,PD,EX,0,0,0,0,F,,681B,0,5,1,0,0,0
RMPI002,6810,001,,PD,EX,0,0,0,0,F,,681B,0,5,1,0,0,0
S-208,6810,001,,PD,EX,0,0,0,0,E,,681B,0,0,0,0,5,0
S-210,6810,001,,PD,EX,0,0,0,0,E,,681B,0,0,0,0,2,0
S-315,6810,001,,PD,EX,0,0,0,0,E,,681B,0,0,0,0,4,0
S-310,6810,001,,PD,EX,0,0,0,0,E,,681B,0,0,0,0,4,0
SG124,2710,001,,PD,EX,0,0,0,0,E,,271B,0,10,0,0,1,0
SG21,2710,001,,PD,EX,0,0,0,0,E,,271B,0,10,0,0,1,0
SG23,2710,001,,PD,EX,0,0,0,0,X,30,271B,0,10,0,0,1,0
SG27,2710,001,,PD,EX,0,0,0,0,F,30,271B,0,10,0,0,1,0
SG224,2710,001,,PD,EX,0,0,0,0,E,,271B,0,10,0,0,1,0
SGPI001,2710,001,,PD,EX,0,0,0,0,E,,271B,0,0,0,0,1,0
RMPI001,2710,001,,PD,EX,0,0,0,0,F,,271B,0,5,1,0,0,0
RMPI002,2710,001,,PD,EX,0,0,0,0,F,,271B,0,5,1,0,0,0
R-401,2710,001,,D1,H1,0,0,0,0,F,,271C,1326,20,0,0,0,4726
S-208,2710,001,,PD,EX,0,0,0,0,E,,271B,0,0,0,0,5,0
S-210,2710,001,,PD,EX,0,0,0,0,E,,271B,0,0,0,0,2,0
S-315,2710,001,,PD,EX,0,0,0,0,E,,271B,0,0,0,0,4,0
S-310,2710,001,,PD,EX,0,0,0,0,E,,271B,0,0,0,0,4,0
SG124,6110,001,,PD,EX,0,0,0,0,E,,611B,0,10,0,0,1,0
SG21,6110,001,,PD,EX,0,0,0,0,E,,611B,0,10,0,0,1,0
SG23,6110,001,,PD,EX,0,0,0,0,X,30,611B,0,10,0,0,1,0
SG27,6110,001,,PD,EX,0,0,0,0,F,30,611B,0,10,0,0,1,0
SG224,6110,001,,PD,EX,0,0,0,0,E,,611B,0,10,0,0,1,0
SGPI001,6110,001,,PD,EX,0,0,0,0,E,,611B,0,0,0,0,1,0
RMPI001,6110,001,,PD,EX,0,0,0,0,F,,611B,0,5,1,0,0,0
R-401,6110,001,,D1,H1,0,0,0,0,F,,611C,1326,20,0,0,0,4726
S-208,6110,001,,PD,EX,0,0,0,0,E,,611B,0,0,0,0,5,0
S-210,6110,001,,PD,EX,0,0,0,0,E,,611B,0,0,0,0,2,0
S-315,6110,001,,PD,EX,0,0,0,0,E,,611B,0,0,0,0,4,0
S-310,6110,001,,PD,EX,0,0,0,0,E,,611B,0,0,0,0,4,0
SG124,1910,001,,PD,EX,0,0,0,0,E,,191B,0,10,0,0,1,0
