MATNR,VKORG,VTWEG,DWERK,KONDM,MVGR1
SDBOMLUMFHD,2810,10,2810,,
SDBOMLUMFIT01,2810,10,2810,,
SDBOMLUMFIT02,2810,10,2810,,
CM-FL-V01,2810,10,2810,,
SF-FL-COMB,2810,10,2810,,
SF-FL-CWEIGHT,2810,10,2810,,
SF-FL-ELECTRIC,2810,10,2810,,
SF-FL-TIRE-CUSH,2810,10,2810,,
SF-FL-TIRE-PNEU,2810,10,2810,,
CM-MLFL-KM-VXX,2810,10,2810,,
SF-FL-FORKSEAT-VXX,2810,10,2810,,
CM-FL-V00,2810,10,2810,,
FG-FL-MV-V00,2810,10,2810,,
FG-FL-MV-V01,2810,10,2810,,
FG-FL-MV-V02,2810,10,2810,,
F-10A,2810,10,2810,,
F-10B,2810,10,2810,,
R-302,2810,10,2810,,
R-401,2810,10,2810,,
S-201,2810,10,2810,,
S-202,2810,10,2810,,
S-301,2810,10,2810,,
S-203,2810,10,2810,,
F-20A,2810,10,2810,,
R-311,2810,10,2810,,
R-410,2810,10,2810,,
R-411,2810,10,2810,,
R-412,2810,10,2810,,
S-208,2810,10,2810,,
S-210,2810,10,2810,,
S-310,2810,10,2810,,
S-315,2810,10,2810,,
SG26,2810,10,2810,,
FG1_CP,2810,10,2810,,
RM1_CP,2810,10,2810,,
RM2_CP,2810,10,2810,,
SG1_CP,2810,10,2810,,
FG2_CP,2810,10,2810,,
RMJIT01,2810,10,2810,,
RMJIT02,2810,10,2810,,
SGJIT01,2810,10,2810,,
SGJIT02,2810,10,2810,,
FG111,2810,10,2810,,
FG111_A,2810,10,2810,,
FG111_B,2810,10,2810,,
FG111_C,2810,10,2810,,
RM27_1,2810,10,2810,,
FG29-1,2810,10,2810,,
FG6200,2810,10,2810,,
SG6100,2810,10,2810,,
FG6500,2810,10,2810,,
AVC_RBT_BASE_FRAME,2810,10,2810,,
AVC_RBT_CNTRL_CAB,2810,10,2810,,
AVC_RBT_D_ARM_50,2810,10,2810,,
AVC_RBT_L_ARM_45,2810,10,2810,,
AVC_RBT_SEALING,2810,10,2810,,
AVC_RBT_APPL_UNIT,2810,10,2810,,
AVC_RBT_BUNDLE,2810,10,2810,,
AVC_RBT_CNTRL_BRD,2810,10,2810,,
AVC_RBT_CNTRL_UNIT,2810,10,2810,,
AVC_RBT_ROBOT,2810,10,2810,,
TG11,3510,10,3510,,
FG126,3510,10,3510,,
RM12,3510,10,3510,,
RM120,3510,10,3510,,
RM122,3510,10,3510,,
RM124,3510,10,3510,,
RM128,3510,10,3510,,
RM13,3510,10,3510,,
RM14,3510,10,3510,,
RM16,3510,10,3510,,
RM20,3510,10,3510,,
RM27,3510,10,3510,,
SG124,3510,10,3510,,
SG21,3510,10,3510,,
SG22,3510,10,3510,,
SG224,3510,10,3510,,
SG25,3510,10,3510,,
FG29,3510,10,3510,,
SG24,3510,10,3510,,
SG23,3510,10,3510,,
TG11,2610,10,2610,,
FG126,2610,10,2610,,
RM12,2610,10,2610,,
RM120,2610,10,2610,,
RM122,2610,10,2610,,
RM124,2610,10,2610,,
RM128,2610,10,2610,,
RM13,2610,10,2610,,
RM14,2610,10,2610,,
RM16,2610,10,2610,,
RM20,2610,10,2610,,
RM27,2610,10,2610,,
SG124,2610,10,2610,,
SG21,2610,10,2610,,
SG22,2610,10,2610,,
SG224,2610,10,2610,,
SG25,2610,10,2610,,
FG29,2610,10,2610,,
SG24,2610,10,2610,,
SG23,2610,10,2610,,
RM129,2610,10,2610,,
FG228,2610,10,2610,,
RM33,2610,10,2610,,
RM34,2610,10,2610,,
SG27,2610,10,2610,,
FG233,2610,10,2610,,
SGPI001-V00,2610,10,2610,,
RMPI001,2610,10,2610,,
RMPI002,2610,10,2610,,
RMPI003,2610,10,2610,,
RMPI004,2610,10,2610,,
RMPI005,2610,10,2610,,
QM006,2610,10,2610,,
SDBOMERLAHD,2610,10,2610,,
SDBOMERLAIT01,2610,10,2610,,
SDBOMERLAIT02,2610,10,2610,,
SDBOMLUMFHD,2610,10,2610,,
SDBOMLUMFIT01,2610,10,2610,,
SDBOMLUMFIT02,2610,10,2610,,
CM-FL-V01,2610,10,2610,,
SF-FL-COMB,2610,10,2610,,
SF-FL-CWEIGHT,2610,10,2610,,
SF-FL-ELECTRIC,2610,10,2610,,
SF-FL-TIRE-CUSH,2610,10,2610,,
SF-FL-TIRE-PNEU,2610,10,2610,,
CM-MLFL-KM-VXX,2610,10,2610,,
SF-FL-FORKSEAT-VXX,2610,10,2610,,
CM-FL-V00,2610,10,2610,,
FG-FL-MV-V00,2610,10,2610,,
FG-FL-MV-V01,2610,10,2610,,
FG-FL-MV-V02,2610,10,2610,,
F-10A,2610,10,2610,,
F-10B,2610,10,2610,,
R-302,2610,10,2610,,
R-401,2610,10,2610,,
S-201,2610,10,2610,,
S-202,2610,10,2610,,
S-301,2610,10,2610,,
S-203,2610,10,2610,,
F-20A,2610,10,2610,,
R-311,2610,10,2610,,
R-410,2610,10,2610,,
R-411,2610,10,2610,,
R-412,2610,10,2610,,
S-208,2610,10,2610,,
S-210,2610,10,2610,,
S-310,2610,10,2610,,
S-315,2610,10,2610,,
SG26,2610,10,2610,,
FG1_CP,2610,10,2610,,
RM1_CP,2610,10,2610,,
RM2_CP,2610,10,2610,,
SG1_CP,2610,10,2610,,
FG2_CP,2610,10,2610,,
RMJIT01,2610,10,2610,,
RMJIT02,2610,10,2610,,
SGJIT01,2610,10,2610,,
SGJIT02,2610,10,2610,,
FG111,2610,10,2610,,
FG111_A,2610,10,2610,,
FG111_B,2610,10,2610,,
FG111_C,2610,10,2610,,
RM27_1,2610,10,2610,,
FG29-1,2610,10,2610,,
FG6200,2610,10,2610,,
SG6100,2610,10,2610,,
FG6500,2610,10,2610,,
AVC_RBT_BASE_FRAME,2610,10,2610,,
AVC_RBT_CNTRL_CAB,2610,10,2610,,
AVC_RBT_D_ARM_50,2610,10,2610,,
AVC_RBT_L_ARM_45,2610,10,2610,,
AVC_RBT_SEALING,2610,10,2610,,
AVC_RBT_APPL_UNIT,2610,10,2610,,
AVC_RBT_BUNDLE,2610,10,2610,,
AVC_RBT_CNTRL_BRD,2610,10,2610,,
AVC_RBT_CNTRL_UNIT,2610,10,2610,,
AVC_RBT_ROBOT,2610,10,2610,,
TG11,5810,10,5810,,
FG126,5810,10,5810,,
RM12,5810,10,5810,,
RM120,5810,10,5810,,
RM122,5810,10,5810,,
RM124,5810,10,5810,,
RM128,5810,10,5810,,
RM13,5810,10,5810,,
RM14,5810,10,5810,,
RM16,5810,10,5810,,
RM20,5810,10,5810,,
RM27,5810,10,5810,,
SG124,5810,10,5810,,
SG21,5810,10,5810,,
SG22,5810,10,5810,,
SG224,5810,10,5810,,
SG25,5810,10,5810,,
FG29,5810,10,5810,,
SG24,5810,10,5810,,
SG23,5810,10,5810,,
RM129,5810,10,5810,,
FG228,5810,10,5810,,
RM33,5810,10,5810,,
RM34,5810,10,5810,,
SG27,5810,10,5810,,
FG233,5810,10,5810,,
SGPI001-V00,5810,10,5810,,
RMPI001,5810,10,5810,,
RMPI002,5810,10,5810,,
RMPI003,5810,10,5810,,
RMPI004,5810,10,5810,,
RMPI005,5810,10,5810,,
QM006,5810,10,5810,,
SDBOMERLAHD,5810,10,5810,,
SDBOMERLAIT01,5810,10,5810,,
SDBOMERLAIT02,5810,10,5810,,
SDBOMLUMFHD,5810,10,5810,,
SDBOMLUMFIT01,5810,10,5810,,
SDBOMLUMFIT02,5810,10,5810,,
CM-FL-V01,5810,10,5810,,
SF-FL-COMB,5810,10,5810,,
SF-FL-CWEIGHT,5810,10,5810,,
SF-FL-ELECTRIC,5810,10,5810,,
SF-FL-TIRE-CUSH,5810,10,5810,,
SF-FL-TIRE-PNEU,5810,10,5810,,
CM-MLFL-KM-VXX,5810,10,5810,,
SF-FL-FORKSEAT-VXX,5810,10,5810,,
CM-FL-V00,5810,10,5810,,
FG-FL-MV-V00,5810,10,5810,,
FG-FL-MV-V01,5810,10,5810,,
FG-FL-MV-V02,5810,10,5810,,
EWMS4-50,5810,10,5810,,
EWMS4-502,5810,10,5810,,
EWMS4-503,5810,10,5810,,
EWMS4-601,5810,10,5810,,
F-10A,5810,10,5810,,
F-10B,5810,10,5810,,
R-302,5810,10,5810,,
R-401,5810,10,5810,,
S-201,5810,10,5810,,
S-202,5810,10,5810,,
S-301,5810,10,5810,,
S-203,5810,10,5810,,
F-20A,5810,10,5810,,
R-311,5810,10,5810,,
R-410,5810,10,5810,,
R-411,5810,10,5810,,
R-412,5810,10,5810,,
S-208,5810,10,5810,,
S-210,5810,10,5810,,
S-310,5810,10,5810,,
S-315,5810,10,5810,,
SG26,5810,10,5810,,
FG1_CP,5810,10,5810,,
RM1_CP,5810,10,5810,,
RM2_CP,5810,10,5810,,
SG1_CP,5810,10,5810,,
FG2_CP,5810,10,5810,,
RMJIT01,5810,10,5810,,
RMJIT02,5810,10,5810,,
SGJIT01,5810,10,5810,,
SGJIT02,5810,10,5810,,
FG111,5810,10,5810,,
FG111_A,5810,10,5810,,
FG111_B,5810,10,5810,,
FG111_C,5810,10,5810,,
RM27_1,5810,10,5810,,
FG29-1,5810,10,5810,,
FG6200,5810,10,5810,,
SG6100,5810,10,5810,,
FG6500,5810,10,5810,,
AVC_RBT_BASE_FRAME,5810,10,5810,,
AVC_RBT_CNTRL_CAB,5810,10,5810,,
AVC_RBT_D_ARM_50,5810,10,5810,,
AVC_RBT_L_ARM_45,5810,10,5810,,
AVC_RBT_SEALING,5810,10,5810,,
AVC_RBT_APPL_UNIT,5810,10,5810,,
AVC_RBT_BUNDLE,5810,10,5810,,
AVC_RBT_CNTRL_BRD,5810,10,5810,,
AVC_RBT_CNTRL_UNIT,5810,10,5810,,
AVC_RBT_ROBOT,5810,10,5810,,
TG11,6910,10,6910,,
FG126,6910,10,6910,,
RM12,6910,10,6910,,
RM120,6910,10,6910,,
RM122,6910,10,6910,,
RM124,6910,10,6910,,
RM128,6910,10,6910,,
RM13,6910,10,6910,,
RM14,6910,10,6910,,
RM16,6910,10,6910,,
RM20,6910,10,6910,,
RM27,6910,10,6910,,
SG124,6910,10,6910,,
SG21,6910,10,6910,,
SG22,6910,10,6910,,
SG224,6910,10,6910,,
SG25,6910,10,6910,,
FG29,6910,10,6910,,
SG24,6910,10,6910,,
SG23,6910,10,6910,,
RM129,6910,10,6910,,
FG228,6910,10,6910,,
RM33,6910,10,6910,,
RM34,6910,10,6910,,
SG27,6910,10,6910,,
FG233,6910,10,6910,,
SGPI001-V00,6910,10,6910,,
RMPI001,6910,10,6910,,
RMPI002,6910,10,6910,,
RMPI003,6910,10,6910,,
RMPI004,6910,10,6910,,
RMPI005,6910,10,6910,,
QM006,6910,10,6910,,
SDBOMERLAHD,6910,10,6910,,
SDBOMERLAIT01,6910,10,6910,,
SDBOMERLAIT02,6910,10,6910,,
SDBOMLUMFHD,6910,10,6910,,
SDBOMLUMFIT01,6910,10,6910,,
SDBOMLUMFIT02,6910,10,6910,,
CM-FL-V01,6910,10,6910,,
SF-FL-COMB,6910,10,6910,,
SF-FL-CWEIGHT,6910,10,6910,,
SF-FL-ELECTRIC,6910,10,6910,,
SF-FL-TIRE-CUSH,6910,10,6910,,
SF-FL-TIRE-PNEU,6910,10,6910,,
CM-MLFL-KM-VXX,6910,10,6910,,
SF-FL-FORKSEAT-VXX,6910,10,6910,,
CM-FL-V00,6910,10,6910,,
FG-FL-MV-V00,6910,10,6910,,
FG-FL-MV-V01,6910,10,6910,,
FG-FL-MV-V02,6910,10,6910,,
EWMS4-50,6910,10,6910,,
EWMS4-502,6910,10,6910,,
EWMS4-503,6910,10,6910,,
EWMS4-601,6910,10,6910,,
F-10A,6910,10,6910,,
F-10B,6910,10,6910,,
R-302,6910,10,6910,,
R-401,6910,10,6910,,
S-201,6910,10,6910,,
S-202,6910,10,6910,,
S-301,6910,10,6910,,
S-203,6910,10,6910,,
F-20A,6910,10,6910,,
R-311,6910,10,6910,,
R-410,6910,10,6910,,
R-411,6910,10,6910,,
R-412,6910,10,6910,,
S-208,6910,10,6910,,
S-210,6910,10,6910,,
S-310,6910,10,6910,,
S-315,6910,10,6910,,
SG26,6910,10,6910,,
FG1_CP,6910,10,6910,,
RM1_CP,6910,10,6910,,
RM2_CP,6910,10,6910,,
SG1_CP,6910,10,6910,,
FG2_CP,6910,10,6910,,
RMJIT01,6910,10,6910,,
RMJIT02,6910,10,6910,,
SGJIT01,6910,10,6910,,
SGJIT02,6910,10,6910,,
FG111,6910,10,6910,,
FG111_A,6910,10,6910,,
FG111_B,6910,10,6910,,
FG111_C,6910,10,6910,,
RM27_1,6910,10,6910,,
FG29-1,6910,10,6910,,
FG6200,6910,10,6910,,
SG6100,6910,10,6910,,
FG6500,6910,10,6910,,
AVC_RBT_BASE_FRAME,6910,10,6910,,
AVC_RBT_CNTRL_CAB,6910,10,6910,,
AVC_RBT_D_ARM_50,6910,10,6910,,
AVC_RBT_L_ARM_45,6910,10,6910,,
AVC_RBT_SEALING,6910,10,6910,,
AVC_RBT_APPL_UNIT,6910,10,6910,,
AVC_RBT_BUNDLE,6910,10,6910,,
AVC_RBT_CNTRL_BRD,6910,10,6910,,
AVC_RBT_CNTRL_UNIT,6910,10,6910,,
AVC_RBT_ROBOT,6910,10,6910,,
TG11,4410,10,4410,,
FG126,4410,10,4410,,
RM12,4410,10,4410,,
RM120,4410,10,4410,,
RM122,4410,10,4410,,
RM124,4410,10,4410,,
RM128,4410,10,4410,,
RM13,4410,10,4410,,
RM14,4410,10,4410,,
RM16,4410,10,4410,,
RM20,4410,10,4410,,
RM27,4410,10,4410,,
SG124,4410,10,4410,,
SG21,4410,10,4410,,
SG22,4410,10,4410,,
SG224,4410,10,4410,,
SG25,4410,10,4410,,
FG29,4410,10,4410,,
SG24,4410,10,4410,,
SG23,4410,10,4410,,
RM129,4410,10,4410,,
FG228,4410,10,4410,,
RM33,4410,10,4410,,
RM34,4410,10,4410,,
SG27,4410,10,4410,,
FG233,4410,10,4410,,
SGPI001-V00,4410,10,4410,,
RMPI001,4410,10,4410,,
RMPI002,4410,10,4410,,
RMPI003,4410,10,4410,,
RMPI004,4410,10,4410,,
RMPI005,4410,10,4410,,
QM006,4410,10,4410,,
SDBOMERLAHD,4410,10,4410,,
SDBOMERLAIT01,4410,10,4410,,
SDBOMERLAIT02,4410,10,4410,,
SDBOMLUMFHD,4410,10,4410,,
SDBOMLUMFIT01,4410,10,4410,,
SDBOMLUMFIT02,4410,10,4410,,
CM-FL-V01,4410,10,4410,,
SF-FL-COMB,4410,10,4410,,
SF-FL-CWEIGHT,4410,10,4410,,
SF-FL-ELECTRIC,4410,10,4410,,
SF-FL-TIRE-CUSH,4410,10,4410,,
SF-FL-TIRE-PNEU,4410,10,4410,,
CM-MLFL-KM-VXX,4410,10,4410,,
SF-FL-FORKSEAT-VXX,4410,10,4410,,
CM-FL-V00,4410,10,4410,,
FG-FL-MV-V00,4410,10,4410,,
FG-FL-MV-V01,4410,10,4410,,
FG-FL-MV-V02,4410,10,4410,,
F-10A,4410,10,4410,,
F-10B,4410,10,4410,,
R-302,4410,10,4410,,
R-401,4410,10,4410,,
S-201,4410,10,4410,,
S-202,4410,10,4410,,
S-301,4410,10,4410,,
S-203,4410,10,4410,,
F-20A,4410,10,4410,,
R-311,4410,10,4410,,
R-410,4410,10,4410,,
R-411,4410,10,4410,,
R-412,4410,10,4410,,
S-208,4410,10,4410,,
S-210,4410,10,4410,,
S-310,4410,10,4410,,
S-315,4410,10,4410,,
SG26,4410,10,4410,,
FG1_CP,4410,10,4410,,
RM1_CP,4410,10,4410,,
RM2_CP,4410,10,4410,,
SG1_CP,4410,10,4410,,
FG2_CP,4410,10,4410,,
RMJIT01,4410,10,4410,,
RMJIT02,4410,10,4410,,
SGJIT01,4410,10,4410,,
SGJIT02,4410,10,4410,,
FG111,4410,10,4410,,
FG111_A,4410,10,4410,,
FG111_B,4410,10,4410,,
FG111_C,4410,10,4410,,
RM27_1,4410,10,4410,,
FG29-1,4410,10,4410,,
FG6200,4410,10,4410,,
SG6100,4410,10,4410,,
FG6500,4410,10,4410,,
AVC_RBT_BASE_FRAME,4410,10,4410,,
AVC_RBT_CNTRL_CAB,4410,10,4410,,
AVC_RBT_D_ARM_50,4410,10,4410,,
AVC_RBT_L_ARM_45,4410,10,4410,,
AVC_RBT_SEALING,4410,10,4410,,
AVC_RBT_APPL_UNIT,4410,10,4410,,
AVC_RBT_BUNDLE,4410,10,4410,,
AVC_RBT_CNTRL_BRD,4410,10,4410,,
AVC_RBT_CNTRL_UNIT,4410,10,4410,,
AVC_RBT_ROBOT,4410,10,4410,,
TG11,3710,10,3710,,
FG126,3710,10,3710,,
RM12,3710,10,3710,,
RM120,3710,10,3710,,
RM122,3710,10,3710,,
RM124,3710,10,3710,,
RM128,3710,10,3710,,
RM13,3710,10,3710,,
RM14,3710,10,3710,,
RM16,3710,10,3710,,
RM20,3710,10,3710,,
RM27,3710,10,3710,,
SG124,3710,10,3710,,
SG21,3710,10,3710,,
SG22,3710,10,3710,,
SG224,3710,10,3710,,
SG25,3710,10,3710,,
FG29,3710,10,3710,,
SG24,3710,10,3710,,
SG23,3710,10,3710,,
RM129,3710,10,3710,,
FG228,3710,10,3710,,
RM33,3710,10,3710,,
RM34,3710,10,3710,,
SG27,3710,10,3710,,
FG233,3710,10,3710,,
SGPI001-V00,3710,10,3710,,
RMPI001,3710,10,3710,,
RMPI002,3710,10,3710,,
RMPI003,3710,10,3710,,
RMPI004,3710,10,3710,,
RMPI005,3710,10,3710,,
QM006,3710,10,3710,,
SDBOMERLAHD,3710,10,3710,,
SDBOMERLAIT01,3710,10,3710,,
SDBOMERLAIT02,3710,10,3710,,
SDBOMLUMFHD,3710,10,3710,,
SDBOMLUMFIT01,3710,10,3710,,
SDBOMLUMFIT02,3710,10,3710,,
CM-FL-V01,3710,10,3710,,
SF-FL-COMB,3710,10,3710,,
SF-FL-CWEIGHT,3710,10,3710,,
SF-FL-ELECTRIC,3710,10,3710,,
SF-FL-TIRE-CUSH,3710,10,3710,,
SF-FL-TIRE-PNEU,3710,10,3710,,
CM-MLFL-KM-VXX,3710,10,3710,,
SF-FL-FORKSEAT-VXX,3710,10,3710,,
CM-FL-V00,3710,10,3710,,
FG-FL-MV-V00,3710,10,3710,,
FG-FL-MV-V01,3710,10,3710,,
FG-FL-MV-V02,3710,10,3710,,
EWMS4-50,3710,10,3710,,
EWMS4-502,3710,10,3710,,
EWMS4-503,3710,10,3710,,
EWMS4-601,3710,10,3710,,
F-10A,3710,10,3710,,
F-10B,3710,10,3710,,
R-302,3710,10,3710,,
R-401,3710,10,3710,,
S-201,3710,10,3710,,
S-202,3710,10,3710,,
S-301,3710,10,3710,,
S-203,3710,10,3710,,
F-20A,3710,10,3710,,
R-311,3710,10,3710,,
R-410,3710,10,3710,,
R-411,3710,10,3710,,
R-412,3710,10,3710,,
S-208,3710,10,3710,,
S-210,3710,10,3710,,
S-310,3710,10,3710,,
S-315,3710,10,3710,,
SG26,3710,10,3710,,
FG1_CP,3710,10,3710,,
RM1_CP,3710,10,3710,,
RM2_CP,3710,10,3710,,
SG1_CP,3710,10,3710,,
FG2_CP,3710,10,3710,,
RMJIT01,3710,10,3710,,
RMJIT02,3710,10,3710,,
SGJIT01,3710,10,3710,,
SGJIT02,3710,10,3710,,
FG111,3710,10,3710,,
FG111_A,3710,10,3710,,
FG111_B,3710,10,3710,,
FG111_C,3710,10,3710,,
RM27_1,3710,10,3710,,
FG29-1,3710,10,3710,,
FG6200,3710,10,3710,,
SG6100,3710,10,3710,,
FG6500,3710,10,3710,,
AVC_RBT_BASE_FRAME,3710,10,3710,,
AVC_RBT_CNTRL_CAB,3710,10,3710,,
AVC_RBT_D_ARM_50,3710,10,3710,,
AVC_RBT_L_ARM_45,3710,10,3710,,
AVC_RBT_SEALING,3710,10,3710,,
AVC_RBT_APPL_UNIT,3710,10,3710,,
AVC_RBT_BUNDLE,3710,10,3710,,
AVC_RBT_CNTRL_BRD,3710,10,3710,,
AVC_RBT_CNTRL_UNIT,3710,10,3710,,
AVC_RBT_ROBOT,3710,10,3710,,
TG11,5410,10,5410,,
FG126,5410,10,5410,,
RM12,5410,10,5410,,
RM120,5410,10,5410,,
RM122,5410,10,5410,,
RM124,5410,10,5410,,
RM128,5410,10,5410,,
RM13,5410,10,5410,,
RM14,5410,10,5410,,
RM16,5410,10,5410,,
RM20,5410,10,5410,,
RM27,5410,10,5410,,
SG124,5410,10,5410,,
SG21,5410,10,5410,,
SG22,5410,10,5410,,
SG224,5410,10,5410,,
SG25,5410,10,5410,,
FG29,5410,10,5410,,
SG24,5410,10,5410,,
SG23,5410,10,5410,,
RM129,5410,10,5410,,
FG228,5410,10,5410,,
RM33,5410,10,5410,,
RM34,5410,10,5410,,
SG27,5410,10,5410,,
FG233,5410,10,5410,,
SGPI001-V00,5410,10,5410,,
RMPI001,5410,10,5410,,
RMPI002,5410,10,5410,,
RMPI003,5410,10,5410,,
RMPI004,5410,10,5410,,
RMPI005,5410,10,5410,,
QM006,5410,10,5410,,
SDBOMERLAHD,5410,10,5410,,
SDBOMERLAIT01,5410,10,5410,,
SDBOMERLAIT02,5410,10,5410,,
SDBOMLUMFHD,5410,10,5410,,
SDBOMLUMFIT01,5410,10,5410,,
SDBOMLUMFIT02,5410,10,5410,,
CM-FL-V01,5410,10,5410,,
SF-FL-COMB,5410,10,5410,,
SF-FL-CWEIGHT,5410,10,5410,,
SF-FL-ELECTRIC,5410,10,5410,,
SF-FL-TIRE-CUSH,5410,10,5410,,
SF-FL-TIRE-PNEU,5410,10,5410,,
CM-MLFL-KM-VXX,5410,10,5410,,
SF-FL-FORKSEAT-VXX,5410,10,5410,,
CM-FL-V00,5410,10,5410,,
FG-FL-MV-V00,5410,10,5410,,
FG-FL-MV-V01,5410,10,5410,,
FG-FL-MV-V02,5410,10,5410,,
EWMS4-50,5410,10,5410,,
EWMS4-502,5410,10,5410,,
EWMS4-503,5410,10,5410,,
EWMS4-601,5410,10,5410,,
F-10A,5410,10,5410,,
F-10B,5410,10,5410,,
R-302,5410,10,5410,,
R-401,5410,10,5410,,
S-201,5410,10,5410,,
S-202,5410,10,5410,,
S-301,5410,10,5410,,
S-203,5410,10,5410,,
F-20A,5410,10,5410,,
R-311,5410,10,5410,,
R-410,5410,10,5410,,
R-411,5410,10,5410,,
R-412,5410,10,5410,,
S-208,5410,10,5410,,
S-210,5410,10,5410,,
S-310,5410,10,5410,,
S-315,5410,10,5410,,
SG26,5410,10,5410,,
FG1_CP,5410,10,5410,,
RM1_CP,5410,10,5410,,
RM2_CP,5410,10,5410,,
SG1_CP,5410,10,5410,,
FG2_CP,5410,10,5410,,
RMJIT01,5410,10,5410,,
RMJIT02,5410,10,5410,,
SGJIT01,5410,10,5410,,
SGJIT02,5410,10,5410,,
FG111,5410,10,5410,,
FG111_A,5410,10,5410,,
FG111_B,5410,10,5410,,
FG111_C,5410,10,5410,,
RM27_1,5410,10,5410,,
FG29-1,5410,10,5410,,
FG6200,5410,10,5410,,
SG6100,5410,10,5410,,
FG6500,5410,10,5410,,
AVC_RBT_BASE_FRAME,5410,10,5410,,
AVC_RBT_CNTRL_CAB,5410,10,5410,,
AVC_RBT_D_ARM_50,5410,10,5410,,
AVC_RBT_L_ARM_45,5410,10,5410,,
AVC_RBT_SEALING,5410,10,5410,,
AVC_RBT_APPL_UNIT,5410,10,5410,,
AVC_RBT_BUNDLE,5410,10,5410,,
AVC_RBT_CNTRL_BRD,5410,10,5410,,
AVC_RBT_CNTRL_UNIT,5410,10,5410,,
AVC_RBT_ROBOT,5410,10,5410,,
TG11,5510,10,5510,,
FG126,5510,10,5510,,
RM12,5510,10,5510,,
RM120,5510,10,5510,,
RM122,5510,10,5510,,
RM124,5510,10,5510,,
RM128,5510,10,5510,,
RM13,5510,10,5510,,
RM14,5510,10,5510,,
RM16,5510,10,5510,,
RM20,5510,10,5510,,
RM27,5510,10,5510,,
SG124,5510,10,5510,,
SG21,5510,10,5510,,
SG22,5510,10,5510,,
SG224,5510,10,5510,,
SG25,5510,10,5510,,
FG29,5510,10,5510,,
SG24,5510,10,5510,,
SG23,5510,10,5510,,
RM129,5510,10,5510,,
FG228,5510,10,5510,,
RM33,5510,10,5510,,
RM34,5510,10,5510,,
SG27,5510,10,5510,,
FG233,5510,10,5510,,
SGPI001-V00,5510,10,5510,,
RMPI001,5510,10,5510,,
RMPI002,5510,10,5510,,
RMPI003,5510,10,5510,,
RMPI004,5510,10,5510,,
RMPI005,5510,10,5510,,
QM006,5510,10,5510,,
SDBOMERLAHD,5510,10,5510,,
SDBOMERLAIT01,5510,10,5510,,
SDBOMERLAIT02,5510,10,5510,,
SDBOMLUMFHD,5510,10,5510,,
SDBOMLUMFIT01,5510,10,5510,,
SDBOMLUMFIT02,5510,10,5510,,
CM-FL-V01,5510,10,5510,,
SF-FL-COMB,5510,10,5510,,
SF-FL-CWEIGHT,5510,10,5510,,
SF-FL-ELECTRIC,5510,10,5510,,
SF-FL-TIRE-CUSH,5510,10,5510,,
SF-FL-TIRE-PNEU,5510,10,5510,,
CM-MLFL-KM-VXX,5510,10,5510,,
SF-FL-FORKSEAT-VXX,5510,10,5510,,
CM-FL-V00,5510,10,5510,,
FG-FL-MV-V00,5510,10,5510,,
FG-FL-MV-V01,5510,10,5510,,
FG-FL-MV-V02,5510,10,5510,,
F-10A,5510,10,5510,,
F-10B,5510,10,5510,,
R-302,5510,10,5510,,
R-401,5510,10,5510,,
S-201,5510,10,5510,,
S-202,5510,10,5510,,
S-301,5510,10,5510,,
S-203,5510,10,5510,,
F-20A,5510,10,5510,,
R-311,5510,10,5510,,
R-410,5510,10,5510,,
R-411,5510,10,5510,,
R-412,5510,10,5510,,
S-208,5510,10,5510,,
S-210,5510,10,5510,,
S-310,5510,10,5510,,
S-315,5510,10,5510,,
SG26,5510,10,5510,,
FG1_CP,5510,10,5510,,
RM1_CP,5510,10,5510,,
RM2_CP,5510,10,5510,,
SG1_CP,5510,10,5510,,
FG2_CP,5510,10,5510,,
RMJIT01,5510,10,5510,,
RMJIT02,5510,10,5510,,
SGJIT01,5510,10,5510,,
SGJIT02,5510,10,5510,,
FG111,5510,10,5510,,
FG111_A,5510,10,5510,,
FG111_B,5510,10,5510,,
FG111_C,5510,10,5510,,
RM27_1,5510,10,5510,,
FG29-1,5510,10,5510,,
FG6200,5510,10,5510,,
SG6100,5510,10,5510,,
FG6500,5510,10,5510,,
AVC_RBT_BASE_FRAME,5510,10,5510,,
AVC_RBT_CNTRL_CAB,5510,10,5510,,
AVC_RBT_D_ARM_50,5510,10,5510,,
AVC_RBT_L_ARM_45,5510,10,5510,,
AVC_RBT_SEALING,5510,10,5510,,
AVC_RBT_APPL_UNIT,5510,10,5510,,
AVC_RBT_BUNDLE,5510,10,5510,,
AVC_RBT_CNTRL_BRD,5510,10,5510,,
AVC_RBT_CNTRL_UNIT,5510,10,5510,,
AVC_RBT_ROBOT,5510,10,5510,,
TG11,7K10,10,7K10,,
FG126,7K10,10,7K10,,
RM12,7K10,10,7K10,,
RM120,7K10,10,7K10,,
RM122,7K10,10,7K10,,
RM124,7K10,10,7K10,,
RM128,7K10,10,7K10,,
RM13,7K10,10,7K10,,
RM14,7K10,10,7K10,,
RM16,7K10,10,7K10,,
RM20,7K10,10,7K10,,
RM27,7K10,10,7K10,,
SG124,7K10,10,7K10,,
SG21,7K10,10,7K10,,
SG22,7K10,10,7K10,,
SG224,7K10,10,7K10,,
SG25,7K10,10,7K10,,
FG29,7K10,10,7K10,,
SG24,7K10,10,7K10,,
SG23,7K10,10,7K10,,
RM129,7K10,10,7K10,,
FG228,7K10,10,7K10,,
