MANDT,SPRAS,MSEHI,MSEH3,MSEH6,MSEHT,MSEHL
400,I,LHK,LHK,l/hkm,l/100 km,Liter per 100 km
400,H,LHK,LHK,l/hkm,l/100 km,Liter/100 km
400,G,LHK,LHK,l/hkm,l/100 km,Λίτρο ανά 100 χιλιόμετρα
400,H,LM,HM,HM,m/darab,Hosszúság méterben/egység
400,G,LM,LM,LM,m/Τεμάχιο,Μήκος σε Μέτρα ανά Μονάδα
400,H,LA,LA,lA,LA,Liter alkohol
400,G,LA,LA,lA,LA,Λίτρα Αλκοόλ
400,H,LB,LB,lb,Font,US-font (pound)
400,G,LB,LB,lb,Λίρα,Λίβρα US
400,H,LBJ,FÉv,fnt/év,Font/év,Font (pound)/év
400,G,LBJ,DYr,lb/yr,Λίβρα/Ετος,Λίβρα/Ετος
400,H,LBm,FHó,fnt/hó,Font/hó,Font (pound)/hónap
400,G,LBm,LBM,lb/mth,Λίβρα/Μήνα,Λίβρα/Μήνα
400,H,LMH,LMH,lb/MWh,lb/MWh,Font/megawattóra
400,G,LMH,LMH,lb/MWh,lb/MWh,Pound/Megawatt-Ωρα
400,H,LMS,LMS,l/m_.s,l/mol.s,Liter/molszekundum
400,G,LMS,LMS,l/m_.s,l/mol.s,Λίτρο/Μολσεκόντ
400,H,LPH,LPH,L/óra,Liter/óra,Liter/óra
400,G,LPH,LPH,L/hr,Λίτρο/ώρα,Λίτρο ανά ώρα
400,I,M,M,m,m,Metro
400,H,M,M,m,m,Méter
400,G,M,Μ,m,m,Μέτρο
400,H,M%,M%,%(m),%(m),Tömegszázalék
400,G,M%,M%,%(m),%(m),Ποσοστό μάζας
400,H,M%O,T%O,%o(t),%o(tömeg),Tömegezrelék
400,G,M%O,M%O,%Ο(m),%Ο(mass),Μάζα επί τοις χιλίοις
400,H,M/S,M/S,m/s,m/s,Méter/szekundum
400,G,M/S,M/S,m/s,m/s,Μέτρο/δευτερόλεπτο
400,H,M2,M2,m2,m2,Négyzetméter
400,G,M2,M2,m2,m2,Τετραγωνικό μέτρο
400,H,M2C,M2C,m2/cm3,m2/cm3,Négyzetméter/köbcentiméter
400,H,M2G,M2G,m2/g,m2/g,Négyzetméter/gramm
400,G,M2G,M2G,m2/g,m2/g,Τετρ.μέτρο/γραμ.
400,I,M2I,M-2,1/M2,1/M2,1 / metro quadrato
400,H,M2I,M-2,1/M2,1/M2,1 / négyzetméter
400,G,M2I,Μ-2,1/M2,1/M2,1/Τετραγωνικό Μέτρο
400,H,M2K,M2K,m2/kg,m2/kg,Négyzetméter/kilogramm
400,H,M3S,M3S,m3/s,m3/s,Köbméter/másodperc
400,G,M3S,M3S,m3/s,m3/s,Κυβικό μέτρο/δευτερόλεπτο
400,I,MA,MA,mA,mA,Milliampere
400,H,MA,MA,mA,mA,Milliamper
400,G,MA,MA,mA,mA,Μιλλιαμπέρ
400,H,MB2,MB2,MBq/c2,MBq/c2,Megabecquerel/négyzetcentimét.
400,G,MB2,MB2,MBq/c2,MBq/c2,Μέγαμπεκερέλ/τετρ.εκατοστό
400,I,MBA,MBA,mbar,mbar,Millibar
400,H,MBA,MBA,mbar,mbar,Millibar
400,G,MBA,MBA,mbar,mbar,Μιλλιμπάρ
400,H,M2M,M2M,m2/m3,m2/m3,Négyzetméter/köbméter
400,H,M2S,M2S,m2/s,m2/s,Négyzetméter/másodperc
400,G,M2S,M2S,m2/s,m2/s,Τετραγωνικό μέτρο/δευτερόλεπτο
400,H,M3,M3,m3,m3,Köbméter
400,G,M3,M3,m3,m3,Κυβικό μέτρο
400,H,M3D,M3D,m3/d,m3/nap,Köbméter/nap
400,G,M3D,M3D,m3/d,m3/ημέρα,Κυβικό μέτρο/ημέρα
400,I,MBD,MBD,MMBTUD,MMBTU (SD),"Un milione BTU (60 FAH, SD)"
400,H,MBD,MBD,MMBTUD,MMBTU (SD),"Egymillió BTU (60 FAH, SD)"
400,G,MBD,MBD,MMBTUD,MMBTU (SD),"Ενα Εκατομ.BTU (60 FAH, SD)"
400,H,MBG,MBG,MBq/g,MBq/g,Megabecquerel/gramm
400,G,MBG,MBG,MBq/g,MBq/g,Μεγαμπεκερέλ ανά γραμμάριο
400,I,MBQ,MBQ,MBq,MBq,Megabecquerel
400,H,MBQ,MBQ,MBq,MBq,Megabecquerel
400,G,MBQ,MBQ,MBq,MBq,Μεγαμπεκερέλ
400,H,MBZ,MBZ,m.b_/s,m.bar/s,Meterbar/másodperc
400,G,MBZ,MBZ,m.b_/s,m.bar/s,Μετρομπάρ/δευτερόλεπτο
400,I,MC1,MC1,MC1,MC1 15.025,1000 metri cubi 15.025 PSI
400,H,MC1,MC1,MC1,MC1 15.025,1000 köbméter 15.025 PSI
400,G,MC1,MC1,MC1,"MC1 15,025","Χίλια Κυβικά Πόδια 15,025 PSI"
400,I,MC2,MC2,MC2,MC2 14.730,1000 piedi cubi 14.73 PSI
400,H,MC2,MC2,MC2,MC2 14.730,"1000 köbláb 14,73 PSI"
400,G,MC2,MC2,MC2,"MC2 14,730",Χίλια Κυβικά Πόδια 14.73 PSI
400,I,MC3,MC3,MC3,MC3 14.650,1000 piedi cubi 14.65 PSI
400,H,MC3,MC3,MC3,MC3 14.650,"1000 köbláb 14,65 PSI"
400,G,MC3,MC3,MC3,MC3 14.650,Χίλια Κυβικά Πόδια 14.65 PSI
400,I,MCF,MKF,MKF,MKF,1 Mil. piedi cubi
400,H,MCF,MKL,MKL,MKL,1 millió köbláb
400,G,MCF,MCF,MCF,MCF,Ένα Εκατομμύριο Κυβικά Πόδια
400,I,MEJ,MEJ,MJ,MJ,Megajoule
400,H,MEJ,MEJ,MJ,MJ,Megajoule
400,G,MEJ,MEJ,MJ,MJ,Μεγατζάουλ
400,H,MG,MG,mg,mg,Milligramm
400,G,MG,ΟΥ,mg,mg,Χιλιοστόγραμμο
400,H,MGF,MGF,mg/cm2,mg/cm2,Milligramm/négyzetcentiméter
400,G,MGF,MGE,mg/cm2,mg/cm2,Χιλιοστόγρ/Τετραγων.εκατοστό
400,H,MGQ,MGQ,mg/m3,mg/m3,Milligramm/köbméter
400,G,MGQ,MGQ,mg/m3,mg/m3,Χιλιοστόγραμμο/κυβικό μέτρο
400,H,MGT,MGT,mg/t,mg/t,Miligramm/tonna
400,G,MGT,MGT,mg/t,mg/t,Χιλιόγρ./Τόν
400,I,MGW,MGW,MW,MW,Megawatt
400,H,MGW,MGW,MW,MW,Megawatt
400,G,MGW,MGW,MW,MW,Μεγαβάτ
400,H,MGq,MGq,mg/tm3,mg/10m3,Milligramm/10 köbméter
400,G,MGq,MGq,mg/tm3,mg/10m3,Χιλιοστογραμ./10 Κυβικά Μέτρα
400,H,MGG,MGG,mg/g,mg/g,Milligramm/Gramm
400,G,MGG,MGG,mg/g,mg/g,Χιλιοστόγραμμο/γραμμάριο
400,I,MGJ,MGJ,g/m3/k,g/m3/kpa,Grammo/metro cubo/chilopascal
400,H,MGJ,MGJ,g/m3/k,g/m3/kpa,Gramm/köbméter/kilopascal
400,G,MGJ,MGJ,g/m3/k,g/m3/kpa,Γραμμάρ/Κυβ.Μέτρο/Kilopascal
400,H,MGK,MGK,mg/kg,mg/kg,Milligramm/kilogramm
400,G,MGK,MGK,mg/kg,mg/kg,Χιλιοστόγραμμο/κιλό
400,H,MGL,MGL,mg/l,mg/l,Milligramm/liter
400,G,MGL,MGL,mg/l,mg/l,Χιλιοστόγραμμο/λίτρο
400,I,MHZ,MHZ,MHz,MHz,Megahertz
400,H,MHZ,MHZ,MHz,MHz,Megahertz
400,G,MHZ,MHZ,MHz,MHz,Μεγαχέρτζ
400,H,MI,MFL,Mérf.,Mérföld,Mérföld
400,G,MI,MI,μίλι,Μίλι,Μίλι
400,H,MI2,MF2,Mérf.2,Négyz.mérf,Négyzetmérföld
400,H,MIL,mil,mil,Millicol,Millicol
400,G,MIL,mil,mil,Milliinch,Milliinch
400,I,MIM,µM,µm,µm,Micrometro
400,H,MIM,µM,µm,µm,Mikrométer
400,G,MIM,ΜM,μm,μm,Μικρομέτρο
400,I,MIN,MIN,min,Minuti,Minuti
400,H,MIN,MIN,min,perc,perc
400,G,MIN,MIN,Λεπτό,Λεπτά,Λεπτά
400,H,MIS,MIS,µs,µs,Mikroszekundum
400,G,MIS,MIS,µs,µs,Μικροδευτερόλεπτο
400,I,MJ,MIJ,mJ,mJ,Millijoule
400,H,MJ,MIJ,mJ,mJ,Millijoule
400,G,MJ,MΙJ,mJ,mJ,Μιλλιτζάουλ
400,I,MLR,RLM,Ml,Megalitro,Megalitro
400,H,MLR,MLR,Ml,Megaliter,Megaliter
400,G,MLR,MLR,Μλ,Μεγαλίτρο,Μεγαλίτρο
400,H,MLW,MLW,mlw,ml anyag,Milliliter hatóanyag
400,G,MLW,MLI,mlai,ml δρ.συσ.,Χιλιοστόλιτρο Δραστ.Συστατικό
400,I,MM,MM,mm,mm,Millimetri
400,H,MM,MM,mm,mm,Milliméter
400,G,MM,MM,mm,mm,Χιλιοστόμετρο
400,H,MM2,MM2,mm2,mm2,Négyzetmilliméter
400,G,MM2,MM2,mm2,mm2,Τετραγωνικό χιλιοστόμετρο
400,H,MMA,MMÉ,mm/év,mm/év,Milliméter/év
400,G,MMA,MMA,mm/a,mm/a,Χιλιοστόμετρο/έτος
400,H,MMG,MMG,mmol/g,mmol/g,Millimol/gramm
400,G,MMG,MMG,mmol/g,mmol/g,Μιλλιμόλ/Γραμμάριο
400,H,MMH,MMH,mm/h,mm/h,Millimeter/óra
400,G,MMH,MMH,mm/h,mm/h,Χιλιοστόμετρο/ώρα
400,H,MMK,MMK,m_/kg,mmol/kg,Millimol/kilogramm
400,G,MMK,MMK,m_/kg,mmol/κιλό,Μιλλιμόλ/Κιλό
400,H,MJK,MJK,MJ/kg,MJ/kg,Megajoule/kilogramm
400,G,MJK,MJK,MJ/kg,MJ/kg,Μεγατζάουλ/Κιλό
400,H,ML,ML,ml,ml,Milliliter
400,G,ML,ML,ml,ml,Χιλιοστόλιτρο
400,H,MLK,MLK,ml/m3,ml/m3,Milliliter/köbméter
400,G,MLK,MLK,ml/m3,ml/m3,Χιλιοστόλιτρα/κυβικό μέτρο
400,I,MMO,MMO,mmol,mmol,Millimol
400,H,MMO,MMO,mmol,mmol,Millimol
400,G,MMO,MMO,mmol,mmol,Μιλλιμόλ
400,H,MMQ,MM3,mm3,mm3,Köbmilliméter
400,G,MMQ,MM3,mm3,mm3,Κυβικό χιλιοστόμετρο
400,H,MMS,MMS,mm/s,mm/s,Milliméter/másodperc
400,G,MMS,MMS,mm/s,mm/s,Χιλιοστόμετρο/δευτερόλεπτο
400,H,MNM,MNM,mN/m,mN/m,Millinewton/méter
400,G,MNM,MNM,mN/m,mN/m,Μιλλινιούτον/μέτρο
400,H,MOK,MOK,mol/kg,mol/kg,Mol/kilogramm
400,G,MOK,MOK,mol/kg,mol/kg,Μολ/Κιλό
400,I,MOL,MOL,mol,mol,Mol
400,H,MOL,MOL,mol,mol,Mol
400,G,MOL,MOL,μόλ,μόλ,Μολ
400,H,MON,HON,Hónap,Hónap,Hónap
400,G,MON,ΜΗΝ,Μήνες,Μήνες,Μήνες
400,I,MPA,MPA,MPa,MPa,Megapascal
400,H,MPA,MPA,MPa,MPa,Megapascal
400,G,MPA,MPA,MPa,MPa,Μεγαπασκάλ
400,H,MS2,MS2,m/s2,m/s2,Méter/négyzetszekundum
400,G,MS2,MS2,m/s2,m/s2,Μέτρο/Δευτερόλ.στο Τετράγ.
400,H,MSH,MSH,mSv/h,mSv/h,Millisievert/óra
400,G,MSH,MSH,mSv/h,mSv/h,Millisieverts ανά ώρα
400,I,MTE,MTE,mT,mT,Millitesla
400,H,MTE,MTE,mT,mT,Millitesla
400,G,MTE,ΜΤΕ,mT,mT,Μιλλιτέσλα
400,H,MPT,MPT,ppt(m),ppt(m),Massen-parts per trillion
400,G,MPT,MPT,ppt(m),ppt(m),Μαζικ.μέρη ανά τρισεκατομμύριο
400,H,MPZ,MPZ,m.Pa/s,m.Pa/s,Meterpascal/másodperc
400,G,MPZ,MPZ,m.Pa/s,m.Pa/s,Μετροπασκάλ/δευτερόλεπτο
400,H,MQH,M3H,m3/h,m3/h,Köbméter/óra
400,G,MQH,M3H,m3/h,m3/h,Κυβικό μέτρο/ώρα
400,H,MS,MS,ms,ms,Milliszekundum
400,G,MS,MSE,ms,ms,Χιλιοδευτερόλεπτο
400,I,MPB,MPB,ppb(m),ppb(m),Massa-parts per billion
400,H,MPB,MPB,ppb(m),ppb(m),Massen-parts per billion
400,G,MPB,MPB,ppb(m),ppb(m),Μαζικ.μέρη ανά δισεκατομμύριο
400,H,MPG,MPG,MPG US,M./gal(US),Mérföld/gallon (US)
400,G,MPG,MPG,MPG US,Μί/Γαλ(US),Μίλια ανά γαλόνι (US)
400,H,MPM,MPM,ppm(m),ppm(m),Massen-parts per million
400,G,MPM,MPM,ppm(m),ppm(m),Μαζικά μέρη ανά εκατομμύριο
400,H,MPS,MPS,mPa.s,mPa.s,Millipascalszekundum
400,G,MPS,MPS,mPa.s,mPa.s,Μιλλιπασκάλ δευτερόλεπτα
400,I,MTM,MTM,Mppcm,Mppcm,Milione particelle/metro cubo
400,H,MTM,MTM,Mppcm,Mppcm,Millió részecske/köbméter
400,H,MTS,M/H,m/h,m/h,Méter/óra
400,G,MTS,M/H,m/h,m/h,Μέτρα/Ωρα
400,I,MTf,MTf,Mppcf,Mppcf,Milione particelle/metro cubo
400,H,MTf,MRl,MR/kl,MR/köbláb,Millió részecske/köbméter
400,I,MV,VM,mV,mV,Millivolt
400,H,MV,MV,mV,mV,Millivolt
400,G,MV,MV,mV,mV,Μιλλιβόλτ
400,I,MVA,MVA,MVA,MVA,Megavoltampere
400,H,MVA,MVA,MVA,MVA,Megavoltamper
400,G,MVA,MVA,MVA,MVA,Μεγαβολταμπέρ
400,I,MW,MW,mW,mW,Milliwatt
400,H,MW,MW,mW,mW,Milliwatt
400,G,MW,MW,mW,mW,Μιλλιβάτ
400,H,MWH,MWH,MWh,MWh,Megawattóra
400,G,MWH,MWH,Mwh,Mwh,Megawatt ώρα
400,I,N,N,N,N,Newton
400,H,N,N,N,N,Newton
400,G,N,Ν,Ν,Ν,Νιούτον
400,I,NAM,NAM,nm,nm,Nanometro
400,H,NAM,NAM,nm,nm,Nanométer
400,G,NAM,NAM,nm,nm,Νανομέτρο
400,H,NCH,NCH,ng/c2h,ng/(cm2*h),Nanogramm/négyzetcentim. óra
400,G,NCH,ΝΙΠ,ng/c2h,ng/(cm2*h),Νανόγρ./Τετραγων.Εκατοστό
400,H,NGT,NGT,ng/t,ng/t,Nanogramm/tonna
400,G,NGT,NGT,ng/t,ng/t,Νανόγρ./Τόν.
400,H,NM,NM,N/m,N/m,Newton/méter
400,G,NM,ΝΜ,N/m,N/m,Νιούτον/μέτρο
400,H,NS,NS,ns,ns,Nanoszekundum
400,G,NS,NS,ns,ns,Νανοδευτερόλεπτο
400,I,OCM,OCM,Ohcm,Ohm*cm,Resistenza elettr. spec.
400,H,OCM,OCM,Ohcm,Ohm*cm,Spec. elektr. ellenállás
400,I,OHM,OHM,Ohm,Ohm,Ohm
400,H,OHM,OHM,Ohm,Ohm,Ohm
400,G,OHM,OHM,Ωμ,Ωμ,Ωμ
400,I,OM,OM,Ohmm,Ohm*m,Resistenza elettr. spec.
400,H,OM,OM,Ohmm,Ohm*m,Spec. elektr. ellenállás
400,I,PAA,C.,COPPIA,Coppia,Coppia
400,H,PAA,PÁR,PÁR,Pár,Pár
400,G,PAA,ΡΑΑ,ΖΕΥΓΟΣ,Zεύγος,Zεύγος
400,H,PAK,CSM,CSOM,Csomag,Csomag
400,I,PAL,PAL,PAL,Pallet,Pallet
400,H,PAL,RLP,RAKLAP,Raklap,Raklap
400,G,PAL,ΠΑΛ,ΠΑΛΕΤΑ,Παλέτα,Παλέτα
400,H,OZ,OZ,oz,Uncia,Uncia
400,G,OZ,OZ,oz,Ουγγιά,Ουγγιά
400,I,OZA,FOZ,foz us,Fld Oz US,Fluid Ounce US
400,H,OZA,FOZ,foz us,Fld Oz US,Fluid Ounce US
400,H,P,P,P,Pont,Pont
100,U,GPH,GPH,GPH US,Gal/t US,Gallonaa/tunti (US)
100,U,GRO,GRO,gro,Krossi,Krossi
100,U,GW,GT,gt,g tehoain.,Grammaa tehoainetta
100,U,HAR,HA,Ha,Hehtaari,Hehtaari
100,U,HL,HL,hl,hl,Hehtolitra
100,U,HPA,HPA,hPa,hPa,Hehtopascal
100,U,HZ,HZ,Hz,Hz,Hertsi (1/sekunti)
100,U,IN,TUU,TUU,Tuuma,Tuuma
100,U,IN2,"""2",Tuuma2,Neliötuuma,Neliötuuma
100,U,IN3,"""3",Tuuma3,Kuut.tuuma,Kuutiotuuma
100,U,J,J,J,J,Joule
100,U,JHR,V.,v,Vuosi,Vuodet (annum)
100,U,JKG,JKG,J/kg,J/kg,Joulea/kilogramma
100,U,JKK,JKK,J/kgK,J/(kg*K),Erityinen lämpökapasiteetti
100,U,JMO,JMO,J/mol,J/mol,Joulea/mooli
100,U,K,K,K,K,Kelvin
100,U,KAR,PLT,Plt,Pahvilaat.,Pahvilaatikko
100,U,KBK,KBK,kBq/kg,kBq/kg,Kilobecquereliä/kilogramma
100,U,KG,KG,kg,kg,Kilogramma
100,U,KGF,KGF,kg/m2,kg/m2,Kilogrammaa/neliömetri
100,U,KGH,KGH,kg/h,kg/h,Kilogrammaa/tunti
100,U,KGK,KGK,kg/kg,kg/kg,Kilogrammaa/kilogramma
100,U,KGM,KGM,kg/mol,kg/mol,Kilogrammaa/mooli
100,U,KGS,KGS,kg/s,kg/s,Kilogrammaa/sekunti
100,U,KGT,KgT,kg/t,kg/t,Kilogrammaa/tonni
100,U,KGV,KGV,kg/m3,kg/m3,Kilogrammaa/kuutiometri
100,U,KGW,KGT,kgt,kg tehoain,Kilogrammaa tehoainetta
100,U,KHZ,KHZ,kHz,kHz,Kilohertsi
100,U,KI,LTK,Laat.,Laatikko,Laatikko
100,U,KJ,KJ,kJ,kJ,Kilojoule
100,U,KJK,KJK,kJ/kg,kJ/kg,Kilojoulea/kilogramma
100,U,KJM,KJM,kJ/mol,kJ/mol,Kilojoulea/mooli
100,U,KM,KM,km,km,Kilometrit
100,U,KM2,KM2,km2,km2,Neliökilometri
100,U,KMH,KMH,km/h,km/h,Kilometriä/tunti
100,U,KMK,KMK,m3/m3,m3/m3,Kuutiometriä/kuutiometri
100,U,KPA,KPA,kPa,kPa,Kilopascal
100,U,KT,KT,kt,kt,Kilotonni
100,U,KV,KV,kV,kV,Kilovoltti
100,U,KVA,KVA,kVA,kVA,Kilovolttiampeeri
100,U,KW,KW,kW,kW,Kilowatti
100,U,KWH,KWH,kWh,kWh,Kilowattitunti
100,U,KWM,KWM,kWh/m3,kWh/m3,Kilowattituntia/kuutiometri
100,U,L,L,l,l,Litra
100,U,L2,LMI,l/min,l/min,Litraa/minuutti
100,U,LB,LB,lb,US-naula,US-naula
100,U,LBJ,lbv,lb/v,Naulaa/v,Naulaa/vuosi
100,U,LBm,LBK,lb/kk,Naulaa/kk,Naulaa/kuukausi
100,U,LE,TY,TY,Tehoyks.,Tehoyksikkö
100,U,MTM,MTM,Mppcm,Mppcm,Milj. hiukkasta / kuutiometri
100,U,PDA,KPV,KPv,Kons.päivä,Konsultointipäivät
100,U,PPT,PPT,ppt,ppt,Triljoonasosa
100,U,PRM,PRM,µg/c2m,µg/cm2*min,Läpäisevyysnopeus
100,U,PRS,HLÖ,HLÖ,Henkilöt,Henkilölukumäärä
100,U,PS,PS,ps,ps,Pikosekunti
100,U,PT,PT,pt us,"Pint, US n","Pint, U.S. neste"
100,U,QT,QT,qt us,NeljGallUS,"Neljännesgallona, USA neste"
100,U,TCM,TKT,ppcm3,ppcm3,Hiukkasta/kuutiosenttimetri
100,U,bJH,BtV,Btu/v,Btu/vuosi,Britt. termistä yksikköä/vuosi
100,U,bMO,bKk,Btu/kk,Btu/kk,Britt. termistä yks./kuukausi
100,U,bsc,bsc,Btu/sc,Btu/Scf,Btu/standardikuutiojalka
100,U,btl,BTL,Btu/lb,Btu/lb,Britt. termistä yks./US naula
100,U,fm3,fm3,fs/m3,Kuituja/m3,Kuituja/kuutiometri
100,U,fml,fml,fs/ml,Kuituja/ml,Kuituja/millilitra
100,U,gj3,GJ3,GJ/tm3,GJ/1000m3,Gigajoulea/1000 kuutiometriä
100,U,gjm,GJM,GJ/m3,GJ/m3,Gigajoulea/kuutiometri
100,U,gjt,GJT,GJ/ton,GJ/ton,Gigajoulea/US tonni
100,U,jm3,JM3,J/m3,J/m3,Joulea/kuutiometri
100,U,kgb,KGB,kg/bbl,kg/bbl,Kilogrammaa/US barreli
100,U,kgg,kgg,kg/gal,kg/gal,Kilogrammaa/US gallona
100,U,kgj,KGJ,kg/J,kg/J,Kilogrammaa/Joule
100,U,kgm,KMB,kg/MB,kg/MMBtu,Kilogrammaa/miljoonaa BTU:ta
100,U,kgs,KSF,kg/scf,kg/scf,Kilogrammaa/stand.kuutiojalka
100,U,kgt,KUT,kg/ton,kg/ton,Kilogrammaa/US tonni
100,U,kml,KKM,kg/kgm,kg/kg mol,Kilogrammaa/kilogramma mooli
100,U,kwk,kwk,kWh/kg,kWh/kg,Kilowattituntia/kilogramma
100,U,lbb,LBT,lb/Btu,lb/Btu,US naula/br. terminen yksikkö
100,U,lbg,LBG,lb/gal,lb/gal,US naulaa/US gallona
100,U,lbl,LBL,lb/lbm,lb/lb mol,US-naulaa/US-naula mooli
100,U,lbm,LBM,lb/MB,lb/MMBtu,US naulaa/miljoonaa BTU:ta
100,U,lbs,LBS,lb/scf,lb/scf,US naulaa/standardikuutiojalka
100,U,lbt,LTO,lb/ton,lb/ton,US naulaa/US tonni
100,U,lcm,lcm,l/cm3,l/cm3,Litraa/kuutiosenttimetri
100,U,pQ,pGQ,pg/m3,pg/m3,Pikogrammaa/kuutiometri
100,U,sM3,sM3,sp/m3,Itiöitä/m3,Itiöitä/kuutiometri
000,U,HAR,HA,Ha,Hehtaari,Hehtaari
000,U,HL,HL,hl,hl,Hehtolitra
000,U,HPA,HPA,hPa,hPa,Hehtopascal
000,U,HZ,HZ,Hz,Hz,Hertsi (1/sekunti)
000,U,IN,TUU,TUU,Tuuma,Tuuma
000,U,IN3,"""3",Tuuma3,Kuut.tuuma,Kuutiotuuma
000,U,J,J,J,J,Joule
000,U,JHR,V.,v,Vuosi,Vuodet (annum)
000,U,JKG,JKG,J/kg,J/kg,Joulea/kilogramma
000,U,JMO,JMO,J/mol,J/mol,Joulea/mooli
000,U,K,K,K,K,Kelvin
000,U,KAR,PLT,Plt,Pahvilaat.,Pahvilaatikko
000,U,KBK,KBK,kBq/kg,kBq/kg,Kilobecquereliä/kilogramma
000,U,KG,KG,kg,kg,Kilogramma
000,U,KGF,KGF,kg/m2,kg/m2,Kilogrammaa/neliömetri
000,U,KGH,KGH,kg/h,kg/h,Kilogrammaa/tunti
000,U,KGK,KGK,kg/kg,kg/kg,Kilogrammaa/kilogramma
000,U,KGM,KGM,kg/mol,kg/mol,Kilogrammaa/mooli
000,U,KGS,KGS,kg/s,kg/s,Kilogrammaa/sekunti
000,U,KGV,KGV,kg/m3,kg/m3,Kilogrammaa/kuutiometri
000,U,KHZ,KHZ,kHz,kHz,Kilohertsi
000,U,KI,LTK,Laat.,Laatikko,Laatikko
000,U,KJ,KJ,kJ,kJ,Kilojoule
000,U,KJK,KJK,kJ/kg,kJ/kg,Kilojoulea/kilogramma
000,U,KJM,KJM,kJ/mol,kJ/mol,Kilojoulea/mooli
000,U,KM,KM,km,km,Kilometrit
000,U,KM2,KM2,km2,km2,Neliökilometri
000,U,KMH,KMH,km/h,km/h,Kilometriä/tunti
000,U,KMK,KMK,m3/m3,m3/m3,Kuutiometriä/kuutiometri
000,U,KPA,KPA,kPa,kPa,Kilopascal
000,U,KT,KT,kt,kt,Kilotonni
000,U,KV,KV,kV,kV,Kilovoltti
000,U,KVA,KVA,kVA,kVA,Kilovolttiampeeri
000,U,KW,KW,kW,kW,Kilowatti
000,U,KWM,KWM,kWh/m3,kWh/m3,Kilowattituntia/kuutiometri
000,U,L,L,l,l,Litra
000,U,L2,LMI,l/min,l/min,Litraa/minuutti
000,U,LBJ,lbv,lb/v,Naulaa/v,Naulaa/vuosi
000,U,LBm,LBK,lb/kk,Naulaa/kk,Naulaa/kuukausi
000,U,LE,TY,TY,Tehoyks.,Tehoyksikkö
000,U,MTM,MTM,Mppcm,Mppcm,Milj. hiukkasta / kuutiometri
000,U,PDA,KPV,KPv,Kons.päivä,Konsultointipäivät
000,U,PPT,PPT,ppt,ppt,Triljoonasosa
000,U,PRM,PRM,µg/c2m,µg/cm2*min,Läpäisevyysnopeus
000,U,PRS,HLÖ,HLÖ,Henkilöt,Henkilölukumäärä
000,U,PS,PS,ps,ps,Pikosekunti
000,U,PT,PT,pt us,"Pint, US n","Pint, U.S. neste"
000,U,QT,QT,qt us,NeljGallUS,"Neljännesgallona, USA neste"
000,U,RHO,RHO,g/cm3.,g/cm3,Grammaa/kuutiosenttimetri
000,U,bJH,BtV,Btu/v,Btu/vuosi,Britt. termistä yksikköä/vuosi
000,U,bMO,bKk,Btu/kk,Btu/kk,Britt. termistä yks./kuukausi
000,U,btl,BTL,Btu/lb,Btu/lb,Britt. termistä yks./US naula
000,U,fm3,fm3,fs/m3,Kuituja/m3,Kuituja/kuutiometri
000,U,gj3,GJ3,GJ/tm3,GJ/1000m3,Gigajoulea/1000 kuutiometriä
000,U,gjm,GJM,GJ/m3,GJ/m3,Gigajoulea/kuutiometri
000,U,gjt,GJT,GJ/ton,GJ/ton,Gigajoulea/US tonni
000,U,kgb,KGB,kg/bbl,kg/bbl,Kilogrammaa/US barreli
000,U,kgg,kgg,kg/gal,kg/gal,Kilogrammaa/US gallona
000,U,kgm,KMB,kg/MB,kg/MMBtu,Kilogrammaa/miljoonaa BTU:ta
000,U,kgs,KSF,kg/scf,kg/scf,Kilogrammaa/stand.kuutiojalka
000,U,kgt,KUT,kg/ton,kg/ton,Kilogrammaa/US tonni
000,U,kml,KKM,kg/kgm,kg/kg mol,Kilogrammaa/kilogramma mooli
000,U,kwk,kwk,kWh/kg,kWh/kg,Kilowattituntia/kilogramma
000,U,lbb,LBT,lb/Btu,lb/Btu,US naula/br. terminen yksikkö
000,U,lbg,LBG,lb/gal,lb/gal,US naulaa/US gallona
000,U,lbl,LBL,lb/lbm,lb/lb mol,US-naulaa/US-naula mooli
000,U,lbm,LBM,lb/MB,lb/MMBtu,US naulaa/miljoonaa BTU:ta
000,U,lbs,LBS,lb/scf,lb/scf,US naulaa/standardikuutiojalka
000,U,lbt,LTO,lb/ton,lb/ton,US naulaa/US tonni
000,U,lcm,lcm,l/cm3,l/cm3,Litraa/kuutiosenttimetri
000,U,pQ,pGQ,pg/m3,pg/m3,Pikogrammaa/kuutiometri
000,U,%,%,%,%,Prosentti
000,U,%O,%0,%0,%0,Promille
000,U,22S,22S,mm2/s,mm2/s,Neliömillimetriä/sekunti
000,U,2M,CMS,cm/s,cm/s,Senttimetriä/sekunti
000,U,4G,µL,µl,µl,Mikrolitra
000,U,4T,PF,pF,pF,Pikofaradi
000,U,A87,GOH,GOhm,GOhm,Gigaohmi
000,U,A93,GM3,g/m3,g/m3,Grammaa/kuutiometri
000,U,B34,KD3,kg/dm3,kg/dm3,Kilogrammaa/kuutiodesimetri
000,U,B45,KML,kmol,kmol,Kilomooli
000,U,B47,KN,kN,kN,Kilonewton
000,U,B73,MN,MN,MN,Meganewton
000,U,BAG,PSS,Pussi,Pussi,Pussi
000,U,BOT,PL,Pullo,Pullo,Pullo
000,U,BTU,BTU,Btu,BTU,Brittiläinen terminen yksikkö
