EBELN,BUKRS,BSTYP,BSART,LIFNR,EKORG,EKGRP,BEDAT,AEDAT,WAERS
4500000732,1710,F,NB,USSU-VSF05,1710,002,20200504,20200504,USD
4500000733,1710,F,NB,USSU-VSF06,1710,002,20200504,20200504,USD
4500000734,1710,F,NB,USSU-VSF07,1710,002,20200504,20200504,USD
4500000735,1710,F,NB,USSU-VSF08,1710,002,20200504,20200504,USD
4500000736,1710,F,NB,USSU-VSF08,1710,002,20200504,20200504,USD
4500000737,1710,F,NB,USSU-VSF06,1710,002,20200504,20200504,USD
4500000738,1710,F,NB,USSU-VSF01,1710,002,20200504,20200504,USD
4500000739,1710,F,NB,USSU-VSF01,1710,002,20200504,20200504,USD
4500000740,1710,F,NB,USSU-VSF01,1710,002,20200504,20200504,USD
4500000741,1710,F,NB,USSU-VSF04,1710,002,20200507,20200507,USD
4500000742,1710,F,NB,USSU-VSF02,1710,002,20200507,20200507,USD
4500000743,1710,F,NB,USSU-VSF01,1710,002,20200507,20200507,USD
4500000744,1710,F,NB,USSU-VSF05,1710,002,20200507,20200507,USD
4500000745,1710,F,NB,USSU-VSF06,1710,002,20200507,20200507,USD
4500000746,1710,F,NB,USSU-VSF07,1710,002,20200507,20200507,USD
4500000747,1710,F,NB,USSU-VSF08,1710,002,20200507,20200507,USD
4500000748,1710,F,NB,USSU-VSF08,1710,002,20200507,20200507,USD
4500000749,1710,F,NB,USSU-VSF06,1710,002,20200507,20200507,USD
4500000750,1710,F,NB,USSU-VSF01,1710,002,20200507,20200507,USD
4500000751,1710,F,NB,USSU-VSF01,1710,002,20200507,20200507,USD
4500000752,1710,F,NB,USSU-VSF01,1710,002,20200507,20200507,USD
4500000754,1710,F,NB,USSU-VSF04,1710,002,20200601,20200601,USD
4500000755,1710,F,NB,USSU-VSF02,1710,002,20200601,20200601,USD
4500000756,1710,F,NB,USSU-VSF01,1710,002,20200601,20200601,USD
4500000757,1710,F,NB,USSU-VSF05,1710,002,20200601,20200601,USD
4500000758,1710,F,NB,USSU-VSF06,1710,002,20200601,20200601,USD
4500000759,1710,F,NB,USSU-VSF07,1710,002,20200601,20200601,USD
4500000760,1710,F,NB,USSU-VSF08,1710,002,20200601,20200601,USD
4500000761,1710,F,NB,USSU-VSF08,1710,002,20200601,20200601,USD
4500000762,1710,F,NB,USSU-VSF06,1710,002,20200601,20200601,USD
4500000763,1710,F,NB,USSU-VSF01,1710,002,20200601,20200601,USD
4500000764,1710,F,NB,USSU-VSF01,1710,002,20200601,20200601,USD
4500000765,1710,F,NB,USSU-VSF01,1710,002,20200601,20200601,USD
4500000766,1710,F,NB,USSU-VSF04,1710,002,20200603,20200603,USD
4500000767,1710,F,NB,USSU-VSF02,1710,002,20200603,20200603,USD
4500000768,1710,F,NB,USSU-VSF01,1710,002,20200603,20200603,USD
4500000769,1710,F,NB,USSU-VSF05,1710,002,20200603,20200603,USD
4500000770,1710,F,NB,USSU-VSF06,1710,002,20200603,20200603,USD
4500000771,1710,F,NB,USSU-VSF07,1710,002,20200603,20200603,USD
4500000772,1710,F,NB,USSU-VSF08,1710,002,20200603,20200603,USD
4500000773,1710,F,NB,USSU-VSF08,1710,002,20200603,20200603,USD
4500000774,1710,F,NB,USSU-VSF06,1710,002,20200603,20200603,USD
4500000775,1710,F,NB,USSU-VSF01,1710,002,20200603,20200603,USD
4500000776,1710,F,NB,USSU-VSF01,1710,002,20200603,20200603,USD
4500000777,1710,F,NB,USSU-VSF01,1710,002,20200603,20200603,USD
4500000778,1710,F,NB,USSU-VSF04,1710,002,20200603,20200603,USD
4500000779,1710,F,NB,USSU-VSF02,1710,002,20200603,20200603,USD
4500000780,1710,F,NB,USSU-VSF01,1710,002,20200603,20200603,USD
4500000781,1710,F,NB,USSU-VSF05,1710,002,20200603,20200603,USD
4500000782,1710,F,NB,USSU-VSF06,1710,002,20200603,20200603,USD
4500000783,1710,F,NB,USSU-VSF07,1710,002,20200603,20200603,USD
4500000784,1710,F,NB,USSU-VSF08,1710,002,20200603,20200603,USD
4500000785,1710,F,NB,USSU-VSF08,1710,002,20200603,20200603,USD
4500000786,1710,F,NB,USSU-VSF06,1710,002,20200603,20200603,USD
4500000787,1710,F,NB,USSU-VSF01,1710,002,20200603,20200603,USD
4500000788,1710,F,NB,USSU-VSF01,1710,002,20200603,20200603,USD
4500000789,1710,F,NB,USSU-VSF01,1710,002,20200603,20200603,USD
4500000790,1710,F,NB,USSU-VSF04,1710,002,20200603,20200603,USD
4500000791,1710,F,NB,USSU-VSF02,1710,002,20200603,20200603,USD
4500000792,1710,F,NB,USSU-VSF01,1710,002,20200603,20200603,USD
4500000793,1710,F,NB,USSU-VSF05,1710,002,20200603,20200603,USD
4500000794,1710,F,NB,USSU-VSF06,1710,002,20200603,20200603,USD
4500000795,1710,F,NB,USSU-VSF07,1710,002,20200603,20200603,USD
4500000796,1710,F,NB,USSU-VSF08,1710,002,20200603,20200603,USD
4500000797,1710,F,NB,USSU-VSF01,1710,002,20200603,20200603,USD
4500000798,1710,F,NB,USSU-VSF01,1710,002,20200603,20200603,USD
4500000799,1710,F,NB,USSU-VSF01,1710,002,20200603,20200603,USD
4500000800,1710,F,NB,USSU-VSF04,1710,002,20200708,20200708,USD
4500000801,1710,F,NB,USSU-VSF04,1710,002,20200708,20200708,USD
4500000802,1710,F,NB,USSU-VSF04,1710,002,20200708,20200708,USD
4500000803,1710,F,NB,USSU-VSF04,1710,002,20200708,20200708,USD
4500000804,1710,F,NB,USSU-VSF04,1710,002,20200708,20200708,USD
4500000805,1710,F,NB,USSU-VSF04,1710,002,20200708,20200708,USD
4500000806,1710,F,NB,USSU-VSF02,1710,002,20200708,20200708,USD
4500000807,1710,F,NB,USSU-VSF02,1710,002,20200708,20200708,USD
4500000808,1710,F,NB,USSU-VSF02,1710,002,20200708,20200708,USD
4500000809,1710,F,NB,USSU-VSF02,1710,002,20200708,20200708,USD
4500000810,1710,F,NB,USSU-VSF02,1710,002,20200708,20200708,USD
4500000811,1710,F,NB,USSU-VSF02,1710,002,20200708,20200708,USD
4500000812,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000813,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000814,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000815,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000816,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000817,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000818,1710,F,NB,USSU-VSF05,1710,002,20200708,20200708,USD
4500000819,1710,F,NB,USSU-VSF05,1710,002,20200708,20200708,USD
4500000820,1710,F,NB,USSU-VSF05,1710,002,20200708,20200708,USD
4500000821,1710,F,NB,USSU-VSF05,1710,002,20200708,20200708,USD
4500000822,1710,F,NB,USSU-VSF05,1710,002,20200708,20200708,USD
4500000823,1710,F,NB,USSU-VSF05,1710,002,20200708,20200708,USD
4500000824,1710,F,NB,USSU-VSF06,1710,002,20200708,20200708,USD
4500000825,1710,F,NB,USSU-VSF06,1710,002,20200708,20200708,USD
4500000826,1710,F,NB,USSU-VSF06,1710,002,20200708,20200708,USD
4500000827,1710,F,NB,USSU-VSF06,1710,002,20200708,20200708,USD
4500000828,1710,F,NB,USSU-VSF06,1710,002,20200708,20200708,USD
4500000829,1710,F,NB,USSU-VSF06,1710,002,20200708,20200708,USD
4500000830,1710,F,NB,USSU-VSF07,1710,002,20200708,20200708,USD
4500000831,1710,F,NB,USSU-VSF07,1710,002,20200708,20200708,USD
4500000832,1710,F,NB,USSU-VSF07,1710,002,20200708,20200708,USD
4500000833,1710,F,NB,USSU-VSF07,1710,002,20200708,20200708,USD
4500000834,1710,F,NB,USSU-VSF07,1710,002,20200708,20200708,USD
4500000835,1710,F,NB,USSU-VSF07,1710,002,20200708,20200708,USD
4500000836,1710,F,NB,USSU-VSF08,1710,002,20200708,20200708,USD
4500000837,1710,F,NB,USSU-VSF08,1710,002,20200708,20200708,USD
4500000838,1710,F,NB,USSU-VSF08,1710,002,20200708,20200708,USD
4500000839,1710,F,NB,USSU-VSF08,1710,002,20200708,20200708,USD
4500000840,1710,F,NB,USSU-VSF08,1710,002,20200708,20200708,USD
4500000841,1710,F,NB,USSU-VSF08,1710,002,20200708,20200708,USD
4500000842,1710,F,NB,USSU-VSF08,1710,002,20200708,20200708,USD
4500000843,1710,F,NB,USSU-VSF08,1710,002,20200708,20200708,USD
4500000844,1710,F,NB,USSU-VSF08,1710,002,20200708,20200708,USD
4500000845,1710,F,NB,USSU-VSF08,1710,002,20200708,20200708,USD
4500000846,1710,F,NB,USSU-VSF08,1710,002,20200708,20200708,USD
4500000847,1710,F,NB,USSU-VSF08,1710,002,20200708,20200708,USD
4500000848,1710,F,NB,USSU-VSF06,1710,002,20200708,20200708,USD
4500000849,1710,F,NB,USSU-VSF06,1710,002,20200708,20200708,USD
4500000850,1710,F,NB,USSU-VSF06,1710,002,20200708,20200708,USD
4500000851,1710,F,NB,USSU-VSF06,1710,002,20200708,20200708,USD
4500000852,1710,F,NB,USSU-VSF06,1710,002,20200708,20200708,USD
4500000853,1710,F,NB,USSU-VSF06,1710,002,20200708,20200708,USD
4500000854,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000855,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000856,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000857,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000858,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000859,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000860,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000861,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000862,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000863,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000864,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000865,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000866,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000867,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000868,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000869,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000870,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000871,1710,F,NB,USSU-VSF01,1710,002,20200708,20200708,USD
4500000872,1710,F,NB,USSU-VSF04,1710,002,20200729,20200729,USD
4500000873,1710,F,NB,USSU-VSF02,1710,002,20200729,20200729,USD
4500000874,1710,F,NB,USSU-VSF01,1710,002,20200729,20200729,USD
4500000875,1710,F,NB,USSU-VSF05,1710,002,20200729,20200729,USD
4500000876,1710,F,NB,USSU-VSF06,1710,002,20200729,20200729,USD
4500000877,1710,F,NB,USSU-VSF07,1710,002,20200729,20200729,USD
4500000878,1710,F,NB,USSU-VSF08,1710,002,20200729,20200729,USD
4500000879,1710,F,NB,USSU-VSF08,1710,002,20200729,20200729,USD
4500000880,1710,F,NB,USSU-VSF06,1710,002,20200729,20200729,USD
4500000881,1710,F,NB,USSU-VSF01,1710,002,20200729,20200729,USD
4500000882,1710,F,NB,USSU-VSF01,1710,002,20200729,20200729,USD
4500000883,1710,F,NB,USSU-VSF01,1710,002,20200729,20200729,USD
4500000884,1710,F,NB,USSU-VSF04,1710,002,20200821,20200821,USD
4500000885,1710,F,NB,USSU-VSF02,1710,002,20200821,20200821,USD
4500000886,1710,F,NB,USSU-VSF01,1710,002,20200821,20200821,USD
4500000887,1710,F,NB,USSU-VSF05,1710,002,20200821,20200821,USD
4500000888,1710,F,NB,USSU-VSF06,1710,002,20200821,20200821,USD
4500000889,1710,F,NB,USSU-VSF07,1710,002,20200821,20200821,USD
4500000890,1710,F,NB,USSU-VSF08,1710,002,20200821,20200821,USD
4500000891,1710,F,NB,USSU-VSF08,1710,002,20200821,20200821,USD
4500000892,1710,F,NB,USSU-VSF06,1710,002,20200821,20200821,USD
4500000893,1710,F,NB,USSU-VSF01,1710,002,20200821,20200821,USD
4500000894,1710,F,NB,USSU-VSF01,1710,002,20200821,20200821,USD
4500000895,1710,F,NB,USSU-VSF01,1710,002,20200821,20200821,USD
4500000896,1710,F,NB,USSU-VSF04,1710,002,20201016,20201016,USD
4500000897,1710,F,NB,USSU-VSF02,1710,002,20201016,20201016,USD
4500000898,1710,F,NB,USSU-VSF01,1710,002,20201016,20201016,USD
4500000899,1710,F,NB,USSU-VSF05,1710,002,20201016,20201016,USD
4500000900,1710,F,NB,USSU-VSF06,1710,002,20201016,20201016,USD
4500000901,1710,F,NB,USSU-VSF07,1710,002,20201016,20201016,USD
4500000902,1710,F,NB,USSU-VSF08,1710,002,20201016,20201016,USD
4500000903,1710,F,NB,USSU-VSF08,1710,002,20201016,20201016,USD
4500000904,1710,F,NB,USSU-VSF06,1710,002,20201016,20201016,USD
4500000905,1710,F,NB,USSU-VSF01,1710,002,20201016,20201016,USD
4500000906,1710,F,NB,USSU-VSF01,1710,002,20201016,20201016,USD
4500000907,1710,F,NB,USSU-VSF01,1710,002,20201016,20201016,USD
4600000015,1710,K,MK,0017300001,1710,001,20201022,20201022,USD
4600000006,1710,K,MK,0017300001,1710,001,20181029,20181029,USD
4600000007,1710,K,MK,0017300001,1710,001,20181029,20181029,USD
4500000908,1710,F,NB,0017300001,1710,001,20201022,20201022,USD
8000000007,1710,O,RQ,0017300002,1710,001,00000000,20201022,USD
8000000006,1710,O,RQ,0017300001,1710,001,00000000,20201022,USD
4600000016,1710,K,MK,0017300001,1710,001,20201022,20201022,USD
4500000909,1710,F,NB,0017300006,1710,002,20201022,20201022,USD
4500000910,1710,F,NB,0017300006,1710,002,20201022,20201022,USD
4500000911,1710,F,NB,0017300006,1710,002,20201022,20201022,USD
4500000912,1710,F,NB,0017300006,1710,001,20201022,20201022,USD
4500000913,1710,F,NB,USSU-VSF04,1710,002,20201023,20201023,USD
4500000914,1710,F,NB,USSU-VSF02,1710,002,20201023,20201023,USD
4500000915,1710,F,NB,USSU-VSF01,1710,002,20201023,20201023,USD
4500000916,1710,F,NB,USSU-VSF05,1710,002,20201023,20201023,USD
4500000917,1710,F,NB,USSU-VSF06,1710,002,20201023,20201023,USD
4500000918,1710,F,NB,USSU-VSF07,1710,002,20201023,20201023,USD
4500000919,1710,F,NB,USSU-VSF08,1710,002,20201023,20201023,USD
4500000920,1710,F,NB,USSU-VSF08,1710,002,20201023,20201023,USD
4500000921,1710,F,NB,USSU-VSF06,1710,002,20201023,20201023,USD
4500000922,1710,F,NB,USSU-VSF01,1710,002,20201023,20201023,USD
4500000923,1710,F,NB,USSU-VSF01,1710,002,20201023,20201023,USD
4500000924,1710,F,NB,USSU-VSF01,1710,002,20201023,20201023,USD
4500000925,1710,F,NB,0017300001,1710,003,20201023,20201023,USD
4500000926,1710,F,NB,0017300001,1710,003,20201023,20201023,USD
4500000927,1710,F,NB,0017300001,1710,001,20201023,20201023,USD
4500000928,1710,F,NB,0017300003,1710,002,20201023,20201023,USD
4500000930,1710,F,NB2,0017300006,1710,001,20201025,20201025,USD
4500000931,1710,F,NB,0017300006,1710,001,20201025,20201025,USD
4500000932,1710,F,NB,0017300001,1710,001,20201026,20201026,USD
4500000933,1710,F,NB,0017300001,1710,002,20201026,20201026,USD
4500000934,1710,F,NB,EWM17-SU01,1710,002,20201026,20201026,USD
4500000935,1710,F,NB,EWM17-SU01,1710,002,20201026,20201026,USD
4500000936,1710,F,NB,EWM17-SU01,1710,002,20201026,20201026,USD
4500000937,1710,F,NB,EWM17-SU01,1710,002,20201026,20201026,USD
4500000938,1710,F,NB,0017300001,1710,001,20201029,20201029,USD
5500000009,1710,L,LPA,0017300001,1710,001,20201029,20201029,USD
5500000010,1710,L,LP,0017300001,1710,001,20201029,20201029,USD
4600000017,1710,K,CMK,0017300001,1710,001,20201029,20201029,USD
4600000018,1710,K,MK,0017300001,1710,001,20201030,20201030,USD
4500000939,1710,F,NB,EWM17-SU01,1710,002,20201030,20201030,USD
4600000019,1710,K,MK,0017300001,1710,001,20201030,20201030,USD
4500000940,1710,F,NB,0017300001,1710,001,20201030,20201030,USD
4500000941,1710,F,NB,0017300007,1710,001,20201030,20201030,USD
4500000942,1710,F,NB,0017300007,1710,001,20201030,20201030,USD
4500000943,1710,F,NB,0017300007,1710,001,20201030,20201030,USD
4500000944,1710,F,NB,USSU-VSF04,1710,002,20201031,20201031,USD
4500000945,1710,F,NB,USSU-VSF02,1710,002,20201031,20201031,USD
4500000946,1710,F,NB,USSU-VSF01,1710,002,20201031,20201031,USD
4500000947,1710,F,NB,USSU-VSF05,1710,002,20201031,20201031,USD
4500000948,1710,F,NB,USSU-VSF06,1710,002,20201031,20201031,USD
4500000949,1710,F,NB,USSU-VSF07,1710,002,20201031,20201031,USD
4500000950,1710,F,NB,USSU-VSF08,1710,002,20201031,20201031,USD
4500000951,1710,F,NB,USSU-VSF08,1710,002,20201031,20201031,USD
4500000952,1710,F,NB,USSU-VSF06,1710,002,20201031,20201031,USD
4500000953,1710,F,NB,USSU-VSF01,1710,002,20201031,20201031,USD
4500000954,1710,F,NB,USSU-VSF01,1710,002,20201031,20201031,USD
4500000955,1710,F,NB,USSU-VSF01,1710,002,20201031,20201031,USD
4600000020,1710,K,CMK,0017300001,1710,001,20201102,20201102,USD
4500000956,1710,F,NB,0017300001,1710,002,20201102,20201102,USD
4500000957,1710,F,NB,USSU-VSF04,1710,002,20201102,20201102,USD
4500000958,1710,F,NB,USSU-VSF02,1710,002,20201102,20201102,USD
4500000959,1710,F,NB,USSU-VSF01,1710,002,20201102,20201102,USD
4500000960,1710,F,NB,USSU-VSF05,1710,002,20201102,20201102,USD
4500000961,1710,F,NB,USSU-VSF06,1710,002,20201102,20201102,USD
4500000962,1710,F,NB,USSU-VSF07,1710,002,20201102,20201102,USD
4500000963,1710,F,NB,USSU-VSF08,1710,002,20201102,20201102,USD
4500000964,1710,F,NB,USSU-VSF08,1710,002,20201102,20201102,USD
4500000965,1710,F,NB,USSU-VSF06,1710,002,20201102,20201102,USD
4500000966,1710,F,NB,USSU-VSF01,1710,002,20201102,20201102,USD
4500000967,1710,F,NB,USSU-VSF01,1710,002,20201102,20201102,USD
4500000968,1710,F,NB,USSU-VSF01,1710,002,20201102,20201102,USD
4500000970,1710,F,NB,EWM17-SU01,1710,002,20201104,20201104,USD
4500000971,1710,F,NB,EWM17-SU01,1710,002,20201105,20201106,USD
4500000972,1710,F,NB,EWM17-SU01,1710,002,20201105,20201106,USD
4500000973,1710,F,NB,EWM17-SU01,1710,002,20201105,20201106,USD
4500000974,1710,F,NB2,0017300006,1710,001,20201109,20201109,USD
4500000975,1710,F,NB,EWM17-SU01,1710,002,20201109,20201109,USD
4500000976,1710,F,NB,0017300001,1710,003,20201109,20201109,USD
4500000977,1710,F,NB,0017300001,1710,001,20201109,20201109,USD
4500000978,1710,F,NB,0017300003,1710,001,20201109,20201109,USD
4500000979,1710,F,NB,0017300003,1710,001,20201109,20201109,USD
4500000980,1710,F,NB2,0017300006,1710,001,20201109,20201110,USD
4500000981,1710,F,NB2,0017300006,1710,001,20201109,20201110,USD
4500000982,1710,F,NB2,0017300006,1710,001,20201109,20201110,USD
4500000983,1710,F,NB,0017300001,1710,001,20201110,20201110,USD
4500000984,1710,F,NB2,0017300006,1710,001,20201110,20201110,USD
4600000021,1710,K,CMK,0017300001,1710,001,20201110,20201110,USD
4500000985,1710,F,NB,0017300001,1710,001,20201110,20201110,USD
4500000986,1710,F,NB,0017300001,1710,001,20201110,20201110,USD
4500000987,1710,F,NB2,0017300006,1710,001,20201111,20201111,USD
4500000988,1710,F,NB2,0017300006,1710,001,20201111,20201111,USD
4500000989,1710,F,NB,0017300002,1710,ZPS,20201112,20201112,USD
4500000990,1710,F,NB,0017300001,1710,ZPS,20201112,20201112,USD
4500000991,1710,F,NB2,0017300006,1710,001,20201112,20201112,USD
4500000992,1710,F,NB,0017300001,1710,001,20201112,20201112,USD
4500000993,1710,F,NB,0017300001,1710,001,20201112,20201113,USD
4500000995,1710,F,NB,0017300001,1710,001,20201113,20201113,USD
4500000996,1710,F,NB2,0017300006,1710,001,20201114,20201114,USD
4500000994,1710,F,NB2,0017300006,1710,001,20201113,20201113,USD
4500000997,1710,F,NB2,0017300006,1710,001,20201114,20201114,USD
4500000998,1710,F,NB2,0017300006,1710,001,20201114,20201114,USD
4500001038,1710,F,NB,USSU-VSF08,1710,002,20210226,20210226,USD
4500001000,1710,F,NB,0017300001,1710,001,20201117,20201117,USD
4500001001,1710,F,NB,0017300001,1710,001,20201117,20201117,USD
4500001002,1710,F,NB,0017300001,1710,001,20201117,20201117,USD
5500000011,1710,L,LPA,0017300001,1710,001,20201117,20201117,EUR
4500001003,1710,F,NB,0017300001,1710,001,20201117,20201117,USD
4500001004,1710,F,NB,0017300001,1710,001,20201117,20201117,USD
5600001015,1010,L,LPA,0010300002,1010,001,20171018,20171018,EUR
4500001005,1710,F,NB,0017300002,1710,001,20201118,20201118,USD
4500001006,1710,F,NB,0017300001,1710,ZPS,20201118,20201118,USD
4500001007,1710,F,NB,0017300007,1710,001,20201119,20201119,USD
4500001008,1710,F,NB,0017300007,1710,001,20201119,20201119,USD
4500001009,1710,F,NB,0017300007,1710,001,20201119,20201119,USD
4500001010,1710,F,NB,0017300001,1710,001,20201119,20201119,USD
4500001011,1710,F,NB2,0017300006,1710,001,20201119,20201119,USD
4500001012,1710,F,NB2,0017300006,1710,001,20201119,20201119,USD
4500001013,1710,F,NB,0017300001,1710,002,20201119,20201119,USD
4500001014,1710,F,NB2,0017300006,1710,001,20201119,20201119,USD
4500001015,1710,F,NB,EWM17-SU01,1710,001,20201120,20201120,USD
4500001016,1710,F,NB,0017300002,1710,001,20201123,20201123,USD
4500001017,1710,F,NB,USSU-VSF01,1710,002,20210125,20210125,USD
4500001018,1710,F,NB,USSU-VSF01,1710,002,20210125,20210125,USD
4500001019,1710,F,NB,USSU-VSF01,1710,002,20210125,20210125,USD
4500001020,1710,F,NB,USSU-VSF04,1710,002,20210125,20210125,USD
4500001021,1710,F,NB,USSU-VSF02,1710,002,20210125,20210125,USD
4500001022,1710,F,NB,USSU-VSF01,1710,002,20210125,20210125,USD
4500001023,1710,F,NB,USSU-VSF05,1710,002,20210125,20210125,USD
4500001024,1710,F,NB,USSU-VSF06,1710,002,20210125,20210125,USD
4500001025,1710,F,NB,USSU-VSF07,1710,002,20210125,20210125,USD
4500001026,1710,F,NB,USSU-VSF08,1710,002,20210125,20210125,USD
4500001027,1710,F,NB,USSU-VSF08,1710,002,20210125,20210125,USD
4500001028,1710,F,NB,USSU-VSF06,1710,002,20210125,20210125,USD
4500001039,1710,F,NB,USSU-VSF08,1710,002,20210226,20210226,USD
4500001040,1710,F,NB,USSU-VSF06,1710,002,20210226,20210226,USD
4500001029,1710,F,NB,USSU-VSF01,1710,002,20210226,20210226,USD
4500001030,1710,F,NB,USSU-VSF01,1710,002,20210226,20210226,USD
4500001031,1710,F,NB,USSU-VSF01,1710,002,20210226,20210226,USD
4500001032,1710,F,NB,USSU-VSF04,1710,002,20210226,20210226,USD
4500001033,1710,F,NB,USSU-VSF02,1710,002,20210226,20210226,USD
4500001034,1710,F,NB,USSU-VSF01,1710,002,20210226,20210226,USD
4500001035,1710,F,NB,USSU-VSF05,1710,002,20210226,20210226,USD
4500001036,1710,F,NB,USSU-VSF06,1710,002,20210226,20210226,USD
4500001037,1710,F,NB,USSU-VSF07,1710,002,20210226,20210226,USD
4500000999,1710,F,NB,0017300001,1710,003,20201117,20201117,USD
4500001041,1710,F,NB,USSU-VSF01,1710,002,20210228,20210228,USD
4500001042,1710,F,NB,USSU-VSF01,1710,002,20210228,20210228,USD
4500001043,1710,F,NB,USSU-VSF01,1710,002,20210228,20210228,USD
4500001044,1710,F,NB,USSU-VSF04,1710,002,20210228,20210228,USD
4500001045,1710,F,NB,USSU-VSF02,1710,002,20210228,20210228,USD
4500001046,1710,F,NB,USSU-VSF01,1710,002,20210228,20210228,USD
4500001047,1710,F,NB,USSU-VSF05,1710,002,20210228,20210228,USD
4500001048,1710,F,NB,USSU-VSF06,1710,002,20210228,20210228,USD
4500001049,1710,F,NB,USSU-VSF07,1710,002,20210228,20210228,USD
4500001050,1710,F,NB,USSU-VSF08,1710,002,20210228,20210228,USD
4500001051,1710,F,NB,USSU-VSF08,1710,002,20210228,20210228,USD
4500001052,1710,F,NB,USSU-VSF06,1710,002,20210228,20210228,USD
4500001053,1710,F,NB,USSU-VSF01,1710,002,20210304,20210304,USD
4500001054,1710,F,NB,USSU-VSF01,1710,002,20210304,20210304,USD
4500001055,1710,F,NB,USSU-VSF01,1710,002,20210304,20210304,USD
4500001056,1710,F,NB,USSU-VSF04,1710,002,20210304,20210304,USD
4500001057,1710,F,NB,USSU-VSF02,1710,002,20210304,20210304,USD
4500001058,1710,F,NB,USSU-VSF01,1710,002,20210304,20210304,USD
4500001059,1710,F,NB,USSU-VSF05,1710,002,20210304,20210304,USD
4500001060,1710,F,NB,USSU-VSF06,1710,002,20210304,20210304,USD
4500001061,1710,F,NB,USSU-VSF07,1710,002,20210304,20210304,USD
4500001062,1710,F,NB,USSU-VSF08,1710,002,20210304,20210304,USD
4500001063,1710,F,NB,USSU-VSF08,1710,002,20210304,20210304,USD
4500001064,1710,F,NB,USSU-VSF06,1710,002,20210304,20210304,USD
4500001065,1710,F,NB,USSU-VSF01,1710,002,20210315,20210315,USD
4500001066,1710,F,NB,USSU-VSF01,1710,002,20210315,20210315,USD
4500001067,1710,F,NB,USSU-VSF01,1710,002,20210315,20210315,USD
4500001068,1710,F,NB,USSU-VSF04,1710,002,20210315,20210315,USD
4500001069,1710,F,NB,USSU-VSF02,1710,002,20210315,20210315,USD
4500001070,1710,F,NB,USSU-VSF01,1710,002,20210315,20210315,USD
4500001071,1710,F,NB,USSU-VSF05,1710,002,20210315,20210315,USD
4500001072,1710,F,NB,USSU-VSF06,1710,002,20210315,20210315,USD
4500001073,1710,F,NB,USSU-VSF07,1710,002,20210315,20210315,USD
4500001074,1710,F,NB,USSU-VSF08,1710,002,20210315,20210315,USD
4500001075,1710,F,NB,USSU-VSF08,1710,002,20210315,20210315,USD
4500001076,1710,F,NB,USSU-VSF06,1710,002,20210315,20210315,USD
4500001077,1710,F,NB,EWM17-SU01,1710,001,20210316,20210317,USD
4500001078,1710,F,NB,0017300001,1710,001,20210317,20210317,USD
4500001080,1710,F,NB,EWM17-SU01,1710,001,20210316,20210323,USD
4500001081,1710,F,NB,0017300001,1710,002,20210326,20210326,USD
4500001082,1710,F,NB,0017300001,1710,002,20210326,20210326,USD
4500001083,1710,F,NB,USSU-VSF01,1710,002,20210519,20210519,USD
4500001084,1710,F,NB,USSU-VSF01,1710,002,20210519,20210519,USD
4500001085,1710,F,NB,USSU-VSF01,1710,002,20210519,20210519,USD
4500001086,1710,F,NB,USSU-VSF04,1710,002,20210519,20210519,USD
4500001087,1710,F,NB,USSU-VSF02,1710,002,20210519,20210519,USD
4500001088,1710,F,NB,USSU-VSF01,1710,002,20210519,20210519,USD
4500001089,1710,F,NB,USSU-VSF05,1710,002,20210519,20210519,USD
4500001090,1710,F,NB,USSU-VSF06,1710,002,20210519,20210519,USD
4500001091,1710,F,NB,USSU-VSF07,1710,002,20210519,20210519,USD
4500001092,1710,F,NB,USSU-VSF08,1710,002,20210519,20210519,USD
4500001093,1710,F,NB,USSU-VSF08,1710,002,20210519,20210519,USD
4500001094,1710,F,NB,USSU-VSF06,1710,002,20210519,20210519,USD
