PLNTY,PLNNR,PLNKN,VORNR,ARBID,WERKS,STEUS,BMSCH,VGW01,VGW02,VGW03
N,43710010,00000002,0020,10000745,3710,YBP1,100,50,150,150
N,43710010,00000003,0030,10000736,3710,YBP1,100,50,150,150
N,43710011,00000001,0010,10000734,3710,YBP1,100,50,150,150
2,43710007,00000001,0010,10000740,3710,YPI1,10000,0,0,0
2,43710007,00000002,0030,10000739,3710,YBP4,10000,0,0,0
2,43710007,00000003,0020,00000000,3710,YPI1,10000,1,2,0
2,43710007,00000004,0040,00000000,3710,YBP4,10000,0.5,1,0
2,43710008,00000001,0010,10000746,3710,YBP4,1000,0,0,0
2,43710008,00000002,0020,00000000,3710,YBP4,1000,2,2,0
2,43710007,00000005,0010,10000740,3710,YPI1,10000,0,0,0
2,43710007,00000006,0030,10000739,3710,YBP4,10000,0,0,0
2,43710007,00000007,0020,00000000,3710,YPI1,10000,1,2,0
2,43710007,00000008,0040,00000000,3710,YBP4,10000,0.5,1,0
N,43710046,00000001,0010,10000734,3710,YBP1,100,30,200,200
N,43710046,00000002,0020,10000735,3710,YBP1,100,30,200,200
N,43710046,00000003,0030,10000736,3710,YBP1,100,30,200,200
N,43710046,00000004,0040,10000735,3710,YBP1,100,30,200,200
N,43710003,00000001,0010,10000744,3710,YBP1,100,30,10,10
N,43710003,00000002,0020,10000735,3710,YBP3,100,30,10,10
N,43710004,00000001,0010,10000738,3710,YBP3,100,10,10,30
N,43710000,00000005,0010,10000745,3710,YBP1,1,30,10,10
N,43710012,00000001,0010,10000738,3710,YBP3,100,10,10,30
N,43710009,00000001,0010,10000738,3710,YBP3,100,10,10,30
N,43710047,00000001,0010,10000744,3710,YBP1,100,10,10,30
N,43710047,00000002,0020,10000735,3710,YBP3,100,10,10,30
Q,53710001,00000001,0010,10000751,3710,QM01,1,0,0,0
N,43710010,00000004,0010,10000734,3710,YBP1,100,50,150,150
N,43710010,00000006,0030,10000736,3710,YBP1,100,50,150,150
N,43710011,00000002,0010,10000734,3710,YBP1,100,50,150,150
N,43710010,00000005,0020,10000745,3710,YBQ1,100,50,150,150
N,43710014,00000001,0010,10000753,3710,YBP1,10,1,2,0
N,43710014,00000002,0020,10000752,3710,YBP1,10,0.5,1,0
N,43710014,00000003,0030,10000754,3710,YBP5,10,2,2,0
N,43710062,00000001,0010,10000753,3710,YBP1,10,1,2,0
N,43710062,00000002,0020,10000752,3710,YBP1,10,0.5,1,0
N,43710062,00000003,0030,10000754,3710,YBP5,10,2,2,0
N,43710016,00000001,0010,10000753,3710,YBP1,10,1,2,0
N,43710016,00000002,0020,10000752,3710,YBP1,10,0.5,1,0
N,43710016,00000004,0040,10000754,3710,YBP5,10,2,2,0
N,43710016,00000003,0030,10000751,3710,QM01,10,0,0,0
Q,50371001,00000001,0010,10000751,3710,QM01,1,0,0,0
Q,50371002,00000001,0010,10000751,3710,QM01,1,0,0,0
Q,50371004,00000001,0010,10000751,3710,QM01,1,0,0,0
Q,50371007,00000001,0010,10000751,3710,QM01,1,0,0,0
Q,50371005,00000001,0010,10000751,3710,QM01,1,0,0,0
N,43710039,00000001,0010,10000755,3710,YBP1,1,30,200,200
N,43710039,00000002,0031,10000755,3710,YBP1,1,30,200,200
N,43710039,00000003,0032,10000755,3710,YBP1,1,30,200,200
N,43710031,00000001,0010,10000755,3710,YBP1,1,60,120,180
Q,00000010,00000001,0010,00000000,3710,QM01,1,0,0,0
N,43710200,00000001,0010,10000756,3710,YBP1,100,30,10,10
N,43710023,00000001,0010,10000757,3710,YBP1,100,30,10,10
N,43710024,00000001,0010,10000758,3710,YBP1,100,30,10,10
N,43710025,00000001,0010,10000759,3710,YBP1,100,30,10,10
N,43710026,00000001,0010,10000760,3710,YBP1,100,30,10,10
N,43710041,00000001,0010,10000757,3710,YBP1,100,30,10,10
N,43710042,00000001,0010,10000759,3710,YBP1,100,30,10,10
N,43710043,00000001,0010,10000759,3710,YBP1,100,30,10,10
N,43710044,00000001,0010,10000760,3710,YBP1,100,30,10,10
N,43710045,00000001,0010,10000760,3710,YBP1,100,30,10,10
Q,50371089,00000001,0010,10000751,3710,QM01,1,0,0,0
N,43710063,00000001,0010,10000761,3710,YBP1,1,30,25,25
N,43710063,00000002,0020,10000762,3710,YBP1,1,30,25,25
N,43710063,00000003,0030,10000763,3710,YBP1,1,30,5,5
N,43710063,00000004,0040,10000764,3710,YBP1,1,15,8,8
N,43710063,00000005,0050,10000764,3710,YBP1,1,15,2,2
N,43710064,00000001,0010,10000765,3710,YBP1,1,15,3,3
N,43710064,00000002,0020,10000764,3710,YBP1,1,15,2,2
N,43710063,00000006,0010,10000761,3710,YBP1,1,30,25,25
N,43710063,00000007,0020,10000766,3710,YBP1,1,30,10,25
N,43710063,00000008,0030,10000763,3710,YBP1,1,30,5,5
N,43710063,00000009,0040,10000764,3710,YBP1,1,15,8,8
N,43710063,00000010,0050,10000764,3710,YBP1,1,15,2,2
N,43710064,00000003,0010,10000767,3710,YBP1,1,15,1,3
N,43710064,00000004,0020,10000764,3710,YBP1,1,15,2,2
2,43710065,00000001,0010,10000770,3710,YPI1,1500,0,0,0
2,43710065,00000002,0030,10000768,3710,YBP4,1500,0,0,0
2,43710065,00000003,0020,00000000,3710,YPI1,1500,1,1,0
2,43710065,00000004,0040,00000000,3710,YBP4,1500,2,2,0
2,43710065,00000005,0010,10000770,3710,YPI1,1500,0,0,0
2,43710065,00000006,0030,10000769,3710,YBP4,1500,0,0,0
2,43710065,00000007,0020,00000000,3710,YPI1,1500,1,1,0
2,43710065,00000008,0040,00000000,3710,YBP4,1500,1.5,1.5,0
2,43710066,00000001,0010,10000771,3710,YBP4,100,0,0,0
2,43710066,00000002,0020,00000000,3710,YBP4,100,2,2,0
2,43710066,00000003,0010,10000772,3710,YBP4,100,0,0,0
2,43710066,00000004,0020,00000000,3710,YBP4,100,1,1,0
N,43710004,00000002,0010,10000773,3710,YBP3,100,10,10,30
N,43710035,00000001,0010,10000734,3710,YBP1,100,30,10,10
N,43710036,00000001,0010,10000734,3710,YBP1,100,30,10,10
N,43710037,00000001,0010,10000734,3710,YBP1,100,30,10,10
N,43710038,00000001,0010,10000734,3710,YBP1,100,30,10,10
2,43710068,00000001,0010,10000774,3710,YPI1,1000,0,0,0
2,43710068,00000002,0030,10000775,3710,YPI1,1000,0,0,0
2,43710068,00000003,0050,10000776,3710,YBP4,1000,0,0,0
2,43710068,00000004,0020,00000000,3710,YPI1,1000,1,1,0
2,43710068,00000005,0040,00000000,3710,YPI1,1000,2,2,0
2,43710068,00000006,0060,00000000,3710,YBP4,1000,1,1,0
2,43710069,00000001,0010,10000777,3710,YPI1,1000,0,0,0
2,43710069,00000002,0020,00000000,3710,YPI1,1000,0.5,0.5,0
Q,53710063,00000001,0010,10000751,3710,QM01,1,0,0,0
2,43710072,00000001,0010,10000740,3710,YPI1,1000,0,0,0
2,43710072,00000002,0030,10000746,3710,YBP4,1000,0,0,0
2,43710072,00000003,0020,00000000,3710,YPI1,1000,2,2,0
2,43710072,00000004,0040,00000000,3710,YBP4,1000,1,1,0
2,43710041,00000001,0010,10000740,3710,YPI1,100,0,0,0
2,43710041,00000002,0030,10000746,3710,YBP4,100,0,0,0
2,43710041,00000003,0020,00000000,3710,YPI1,100,1,1,0
2,43710041,00000004,0040,00000000,3710,YBP4,100,2,2,0
2,43710042,00000001,0010,10000740,3710,YPI1,100,0,0,0
2,43710042,00000002,0030,10000746,3710,YBP4,100,0,0,0
2,43710042,00000003,0020,00000000,3710,YPI1,100,2,2,0
2,43710042,00000004,0040,00000000,3710,YBP4,100,2,2,0
2,43710043,00000001,0010,10000778,3710,YBP4,1000,0,0,0
2,43710043,00000002,0020,00000000,3710,YBP4,1000,1,1,0
N,45410015,00000001,0010,10000779,5410,YB99,100,1,1,1
S,45410005,00000001,0010,10000790,5410,YBRW,1,0,0,10
N,45410000,00000001,0010,10000779,5410,YBP1,100,30,10,10
N,45410000,00000002,0020,10000780,5410,YBP1,100,30,10,10
N,45410000,00000003,0030,10000781,5410,YBP1,100,30,10,10
N,45410000,00000004,0040,10000780,5410,YBP1,100,30,10,10
N,45410001,00000001,0010,10000789,5410,YBP1,100,30,10,10
N,45410001,00000002,0020,10000780,5410,YBP1,100,30,10,10
N,45410061,00000001,0010,10000779,5410,YBP1,100,30,10,10
N,45410061,00000002,0020,10000780,5410,YBP1,100,30,10,10
N,45410061,00000003,0030,10000781,5410,YBP1,100,30,10,10
N,45410061,00000004,0040,10000780,5410,YBP1,100,30,10,10
N,45410010,00000001,0010,10000779,5410,YBP1,100,50,150,150
N,45410010,00000002,0020,10000790,5410,YBP1,100,50,150,150
N,45410010,00000003,0030,10000781,5410,YBP1,100,50,150,150
N,45410011,00000001,0010,10000779,5410,YBP1,100,50,150,150
2,45410007,00000001,0010,10000785,5410,YPI1,10000,0,0,0
2,45410007,00000002,0030,10000784,5410,YBP4,10000,0,0,0
2,45410007,00000003,0020,00000000,5410,YPI1,10000,1,2,0
2,45410007,00000004,0040,00000000,5410,YBP4,10000,0.5,1,0
2,45410008,00000001,0010,10000791,5410,YBP4,1000,0,0,0
2,45410008,00000002,0020,00000000,5410,YBP4,1000,2,2,0
2,45410007,00000005,0010,10000785,5410,YPI1,10000,0,0,0
2,45410007,00000006,0030,10000784,5410,YBP4,10000,0,0,0
2,45410007,00000007,0020,00000000,5410,YPI1,10000,1,2,0
2,45410007,00000008,0040,00000000,5410,YBP4,10000,0.5,1,0
N,45410046,00000001,0010,10000779,5410,YBP1,100,30,200,200
N,45410046,00000002,0020,10000780,5410,YBP1,100,30,200,200
N,45410046,00000003,0030,10000781,5410,YBP1,100,30,200,200
N,45410046,00000004,0040,10000780,5410,YBP1,100,30,200,200
N,45410003,00000001,0010,10000789,5410,YBP1,100,30,10,10
N,45410003,00000002,0020,10000780,5410,YBP3,100,30,10,10
N,45410004,00000001,0010,10000783,5410,YBP3,100,10,10,30
N,45410000,00000005,0010,10000790,5410,YBP1,1,30,10,10
N,45410012,00000001,0010,10000783,5410,YBP3,100,10,10,30
N,45410009,00000001,0010,10000783,5410,YBP3,100,10,10,30
N,45410047,00000001,0010,10000789,5410,YBP1,100,10,10,30
N,45410047,00000002,0020,10000780,5410,YBP3,100,10,10,30
Q,55410001,00000001,0010,10000796,5410,QM01,1,0,0,0
N,45410010,00000004,0010,10000779,5410,YBP1,100,50,150,150
N,45410010,00000006,0030,10000781,5410,YBP1,100,50,150,150
N,45410011,00000002,0010,10000779,5410,YBP1,100,50,150,150
N,45410010,00000005,0020,10000790,5410,YBQ1,100,50,150,150
N,45410014,00000001,0010,10000798,5410,YBP1,10,1,2,0
N,45410014,00000002,0020,10000797,5410,YBP1,10,0.5,1,0
N,45410014,00000003,0030,10000799,5410,YBP5,10,2,2,0
N,45410062,00000001,0010,10000798,5410,YBP1,10,1,2,0
N,45410062,00000002,0020,10000797,5410,YBP1,10,0.5,1,0
N,45410062,00000003,0030,10000799,5410,YBP5,10,2,2,0
N,45410016,00000001,0010,10000798,5410,YBP1,10,1,2,0
N,45410016,00000002,0020,10000797,5410,YBP1,10,0.5,1,0
N,45410016,00000004,0040,10000799,5410,YBP5,10,2,2,0
N,45410016,00000003,0030,10000796,5410,QM01,10,0,0,0
Q,50541001,00000001,0010,10000796,5410,QM01,1,0,0,0
Q,50541002,00000001,0010,10000796,5410,QM01,1,0,0,0
Q,50541004,00000001,0010,10000796,5410,QM01,1,0,0,0
Q,50541007,00000001,0010,10000796,5410,QM01,1,0,0,0
Q,50541005,00000001,0010,10000796,5410,QM01,1,0,0,0
N,45410039,00000001,0010,10000800,5410,YBP1,1,30,200,200
N,45410039,00000002,0031,10000800,5410,YBP1,1,30,200,200
N,45410039,00000003,0032,10000800,5410,YBP1,1,30,200,200
N,45410031,00000001,0010,10000800,5410,YBP1,1,60,120,180
Q,00000011,00000001,0010,00000000,5410,QM01,1,0,0,0
N,45410200,00000001,0010,10000801,5410,YBP1,100,30,10,10
N,45410023,00000001,0010,10000802,5410,YBP1,100,30,10,10
N,45410024,00000001,0010,10000803,5410,YBP1,100,30,10,10
N,45410025,00000001,0010,10000804,5410,YBP1,100,30,10,10
N,45410026,00000001,0010,10000805,5410,YBP1,100,30,10,10
N,45410041,00000001,0010,10000802,5410,YBP1,100,30,10,10
N,45410042,00000001,0010,10000804,5410,YBP1,100,30,10,10
N,45410043,00000001,0010,10000804,5410,YBP1,100,30,10,10
N,45410044,00000001,0010,10000805,5410,YBP1,100,30,10,10
N,45410045,00000001,0010,10000805,5410,YBP1,100,30,10,10
Q,50541089,00000001,0010,10000796,5410,QM01,1,0,0,0
N,45410063,00000001,0010,10000806,5410,YBP1,1,30,25,25
N,45410063,00000002,0020,10000807,5410,YBP1,1,30,25,25
N,45410063,00000003,0030,10000808,5410,YBP1,1,30,5,5
N,45410063,00000004,0040,10000809,5410,YBP1,1,15,8,8
N,45410063,00000005,0050,10000809,5410,YBP1,1,15,2,2
N,45410064,00000001,0010,10000810,5410,YBP1,1,15,3,3
N,45410064,00000002,0020,10000809,5410,YBP1,1,15,2,2
N,45410063,00000006,0010,10000806,5410,YBP1,1,30,25,25
N,45410063,00000007,0020,10000811,5410,YBP1,1,30,10,25
N,45410063,00000008,0030,10000808,5410,YBP1,1,30,5,5
N,45410063,00000009,0040,10000809,5410,YBP1,1,15,8,8
N,45410063,00000010,0050,10000809,5410,YBP1,1,15,2,2
N,45410064,00000003,0010,10000812,5410,YBP1,1,15,1,3
N,45410064,00000004,0020,10000809,5410,YBP1,1,15,2,2
2,45410065,00000001,0010,10000815,5410,YPI1,1500,0,0,0
2,45410065,00000002,0030,10000813,5410,YBP4,1500,0,0,0
2,45410065,00000003,0020,00000000,5410,YPI1,1500,1,1,0
2,45410065,00000004,0040,00000000,5410,YPI1,1500,2,2,0
2,45410065,00000005,0050,00000000,5410,YBP4,1500,1,1,0
2,45410065,00000006,0010,10000815,5410,YPI1,1500,0,0,0
2,45410065,00000007,0030,10000814,5410,YBP4,1500,0,0,0
2,45410065,00000008,0020,00000000,5410,YPI1,1500,1,1,0
2,45410065,00000009,0040,00000000,5410,YPI1,1500,1.5,1.5,0
2,45410065,00000010,0050,00000000,5410,YBP4,1500,1,1,0
2,45410066,00000001,0010,10000816,5410,YBP4,100,0,0,0
2,45410066,00000002,0020,00000000,5410,YBP4,100,2,2,0
2,45410066,00000003,0010,10000817,5410,YBP4,100,0,0,0
2,45410066,00000004,0020,00000000,5410,YBP4,100,1,1,0
N,45410004,00000002,0010,10000818,5410,YBP3,100,10,10,30
N,45410035,00000001,0010,10000779,5410,YBP1,100,30,10,10
N,45410036,00000001,0010,10000779,5410,YBP1,100,30,10,10
N,45410037,00000001,0010,10000779,5410,YBP1,100,30,10,10
N,45410038,00000001,0010,10000779,5410,YBP1,100,30,10,10
2,45410068,00000001,0010,10000819,5410,YPI1,1000,0,0,0
2,45410068,00000002,0030,10000820,5410,YPI1,1000,0,0,0
2,45410068,00000003,0050,10000821,5410,YBP4,1000,0,0,0
2,45410068,00000004,0020,00000000,5410,YPI1,1000,1,1,0
2,45410068,00000005,0040,00000000,5410,YPI1,1000,2,2,0
2,45410068,00000006,0060,00000000,5410,YBP4,1000,1,1,0
2,45410069,00000001,0010,10000822,5410,YPI1,1000,0,0,0
2,45410069,00000002,0020,00000000,5410,YPI1,1000,0.5,0.5,0
Q,55410063,00000001,0010,10000796,5410,QM01,1,0,0,0
2,45410072,00000001,0010,10000785,5410,YPI1,1000,0,0,0
2,45410072,00000002,0030,10000791,5410,YBP4,1000,0,0,0
2,45410072,00000003,0020,00000000,5410,YPI1,1000,2,2,0
2,45410072,00000004,0040,00000000,5410,YBP4,1000,1,1,0
2,45410041,00000001,0010,10000785,5410,YPI1,100,0,0,0
2,45410041,00000002,0030,10000791,5410,YBP4,100,0,0,0
2,45410041,00000003,0020,00000000,5410,YPI1,100,1,1,0
2,45410041,00000004,0040,00000000,5410,YBP4,100,2,2,0
2,45410042,00000001,0010,10000785,5410,YPI1,100,0,0,0
2,45410042,00000002,0030,10000791,5410,YBP4,100,0,0,0
2,45410042,00000003,0020,00000000,5410,YPI1,100,2,2,0
2,45410042,00000004,0040,00000000,5410,YBP4,100,2,2,0
2,45410043,00000001,0010,10000823,5410,YBP4,1000,0,0,0
2,45410043,00000002,0020,00000000,5410,YBP4,1000,1,1,0
N,45510015,00000001,0010,10000824,5510,YB99,100,0.001,0.001,0.001
S,45510005,00000001,0010,10000835,5510,YBRW,1,0,0,10
N,45510000,00000001,0010,10000824,5510,YBP1,100,30,10,10
N,45510000,00000002,0020,10000825,5510,YBP1,100,30,10,10
N,45510000,00000003,0030,10000826,5510,YBP1,100,30,10,10
N,45510000,00000004,0040,10000825,5510,YBP1,100,30,10,10
N,45510001,00000001,0010,10000834,5510,YBP1,100,30,10,10
N,45510001,00000002,0020,10000825,5510,YBP1,100,30,10,10
N,45510061,00000001,0010,10000824,5510,YBP1,100,30,10,10
N,45510061,00000002,0020,10000825,5510,YBP1,100,30,10,10
N,45510061,00000003,0030,10000826,5510,YBP1,100,30,10,10
N,45510061,00000004,0040,10000825,5510,YBP1,100,30,10,10
N,45510010,00000001,0010,10000824,5510,YBP1,100,50,150,150
N,45510010,00000002,0020,10000835,5510,YBP1,100,50,150,150
N,45510010,00000003,0030,10000826,5510,YBP1,100,50,150,150
N,45510011,00000001,0010,10000824,5510,YBP1,100,50,150,150
2,45510007,00000001,0010,10000830,5510,YPI1,10000,0,0,0
2,45510007,00000002,0030,10000829,5510,YBP4,10000,0,0,0
2,45510007,00000003,0020,00000000,5510,YPI1,10000,1,2,0
2,45510007,00000004,0040,00000000,5510,YBP4,10000,0.5,1,0
2,45510008,00000001,0010,10000836,5510,YBP4,1000,0,0,0
2,45510008,00000002,0020,00000000,5510,YBP4,1000,2,2,0
2,45510007,00000005,0010,10000830,5510,YPI1,10000,0,0,0
2,45510007,00000006,0030,10000829,5510,YBP4,10000,0,0,0
2,45510007,00000007,0020,00000000,5510,YPI1,10000,1,2,0
2,45510007,00000008,0040,00000000,5510,YBP4,10000,0.5,1,0
N,45510046,00000001,0010,10000824,5510,YBP1,100,30,200,200
N,45510046,00000002,0020,10000825,5510,YBP1,100,30,200,200
N,45510046,00000003,0030,10000826,5510,YBP1,100,30,200,200
N,45510046,00000004,0040,10000825,5510,YBP1,100,30,200,200
N,45510003,00000001,0010,10000834,5510,YBP1,100,30,10,10
N,45510003,00000002,0020,10000825,5510,YBP3,100,30,10,10
N,45510004,00000001,0010,10000828,5510,YBP3,100,10,10,30
N,45510000,00000005,0010,10000835,5510,YBP1,1,30,10,10
N,45510012,00000001,0010,10000828,5510,YBP3,100,10,10,30
N,45510009,00000001,0010,10000828,5510,YBP3,100,10,10,30
N,45510047,00000001,0010,10000834,5510,YBP1,100,10,10,30
N,45510047,00000002,0020,10000825,5510,YBP3,100,10,10,30
Q,55510001,00000001,0010,10000841,5510,QM01,1,0,0,0
N,45510010,00000004,0010,10000824,5510,YBP1,100,50,150,150
N,45510010,00000006,0030,10000826,5510,YBP1,100,50,150,150
N,45510011,00000002,0010,10000824,5510,YBP1,100,50,150,150
N,45510010,00000005,0020,10000835,5510,YBQ1,100,50,150,150
N,45510014,00000001,0010,10000843,5510,YBP1,10,1,2,0
N,45510014,00000002,0020,10000842,5510,YBP1,10,0.5,1,0
N,45510014,00000003,0030,10000844,5510,YBP5,10,2,2,0
N,45510062,00000001,0010,10000843,5510,YBP1,10,1,2,0
N,45510062,00000002,0020,10000842,5510,YBP1,10,0.5,1,0
N,45510062,00000003,0030,10000844,5510,YBP5,10,2,2,0
N,45510016,00000001,0010,10000843,5510,YBP1,10,1,2,0
N,45510016,00000002,0020,10000842,5510,YBP1,10,0.5,1,0
N,45510016,00000004,0040,10000844,5510,YBP5,10,2,2,0
N,45510016,00000003,0030,10000841,5510,QM01,10,0,0,0
Q,50551001,00000001,0010,10000841,5510,QM01,1,0,0,0
Q,50551002,00000001,0010,10000841,5510,QM01,1,0,0,0
Q,50551004,00000001,0010,10000841,5510,QM01,1,0,0,0
Q,50551007,00000001,0010,10000841,5510,QM01,1,0,0,0
Q,50551005,00000001,0010,10000841,5510,QM01,1,0,0,0
N,45510039,00000001,0010,10000845,5510,YBP1,1,30,200,200
N,45510039,00000002,0031,10000845,5510,YBP1,1,30,200,200
N,45510039,00000003,0032,10000845,5510,YBP1,1,30,200,200
N,45510031,00000001,0010,10000845,5510,YBP1,1,60,120,180
N,45510023,00000001,0010,10000846,5510,YBP1,100,30,10,10
N,45510024,00000001,0010,10000847,5510,YBP1,100,30,10,10
N,45510025,00000001,0010,10000848,5510,YBP1,100,30,10,10
N,45510026,00000001,0010,10000849,5510,YBP1,100,30,10,10
N,45510041,00000001,0010,10000846,5510,YBP1,100,30,10,10
N,45510042,00000001,0010,10000848,5510,YBP1,100,30,10,10
N,45510043,00000001,0010,10000848,5510,YBP1,100,30,10,10
N,45510044,00000001,0010,10000849,5510,YBP1,100,30,10,10
N,45510045,00000001,0010,10000849,5510,YBP1,100,30,10,10
Q,50551089,00000001,0010,10000841,5510,QM01,1,0,0,0
N,45510063,00000001,0010,10000850,5510,YBP1,1,30,25,25
N,45510063,00000002,0020,10000851,5510,YBP1,1,30,25,25
N,45510063,00000003,0030,10000852,5510,YBP1,1,30,5,5
N,45510063,00000004,0040,10000853,5510,YBP1,1,15,8,8
N,45510063,00000005,0050,10000853,5510,YBP1,1,15,2,2
N,45510064,00000001,0010,10000854,5510,YBP1,1,15,3,3
N,45510064,00000002,0020,10000853,5510,YBP1,1,15,2,2
N,45510063,00000006,0010,10000850,5510,YBP1,1,30,25,25
N,45510063,00000007,0020,10000855,5510,YBP1,1,30,10,25
N,45510063,00000008,0030,10000852,5510,YBP1,1,30,5,5
N,45510063,00000009,0040,10000853,5510,YBP1,1,15,8,8
N,45510063,00000010,0050,10000853,5510,YBP1,1,15,2,2
N,45510064,00000003,0010,10000856,5510,YBP1,1,15,1,3
N,45510064,00000004,0020,10000853,5510,YBP1,1,15,2,2
2,45510065,00000001,0010,10000859,5510,YPI1,1500,0,0,0
2,45510065,00000002,0030,10000857,5510,YBP4,1500,0,0,0
2,45510065,00000003,0020,00000000,5510,YPI1,1500,1,1,0
2,45510065,00000004,0040,00000000,5510,YPI1,1500,2,2,0
2,45510065,00000005,0050,00000000,5510,YBP4,1500,1,1,0
2,45510065,00000006,0010,10000859,5510,YPI1,1500,0,0,0
2,45510065,00000007,0030,10000858,5510,YBP4,1500,0,0,0
2,45510065,00000008,0020,00000000,5510,YPI1,1500,1,1,0
2,45510065,00000009,0040,00000000,5510,YPI1,1500,1.5,1.5,0
2,45510065,00000010,0050,00000000,5510,YBP4,1500,1,1,0
2,45510066,00000001,0010,10000860,5510,YBP4,100,0,0,0
2,45510066,00000002,0020,00000000,5510,YBP4,100,2,2,0
2,45510066,00000003,0010,10000861,5510,YBP4,100,0,0,0
2,45510066,00000004,0020,00000000,5510,YBP4,100,1,1,0
N,45510004,00000002,0010,10000862,5510,YBP3,100,10,10,30
N,45510035,00000001,0010,10000824,5510,YBP1,100,30,10,10
N,45510036,00000001,0010,10000824,5510,YBP1,100,30,10,10
N,45510037,00000001,0010,10000824,5510,YBP1,100,30,10,10
N,45510038,00000001,0010,10000824,5510,YBP1,100,30,10,10
2,45510068,00000001,0010,10000863,5510,YPI1,1000,0,0,0
2,45510068,00000002,0030,10000864,5510,YPI1,1000,0,0,0
2,45510068,00000003,0050,10000865,5510,YBP4,1000,0,0,0
2,45510068,00000004,0020,00000000,5510,YPI1,1000,1,1,0
2,45510068,00000005,0040,00000000,5510,YPI1,1000,2,2,0
2,45510068,00000006,0060,00000000,5510,YBP4,1000,1,1,0
2,45510069,00000001,0010,10000866,5510,YPI1,1000,0,0,0
2,45510069,00000002,0020,00000000,5510,YPI1,1000,0.5,0.5,0
Q,55510063,00000001,0010,10000841,5510,QM01,1,0,0,0
2,45510072,00000001,0010,10000830,5510,YPI1,1000,0,0,0
2,45510072,00000002,0030,10000836,5510,YBP4,1000,0,0,0
2,45510072,00000003,0020,00000000,5510,YPI1,1000,2,2,0
2,45510072,00000004,0040,00000000,5510,YBP4,1000,1,1,0
2,45510041,00000001,0010,10000830,5510,YPI1,100,0,0,0
2,45510041,00000002,0030,10000836,5510,YBP4,100,0,0,0
2,45510041,00000003,0020,00000000,5510,YPI1,100,1,1,0
2,45510041,00000004,0040,00000000,5510,YBP4,100,2,2,0
2,45510042,00000001,0010,10000830,5510,YPI1,100,0,0,0
2,45510042,00000002,0030,10000836,5510,YBP4,100,0,0,0
2,45510042,00000003,0020,00000000,5510,YPI1,100,2,2,0
2,45510042,00000004,0040,00000000,5510,YBP4,100,2,2,0
2,45510043,00000001,0010,10000867,5510,YBP4,1000,0,0,0
2,45510043,00000002,0020,00000000,5510,YBP4,1000,1,1,0
N,47K10015,00000001,0010,10000868,7K10,YB99,100,1,1,1
S,47K10005,00000001,0010,10000879,7K10,YBRW,1,0,0,10
N,47K10000,00000001,0010,10000868,7K10,YBP1,100,30,10,10
N,47K10000,00000002,0020,10000869,7K10,YBP1,100,30,10,10
N,47K10000,00000003,0030,10000870,7K10,YBP1,100,30,10,10
N,47K10000,00000004,0040,10000869,7K10,YBP1,100,30,10,10
N,47K10001,00000001,0010,10000878,7K10,YBP1,100,30,10,10
N,47K10001,00000002,0020,10000869,7K10,YBP1,100,30,10,10
N,47K10061,00000001,0010,10000868,7K10,YBP1,100,30,10,10
N,47K10061,00000002,0020,10000869,7K10,YBP1,100,30,10,10
N,47K10061,00000003,0030,10000870,7K10,YBP1,100,30,10,10
N,47K10061,00000004,0040,10000869,7K10,YBP1,100,30,10,10
N,47K10010,00000001,0010,10000868,7K10,YBP1,100,50,150,150
N,47K10010,00000002,0020,10000879,7K10,YBP1,100,50,150,150
N,47K10010,00000003,0030,10000870,7K10,YBP1,100,50,150,150
N,47K10011,00000001,0010,10000868,7K10,YBP1,100,50,150,150
2,47K10007,00000001,0010,10000874,7K10,YPI1,10000,0,0,0
2,47K10007,00000002,0030,10000873,7K10,YBP4,10000,0,0,0
2,47K10007,00000003,0020,00000000,7K10,YPI1,10000,1,2,0
2,47K10007,00000004,0040,00000000,7K10,YBP4,10000,0.5,1,0
2,47K10008,00000001,0010,10000880,7K10,YBP4,1000,0,0,0
2,47K10008,00000002,0020,00000000,7K10,YBP4,1000,2,2,0
2,47K10007,00000005,0010,10000874,7K10,YPI1,10000,0,0,0
2,47K10007,00000006,0030,10000873,7K10,YBP4,10000,0,0,0
2,47K10007,00000007,0020,00000000,7K10,YPI1,10000,1,2,0
2,47K10007,00000008,0040,00000000,7K10,YBP4,10000,0.5,1,0
N,47K10046,00000001,0010,10000868,7K10,YBP1,100,30,200,200
N,47K10046,00000002,0020,10000869,7K10,YBP1,100,30,200,200
N,47K10046,00000003,0030,10000870,7K10,YBP1,100,30,200,200
N,47K10046,00000004,0040,10000869,7K10,YBP1,100,30,200,200
N,47K10003,00000001,0010,10000878,7K10,YBP1,100,30,10,10
N,47K10003,00000002,0020,10000869,7K10,YBP3,100,30,10,10
N,47K10004,00000001,0010,10000872,7K10,YBP3,100,10,10,30
N,47K10000,00000005,0010,10000879,7K10,YBP1,1,30,10,10
N,47K10012,00000001,0010,10000872,7K10,YBP3,100,10,10,30
N,47K10009,00000001,0010,10000872,7K10,YBP3,100,10,10,30
N,47K10047,00000001,0010,10000878,7K10,YBP1,100,10,10,30
N,47K10047,00000002,0020,10000869,7K10,YBP3,100,10,10,30
Q,57K10001,00000001,0010,10000885,7K10,QM01,1,0,0,0
N,47K10010,00000004,0010,10000868,7K10,YBP1,100,50,150,150
N,47K10010,00000006,0030,10000870,7K10,YBP1,100,50,150,150
