STLNR,STLKN,IDNRK,MENGE,MEINS,POSTP,AUSCH,POSNR,EWAHR
00001766,00000006,RM27,100,ST,L,0,0090,0
00001767,00000001,RM124,100,ST,L,0,0010,0
00001768,00000001,RM12,1000,ST,L,0,0010,0
00001760,00000010,FG126,1,ST,L,0,0010,0
00000065,00000001,SP001,1,ST,L,0,0010,0
00000065,00000002,SP002,1,ST,L,0,0020,0
00000065,00000003,SP003,1,ST,L,0,0030,0
00000065,00000004,SP004,1,ST,L,0,0040,0
00000065,00000005,SP005,1,ST,L,0,0050,0
00000065,00000006,SP006,1,ST,L,0,0060,0
00000066,00000001,SP001,1,ST,L,0,0010,0
00000066,00000002,SP002,1,ST,L,0,0020,0
00000066,00000003,SP003,1,ST,L,0,0030,0
00000066,00000004,SP004,1,ST,L,0,0040,0
00000066,00000005,SP005,1,ST,L,0,0050,0
00000066,00000006,SP006,1,ST,L,0,0060,0
00001769,00000001,RM13,100,ST,L,0,0010,0
00001769,00000002,RM14,100,ST,L,0,0020,0
00001770,00000001,RM33,100,ST,L,0,0010,0
00001770,00000002,RM34,100,ST,L,0,0020,0
00001771,00000001,SG233,100,ST,L,0,0010,0
00001771,00000002,RM233-1,100,ST,L,0,0020,0
00001771,00000003,RM233-2,100,ST,L,0,0030,0
00001771,00000004,RM233-4,100,ST,L,0,0040,0
00001772,00000001,RM234,100,ST,L,0,0010,0
00001771,00000005,SG234,100,ST,L,0,0010,0
00001773,00000001,RM235,100,ST,L,0,0010,0
00001774,00000001,RM124,100,ST,L,0,0010,0
00001775,00000001,SG29,100,ST,L,0,0010,0
00001775,00000002,RM20,100,ST,L,0,0020,0
00001776,00000001,RMPI001,86,KG,L,0,0010,0
00001776,00000002,RMPI002,2,KG,L,0,0020,0
00001776,00000003,RMPI003,3,KG,L,0,0030,0
00001776,00000004,RMPI004,4,KG,L,0,0040,0
00001776,00000005,RMPI005,5000,G,L,0,0050,0
00001777,00000001,RMPI001,86,KG,L,0,0010,0
00001777,00000002,RMPI002,2,KG,L,0,0020,0
00001777,00000003,RMPI003,3,KG,L,0,0030,0
00001777,00000004,RMPI004,4,KG,L,0,0040,0
00001777,00000005,RMPI005,5000,G,L,0,0050,0
00001778,00000001,SDBOMERLAIT01,3,ST,L,0,0010,0
00001778,00000002,SDBOMERLAIT02,5,ST,L,0,0020,0
00001779,00000001,SDBOMLUMFIT01,3,ST,L,0,0010,0
00001779,00000002,SDBOMLUMFIT02,5,ST,L,0,0020,0
00001780,00000007,,1,ST,K,0,0040,0
00001780,00000001,SF-FL-COMB,1,ST,L,0,0010,0
00001780,00000002,SF-FL-ELECTRIC,1,ST,L,0,0010,0
00001780,00000003,SF-FL-TIRE-CUSH,4,ST,L,0,0020,0
00001780,00000004,SF-FL-TIRE-PNEU,4,ST,L,0,0020,0
00001780,00000005,SF-FL-CWEIGHT,1,ST,L,0,0030,0
00001780,00000006,SF-FL-FORKSEAT-VXX,1,ST,L,0,0050,0
00001781,00000006,,1,ST,K,0,0040,0
00001781,00000001,SF-FL-COMB,1,ST,L,0,0010,0
00001781,00000002,SF-FL-ELECTRIC,1,ST,L,0,0010,0
00001781,00000003,SF-FL-TIRE-CUSH,4,ST,L,0,0020,0
00001781,00000004,SF-FL-TIRE-PNEU,4,ST,L,0,0020,0
00001781,00000005,SF-FL-CWEIGHT,1,ST,L,0,0030,0
00001782,00000001,S-201,100,ST,L,0,0010,0
00001783,00000001,S-201,100,ST,L,0,0010,0
00001783,00000002,S-202,100,ST,L,0,0020,0
00001784,00000001,S-301,100,ST,L,0,0010,0
00001784,00000002,R-302,100,ST,L,0,0020,0
00001785,00000001,R-401,100,ST,L,0,0010,0
00001782,00000002,S-203,100,ST,L,0,0020,0
00001786,00000001,S-208,100,ST,L,0,0010,0
00001786,00000002,S-210,100,ST,L,0,0020,0
00001787,00000001,S-315,100,ST,L,0,0010,0
00001787,00000002,R-311,100,ST,L,0,0020,0
00001788,00000001,R-411,100,ST,L,0,0010,0
00001789,00000001,S-310,100,ST,L,0,0010,0
00001790,00000001,R-410,100,ST,L,0,0010,0
00001790,00000002,R-412,100,ST,L,0,0020,0
00001791,00000001,RM13,100,ST,L,0,0010,0
00001791,00000002,RM14,100,ST,L,0,0020,0
00001792,00000001,SG-CFP-COUPLER,1,EA,L,0,0010,0
00001792,00000002,SG-CFP-HOUSING,1,EA,L,0,0020,0
00001792,00000003,SG-CFP-SEAL,1,EA,L,0,0030,0
00001792,00000004,SG-CFP-IMPELLER,1,EA,L,0,0040,0
00001792,00000005,SG-CFP-ADAPTER,1,EA,L,0,0050,0
00001792,00000006,SG-CFP-B-BRNG,1,EA,L,0,0060,0
00001792,00000007,SG-CFP-INBRD_CVR,1,EA,L,0,0070,0
00001792,00000008,SG-CFP-SHAFT,1,EA,L,0,0080,0
00001792,00000009,SG-CFP-BRNG-BRKT,1,EA,L,0,0090,0
00001792,00000010,SG-CFP-CON_BK,1,EA,L,0,0100,0
00001792,00000011,SG-CFP-CON_BX_CVR,1,EA,L,0,0110,0
00001792,00000012,SG-CFP-CON,10,EA,L,0,0120,0
00001792,00000013,SG-CFP-HARNESS,3,EA,L,0,0130,0
00001792,00000014,SG-CFP-V-SENSOR,1,EA,L,0,0140,0
00001792,00000015,SG-CFP-F-SENSOR,2,EA,L,0,0150,0
00001792,00000016,SWN-CFG-SW-S1,1,EA,N,0,0160,0
00001793,00000001,SG1_CP,1,ST,L,0,0010,0
00001793,00000002,RM2_CP,2,ST,L,0,0020,0
00001794,00000001,RM1_CP,1,ST,L,0,0010,0
00001795,00000001,RM7_CP,100,ST,L,0,0010,0
00001795,00000002,SG2_CP,1500,CCM,L,0,0020,0
00001796,00000001,RM5_CP,1,KG,L,0,0010,0
00001797,00000001,RMJIT01,1000,ST,L,0,0010,0
00001798,00000001,RMJIT01,1000,ST,L,0,0010,0
00001798,00000002,RMJIT02,1000,ST,L,0,0010,0
00001799,00000001,RM1420,500,L,L,0,0010,0
00001799,00000002,RM1430,120,KG,L,0,0020,0
00001799,00000003,SG7100,-10,KG,L,0,0030,0
00001799,00000004,SG9100,-400,L,L,0,0040,0
00001799,00000005,SG8100,-50,L,L,0,0050,0
00001800,00000001,SG1010,1000,L,L,0,0010,0
00001801,00000001,SG1010,100,L,L,0,0010,0
00001801,00000002,SG22,10,ST,L,0,0020,0
00001801,00000003,RM1420,100,L,L,0,0030,0
00001801,00000004,RM15,10,ST,L,0,0040,0
00001801,00000005,SG2200,100,KG,L,0,0050,0
00001801,00000006,PIP01,100,L,N,0,0060,0
00001802,00000001,SG6100,100,KG,L,0,0010,0
00001802,00000002,RM15,10,ST,L,0,0020,0
00001802,00000003,SG23,10,ST,L,0,0030,0
00001802,00000004,RM128,10,ST,L,0,0040,0
00001803,00000001,RM09,100,KG,L,0,0010,0
00001803,00000002,RM1420,500,L,L,0,0020,0
00001803,00000003,RM1430,100,KG,L,0,0030,0
00001804,00000001,FG6500,100,KG,L,0,0010,0
00001804,00000002,SG2200,900,KG,L,0,0020,0
00001805,00000001,AVC_RBT_CNTRL_CAB,1,ST,L,0,0010,0
00001805,00000002,AVC_RBT_CNTRL_BRD,1,ST,L,0,0020,0
00001808,00000002,AVC_RBT_APPL_UNIT,1,ST,N,0,0100,0
00001808,00000001,AVC_RBT_ROBOT,1,ST,N,0,0010,0
00001807,00000002,,1,ST,K,0,0020,0
00001807,00000001,,1,ST,K,0,0010,0
00001807,00000003,AVC_RBT_BASE_FRAME,1,ST,L,0,0030,0
00001806,00000001,,1,ST,K,0,0010,0
00001806,00000002,AVC_RBT_CNTRL_UNIT,1,ST,N,0,0020,0
00001809,00000001,RM16,100,ST,L,0,0010,0
00001810,00000001,SG21,100,ST,L,0,0010,0
00001810,00000002,SG22,100,ST,L,0,0020,0
00001810,00000003,RM122,100,ST,L,0,0030,0
00001810,00000004,RM128,100,ST,L,0,0040,0
00001810,00000005,SG23,100,ST,L,0,0060,0
00001810,00000006,SG25,100,ST,L,0,0070,0
00001810,00000007,SG124,100,ST,L,0,0080,0
00001810,00000008,RM20,100,ST,L,0,0090,0
00001810,00000009,RM27,100,ST,L,0,0100,0
00001811,00000001,RM124,100,ST,L,0,0010,0
00001812,00000001,RM124,100,ST,L,0,0010,0
00001813,00000001,SG30,100,ST,L,0,0010,0
00001813,00000002,RM20,100,ST,L,0,0020,0
00001814,00000001,RM15,1000,ST,L,0,0010,0
00001814,00000002,SG24,15000,CCM,L,0,0020,0
00001815,00000001,RM09,1,KG,L,0,0010,0
00001815,00000002,RM19,1.2,L,L,0,0020,0
00001815,00000003,RM30,8.5,L,L,0,0030,0
00001816,00000001,SG22,100,ST,L,0,0020,0
00001816,00000002,RM122,100,ST,L,0,0030,0
00001816,00000003,RM128,100,ST,L,0,0040,0
00001816,00000004,SG25,100,ST,L,0,0070,0
00001816,00000005,SG224,100,ST,L,0,0080,0
00001816,00000006,RM27,100,ST,L,0,0090,0
00001817,00000001,RM124,100,ST,L,0,0010,0
00001818,00000001,RM12,1000,ST,L,0,0010,0
00001810,00000010,FG126,1,ST,L,0,0010,0
00000067,00000001,SP001,1,ST,L,0,0010,0
00000067,00000002,SP002,1,ST,L,0,0020,0
00000067,00000003,SP003,1,ST,L,0,0030,0
00000067,00000004,SP004,1,ST,L,0,0040,0
00000067,00000005,SP005,1,ST,L,0,0050,0
00000067,00000006,SP006,1,ST,L,0,0060,0
00000068,00000001,SP001,1,ST,L,0,0010,0
00000068,00000002,SP002,1,ST,L,0,0020,0
00000068,00000003,SP003,1,ST,L,0,0030,0
00000099,00000001,RMME12,1,EA,L,0,0010,0
00000100,00000005,RMME15,1,EA,L,0,0050,0
00000100,00000001,SGME03,1,EA,L,0,0010,0
00000100,00000002,SGME04,1,EA,L,0,0020,0
00000100,00000003,RMME13,2,EA,L,0,0030,0
00000100,00000004,RMME14,1,EA,L,0,0040,0
00000101,00000005,RMME16,1,EA,L,0,0050,0
00000101,00000001,SGME03,1,EA,L,0,0010,0
00000101,00000002,SGME04,1,EA,L,0,0020,0
00000101,00000003,RMME13,2,EA,L,0,0030,0
00000101,00000004,RMME14,1,EA,L,0,0040,0
00000102,00000001,SG21,100,ST,L,0,0010,0
00000102,00000002,SG22,100,ST,L,0,0020,0
00000102,00000003,RM122,100,ST,L,0,0030,0
00000102,00000004,RM128,100,ST,L,0,0040,0
00000102,00000005,RM120,100,ST,L,0,0050,0
00000102,00000006,SG23,100,ST,L,0,0060,0
00000102,00000007,SG25,100,ST,L,0,0070,0
00000102,00000008,SG224,100,ST,L,0,0080,0
00000102,00000009,RM27,100,ST,L,0,0090,0
00000104,00000001,RMPI001,86,KG,L,0,0010,0
00000104,00000002,RMPI002,2,KG,L,0,0020,0
00000104,00000003,RMPI003,3,KG,L,0,0030,0
00000104,00000004,RMPI004,4,KG,L,0,0040,0
00000104,00000005,RMPI005,5000,G,L,0,0050,0
00000110,00000001,RM7_CP,100,ST,L,0,0010,0
00000110,00000002,SG2_CP,1500,CCM,L,0,0020,0
00000111,00000001,RM5_CP,1,KG,L,0,0010,0
00000111,00000002,RM6_CP,10,KG,L,0,0020,0
00000111,00000003,RM8_CP,100,BOT,L,0,0030,0
00000117,00000002,RM1430,120,KG,L,0,0020,0
00000117,00000003,SG7100,-10,KG,L,0,0030,0
00000117,00000004,SG9100,-400,L,L,0,0040,0
00000118,00000001,SG1010,1000,L,L,0,0010,0
00000119,00000001,SG1010,100,L,L,0,0010,0
00000119,00000002,SG22,10,ST,L,0,0020,0
00000119,00000005,SG2200,100,KG,L,0,0050,0
00000120,00000001,SG6100,100,KG,L,0,0010,0
00000120,00000003,SG23,10,ST,L,0,0030,0
00000120,00000004,RM128,10,ST,L,0,0040,0
00000121,00000001,RM09,100,KG,L,0,0010,0
00000121,00000003,RM1430,100,KG,L,0,0030,0
00000122,00000002,SG2200,900,KG,L,0,0020,0
00000124,00000001,RMPI001,86,KG,L,0,0010,0
00000124,00000002,RMPI002,2,KG,L,0,0020,0
00000124,00000003,RMPI003,3,KG,L,0,0030,0
00000124,00000004,RMPI004,4,KG,L,0,0040,0
00000124,00000005,RMPI005,5000,G,L,0,0050,0
00000125,00000001,RM7_CP,100,ST,L,0,0010,0
00000125,00000002,SG2_CP,1500,CCM,L,0,0020,0
00000126,00000001,RM5_CP,1,KG,L,0,0010,0
00000126,00000002,RM6_CP,10,KG,L,0,0020,0
00000126,00000003,RM8_CP,100,BOT,L,0,0030,0
00000132,00000001,SG1010,1000,L,L,0,0010,0
00000133,00000001,SG1010,100,L,L,0,0010,0
00000133,00000002,SG22,10,ST,L,0,0020,0
00000133,00000005,SG2200,100,KG,L,0,0050,0
00000134,00000001,SG6100,100,KG,L,0,0010,0
00000134,00000003,SG23,10,ST,L,0,0030,0
00000134,00000004,RM128,10,ST,L,0,0040,0
00000135,00000001,RM09,100,KG,L,0,0010,0
00000135,00000003,RM1430,100,KG,L,0,0030,0
00000136,00000002,SG2200,900,KG,L,0,0020,0
00000139,00000001,ZTRAY01,1,ST,L,0,0010,0
00000139,00000002,ZCART01,1,ST,L,0,0020,0
00000140,00000005,ZTRAY01,1,ST,L,0,0010,0
00000140,00000006,ZCART01,1,ST,L,0,0020,0
00000140,00000001,ZTRAY01,1,ST,L,0,0010,0
00000140,00000002,ZCART01,1,ST,L,0,0020,0
00000141,00000001,RMJIT01,1000,ST,L,0,0010,0
00000144,00000003,AVC_RBT_BASE_FRAME,1,ST,L,0,0030,0
00000143,00000002,AVC_RBT_CNTRL_UNIT,1,ST,N,0,0020,0
00000146,00000001,RMJIT01,1000,ST,L,0,0010,0
00000149,00000003,AVC_RBT_BASE_FRAME,1,ST,L,0,0030,0
00000148,00000002,AVC_RBT_CNTRL_UNIT,1,ST,N,0,0020,0
00000151,00000010,RM20,100,ST,L,0,0100,0
00000151,00000001,SG21,100,ST,L,0,0010,0
00000151,00000002,SG22,100,ST,L,0,0020,0
00000151,00000003,RM122,100,ST,L,0,0030,0
00000151,00000004,RM128,100,ST,L,0,0040,0
00000151,00000005,RM120,100,ST,L,0,0050,0
00000151,00000006,SG23,100,ST,L,0,0060,0
00000151,00000007,SG25,100,ST,L,0,0070,0
00000151,00000008,SG224,100,ST,L,0,0080,0
00000151,00000009,RM27_1,100,ST,L,0,0090,0
00000157,00000001,RM20,100,ST,L,0,0100,0
00000157,00000002,SG21,100,ST,L,0,0010,0
00000157,00000003,SG22,100,ST,L,0,0020,0
00000157,00000004,RM122,100,ST,L,0,0030,0
00000157,00000005,RM128,100,ST,L,0,0040,0
00000157,00000006,RM120,100,ST,L,0,0050,0
00000157,00000007,SG23,100,ST,L,0,0060,0
00001121,00000005,RMPI005,5000,G,L,0,0050,0
00001122,00000001,SDBOMERLAIT01,3,ST,L,0,0010,0
00001122,00000002,SDBOMERLAIT02,5,ST,L,0,0020,0
00001123,00000001,SDBOMLUMFIT01,3,ST,L,0,0010,0
00001123,00000002,SDBOMLUMFIT02,5,ST,L,0,0020,0
00001124,00000007,,1,ST,K,0,0040,0
00001124,00000001,SF-FL-COMB,1,ST,L,0,0010,0
00001124,00000002,SF-FL-ELECTRIC,1,ST,L,0,0010,0
00001124,00000003,SF-FL-TIRE-CUSH,4,ST,L,0,0020,0
00001124,00000004,SF-FL-TIRE-PNEU,4,ST,L,0,0020,0
00001124,00000005,SF-FL-CWEIGHT,1,ST,L,0,0030,0
00001124,00000006,SF-FL-FORKSEAT-VXX,1,ST,L,0,0050,0
00001125,00000006,,1,ST,K,0,0040,0
00001125,00000001,SF-FL-COMB,1,ST,L,0,0010,0
00001125,00000002,SF-FL-ELECTRIC,1,ST,L,0,0010,0
00001125,00000003,SF-FL-TIRE-CUSH,4,ST,L,0,0020,0
00001125,00000004,SF-FL-TIRE-PNEU,4,ST,L,0,0020,0
00001125,00000005,SF-FL-CWEIGHT,1,ST,L,0,0030,0
00001126,00000001,S-201,100,ST,L,0,0010,0
00001127,00000001,S-201,100,ST,L,0,0010,0
00001127,00000002,S-202,100,ST,L,0,0020,0
00001128,00000001,S-301,100,ST,L,0,0010,0
00001128,00000002,R-302,100,ST,L,0,0020,0
00001129,00000001,R-401,100,ST,L,0,0010,0
00001130,00000001,S-208,100,ST,L,0,0010,0
00001130,00000002,S-210,100,ST,L,0,0020,0
00001131,00000001,S-315,100,ST,L,0,0010,0
00001131,00000002,R-311,100,ST,L,0,0020,0
00001132,00000001,R-411,100,ST,L,0,0010,0
00001133,00000001,S-310,100,ST,L,0,0010,0
00001134,00000001,R-410,100,ST,L,0,0010,0
00001134,00000002,R-412,100,ST,L,0,0020,0
00001135,00000001,RM13,100,ST,L,0,0010,0
00001135,00000002,RM14,100,ST,L,0,0020,0
00001136,00000001,SG-CFP-COUPLER,1,EA,L,0,0010,0
00001136,00000002,SG-CFP-HOUSING,1,EA,L,0,0020,0
00001136,00000003,SG-CFP-SEAL,1,EA,L,0,0030,0
00001136,00000004,SG-CFP-IMPELLER,1,EA,L,0,0040,0
00001136,00000005,SG-CFP-ADAPTER,1,EA,L,0,0050,0
00001136,00000006,SG-CFP-B-BRNG,1,EA,L,0,0060,0
00001136,00000007,SG-CFP-INBRD_CVR,1,EA,L,0,0070,0
00001136,00000008,SG-CFP-SHAFT,1,EA,L,0,0080,0
00001136,00000009,SG-CFP-BRNG-BRKT,1,EA,L,0,0090,0
00001136,00000010,SG-CFP-CON_BK,1,EA,L,0,0100,0
00001136,00000011,SG-CFP-CON_BX_CVR,1,EA,L,0,0110,0
00001136,00000012,SG-CFP-CON,10,EA,L,0,0120,0
00001136,00000013,SG-CFP-HARNESS,3,EA,L,0,0130,0
00001136,00000014,SG-CFP-V-SENSOR,1,EA,L,0,0140,0
00001136,00000015,SG-CFP-F-SENSOR,2,EA,L,0,0150,0
00001136,00000016,SWN-CFG-SW-S1,1,EA,N,0,0160,0
00001137,00000001,SG1_CP,1,ST,L,0,0010,0
00001137,00000002,RM2_CP,2,ST,L,0,0020,0
00001138,00000001,RM1_CP,1,ST,L,0,0010,0
00001139,00000001,RM7_CP,100,ST,L,0,0010,0
00001139,00000002,SG2_CP,1500,CCM,L,0,0020,0
00001140,00000001,RM5_CP,1,KG,L,0,0010,0
00001141,00000001,RMJIT01,1000,ST,L,0,0010,0
00001142,00000001,RMJIT01,1000,ST,L,0,0010,0
00001142,00000002,RMJIT02,1000,ST,L,0,0010,0
00001143,00000001,SG21,100,ST,L,0,0010,0
00001143,00000002,SG22,100,ST,L,0,0020,0
00001143,00000003,RM122,100,ST,L,0,0030,0
00001143,00000004,RM128,100,ST,L,0,0040,0
00001143,00000005,SG25,100,ST,L,0,0070,0
00001143,00000006,SG124,100,ST,L,0,0080,0
00001143,00000007,RM20,100,ST,L,0,0090,0
00001143,00000008,RM27,100,ST,L,0,0100,0
00001144,00000001,RM27,100,ST,L,0,0010,0
00001145,00000001,SG21,100,ST,L,0,0010,0
00001145,00000002,SG22,100,ST,L,0,0020,0
00001145,00000003,RM122,100,ST,L,0,0030,0
00001145,00000004,RM128,100,ST,L,0,0040,0
00001145,00000005,SG25,100,ST,L,0,0070,0
00001145,00000006,SG124,100,ST,L,0,0080,0
00001145,00000007,RM20,100,ST,L,0,0090,0
00001145,00000008,RM27,100,ST,L,0,0100,0
00001146,00000001,SG21,100,ST,L,0,0010,0
00001146,00000002,SG22,100,ST,L,0,0020,0
00001146,00000003,RM122,100,ST,L,0,0030,0
00001146,00000004,RM128,100,ST,L,0,0040,0
00001146,00000005,SG25,100,ST,L,0,0070,0
00001146,00000006,SG124,100,ST,L,0,0080,0
00001146,00000007,RM20,100,ST,L,0,0090,0
00001146,00000008,RM27,100,ST,L,0,0100,0
00001147,00000001,RM1420,500,L,L,0,0010,0
00001147,00000002,RM1430,120,KG,L,0,0020,0
00001147,00000003,SG7100,-10,KG,L,0,0030,0
00001147,00000004,SG9100,-400,L,L,0,0040,0
00001147,00000005,SG8100,-50,L,L,0,0050,0
00001148,00000001,SG1010,1000,L,L,0,0010,0
00001149,00000001,SG1010,100,L,L,0,0010,0
00001149,00000002,SG22,10,ST,L,0,0020,0
00001149,00000003,RM1420,100,L,L,0,0030,0
00001149,00000004,RM15,10,ST,L,0,0040,0
00001149,00000005,SG2200,100,KG,L,0,0050,0
00001149,00000006,PIP01,100,L,N,0,0060,0
00001150,00000001,SG6100,100,KG,L,0,0010,0
00001150,00000002,RM15,10,ST,L,0,0020,0
00001150,00000003,SG23,10,ST,L,0,0030,0
00001150,00000004,RM128,10,ST,L,0,0040,0
00001151,00000001,RM09,100,KG,L,0,0010,0
00001151,00000002,RM1420,500,L,L,0,0020,0
00001151,00000003,RM1430,100,KG,L,0,0030,0
00001152,00000001,FG6500,100,KG,L,0,0010,0
00001152,00000002,SG2200,900,KG,L,0,0020,0
00001153,00000001,AVC_RBT_CNTRL_CAB,1,ST,L,0,0010,0
00001153,00000002,AVC_RBT_CNTRL_BRD,1,ST,L,0,0020,0
00001156,00000002,AVC_RBT_APPL_UNIT,1,ST,N,0,0100,0
00001156,00000001,AVC_RBT_ROBOT,1,ST,N,0,0010,0
00001155,00000002,,1,ST,K,0,0020,0
00001155,00000001,,1,ST,K,0,0010,0
00001155,00000003,AVC_RBT_BASE_FRAME,1,ST,L,0,0030,0
00001154,00000001,,1,ST,K,0,0010,0
00001154,00000002,AVC_RBT_CNTRL_UNIT,1,ST,N,0,0020,0
00001157,00000001,RM16,100,ST,L,0,0010,0
00001158,00000001,SG21,100,ST,L,0,0010,0
00001158,00000002,SG22,100,ST,L,0,0020,0
00001158,00000003,RM122,100,ST,L,0,0030,0
00001158,00000004,RM128,100,ST,L,0,0040,0
00001158,00000005,SG23,100,ST,L,0,0060,0
00001158,00000006,SG25,100,ST,L,0,0070,0
00001158,00000007,SG124,100,ST,L,0,0080,0
00001158,00000008,RM20,100,ST,L,0,0090,0
00001158,00000009,RM27,100,ST,L,0,0100,0
00001159,00000001,RM124,100,ST,L,0,0010,0
00001160,00000001,RM124,100,ST,L,0,0010,0
00001161,00000001,SG30,100,ST,L,0,0010,0
00001161,00000002,RM20,100,ST,L,0,0020,0
00001162,00000001,RM15,1000,ST,L,0,0010,0
00001162,00000002,SG24,15000,CCM,L,0,0020,0
00001163,00000001,RM09,1,KG,L,0,0010,0
00001163,00000002,RM19,1.2,L,L,0,0020,0
00001163,00000003,RM30,8.5,L,L,0,0030,0
00001164,00000001,SG22,100,ST,L,0,0020,0
00001164,00000002,RM122,100,ST,L,0,0030,0
00001164,00000003,RM128,100,ST,L,0,0040,0
00001164,00000004,SG25,100,ST,L,0,0070,0
00001164,00000005,SG224,100,ST,L,0,0080,0
00001164,00000006,RM27,100,ST,L,0,0090,0
00001165,00000001,RM124,100,ST,L,0,0010,0
00001166,00000001,RM12,1000,ST,L,0,0010,0
00001158,00000010,FG126,1,ST,L,0,0010,0
00000043,00000001,SP001,1,ST,L,0,0010,0
00000043,00000002,SP002,1,ST,L,0,0020,0
00000043,00000003,SP003,1,ST,L,0,0030,0
00000043,00000004,SP004,1,ST,L,0,0040,0
00000043,00000005,SP005,1,ST,L,0,0050,0
00000043,00000006,SP006,1,ST,L,0,0060,0
00000044,00000001,SP001,1,ST,L,0,0010,0
00000044,00000002,SP002,1,ST,L,0,0020,0
00000044,00000003,SP003,1,ST,L,0,0030,0
00000044,00000004,SP004,1,ST,L,0,0040,0
00000044,00000005,SP005,1,ST,L,0,0050,0
00000044,00000006,SP006,1,ST,L,0,0060,0
00001167,00000001,RM13,100,ST,L,0,0010,0
00001167,00000002,RM14,100,ST,L,0,0020,0
00001168,00000001,RM33,100,ST,L,0,0010,0
00001168,00000002,RM34,100,ST,L,0,0020,0
00001169,00000001,SG233,100,ST,L,0,0010,0
00001169,00000002,RM233-1,100,ST,L,0,0020,0
00001169,00000003,RM233-2,100,ST,L,0,0030,0
00001169,00000004,RM233-4,100,ST,L,0,0040,0
00001170,00000001,RM234,100,ST,L,0,0010,0
00001169,00000005,SG234,100,ST,L,0,0010,0
00001171,00000001,RM235,100,ST,L,0,0010,0
00001172,00000001,RM124,100,ST,L,0,0010,0
00001173,00000001,SG29,100,ST,L,0,0010,0
00001173,00000002,RM20,100,ST,L,0,0020,0
00001174,00000001,RMPI001,86,KG,L,0,0010,0
00001174,00000002,RMPI002,2,KG,L,0,0020,0
00001174,00000003,RMPI003,3,KG,L,0,0030,0
00001174,00000004,RMPI004,4,KG,L,0,0040,0
00001174,00000005,RMPI005,5000,G,L,0,0050,0
00001175,00000001,RMPI001,86,KG,L,0,0010,0
00001175,00000002,RMPI002,2,KG,L,0,0020,0
00001175,00000003,RMPI003,3,KG,L,0,0030,0
00001175,00000004,RMPI004,4,KG,L,0,0040,0
00001175,00000005,RMPI005,5000,G,L,0,0050,0
00001176,00000001,SDBOMERLAIT01,3,ST,L,0,0010,0
00001176,00000002,SDBOMERLAIT02,5,ST,L,0,0020,0
00001177,00000001,SDBOMLUMFIT01,3,ST,L,0,0010,0
00001177,00000002,SDBOMLUMFIT02,5,ST,L,0,0020,0
00001178,00000007,,1,ST,K,0,0040,0
00001178,00000001,SF-FL-COMB,1,ST,L,0,0010,0
00001178,00000002,SF-FL-ELECTRIC,1,ST,L,0,0010,0
00001178,00000003,SF-FL-TIRE-CUSH,4,ST,L,0,0020,0
00001178,00000004,SF-FL-TIRE-PNEU,4,ST,L,0,0020,0
00001178,00000005,SF-FL-CWEIGHT,1,ST,L,0,0030,0
00001178,00000006,SF-FL-FORKSEAT-VXX,1,ST,L,0,0050,0
00001179,00000006,,1,ST,K,0,0040,0
00001179,00000001,SF-FL-COMB,1,ST,L,0,0010,0
00001179,00000002,SF-FL-ELECTRIC,1,ST,L,0,0010,0
00001179,00000003,SF-FL-TIRE-CUSH,4,ST,L,0,0020,0
00001179,00000004,SF-FL-TIRE-PNEU,4,ST,L,0,0020,0
00001179,00000005,SF-FL-CWEIGHT,1,ST,L,0,0030,0
00001180,00000001,EWMS4-502,4,ST,L,0,0010,0
00001180,00000002,EWMS4-503,8,ST,L,0,0020,0
00001180,00000003,EWMS4-601,32,ST,L,0,0030,0
00001181,00000001,S-201,100,ST,L,0,0010,0
00001182,00000001,S-201,100,ST,L,0,0010,0
00001182,00000002,S-202,100,ST,L,0,0020,0
00001183,00000001,S-301,100,ST,L,0,0010,0
00001183,00000002,R-302,100,ST,L,0,0020,0
00001184,00000001,R-401,100,ST,L,0,0010,0
00001185,00000001,S-208,100,ST,L,0,0010,0
00001185,00000002,S-210,100,ST,L,0,0020,0
00001186,00000001,S-315,100,ST,L,0,0010,0
00001186,00000002,R-311,100,ST,L,0,0020,0
00001187,00000001,R-411,100,ST,L,0,0010,0
00001188,00000001,S-310,100,ST,L,0,0010,0
00001189,00000001,R-410,100,ST,L,0,0010,0
00001189,00000002,R-412,100,ST,L,0,0020,0
00001190,00000001,RM13,100,ST,L,0,0010,0
00001190,00000002,RM14,100,ST,L,0,0020,0
00001191,00000001,SG-CFP-COUPLER,1,EA,L,0,0010,0
00001191,00000002,SG-CFP-HOUSING,1,EA,L,0,0020,0
00001191,00000003,SG-CFP-SEAL,1,EA,L,0,0030,0
00001191,00000004,SG-CFP-IMPELLER,1,EA,L,0,0040,0
00001191,00000005,SG-CFP-ADAPTER,1,EA,L,0,0050,0
00001191,00000006,SG-CFP-B-BRNG,1,EA,L,0,0060,0
00001191,00000007,SG-CFP-INBRD_CVR,1,EA,L,0,0070,0
00001191,00000008,SG-CFP-SHAFT,1,EA,L,0,0080,0
00001191,00000009,SG-CFP-BRNG-BRKT,1,EA,L,0,0090,0
00001191,00000010,SG-CFP-CON_BK,1,EA,L,0,0100,0
00001191,00000011,SG-CFP-CON_BX_CVR,1,EA,L,0,0110,0
00001191,00000012,SG-CFP-CON,10,EA,L,0,0120,0
00001191,00000013,SG-CFP-HARNESS,3,EA,L,0,0130,0
