MATNR,BWKEY,BKLAS,STPRS,VERPR,VPRSV
SDBOMERLAIT02,2710,3100,13.5,13.5,V
SDBOMLUMFHD,2710,3100,50,50,V
SDBOMLUMFIT01,2710,3100,13.5,13.5,V
SDBOMLUMFIT02,2710,3100,13.5,13.5,V
CM-FL-V01,2710,7920,4000,0,S
SF-FL-COMB,2710,7900,3100,0,S
SF-FL-CWEIGHT,2710,7900,110,0,S
SF-FL-ELECTRIC,2710,7900,2900,0,S
SF-FL-TIRE-CUSH,2710,7900,90,0,S
SF-FL-TIRE-PNEU,2710,7900,100,0,S
CM-MLFL-KM-VXX,2710,7920,4000,0,S
SF-FL-FORKSEAT-VXX,2710,7900,3100,0,S
CM-FL-V00,2710,7920,4000,0,S
FG-FL-MV-V00,2710,7920,4000,0,S
FG-FL-MV-V01,2710,7920,4000,0,S
FG-FL-MV-V02,2710,7920,4000,0,S
F-10A,2710,7920,42,0,S
F-10B,2710,7920,50,0,S
R-302,2710,3000,1.5,0,S
R-401,2710,3000,1,0,S
S-201,2710,7900,25,0,S
S-202,2710,7900,15,0,S
S-301,2710,7900,5,0,S
S-203,2710,7900,12.5,0,S
F-20A,2710,7920,100,0,S
R-311,2710,3000,5,0,S
R-410,2710,3000,1,0,S
R-411,2710,3000,3,0,S
R-412,2710,3000,2,0,S
S-208,2710,7900,30,0,S
S-210,2710,7900,20,0,S
S-310,2710,7900,10,0,S
S-315,2710,7900,5,0,S
SG26,2710,7900,1.88,0,S
FG1_CP,2710,7920,18.65,0,S
RM1_CP,2710,3000,0.08,0,S
RM2_CP,2710,3000,1,0,S
SG1_CP,2710,7900,0.52,0,S
FG2_CP,2710,7920,0.88,0,S
RM5_CP,2710,3000,0.08,0,S
RM7_CP,2710,3000,0.2,0,S
SG2_CP,2710,7900,0.17,0,S
RMJIT01,2710,3000,1,0,S
RMJIT02,2710,3000,1,0,S
SGJIT01,2710,7900,1.5,0,S
SGJIT02,2710,7900,1.5,0,S
RM1420,2710,3000,0.08,0,S
RM1430,2710,3000,1,0,S
SG2200,2710,7900,18.65,0,S
SG7100,2710,7900,0.02,0,S
SG8100,2710,7900,1.5,0,S
SG9100,2710,7900,1.5,0,S
SG1010,2710,7900,1.5,0,S
PIP01,2710,3000,0,0.12,V
FG29-1,2710,7920,3.4,0,S
FG6200,2710,7920,6.28,0,S
SG6100,2710,7900,2.37,0,S
FG6500,2710,7920,3.21,0,S
AVC_RBT_BASE_FRAME,2710,7900,100,0,S
AVC_RBT_CNTRL_CAB,2710,3100,13.5,13.5,V
AVC_RBT_D_ARM_50,2710,7900,3100,0,S
AVC_RBT_L_ARM_45,2710,7900,60,0,S
AVC_RBT_SEALING,2710,3100,13.5,13.5,V
AVC_RBT_APPL_UNIT,2710,7920,4000,0,S
AVC_RBT_BUNDLE,2710,7920,4000,0,S
AVC_RBT_CNTRL_BRD,2710,3100,13,13,V
AVC_RBT_CNTRL_UNIT,2710,7920,4000,0,S
AVC_RBT_ROBOT,2710,7920,4000,0,S
TG11,6110,3100,13.5,13.5,V
FG126,6110,7920,18.65,0,S
RM12,6110,3000,1,0,S
RM120,6110,3000,1.74,0,S
RM122,6110,3000,0.75,0,S
RM124,6110,3000,0.35,0,S
RM128,6110,3000,1.65,0,S
RM13,6110,3000,0.5,0,S
RM14,6110,3000,0.75,0,S
RM16,6110,3000,0.25,0,S
RM20,6110,3000,1.3,0,S
RM27,6110,3000,0.75,0,S
SG124,6110,7900,0.52,0,S
SG21,6110,7900,1.5,0,S
SG22,6110,7900,2.7,0,S
SG224,6110,7900,0.52,0,S
SG25,6110,7900,5.75,0,S
FG29,6110,7920,0.88,0,S
RM09,6110,3000,0.08,0,S
RM15,6110,3000,0.2,0,S
RM19,6110,3000,0.12,0,S
RM30,6110,3000,0.01,0,S
SG24,6110,7900,0.17,0,S
SG23,6110,7900,1.88,0,S
RM129,6110,3000,1.65,0,S
FG130,6110,7920,32,0,S
SG30,6110,7900,15,0,S
FG228,6110,7920,27.19,0,S
SP001,6110,3040,130,0,S
SP002,6110,3040,130.5,0,S
SP003,6110,3040,130.5,0,S
SP004,6110,3040,130,0,S
SP005,6110,3040,130.5,0,S
SP006,6110,3040,130.5,0,S
RM33,6110,3000,0.5,0,S
RM34,6110,3000,0.75,0,S
SG27,6110,7900,1.88,0,S
FG233,6110,7920,21,0,S
RM233-1,6110,3000,3,0,S
RM233-2,6110,3000,3,0,S
RM233-4,6110,3000,3,0,S
RM234,6110,3000,3.5,0,S
SG233,6110,7900,4.2,0,S
RM235,6110,3000,5.4,0,S
SG234,6110,7900,6.5,0,S
FG129,6110,7920,32,0,S
SG29,6110,7900,15,0,S
RMPI001,6110,3000,0.08,0,S
RMPI002,6110,3000,1,0,S
RMPI003,6110,3000,1.25,0,S
RMPI004,6110,3000,0.75,0,S
RMPI005,6110,3000,0.35,0,S
SGPI001,6110,7900,0.52,0,S
SGPI001-V00,6110,7900,0.52,0,S
QM006,6110,7900,1.41,0,S
SDBOMERLAHD,6110,3100,50,50,V
SDBOMERLAIT01,6110,3100,13.5,13.5,V
SDBOMERLAIT02,6110,3100,13.5,13.5,V
SDBOMLUMFHD,6110,3100,50,50,V
SDBOMLUMFIT01,6110,3100,13.5,13.5,V
SDBOMLUMFIT02,6110,3100,13.5,13.5,V
CM-FL-V01,6110,7920,4000,0,S
SF-FL-COMB,6110,7900,3100,0,S
SF-FL-CWEIGHT,6110,7900,110,0,S
SF-FL-ELECTRIC,6110,7900,2900,0,S
SF-FL-TIRE-CUSH,6110,7900,90,0,S
SF-FL-TIRE-PNEU,6110,7900,100,0,S
CM-MLFL-KM-VXX,6110,7920,6400,0,S
SF-FL-FORKSEAT-VXX,6110,7900,4960,0,S
CM-FL-V00,6110,7920,4000,0,S
FG-FL-MV-V00,6110,7920,4000,0,S
FG-FL-MV-V01,6110,7920,4000,0,S
FG-FL-MV-V02,6110,7920,4000,0,S
EWMS4-50,6110,7920,200,0,S
EWMS4-502,6110,3000,20,0,S
EWMS4-503,6110,3000,5,0,S
EWMS4-601,6110,3000,1,0,S
F-10A,6110,7920,42,0,S
F-10B,6110,7920,50,0,S
R-302,6110,3000,1.5,0,S
R-401,6110,3000,1,0,S
S-201,6110,7900,25,0,S
S-202,6110,7900,15,0,S
S-301,6110,7900,5,0,S
S-203,6110,7900,12.5,0,S
F-20A,6110,7920,100,0,S
R-311,6110,3000,5,0,S
R-410,6110,3000,1,0,S
R-411,6110,3000,3,0,S
R-412,6110,3000,2,0,S
S-208,6110,7900,30,0,S
S-210,6110,7900,20,0,S
S-310,6110,7900,10,0,S
S-315,6110,7900,5,0,S
SG26,6110,7900,1.88,0,S
FG1_CP,6110,7920,18.65,0,S
RM1_CP,6110,3000,0.08,0,S
RM2_CP,6110,3000,1,0,S
SG1_CP,6110,7900,0.52,0,S
FG2_CP,6110,7920,1.34,0,S
RM5_CP,6110,3000,0.12,0,S
RM7_CP,6110,3000,0.3,0,S
SG2_CP,6110,7900,0.26,0,S
RMJIT01,6110,3000,1.6,0,S
RMJIT02,6110,3000,1.6,0,S
SGJIT01,6110,7900,2.4,0,S
SGJIT02,6110,7900,2.4,0,S
FG111,6110,7920,29.25,0,S
FG111_A,6110,7920,29.25,0,S
FG111_B,6110,7920,29.25,0,S
FG111_C,6110,7920,29.25,0,S
RM27_1,6110,3000,1.17,0,S
RM1420,6110,3000,0.12,0,S
RM1430,6110,3000,1.52,0,S
SG2200,6110,7900,28.33,0,S
SG7100,6110,7900,0.03,0,S
SG8100,6110,7900,2.28,0,S
SG9100,6110,7900,2.28,0,S
SG1010,6110,7900,2.1,0,S
PIP01,6110,3000,0,0.19,V
FG29-1,6110,7920,4.7,0,S
FG6200,6110,7920,9.53,0,S
SG6100,6110,7900,3.59,0,S
FG6500,6110,7920,16.36,0,S
AVC_RBT_BASE_FRAME,6110,7900,136.75,0,S
AVC_RBT_CNTRL_CAB,6110,3100,18.46,18.46,V
AVC_RBT_D_ARM_50,6110,7900,4239.32,0,S
AVC_RBT_L_ARM_45,6110,7900,82.05,0,S
AVC_RBT_SEALING,6110,3100,18.46,18.46,V
AVC_RBT_APPL_UNIT,6110,7920,6400,0,S
AVC_RBT_BUNDLE,6110,7920,6400,0,S
AVC_RBT_CNTRL_BRD,6110,3100,20.8,20.8,V
AVC_RBT_CNTRL_UNIT,6110,7920,6400,0,S
AVC_RBT_ROBOT,6110,7920,6400,0,S
TG11,1910,3100,135,135,V
FG126,1910,7920,18.65,0,S
RM12,1910,3000,1,0,S
RM120,1910,3000,1.25,0,S
RM122,1910,3000,0.75,0,S
RM124,1910,3000,0.35,0,S
RM128,1910,3000,1.65,0,S
RM13,1910,3000,0.5,0,S
RM14,1910,3000,0.75,0,S
RM16,1910,3000,0.25,0,S
RM20,1910,3000,1.3,0,S
RM27,1910,3000,0.75,0,S
SG124,1910,7900,0.52,0,S
SG21,1910,7900,1.5,0,S
SG22,1910,7900,2.7,0,S
SG224,1910,7900,0.52,0,S
SG25,1910,7900,5.75,0,S
FG29,1910,7920,0.88,0,S
RM09,1910,3000,0.08,0,S
RM15,1910,3000,0.2,0,S
RM19,1910,3000,0.12,0,S
RM30,1910,3000,0.01,0,S
SG24,1910,7900,0.17,0,S
SG23,1910,7900,1.88,0,S
RM129,1910,3000,16.5,0,S
FG130,1910,7920,32,0,S
SG30,1910,7900,15,0,S
FG228,1910,7920,271.9,0,S
SP001,1910,3040,130,0,S
SP002,1910,3040,130,0,S
SP003,1910,3040,130,0,S
SP004,1910,3040,130,0,S
SP005,1910,3040,130,0,S
SP006,1910,3040,130,0,S
RM33,1910,3000,0.5,0,S
RM34,1910,3000,0.75,0,S
SG27,1910,7900,1.88,0,S
FG233,1910,7920,229.79,0,S
RM233-1,1910,3000,31.83,0,S
RM233-2,1910,3000,31.83,0,S
RM233-4,1910,3000,31.83,0,S
RM234,1910,3000,38.3,0,S
SG233,1910,7900,45.96,0,S
RM235,1910,3000,3.5,0,S
SG234,1910,7900,4.2,0,S
FG129,1910,7920,32,0,S
SG29,1910,7900,15,0,S
RMPI001,1910,3000,0.8,0,S
RMPI002,1910,3000,10,0,S
RMPI003,1910,3000,12.5,0,S
RMPI004,1910,3000,7.5,0,S
RMPI005,1910,3000,3.5,0,S
SGPI001,1910,7900,5.2,0,S
SGPI001-V00,1910,7900,5.2,0,S
QM006,1910,7900,9.34,0,S
SDBOMERLAHD,1910,3100,500,500,V
SDBOMERLAIT01,1910,3100,135,135,V
SDBOMERLAIT02,1910,3100,135,135,V
SDBOMLUMFHD,1910,3100,500,500,V
SDBOMLUMFIT01,1910,3100,135,135,V
SDBOMLUMFIT02,1910,3100,135,135,V
CM-FL-V01,1910,7920,40000,0,S
SF-FL-COMB,1910,7900,31000,0,S
SF-FL-CWEIGHT,1910,7900,1100,0,S
SF-FL-ELECTRIC,1910,7900,29000,0,S
SF-FL-TIRE-CUSH,1910,7900,900,0,S
SF-FL-TIRE-PNEU,1910,7900,1000,0,S
CM-MLFL-KM-VXX,1910,7920,40000,0,S
SF-FL-FORKSEAT-VXX,1910,7900,31000,0,S
CM-FL-V00,1910,7920,40000,0,S
FG-FL-MV-V00,1910,7920,4000,0,S
FG-FL-MV-V01,1910,7920,4000,0,S
FG-FL-MV-V02,1910,7920,4000,0,S
EWMS4-50,1910,7920,200,0,S
EWMS4-502,1910,3000,20,0,S
EWMS4-503,1910,3000,5,0,S
EWMS4-601,1910,3000,1,0,S
F-10A,1910,7920,448.63,0,S
F-10B,1910,7920,534.09,0,S
R-302,1910,3000,16.02,0,S
R-401,1910,3000,10.68,0,S
S-201,1910,7900,267.04,0,S
S-202,1910,7900,160.23,0,S
S-301,1910,7900,53.41,0,S
S-203,1910,7900,12.5,0,S
F-20A,1910,7920,1071.26,0,S
R-311,1910,3000,53.56,0,S
R-410,1910,3000,10.71,0,S
R-411,1910,3000,32.14,0,S
R-412,1910,3000,21.43,0,S
S-208,1910,7900,321.38,0,S
S-210,1910,7900,214.25,0,S
S-310,1910,7900,107.13,0,S
S-315,1910,7900,53.56,0,S
SG26,1910,7900,18.8,0,S
FG1_CP,1910,7920,18.65,0,S
RM1_CP,1910,3000,0.08,0,S
RM2_CP,1910,3000,1,0,S
SG1_CP,1910,7900,0.52,0,S
FG2_CP,1910,7920,9.67,0,S
RM5_CP,1910,3000,0.88,0,S
RM7_CP,1910,3000,2.2,0,S
SG2_CP,1910,7900,1.87,0,S
RMJIT01,1910,3000,10,0,S
RMJIT02,1910,3000,10,0,S
SGJIT01,1910,7900,15,0,S
SGJIT02,1910,7900,15,0,S
FG111,1910,7920,186.5,0,S
FG111_A,1910,7920,186.5,0,S
FG111_B,1910,7920,186.5,0,S
FG111_C,1910,7920,186.5,0,S
RM27_1,1910,3000,7.5,0,S
RM1420,1910,3000,0.08,0,S
RM1430,1910,3000,1,0,S
SG2200,1910,7900,18.65,0,S
SG7100,1910,7900,0.02,0,S
SG8100,1910,7900,1.5,0,S
SG9100,1910,7900,1.5,0,S
SG1010,1910,7900,15,0,S
PIP01,1910,3000,0,1.2,V
FG29-1,1910,7920,37.24,0,S
FG6200,1910,7920,68.6,0,S
SG6100,1910,7900,25.89,0,S
FG6500,1910,7920,35.18,0,S
AVC_RBT_BASE_FRAME,1910,7900,100,0,S
AVC_RBT_CNTRL_CAB,1910,3100,13.5,13.5,V
AVC_RBT_D_ARM_50,1910,7900,3100,0,S
AVC_RBT_L_ARM_45,1910,7900,60,0,S
AVC_RBT_SEALING,1910,3100,13.5,13.5,V
AVC_RBT_APPL_UNIT,1910,7920,40000,0,S
AVC_RBT_BUNDLE,1910,7920,40000,0,S
AVC_RBT_CNTRL_BRD,1910,3100,130,130,V
AVC_RBT_CNTRL_UNIT,1910,7920,40000,0,S
AVC_RBT_ROBOT,1910,7920,40000,0,S
TG11,5910,3100,60.75,60.75,V
FG126,5910,7920,93,0,S
RM12,5910,3000,5,0,S
RM120,5910,3000,6,0,S
RM122,5910,3000,3,0,S
RM124,5910,3000,1,0,S
RM128,5910,3000,8,0,S
RM13,5910,3000,2,0,S
RM14,5910,3000,3,0,S
RM16,5910,3000,1,0,S
RM20,5910,3000,6,0,S
RM27,5910,3000,3,0,S
SG124,5910,7900,2,0,S
SG21,5910,7900,7,0,S
SG22,5910,7900,13,0,S
SG224,5910,7900,2,0,S
SG25,5910,7900,28,0,S
FG29,5910,7920,4,0,S
RM09,5910,3000,0.4,0,S
RM15,5910,3000,1,0,S
RM19,5910,3000,0.6,0,S
RM30,5910,3000,0.05,0,S
SG24,5910,7900,0.65,0,S
SG23,5910,7900,1.88,0,S
RM129,5910,3000,7.42,0,S
FG130,5910,7920,139.84,0,S
SG30,5910,7900,65.55,0,S
FG228,5910,7920,121,0,S
SP001,5910,3040,650,0,S
SP002,5910,3040,652,0,S
SP003,5910,3040,652,0,S
SP004,5910,3040,650,0,S
SP005,5910,3040,652,0,S
SP006,5910,3040,652,0,S
RM33,5910,3000,2.19,0,S
RM34,5910,3000,3.28,0,S
SG27,5910,7900,8.22,0,S
FG233,5910,7920,94.5,0,S
RM233-1,5910,3000,13.5,0,S
RM233-2,5910,3000,13.5,0,S
RM233-4,5910,3000,13.5,0,S
RM234,5910,3000,15.8,0,S
SG233,5910,7900,15.8,0,S
RM235,5910,3000,15.3,0,S
SG234,5910,7900,18.35,0,S
FG129,5910,7920,32,0,S
SG29,5910,7900,15,0,S
RMPI001,5910,3000,0.35,0,S
RMPI002,5910,3000,4.37,0,S
RMPI003,5910,3000,5.46,0,S
RMPI004,5910,3000,3.28,0,S
RMPI005,5910,3000,1.53,0,S
SGPI001,5910,7900,2.27,0,S
SGPI001-V00,5910,7900,2.27,0,S
QM006,5910,7900,3.85,0,S
SDBOMERLAHD,5910,3100,50,50,V
SDBOMERLAIT01,5910,3100,13.5,13.5,V
SDBOMERLAIT02,5910,3100,13.5,13.5,V
SDBOMLUMFHD,5910,3100,50,50,V
SDBOMLUMFIT01,5910,3100,13.5,13.5,V
SDBOMLUMFIT02,5910,3100,13.5,13.5,V
CM-FL-V01,5910,7920,18468,0,S
SF-FL-COMB,5910,7900,14312.7,0,S
SF-FL-CWEIGHT,5910,7900,507.87,0,S
SF-FL-ELECTRIC,5910,7900,13389.3,0,S
SF-FL-TIRE-CUSH,5910,7900,415.53,0,S
SF-FL-TIRE-PNEU,5910,7900,461.7,0,S
CM-MLFL-KM-VXX,5910,7920,17480,0,S
SF-FL-FORKSEAT-VXX,5910,7900,13547,0,S
CM-FL-V00,5910,7920,4000,0,S
FG-FL-MV-V00,5910,7920,4000,0,S
FG-FL-MV-V01,5910,7920,4000,0,S
FG-FL-MV-V02,5910,7920,4000,0,S
F-10A,5910,7920,191.56,0,S
F-10B,5910,7920,228.05,0,S
R-302,5910,3000,6.84,0,S
R-401,5910,3000,4.56,0,S
S-201,5910,7900,114.02,0,S
S-202,5910,7900,68.41,0,S
S-301,5910,7900,22.8,0,S
S-203,5910,7900,12.5,0,S
F-20A,5910,7920,100,0,S
R-311,5910,3000,5,0,S
R-410,5910,3000,1,0,S
R-411,5910,3000,3,0,S
R-412,5910,3000,2,0,S
S-208,5910,7900,30,0,S
S-210,5910,7900,20,0,S
S-310,5910,7900,10,0,S
S-315,5910,7900,5,0,S
SG26,5910,7900,8.15,0,S
FG1_CP,5910,7920,18.65,0,S
RM1_CP,5910,3000,0.08,0,S
RM2_CP,5910,3000,1,0,S
SG1_CP,5910,7900,0.52,0,S
FG2_CP,5910,7920,3.85,0,S
RM5_CP,5910,3000,0.35,0,S
RM7_CP,5910,3000,0.87,0,S
SG2_CP,5910,7900,0.74,0,S
TG11,1610,3100,13.5,13.5,V
FG126,1610,7920,1305.5,0,S
FG29,1610,7920,61.6,0,S
RM09,1610,3000,5.6,0,S
RM12,1610,3000,70,0,S
RM120,1610,3000,131.6,0,S
RM122,1610,3000,52.5,0,S
RM124,1610,3000,24.5,0,S
RM128,1610,3000,115.5,0,S
RM13,1610,3000,35,0,S
RM14,1610,3000,52.5,0,S
RM15,1610,3000,14,0,S
RM16,1610,3000,17.5,0,S
RM19,1610,3000,8.4,0,S
RM20,1610,3000,91,0,S
RM27,1610,3000,52.5,0,S
RM30,1610,3000,0.7,0,S
SG124,1610,7900,36.4,0,S
SG21,1610,7900,105,0,S
SG22,1610,7900,189,0,S
SG224,1610,7900,36.4,0,S
SG24,1610,7900,11.9,0,S
SG25,1610,7900,402.5,0,S
SG23,1610,7900,131.6,0,S
RM129,1610,3000,115.5,0,S
FG130,1610,7920,2240,0,S
SG30,1610,7900,1050,0,S
FG228,1610,7920,2175.2,0,S
SP001,1610,3040,10400,0,S
SP002,1610,3040,10440,0,S
SP003,1610,3040,10440,0,S
SP004,1610,3040,10400,0,S
SP005,1610,3040,10440,0,S
SP006,1610,3040,10440,0,S
RM33,1610,3000,40,0,S
RM34,1610,3000,60,0,S
SG27,1610,7900,150.4,0,S
FG233,1610,7920,1680,0,S
RM233-1,1610,3000,240,0,S
RM233-2,1610,3000,240,0,S
RM233-4,1610,3000,240,0,S
RM234,1610,3000,280,0,S
SG233,1610,7900,336,0,S
RM235,1610,3000,280,0,S
SG234,1610,7900,336,0,S
FG129,1610,7920,2560,0,S
SG29,1610,7900,1200,0,S
RMPI001,1610,3000,6.4,0,S
RMPI002,1610,3000,80,0,S
RMPI003,1610,3000,100,0,S
RMPI004,1610,3000,60,0,S
RMPI005,1610,3000,28,0,S
SGPI001,1610,7900,41.6,0,S
SGPI001-V00,1610,7900,41.6,0,S
QM006,1610,7900,70.4,0,S
SDBOMERLAHD,1610,3100,4000,4000,V
SDBOMERLAIT01,1610,3100,1080,1080,V
SDBOMERLAIT02,1610,3100,1080,1080,V
SDBOMLUMFHD,1610,3100,4000,4000,V
SDBOMLUMFIT01,1610,3100,1080,1080,V
SDBOMLUMFIT02,1610,3100,1080,1080,V
CM-FL-V01,1610,7920,32000,0,S
SF-FL-COMB,1610,7900,248000,0,S
SF-FL-CWEIGHT,1610,7900,8800,0,S
SF-FL-ELECTRIC,1610,7900,232000,0,S
SF-FL-TIRE-CUSH,1610,7900,7200,0,S
SF-FL-TIRE-PNEU,1610,7900,8000,0,S
CM-MLFL-KM-VXX,1610,7920,320000,0,S
SF-FL-FORKSEAT-VXX,1610,7900,248000,0,S
CM-FL-V00,1610,7920,4000,0,S
FG-FL-MV-V00,1610,7920,4000,0,S
FG-FL-MV-V01,1610,7920,320000,0,S
FG-FL-MV-V02,1610,7920,320000,0,S
EWMS4-50,1610,7920,200,0,S
EWMS4-502,1610,3000,20,0,S
EWMS4-503,1610,3000,5,0,S
EWMS4-601,1610,3000,1,0,S
F-10A,1610,7920,2510.34,0,S
F-10B,1610,7920,2988.5,0,S
R-302,1610,3000,89.66,0,S
R-401,1610,3000,65.75,0,S
S-201,1610,7900,1494.25,0,S
S-202,1610,7900,896.55,0,S
S-301,1610,7900,29885,0,S
S-203,1610,7900,1000,0,S
F-20A,1610,7920,597.7,0,S
R-311,1610,3000,298.85,0,S
R-410,1610,3000,59.77,0,S
R-411,1610,3000,179.31,0,S
R-412,1610,3000,119.54,0,S
S-208,1610,7900,1793.1,0,S
S-210,1610,7900,1195.4,0,S
S-310,1610,7900,597.7,0,S
S-315,1610,7900,298.85,0,S
FG1_CP,1610,7920,1492,0,S
RM1_CP,1610,3000,6.4,0,S
RM2_CP,1610,3000,80,0,S
SG1_CP,1610,7900,41.6,0,S
FG2_CP,1610,7920,70.4,0,S
RM5_CP,1610,3000,6.4,0,S
RM7_CP,1610,3000,16,0,S
SG2_CP,1610,7900,13.6,0,S
FG111,1610,7920,1492,0,S
FG111_A,1610,7920,1492,0,S
FG111_B,1610,7920,1492,0,S
FG111_C,1610,7920,1492,0,S
RM27_1,1610,3000,60,0,S
RM1420,1610,3000,64,0,S
RM1430,1610,3000,80,0,S
SG2200,1610,7900,1492,0,S
SG7100,1610,7900,16,0,S
SG8100,1610,7900,120,0,S
SG9100,1610,7900,120,0,S
PIP01,1610,3000,0,9.6,V
SG1010,1610,7900,120,0,S
FG29-1,1610,7920,272,0,S
FG6200,1610,7920,502.4,0,S
SG6100,1610,7900,189.6,0,S
FG6500,1610,7920,256.8,0,S
AVC_RBT_BASE_FRAME,1610,7900,5982.91,0,S
AVC_RBT_CNTRL_CAB,1610,3100,807.69,807.69,V
AVC_RBT_D_ARM_50,1610,7900,185470.09,0,S
AVC_RBT_L_ARM_45,1610,7900,3589.74,0,S
AVC_RBT_SEALING,1610,3100,807.69,807.69,V
AVC_RBT_APPL_UNIT,1610,7920,280000,0,S
AVC_RBT_BUNDLE,1610,7920,280000,0,S
AVC_RBT_CNTRL_BRD,1610,3100,910,910,V
AVC_RBT_CNTRL_UNIT,1610,7920,280000,0,S
AVC_RBT_ROBOT,1610,7920,280000,0,S
TG11,2810,3100,31387.5,31387.5,V
FG126,2810,7920,18.65,0,S
RM12,2810,3000,1,0,S
RM120,2810,3000,1.25,0,S
RM122,2810,3000,0.75,0,S
RM124,2810,3000,0.35,0,S
RM128,2810,3000,1.65,0,S
RM13,2810,3000,0.5,0,S
RM14,2810,3000,0.75,0,S
RM16,2810,3000,0.25,0,S
RM20,2810,3000,1.3,0,S
RM27,2810,3000,0.75,0,S
SG124,2810,7900,0.52,0,S
SG21,2810,7900,1.5,0,S
SG22,2810,7900,2.7,0,S
SG224,2810,7900,0.52,0,S
SG25,2810,7900,5.75,0,S
FG29,2810,7920,0.88,0,S
RM09,2810,3000,0.08,0,S
RM15,2810,3000,0.2,0,S
RM19,2810,3000,0.12,0,S
RM30,2810,3000,0.01,0,S
SG24,2810,7900,0.17,0,S
SG23,2810,7900,1.88,0,S
RM129,2810,3000,8.25,0,S
FG130,2810,7920,32,0,S
SG30,2810,7900,15,0,S
FG228,2810,7920,135.95,0,S
SP001,2810,3040,130,0,S
SP002,2810,3040,130,0,S
SP003,2810,3040,130,0,S
SP004,2810,3040,130,0,S
SP005,2810,3040,130,0,S
SP006,2810,3040,130,0,S
RM33,2810,3000,2.5,0,S
RM34,2810,3000,3.75,0,S
SG27,2810,7900,9.4,0,S
FG233,2810,7920,103.46,0,S
RM233-1,2810,3000,14.78,0,S
RM233-2,2810,3000,14.78,0,S
RM233-4,2810,3000,14.78,0,S
RM234,2810,3000,17.24,0,S
SG233,2810,7900,20.69,0,S
RM235,2810,3000,3.5,0,S
SG234,2810,7900,4.2,0,S
FG129,2810,7920,32,0,S
SG29,2810,7900,15,0,S
RMPI001,2810,3000,0.4,0,S
RMPI002,2810,3000,5,0,S
RMPI003,2810,3000,6.25,0,S
RMPI004,2810,3000,3.75,0,S
RMPI005,2810,3000,1.75,0,S
SGPI001,2810,7900,2.6,0,S
SGPI001-V00,2810,7900,2.6,0,S
QM006,2810,7900,433,0,S
SDBOMERLAHD,2810,3100,250,250,V
SDBOMERLAIT01,2810,3100,67.5,67.5,V
SDBOMERLAIT02,2810,3100,67.5,67.5,V
SDBOMLUMFHD,2810,3100,250,250,V
SDBOMLUMFIT01,2810,3100,67.5,67.5,V
SDBOMLUMFIT02,2810,3100,67.5,67.5,V
CM-FL-V01,2810,7920,20000,0,S
SF-FL-COMB,2810,7900,15500,0,S
SF-FL-CWEIGHT,2810,7900,550,0,S
SF-FL-ELECTRIC,2810,7900,14500,0,S
SF-FL-TIRE-CUSH,2810,7900,450,0,S
SF-FL-TIRE-PNEU,2810,7900,500,0,S
CM-MLFL-KM-VXX,2810,7920,4000,0,S
SF-FL-FORKSEAT-VXX,2810,7900,3100,0,S
CM-FL-V00,2810,7920,20000,0,S
FG-FL-MV-V00,2810,7920,4000,0,S
FG-FL-MV-V01,2810,7920,4000,0,S
FG-FL-MV-V02,2810,7920,4000,0,S
F-10A,2810,7920,20420,0,S
F-10B,2810,7920,24310,0,S
R-302,2810,3000,729,0,S
R-401,2810,3000,486,0,S
S-201,2810,7900,12155,0,S
S-202,2810,7900,7293,0,S
S-301,2810,7900,2431,0,S
S-203,2810,7900,12.5,0,S
F-20A,2810,7920,48809,0,S
R-311,2810,3000,2440,0,S
R-410,2810,3000,488,0,S
R-411,2810,3000,1464,0,S
R-412,2810,3000,976,0,S
S-208,2810,7900,14643,0,S
S-210,2810,7900,9762,0,S
S-310,2810,7900,4881,0,S
S-315,2810,7900,2440,0,S
SG26,2810,7900,9.4,0,S
FG1_CP,2810,7920,18.65,0,S
RM1_CP,2810,3000,0.08,0,S
RM2_CP,2810,3000,1,0,S
SG1_CP,2810,7900,0.52,0,S
FG2_CP,2810,7920,4.33,0,S
RM5_CP,2810,3000,0.39,0,S
RM7_CP,2810,3000,0.98,0,S
SG2_CP,2810,7900,0.84,0,S
RMJIT01,2810,3000,5,0,S
RMJIT02,2810,3000,5,0,S
SGJIT01,2810,7900,75,0,S
SGJIT02,2810,7900,75,0,S
FG111,2810,7920,93.25,0,S
FG111_A,2810,7920,93.25,0,S
FG111_B,2810,7920,93.25,0,S
FG111_C,2810,7920,93.25,0,S
RM27_1,2810,3000,3.75,0,S
RM1420,2810,3000,0.39,0,S
RM1430,2810,3000,4.92,0,S
SG2200,2810,7900,91.83,0,S
SG7100,2810,7900,0.1,0,S
SG8100,2810,7900,7.39,0,S
SG9100,2810,7900,7.39,0,S
SG1010,2810,7900,7.5,0,S
PIP01,2810,3000,0,0.6,V
FG29-1,2810,7920,16.78,0,S
FG6200,2810,7920,31,0,S
SG6100,2810,7900,11.7,0,S
FG6500,2810,7920,15.86,0,S
AVC_RBT_BASE_FRAME,2810,7900,100,0,S
AVC_RBT_CNTRL_CAB,2810,3100,13.5,13.5,V
AVC_RBT_D_ARM_50,2810,7900,3100,0,S
AVC_RBT_L_ARM_45,2810,7900,60,0,S
AVC_RBT_SEALING,2810,3100,13.5,13.5,V
AVC_RBT_APPL_UNIT,2810,7920,20000,0,S
